Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Mmp12,0,4.91117227947187,0.636,0.171,0
Calr,0,2.24658730091502,0.871,0.66,0
Fth1,0,1.66796666575334,1,0.999,0
Ftl1,0,1.28351877925737,1,0.999,0
Tpt1,1.50210871503995e-293,1.41598079631082,0.984,0.951,3.93282103771759e-289
S100a6,3.812725812202e-277,2.17641222521864,0.831,0.506,9.98247872150728e-273
Mmp8,1.5912027654105e-275,3.33803990630023,0.55,0.155,4.16608708039776e-271
Fcgr4,3.78430060543225e-271,-1.73130381150675,0.534,0.885,9.90805584514271e-267
Hspa5,5.79229125935813e-263,2.14795544667759,0.823,0.569,1.51653769752514e-258
Tmsb4x,5.02509337240867e-262,1.23186963584801,0.992,0.997,1.31566994676404e-257
Tmsb10,3.78531280878186e-253,1.97598869639507,0.922,0.741,9.91070599595266e-249
Gbp2,1.58574166734617e-251,-1.0464471908599,0.822,0.984,4.15178883344573e-247
Wfdc17,2.00716715675328e-237,2.3518104936207,0.831,0.597,5.25516504981145e-233
Sh3bgrl3,7.31914045336173e-234,1.18968182207979,0.962,0.913,1.91629735349917e-229
Il1rn,3.57101622876783e-231,2.82746997232981,0.6,0.228,9.34963469015993e-227
Gbp4,1.59852528798089e-230,-1.44854511293939,0.537,0.879,4.18525890899157e-226
Spp1,5.69524111429475e-225,2.7878577041837,0.695,0.343,1.49112802854465e-220
Anxa1,6.07703144408183e-204,1.95477514001097,0.751,0.466,1.5910883726895e-199
Clec4n,2.21501741903753e-203,1.79466927164989,0.858,0.635,5.79935860652405e-199
Mmp13,1.02709728166948e-202,5.32486087689554,0.295,0.039,2.68914610286703e-198
Plin2,1.6337398214062e-202,-1.20572707974659,0.712,0.936,4.27745760040573e-198
Eef1a1,7.29294984599837e-197,1.01522708494651,0.984,0.96,1.90944012867929e-192
H3f3a,4.58652297485052e-193,1.32912607824743,0.895,0.73,1.20084344527536e-188
S100a4,1.34049430540173e-192,3.49200381592233,0.311,0.049,3.50968219040281e-188
Pf4,8.7580966857937e-184,2.66924314073235,0.792,0.609,2.29304487427451e-179
C1qb,1.22063505576746e-181,-1.22585678659795,0.582,0.889,3.19586670301036e-177
Lilrb4b,2.1704214886748e-178,1.05223075760921,0.968,0.928,5.68259754164836e-174
C1qc,8.19555054400945e-177,-1.26125070296278,0.538,0.874,2.14575904343255e-172
Ifi27l2a,1.8661232582213e-174,3.08511349831165,0.395,0.109,4.88588391467502e-170
Gbp7,1.92595407491385e-172,-1.20582604106359,0.648,0.9,5.04253295893943e-168
Ly6e,3.06646740597657e-172,0.989475763202066,0.962,0.898,8.02862496232786e-168
Hsp90b1,4.03822945877653e-160,1.54554944023679,0.817,0.694,1.05728923689687e-155
Ptma,2.84754715359133e-159,1.15989062710675,0.928,0.891,7.45544795753283e-155
Csta2,1.80534585392433e-157,3.84884973552546,0.336,0.082,4.72675651474468e-153
B2m,2.09995688741287e-148,0.550950645975293,1,1,5.49810712262438e-144
Lpl,4.02558905863373e-146,2.03282156062148,0.811,0.674,1.05397972733148e-141
Ly6a,2.32303340168334e-143,0.910150654210808,0.965,0.837,6.08216605228731e-139
Anpep,5.08850720559831e-142,1.61465321132401,0.717,0.472,1.33227295656975e-137
Id2,8.92784578688965e-142,1.56695964200091,0.851,0.678,2.33748858392345e-137
Igtp,4.54010439380867e-139,-1.32692391607936,0.395,0.741,1.18869013238699e-134
Abca1,6.02789295394004e-139,-1.62028716616416,0.371,0.694,1.57822293320058e-134
Tgm2,1.30355973090615e-138,-1.78738798854092,0.388,0.717,3.41298008745847e-134
Anxa4,7.23028887515375e-137,1.23545229418696,0.837,0.718,1.89303423329276e-132
Picalm,4.57492632633968e-136,-1.00181265667458,0.69,0.897,1.19780721076225e-131
Pdpn,5.62373650979028e-135,1.17577177000402,0.805,0.57,1.47240669299329e-130
Ass1,4.04308401562639e-133,2.22653045948128,0.41,0.147,1.0585602569713e-128
Cstb,4.94011650857193e-133,0.88205498953555,0.993,0.976,1.2934213042743e-128
Rps26,5.41127429594859e-132,0.874497463543241,0.969,0.968,1.41677983616526e-127
Tagln2,2.02448220699694e-128,0.955760239286391,0.917,0.857,5.30049931435938e-124
Lsp1,4.41720442801871e-128,2.26895363842155,0.345,0.104,1.15651246334386e-123
Ubc,5.35723831411733e-125,1.16151302784511,0.965,0.951,1.4026321354022e-120
AA467197,2.90878749781684e-123,3.37549291414757,0.244,0.05,7.61578742678406e-119
Sat1,1.74178541263573e-119,1.46588420138367,0.76,0.59,4.56034256736286e-115
Anxa2,2.56490543105745e-116,1.00755467974681,0.897,0.83,6.71543539959461e-112
Saa3,8.35668739536518e-116,3.28718576452434,0.451,0.207,2.18794789385451e-111
Kcnq5,8.39281834665903e-116,-3.36713058718229,0.034,0.31,2.19740769952227e-111
Ly86,2.35036857182028e-115,-2.58956171440086,0.062,0.352,6.15373499473984e-111
Cfl1,1.33921455138448e-114,0.556986621452507,0.995,0.999,3.50633153843485e-110
Lgals3,1.77103686656244e-113,0.876389324400403,0.999,0.999,4.63692872403377e-109
Ccl9,2.30189568076884e-112,1.51387916257167,0.823,0.692,6.02682327138897e-108
Ctss,2.59102665241983e-111,0.739961651933424,0.999,1,6.78382598136559e-107
Cd9,7.71512619982691e-111,2.0888876032212,0.385,0.15,2.01997434163868e-106
Slc11a1,6.66076086910857e-110,-1.19306603735169,0.356,0.674,1.74392041075001e-105
Ctsc,7.94854823270488e-110,-1.09874920788848,0.864,0.946,2.08108889828679e-105
Pdia6,4.70681225290855e-109,1.96295290092871,0.446,0.21,1.23233758405652e-104
Pdia4,1.01584685880924e-108,2.08809229937345,0.408,0.175,2.65969024573435e-104
Iigp1,1.75076831768368e-107,-0.960936419943385,0.811,0.928,4.58386160935941e-103
Tmem154,4.83393113791601e-106,2.3702523124274,0.31,0.1,1.26561985052917e-101
Ahnak,1.970035199349e-104,1.28984197249038,0.771,0.624,5.15794615893554e-100
S100a11,4.66008182985017e-103,0.984319746682025,0.948,0.893,1.22010262469137e-98
Cybb,9.36730403534039e-103,1.12892727772596,0.918,0.881,2.45254754253282e-98
Il7r,1.22594239384141e-102,1.21247273618678,0.649,0.398,3.20976237555559e-98
Celf2,9.17319445032206e-102,-0.960413406549234,0.486,0.76,2.40172577098332e-97
Calhm6,1.03630850613932e-100,-1.23794644207046,0.223,0.533,2.71326293077397e-96
Fcer1g,2.59329779733031e-100,0.601482173215342,0.995,0.996,6.78977229297022e-96
Myadm,2.20126662967488e-99,1.27496318573228,0.722,0.563,5.76335628981476e-95
Emp2,3.52513570953272e-99,3.7028486225149,0.145,0.017,9.22951031469857e-95
Basp1,5.34595680560751e-99,1.01615523947223,0.933,0.883,1.39967841084416e-94
Actg1,8.63141554821753e-97,0.682286640109144,0.977,0.93,2.25987721883431e-92
Cd68,2.41802284554114e-96,0.727310704887968,0.985,0.979,6.33086741419581e-92
Npc2,1.78904138416914e-95,0.632251286053533,0.991,0.991,4.68406815203165e-91
Il2rg,3.80482118654211e-95,0.998179971183382,0.807,0.657,9.96178283060454e-91
BC005537,1.74836984827254e-94,-0.809795050612193,0.856,0.948,4.57758193674717e-90
Gbp5,1.45623390831873e-91,-0.716225179477476,0.349,0.664,3.81271161876011e-87
Lyz2,1.57899279975736e-90,0.976919675574287,0.997,0.996,4.13411894832472e-86
Tubb5,4.39318498933458e-90,1.25096205203761,0.657,0.48,1.15022369390758e-85
Npy,1.39479791976484e-89,2.26852965243314,0.415,0.198,3.65185991352829e-85
Selenow,1.48078054414026e-89,1.32797496719857,0.616,0.416,3.87697962066803e-85
mt-Co1,3.29720627587979e-89,0.429027820394294,1,1,8.63274547150846e-85
Itgb2,1.32002254032635e-88,0.95099594671665,0.892,0.842,3.45608301508244e-84
Marcks,3.46790402915104e-88,-0.661532079858412,0.786,0.929,9.07966632912327e-84
Scp2,4.00920459399825e-88,2.71570121010022,0.199,0.046,1.04968994680062e-83
Rpl23,9.72482417753755e-88,0.744015650625403,0.93,0.901,2.54615346616288e-83
Mafb,2.61093902738457e-87,-1.39311573972726,0.266,0.541,6.83596056149827e-83
Ppbp,4.40792326246231e-87,6.85652173208123,0.142,0.02,1.15408246857788e-82
Calm1,1.63661799931128e-86,0.669914793915944,0.949,0.933,4.28499324579679e-82
Ifi47,1.4961498140561e-85,-0.741315043562312,0.634,0.849,3.91721944316167e-81
Tuba1b,2.05452627332178e-85,1.01314731109823,0.787,0.702,5.37916068881109e-81
Pitpnc1,1.31881839928575e-84,-1.46701301956444,0.199,0.469,3.45293033300995e-80
Ctsl,1.37510052942274e-83,1.15038769079207,0.957,0.917,3.60028820613461e-79
Psmd8,1.75358036441001e-83,1.38364145375964,0.572,0.381,4.59122411009828e-79
Rpl31,3.68349270523593e-82,0.80900183310138,0.876,0.816,9.64412060084872e-78
Clec4e,1.2836036466612e-81,2.5347199630842,0.422,0.214,3.36073106768836e-77
mt-Co3,3.4718037791447e-81,0.717019931972294,0.973,0.971,9.08987665455666e-77
Hmox1,1.07515785989197e-80,1.40844387228373,0.901,0.85,2.81497830876916e-76
Cd52,2.23219597676538e-80,0.849137219768766,0.895,0.826,5.84433550636712e-76
Lgals1,5.97515975485927e-80,0.852605158024621,0.89,0.876,1.56441632701726e-75
Ifitm1,2.48068374097878e-79,0.858444472519908,0.46,0.232,6.49492617063065e-75
Atp6v0c,5.90766735012597e-79,0.595034782590477,0.986,0.98,1.54674546560998e-74
Mgst1,1.26342440815833e-77,-1.09919490963585,0.371,0.632,3.30789778544015e-73
Slco3a1,2.08291577247101e-76,-1.12750915367927,0.264,0.538,5.45349007548361e-72
Gabarap,2.95402111933548e-76,0.630675315912019,0.958,0.936,7.73421809464416e-72
Apoe,1.25063380918051e-74,-0.968777929462883,0.329,0.61,3.27440943919641e-70
Gdf15,1.29333790307567e-74,3.15021395782776,0.337,0.146,3.38621729783273e-70
Samhd1,1.3532122070053e-74,-0.632767191976928,0.842,0.94,3.54298020038129e-70
Fcgr3,3.87656360974869e-74,-0.556457213134677,0.83,0.949,1.0149618843044e-69
Manf,1.37520046842857e-73,1.57101432381212,0.464,0.277,3.60054986643968e-69
Rps28,2.27936338905801e-73,0.790143344987276,0.887,0.853,5.96782922523167e-69
Gpx1,1.30827875545026e-72,0.90683929945234,0.836,0.762,3.42533543751986e-68
Pim1,2.1479745931989e-71,1.0500930565206,0.801,0.703,5.62382707991335e-67
Esyt1,5.6665054619352e-71,1.23101904167283,0.561,0.391,1.48360446004387e-66
Rplp1,6.18242510819984e-71,0.634301719000635,0.957,0.948,1.61868254182888e-66
Lipa,7.38709891305367e-71,0.991709977948346,0.82,0.747,1.93409023741571e-66
Cd300lf,1.65671034336505e-70,1.01654098173351,0.717,0.546,4.33759902099837e-66
Gpr65,9.49275078099159e-70,-1.91394910719068,0.091,0.309,2.48539200947922e-65
Rpl39,1.59365972628966e-67,0.805491368050305,0.838,0.79,4.1725198953716e-63
Cd300a,4.59222031206448e-67,-0.998409120931481,0.255,0.513,1.20233512210472e-62
Rpl17,5.46741754393092e-67,0.960048611121022,0.748,0.639,1.43147926135199e-62
Pgk1,3.77018714131399e-66,0.77435894032433,0.933,0.92,9.87110397338829e-62
Clec4a1,3.51549508266165e-65,-0.817908901191279,0.503,0.731,9.20426922542472e-61
Irf1,1.03107069791537e-64,-0.358756078297009,0.68,0.881,2.69954930128201e-60
Pdia3,2.65279176001657e-64,1.04313377451783,0.692,0.59,6.94553938607539e-60
Cstdc4,3.28825687350766e-64,4.13761940402021,0.205,0.068,8.60931414621775e-60
S100a10,1.1043048765073e-63,0.843987537386529,0.791,0.691,2.89129102767142e-59
Ckap4,1.11888088640405e-63,1.40911885046019,0.43,0.247,2.92945393678308e-59
Inhba,1.66531784057447e-63,3.27396389051639,0.151,0.035,4.36013517019208e-59
Emp1,4.3119472716673e-63,1.18153016211846,0.547,0.367,1.12895403466793e-58
Pcna,6.38460662707049e-63,1.45842624281589,0.661,0.561,1.67161770709959e-58
Ltb4r1,6.75443631323268e-63,2.55149752791906,0.16,0.041,1.76844651553058e-58
Rplp0,9.17452090638671e-63,0.723774911754045,0.919,0.895,2.40207306371017e-58
Mdfic2,2.29297829895259e-62,-3.15860287666702,0.019,0.181,6.00347578231767e-58
Atf3,2.66252430610422e-62,1.67477425874697,0.406,0.229,6.97102113824205e-58
Ifi206,2.68311457593322e-62,1.99904809602827,0.283,0.123,7.02493058270836e-58
Tcf7l2,1.33751321738383e-61,-1.44544823421443,0.142,0.362,3.50187710575433e-57
Xbp1,2.10220540679711e-61,1.22268745062885,0.505,0.332,5.50399419607618e-57
Ccl2,7.64249324621155e-61,1.68976936009423,0.813,0.836,2.00095758172311e-56
Tgfbi,1.47631158568081e-60,1.79171331408583,0.256,0.102,3.8652789936295e-56
Cst3,2.71621395524503e-60,0.659160958956293,0.954,0.941,7.11159137762255e-56
Filip1l,4.85217417241888e-60,-1.4349640218743,0.123,0.335,1.27039624182271e-55
Olfm1,5.17456133718197e-60,2.35170719659822,0.185,0.058,1.35480364930098e-55
Lat2,1.74811903626262e-59,1.15422931252201,0.574,0.422,4.57692526074278e-55
Card19,4.97564609195695e-59,1.15801951291968,0.53,0.362,1.30272365979617e-54
Fn1,6.286128843609e-59,3.96843551769206,0.116,0.022,1.64583425383371e-54
Selenom,6.71041649978507e-59,-1.81443443533121,0.14,0.344,1.75692124797373e-54
Itgb7,8.38484968617699e-59,1.42212688776481,0.403,0.228,2.19532134483486e-54
Myl6,1.83628279544624e-58,0.788384707363317,0.758,0.679,4.80775561503736e-54
Hacd4,3.03942384340387e-58,1.59392199354379,0.324,0.161,7.95781950680002e-54
Ccr2,4.05091793083423e-58,2.99524204292642,0.151,0.04,1.06061133265102e-53
Irgm2,7.94035442341509e-58,-0.873310198087287,0.326,0.565,2.07894359513854e-53
Tgtp2,3.19753535949972e-57,-0.97465135627739,0.226,0.458,8.37178707824216e-53
Rps12,6.23046864249938e-57,0.765058836388824,0.813,0.777,1.63126129997919e-52
Rps7,1.39995686998269e-56,0.928389961073713,0.666,0.556,3.66536707698868e-52
Irgm1,4.7427042103378e-56,-0.626785991389709,0.579,0.791,1.24173481635064e-51
Gm2a,5.38028324194354e-56,0.904526390320958,0.748,0.664,1.40866575840566e-51
Gbp3,9.11201868240604e-56,-0.816501484095301,0.245,0.483,2.38570873142755e-51
Cadm1,1.76443597302176e-55,-2.62509914592501,0.035,0.193,4.61964626456557e-51
Rpl37,5.20995179230512e-55,0.702841709308253,0.855,0.822,1.36406957826133e-50
Itgam,5.28605571144641e-55,0.733094888507389,0.823,0.782,1.3839951063709e-50
Rps9,7.10108325280918e-55,0.680300304956166,0.882,0.879,1.8592056172505e-50
Dmpk,1.8432756715823e-54,-2.19288202839213,0.072,0.245,4.82606436333677e-50
Man2a1,2.19855502436717e-54,-0.858032424117227,0.342,0.568,5.75625676479812e-50
Actb,3.74245166193433e-54,0.535680498996458,0.998,1,9.79848694127647e-50
Ly6c2,6.7569419890041e-54,3.02580420653588,0.204,0.075,1.76910255156105e-49
Cd81,8.27877404483558e-54,1.05322354158889,0.587,0.435,2.16754862041885e-49
Rps24,1.23970720008622e-53,0.711574997590227,0.834,0.805,3.24580139126573e-49
Plaur,1.67736864434245e-53,1.13586735330262,0.597,0.455,4.3916865846174e-49
Ly6i,2.48564061100278e-53,3.51956939960802,0.102,0.018,6.50790424772749e-49
Hnrnpa2b1,2.72734284422452e-53,-0.609008832266819,0.633,0.809,7.14072903474864e-49
Rps15a,4.16762060986686e-53,0.904709259216333,0.712,0.625,1.09116642807534e-48
Rbpj,1.07788820331894e-52,0.727441580101452,0.762,0.673,2.82212689392965e-48
C1qa,1.26046223475538e-52,-1.2369225652135,0.137,0.334,3.30014222303654e-48
Rpl13,2.5326502987875e-52,0.740107704809579,0.822,0.778,6.63098501228544e-48
Sdcbp,2.93672052943448e-52,0.609457911313244,0.933,0.923,7.68892169016536e-48
Sfpq,6.91141999796479e-52,-0.989169685751989,0.209,0.425,1.80954798386714e-47
Ndrg1,7.5839583537411e-52,1.48739311932908,0.279,0.129,1.9856319761765e-47
Cxcl2,2.17705614599089e-51,2.63614542741478,0.139,0.037,5.69996840143334e-47
mt-Nd1,2.7005901657296e-51,-0.241429431112721,0.985,0.999,7.07068517191323e-47
Tm6sf1,5.77981111047426e-51,-0.805039251600211,0.326,0.55,1.51327014494437e-46
Bhlhe41,9.47933262780531e-51,2.09490937341361,0.205,0.079,2.48187886861199e-46
Lyn,9.64931741760374e-50,-0.655463037258314,0.532,0.737,2.52638428627701e-45
Lbh,1.63616509304402e-49,-0.948591505938765,0.298,0.511,4.28380744660785e-45
Slpi,2.40890775419314e-49,2.71010721812638,0.17,0.057,6.30700228202848e-45
Sh3bgrl,2.681356743975e-49,0.846434251738176,0.726,0.65,7.02032822707534e-45
Arcn1,2.8050194731735e-49,1.33711836288947,0.424,0.274,7.34410198466285e-45
Anxa5,4.61542181870659e-49,0.724915052773496,0.761,0.695,1.20840974057376e-44
Furin,6.00243287360451e-49,1.40208685753284,0.366,0.214,1.57155697496713e-44
Angptl2,6.04883519749645e-49,3.21214800297621,0.083,0.012,1.58370603140852e-44
Ms4a4c,6.51717563135711e-49,2.56590873877704,0.161,0.052,1.70632692380192e-44
Rps27a,6.9652479743479e-49,0.743252410863799,0.792,0.749,1.82364122464377e-44
Nek6,1.51769238494252e-48,1.55471287448406,0.335,0.187,3.9736222022565e-44
Sdf2l1,1.79643570052445e-48,1.81973764839977,0.234,0.102,4.70342795111312e-44
Pltp,1.79973709347955e-48,1.33156985069588,0.491,0.346,4.71207165814815e-44
Mndal,2.41287126444387e-48,1.27839546185893,0.484,0.341,6.31737954456695e-44
Clec4d,2.50561168444897e-48,-0.510305525945965,0.877,0.947,6.56019251222429e-44
Gadd45g,3.62573161057397e-48,2.25845564928393,0.151,0.046,9.49289050280476e-44
Pkm,1.04270946251956e-47,-0.390401323705304,0.954,0.99,2.73002191476871e-43
Sash1,2.16041479816577e-47,-0.806412288353019,0.346,0.559,5.65639802455762e-43
Fcgr2b,7.96626483856663e-47,1.22508265960049,0.575,0.432,2.08572746003351e-42
Txnip,1.99351778133205e-46,1.4608141600692,0.476,0.331,5.21942825508357e-42
Cbr2,2.2993887460722e-46,3.55043677371638,0.084,0.014,6.02025961496623e-42
Ctsa,2.63696558413907e-46,0.648351825608531,0.841,0.793,6.90410329239292e-42
Eif2s2,3.52985823926411e-46,0.772920547041229,0.704,0.612,9.2418748420413e-42
Rps6,4.14560159846698e-46,0.735351885876779,0.733,0.666,1.08540141051063e-41
Fndc3a,4.63376515162811e-46,1.11327458983375,0.453,0.309,1.21321239199927e-41
Secisbp2l,5.09636267927727e-46,-0.662521254912301,0.43,0.642,1.33432967668837e-41
C5ar1,5.98765282148037e-46,-0.603129332734695,0.587,0.78,1.56768726171999e-41
Fnip2,6.17736194752226e-46,0.963454466639564,0.655,0.537,1.61735690510028e-41
Grn,9.276853592042e-46,0.483071657570535,0.975,0.98,2.42886580746844e-41
Cd53,2.54394984020049e-45,0.566621951152598,0.946,0.936,6.66056947161294e-41
Ifitm3,2.56160537580914e-45,0.448940065192239,0.971,0.964,6.70679519494349e-41
C3,2.77637551750755e-45,1.60375837939745,0.306,0.163,7.26910637993827e-41
Rps16,4.35473852412652e-45,0.627534232107939,0.84,0.804,1.14015764038681e-40
Slfn1,5.12464869453e-45,1.30646019122252,0.404,0.254,1.34173552120185e-40
Rps5,5.93268399407077e-45,0.612111667883769,0.874,0.855,1.55329532332761e-40
Slamf7,6.29059144438208e-45,1.13969120198058,0.78,0.743,1.64700265196812e-40
Bst2,6.67915687664037e-45,0.836400468724182,0.703,0.623,1.74873685344198e-40
Cxcl3,2.63142289092026e-44,3.68911707362442,0.069,0.009,6.88959141300743e-40
Rpl34,3.56573450503362e-44,0.678141135903271,0.753,0.69,9.33580608107902e-40
Uchl1,3.68000561834709e-44,4.91002390202587,0.05,0.003,9.63499070995636e-40
Ybx3,5.80126281042239e-44,0.980765085118922,0.627,0.521,1.51888662902479e-39
Pgam1,7.61054176077677e-44,0.587219725400737,0.886,0.873,1.99259204380657e-39
Slamf8,1.06733009646007e-43,-0.795429334167398,0.273,0.484,2.79448365855174e-39
Lrp12,1.07061965873725e-43,1.0652595605989,0.503,0.363,2.80309639050586e-39
Irf8,1.8681778491974e-43,-0.413545934936963,0.502,0.705,4.89126324476864e-39
Rps3a1,2.90622662570374e-43,0.647791117106811,0.811,0.755,7.60908255141753e-39
Ybx1,2.97375642428111e-43,0.586194479766811,0.887,0.863,7.7858890700528e-39
Rps8,3.3060501367336e-43,0.69672502539848,0.795,0.755,8.6559004679959e-39
Tmem140,3.47417823289859e-43,-0.484958907679756,0.321,0.542,9.09609344937508e-39
Ifi203,3.61364385475942e-43,1.44650360201519,0.333,0.193,9.4612423405311e-39
Plxna1,8.49362955582126e-43,0.935195630871738,0.6,0.474,2.22380209030512e-38
Cpt1a,8.73729064244236e-43,-0.888976834681785,0.229,0.426,2.28759743600426e-38
Hnrnpu,1.59834776015025e-42,-0.613786050027537,0.502,0.701,4.18479410562539e-38
Gm4951,1.72048025857502e-42,-0.565779228194032,0.461,0.666,4.50456141300111e-38
Lilrb4a,1.7699850451475e-42,1.06962353819676,0.45,0.31,4.63417484520518e-38
Psap,2.86954915278069e-42,0.424254048745363,1,1,7.5130535918104e-38
Ccl6,3.00099611831535e-42,0.841985471974756,0.94,0.957,7.85720803697325e-38
F13a1,4.39236693669216e-42,1.29813523395921,0.394,0.243,1.15000951136474e-37
Msr1,4.90860003281097e-42,-0.288735791925221,0.761,0.95,1.28516966059057e-37
Morf4l1,5.92215692894247e-42,0.574647753101794,0.864,0.828,1.55053912713572e-37
Aif1,3.46992235434893e-41,-0.660305456071199,0.388,0.594,9.08495070815636e-37
Ms4a8a,4.90138087576403e-41,3.135344177624,0.089,0.019,1.28327954089254e-36
Selenop,1.10267595181216e-40,-0.304003056734709,0.67,0.856,2.8870261770346e-36
Ifi209,1.10376815607945e-40,1.27633884526295,0.428,0.295,2.88988578624722e-36
Iqgap2,1.4655302503221e-40,-1.19646006525278,0.114,0.277,3.83705130139333e-36
Mpeg1,2.63159103411113e-40,0.583737066817987,0.924,0.93,6.89003164550977e-36
Gbp6,3.32034482921693e-40,-0.674383395893934,0.298,0.502,8.69332683185577e-36
Mgl2,5.30280845225463e-40,2.8776404433262,0.136,0.045,1.38838130896931e-35
4930430E12Rik,8.43132468212605e-40,1.29198817360898,0.352,0.215,2.20748942827424e-35
Stat1,1.07641604068073e-39,-0.601569562034815,0.532,0.709,2.81827247771029e-35
Fkbp1a,1.97217651868242e-39,0.798482375553402,0.661,0.57,5.16355256121431e-35
Scarb2,2.99800165715052e-39,-0.880299478882471,0.238,0.428,7.84936793875149e-35
Cpd,7.05298607616652e-39,1.23452892156302,0.318,0.183,1.84661281446192e-34
Vav3,1.06012467890785e-38,-0.583192274441896,0.36,0.57,2.77561843431654e-34
Rps14,1.1821634789038e-38,0.68555522145076,0.73,0.68,3.09514042046592e-34
Niban2,1.22630185077933e-38,0.947781756401808,0.621,0.524,3.21070350571043e-34
Cd33,1.26911642867442e-38,1.51427554829779,0.257,0.13,3.32280063355536e-34
Igf2bp2,1.62760072437724e-38,1.6026296427225,0.255,0.132,4.26138421656449e-34
Rap2a,2.31798569649746e-38,1.25680358806968,0.345,0.211,6.06895015056965e-34
Cers6,2.89735611327525e-38,-0.573596245489354,0.5,0.687,7.58585777577727e-34
Gnaq,3.27958295002429e-38,-0.718665369953304,0.333,0.524,8.58660407975359e-34
Ctsh,3.91629208345378e-38,-0.435410114013592,0.557,0.745,1.02536359328987e-33
Klf6,4.35796318745412e-38,0.786921101890188,0.831,0.784,1.14100192173924e-33
Cnn3,6.3459471154149e-38,-0.528075307380005,0.33,0.535,1.66149587375793e-33
Rpl6,9.06673380112303e-38,0.501517948290569,0.897,0.9,2.37385224381003e-33
mt-Atp6,2.4763860027966e-37,0.413754373664347,0.996,0.997,6.48367383252206e-33
Txn1,2.49491063099543e-37,0.502387442293676,0.938,0.921,6.53217501407223e-33
Rnase4,2.86095818031065e-37,2.26150155614044,0.108,0.031,7.49056070768936e-33
Coro1a,3.67858602076788e-37,1.02133931519544,0.434,0.298,9.63127391957446e-33
Itga9,7.54296560970769e-37,-2.68490525216534,0.018,0.123,1.97489925593367e-32
Fat3,1.27450961421434e-36,1.87409501940261,0.172,0.071,3.33692107193597e-32
Fabp4,1.62137121968138e-36,2.66055333930695,0.226,0.113,4.2450741273698e-32
Rpl28,1.81034114586043e-36,0.68367309046833,0.735,0.682,4.73983518809177e-32
Pla2g7,3.53526040586212e-36,-0.374108660646662,0.645,0.815,9.25601879462819e-32
Fgr,3.83162728087206e-36,1.6819963989245,0.209,0.098,1.00319665467792e-31
Alcam,3.88022013767587e-36,0.937367627578596,0.517,0.398,1.0159192364463e-31
Hnrnpm,7.32755314343276e-36,-0.695513194056199,0.282,0.471,1.91849996401356e-31
mt-Nd5,7.75088580417362e-36,0.485581031411225,0.967,0.98,2.02933692124874e-31
St8sia4,1.04620143349902e-35,1.2845833162646,0.256,0.134,2.73916459318714e-31
Cd14,1.31844905841443e-35,-0.793495972793572,0.316,0.492,3.45196332474065e-31
Klf4,1.35242571739446e-35,1.74046183657002,0.146,0.055,3.54092101328218e-31
Cd44,1.453624129997e-35,-0.559997620498687,0.735,0.848,3.80587869715814e-31
Zranb3,1.94926697534362e-35,1.83578157649747,0.184,0.081,5.10357079484466e-31
Cd2ap,3.6928544267874e-35,-0.746106196502025,0.305,0.488,9.66863146021477e-31
Rps20,8.22187668963317e-35,0.588483358791545,0.832,0.805,2.15265175487976e-30
Aldoa,1.57878477065365e-34,0.377649175597466,0.992,0.992,4.13357428652537e-30
Slfn4,1.80527663890996e-34,4.4835406419354,0.086,0.021,4.72657529599405e-30
Wfdc21,4.0809034782609e-34,3.45913259795401,0.074,0.016,1.06846214867827e-29
Arpc5,4.93581433917103e-34,0.462179494457921,0.904,0.899,1.29229491028176e-29
Rps23,5.43382746197545e-34,0.55212903384353,0.812,0.794,1.42268470609441e-29
Pde4b,1.39553132376667e-33,-1.12382090011447,0.083,0.218,3.6537801118859e-29
H1f2,1.4799380508733e-33,1.9977932199325,0.154,0.062,3.87477380479646e-29
Esd,2.17601720290823e-33,0.667498403091488,0.785,0.725,5.69724824065433e-29
Ephx1,8.44952778731765e-33,-2.23797618185422,0.034,0.139,2.21225536527551e-28
Trib1,9.7047565600834e-33,-1.35171602371768,0.075,0.203,2.54089936256104e-28
Kcnn4,1.08498873232543e-32,1.06133342222731,0.344,0.218,2.84071749897444e-28
Ctnnd2,1.21745750450025e-32,1.67397522739593,0.175,0.077,3.18754723828255e-28
mt-Nd2,1.45093521918125e-32,-0.181007955162031,0.982,0.999,3.79883859086034e-28
Anxa3,1.82888433621026e-32,1.00233434918209,0.414,0.294,4.78838496906571e-28
Creg1,2.1510425467098e-32,-0.299390295119393,0.852,0.933,5.63185959579559e-28
Tent5a,2.26316290039389e-32,-0.767688985096621,0.159,0.318,5.92541310581129e-28
Themis2,3.70846217164708e-32,-0.49911030252472,0.397,0.585,9.70949565780639e-28
Gask1b,6.84466287472099e-32,1.24732409569339,0.273,0.158,1.79206963385945e-27
Rps25,7.49471345092005e-32,0.651639487928066,0.797,0.771,1.96226587571989e-27
Mxd1,8.87201349951523e-32,1.82617139246515,0.207,0.104,2.32287057444308e-27
Csf2rb,9.05714949419719e-32,0.969627429285083,0.598,0.526,2.37134288057071e-27
Gng2,1.18188993424697e-31,-0.469928173750502,0.512,0.691,3.09442422584543e-27
Rpl23a,1.27970428684322e-31,0.691407177262541,0.659,0.593,3.35052176381291e-27
Zfp36,1.75947866996054e-31,0.959831528327627,0.587,0.487,4.6066670536907e-27
