Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Tsen15,0.000182395361712972,-0.523781663520913,0.027,0.048,1
Ndufa11,0.000182708207346248,-0.240814562082691,0.062,0.092,1
Mrpl10,0.000182856261270852,-0.175923212877902,0.083,0.119,1
Cebpzos,0.000183223259449601,-0.340592412094461,0.066,0.097,1
Zpr1,0.000183567920850487,-0.37676579564569,0.05,0.078,1
Lman2l,0.00018401407757098,-0.339166477335132,0.045,0.072,1
Mfsd3,0.000184862893622944,-1.07310402773752,0.014,0.031,1
Tmem161b,0.000186365588774292,-0.285267599847867,0.043,0.07,1
Zfp706,0.000186426774697971,-0.13077224721805,0.202,0.257,1
Nr2c2ap,0.000186542150668617,-0.242913487273815,0.129,0.171,1
Dennd1c,0.000186681846583064,-0.196633901054918,0.1,0.138,1
Tmem50a,0.000187245542797752,0.356483612484986,0.476,0.47,1
Ankzf1,0.000187628683791091,-0.642680290354391,0.038,0.063,1
Scap,0.000187836880629052,-0.491935565035939,0.031,0.054,1
Caml,0.000189930688019387,-0.237208481711326,0.096,0.133,1
Atg10,0.000190608461450888,-0.271792747898733,0.083,0.118,1
Mipol1,0.0001908600769298,-0.385188383396852,0.049,0.076,1
Akap1,0.000190906692312436,-0.699494903449376,0.023,0.043,1
Cxcl10,0.000190976083359997,-0.309633277876931,0.041,0.066,1
Eif4ebp2,0.000191804243797437,-0.145350717301241,0.275,0.338,1
Zdhhc6,0.000194185701583094,-0.161388302844962,0.141,0.186,1
Cryzl2,0.000194212773822983,-0.964352081639708,0.011,0.027,1
Zfp646,0.000195240461445177,-0.654407551747798,0.031,0.053,1
Ciao1,0.000196175943489968,-0.372539445094671,0.048,0.075,1
Ago3,0.000196998077744971,-0.210808117351419,0.112,0.152,1
Trim28,0.000197824130492828,-0.18025120577872,0.144,0.19,1
Ahcyl1,0.000198502995834382,0.569067728374956,0.229,0.2,1
Slc39a3,0.000198966586705764,-0.602840453688396,0.032,0.055,1
Cwf19l2,0.000200153480834411,-0.262650106277233,0.1,0.137,1
Lpcat3,0.000203935838997668,-0.200792667534516,0.133,0.176,1
Ap2m1,0.000204109838503192,0.239104343935264,0.756,0.803,1
Hcar2,0.000204466119051759,-0.202177130289458,0.041,0.066,1
Derl2,0.00020610963241617,-0.2062856478515,0.177,0.225,1
Syngr2,0.000206613419207037,-0.136066499075177,0.289,0.355,1
Arg2,0.000207050737349326,1.40122606272587,0.019,0.008,1
Tmem128,0.000207382262361655,-0.185432422259639,0.142,0.187,1
Aak1,0.000207958355985463,-0.181123027731462,0.129,0.171,1
Mcm9,0.000208528115779676,-0.5177017228934,0.031,0.053,1
Pitpna,0.000209010399178216,0.214933136899776,0.716,0.731,1
Pdcd11,0.000209499583889875,-0.371981641590614,0.056,0.084,1
Id3,0.000209782695706157,-0.796687342545166,0.014,0.031,1
Iffo2,0.000209979430282594,-0.298116407925997,0.046,0.072,1
Sbf2,0.000210116162331705,-0.110403590020858,0.145,0.19,1
Gm34758,0.000210698393991434,-1.45736506384684,0.008,0.021,1
Apip,0.000211805640195286,-0.266242121041419,0.068,0.1,1
Smc2,0.000215502713444671,-0.329083722891918,0.05,0.078,1
Klhdc2,0.000215901129004058,-0.377594091684511,0.036,0.06,1
Gnai3,0.000216669028707986,0.407617073160327,0.362,0.338,1
Kansl3,0.000217393846071241,-0.287921541074852,0.046,0.072,1
Sfxn2,0.000217712627072233,-0.528132751247433,0.029,0.051,1
Leo1,0.000218975641474157,-0.276567765392627,0.055,0.084,1
Aqr,0.000219147651933049,-0.347340611822443,0.085,0.12,1
Dusp12,0.000220123092691338,-0.475038807261118,0.03,0.052,1
Dnaaf3,0.000221015247740811,-0.833437414188905,0.016,0.033,1
Tmtc3,0.000221065281628693,-0.585725078625017,0.037,0.06,1
Zfp770,0.000221243871319403,-1.08624538267562,0.011,0.026,1
Tmem170b,0.000221527264381339,-0.264781428900265,0.092,0.128,1
Rbm45,0.000222796937683244,-0.340721479821911,0.054,0.083,1
Mycbp,0.00022282921321244,-0.663055658922821,0.024,0.045,1
Ptges3l,0.000223947536121033,-0.740338055179209,0.025,0.046,1
Immp2l,0.000226710125010503,-0.250077144376705,0.021,0.04,1
Pdcd10,0.000228639510273998,-0.105890093440978,0.238,0.298,1
Sp100,0.000229762806479782,0.400139206242924,0.539,0.549,1
Trmt6,0.000231703116110511,-0.343925807830093,0.096,0.133,1
Nop56,0.000231877310000958,-0.129991529054148,0.179,0.23,1
Ube2d2a,0.00023274042053214,-0.108855814084679,0.465,0.548,1
Tmem245,0.000234395263337998,-0.281318879504517,0.06,0.09,1
Msi2,0.000234680345434426,-0.118770989638898,0.098,0.137,1
Nr4a2,0.000235165136139016,-1.34432704537529,0.009,0.023,1
Aven,0.000236618650845086,-0.783371283477835,0.012,0.027,1
Senp1,0.00023681714555916,-0.115244725245458,0.089,0.125,1
Cdh1,0.000238958487101369,1.55205364665911,0.021,0.01,1
Ctps2,0.000239275765537703,-0.12187937974382,0.076,0.11,1
Rad17,0.000242062160941906,-0.242704737379987,0.108,0.147,1
Rab35,0.000242167775629112,-0.26024913027066,0.134,0.175,1
Ccdc191,0.000242434745967043,-0.56104941072647,0.034,0.057,1
Tmem185a,0.000244970342899195,-0.574974951038786,0.024,0.045,1
Pdhx,0.000245884029236023,-0.234951021413926,0.053,0.081,1
Coa7,0.000245913845844105,-1.00900787304762,0.01,0.024,1
Plekhj1,0.000247100623373392,-0.195301806567416,0.118,0.159,1
Inip,0.000247167259971322,-0.270996217798568,0.067,0.099,1
Nup35,0.00024758248781273,-0.557438734658188,0.021,0.041,1
Fryl,0.000248279151383622,-0.164037164726383,0.135,0.178,1
Smarcd1,0.00024847167143542,-0.502828369984503,0.034,0.057,1
Itm2c,0.000249446676881077,-0.1251307373693,0.441,0.52,1
Mettl1,0.000249560391060364,-0.434320175944694,0.034,0.057,1
Golga1,0.000249848765730408,-0.417138334656132,0.064,0.093,1
Arfip2,0.000250784985360962,-0.348789919714323,0.061,0.09,1
Ptger4,0.000251455419264562,1.10687766741983,0.046,0.028,1
Mmab,0.000254112225842433,-0.7843716118764,0.017,0.034,1
Gm6377,0.000254731481937872,-0.579493379989799,0.021,0.041,1
Pbx1,0.00025589734774209,0.912325709299778,0.07,0.048,1
Tbc1d12,0.000257871642030482,-0.56752393247874,0.03,0.051,1
Med30,0.000257889505247551,-0.543209574728011,0.045,0.07,1
Ruvbl1,0.000257959012281236,-0.575354919258325,0.038,0.061,1
Uri1,0.000259415997499563,-0.204729589685001,0.106,0.144,1
Nktr,0.000260138513525114,0.493932843683928,0.295,0.269,1
Ift172,0.000260283447848763,-0.864424587697624,0.019,0.037,1
Rsl1,0.000262139649941889,-0.776255544001433,0.016,0.033,1
Mcemp1,0.000264471303917194,1.06824914823537,0.032,0.018,1
Ercc2,0.000265320830037731,-0.716940303035379,0.021,0.04,1
Ppic,0.000266911739347279,1.22445463024967,0.016,0.006,1
Cs,0.000268539942339518,0.450623009617238,0.37,0.353,1
Tle3,0.000268740664691411,-0.213190310280166,0.104,0.142,1
Dicer1,0.000269056801312387,-0.284360189328184,0.053,0.081,1
Dhrs7b,0.000269865007454251,-0.171033873841315,0.101,0.139,1
Mdp1,0.000269960314324463,-0.526292340506486,0.037,0.061,1
Spcs3,0.000270312369380843,0.606773167108296,0.209,0.179,1
BC147527,0.000270626436666011,1.54734618948985,0.014,0.005,1
Sccpdh,0.000271236660221111,-0.509749535057918,0.031,0.053,1
Rpl29,0.000271715673779408,0.423085713063187,0.337,0.315,1
Smarcb1,0.000271842118230469,-0.453523740985814,0.042,0.066,1
Nmnat3,0.000272476806883498,-0.415240798835412,0.024,0.044,1
Psmd4,0.000272743463643146,-0.114811023967568,0.317,0.384,1
Mrpl13,0.000272747727304433,-0.114152511434324,0.114,0.153,1
Metrnl,0.000273097153592557,0.386132355873241,0.527,0.529,1
Psmd9,0.00027320896689614,-0.313971225109062,0.066,0.096,1
Ncln,0.000273618841759422,-0.227086156419102,0.065,0.095,1
Rab3gap1,0.000274794678834876,-0.195923722535261,0.128,0.17,1
Nkain1,0.000275280520051845,2.02387867301777,0.01,0.003,1
Trim46,0.000275546300995584,2.30559596436312,0.01,0.003,1
Ak8,0.000275703765973947,-1.46868413841427,0.007,0.02,1
Serpinb1b,0.000276153624446853,-1.09825724275285,0.005,0.017,1
Rbm15,0.000276552074787273,-0.341421879240148,0.049,0.075,1
Cbx1,0.000278300713229589,-0.121727407544844,0.163,0.21,1
Far1,0.00028154254404868,-0.20781363140821,0.163,0.21,1
Prdm10,0.000282891159970447,0.909301003122363,0.052,0.033,1
Rsbn1l,0.000283014567779542,-0.139456011653013,0.115,0.154,1
Nde1,0.000285006468906067,-0.224278550612193,0.059,0.089,1
AW209491,0.000285645292879751,-0.624431056035363,0.024,0.044,1
Tirap,0.000286742257149479,-0.218285709579375,0.069,0.1,1
Erg28,0.000287012662283494,-0.290677725028987,0.098,0.133,1
Pdzk1ip1,0.000288833308086295,-0.916309463613202,0.007,0.02,1
Cacna2d3,0.000288879334898958,-1.57148657101912,0.005,0.016,1
Mrps35,0.00029056770253121,-0.397104921795622,0.048,0.074,1
Gpr132,0.000291320373548207,1.00112174516002,0.104,0.079,1
Agpat3,0.00029285036202267,-0.179767625047925,0.113,0.153,1
Wsb1,0.000293144340620087,-0.134579980591871,0.181,0.23,1
Csnk2a2,0.000294702749303719,-0.16184160961958,0.198,0.251,1
Timm8b,0.000295895460237886,-0.249547669726713,0.07,0.1,1
Nup107,0.000296843307418321,-0.514964921749671,0.019,0.037,1
Morc2a,0.000299527804301537,-0.487064387541433,0.053,0.08,1
Arhgef11,0.000299846536655899,-0.269695077610405,0.076,0.108,1
Map2k7,0.000300522171170547,-0.275142642757002,0.075,0.106,1
Septin8,0.000300729863491588,0.494166879980578,0.368,0.349,1
Abcc5,0.000301683847388364,0.56591364425144,0.187,0.158,1
ENSMUSG00000120819,0.000302941523485053,-1.24365018765835,0.008,0.022,1
Enpp1,0.000306139835045272,0.845415134399755,0.06,0.04,1
Uchl3,0.000307375524269345,-0.388774297047557,0.031,0.053,1
Cbarp,0.000307614095137421,-1.46491192416976,0.004,0.015,1
Zfp655,0.000307634173687235,-0.235812014597957,0.064,0.094,1
Bst1,0.000308114233221579,0.29847446688615,0.665,0.66,1
Taf3,0.000311002440047793,-0.219087333239996,0.095,0.131,1
Faf2,0.000311129367620534,-0.183581900203782,0.139,0.182,1
Shoc2,0.000311428844768652,-0.108302458424307,0.155,0.203,1
Arf6,0.000312983747463077,-0.138679921196289,0.605,0.697,1
Slc50a1,0.000313136366516699,-0.346694254380495,0.045,0.07,1
Slc16a7,0.000313193773061707,-0.251242675824691,0.078,0.11,1
Mitf,0.00031321933579186,0.61422082614629,0.218,0.188,1
Ptpdc1,0.000315383441364683,-1.19065230612819,0.009,0.022,1
Exoc6b,0.000315687620687781,-0.23686922997434,0.077,0.109,1
Snip1,0.000317195012684888,-0.374867410374793,0.054,0.082,1
Arl6ip6,0.000317972528186688,-0.365931912980088,0.063,0.092,1
Airn,0.000318409077621889,-0.333705570436866,0.108,0.145,1
Cops7a,0.000321282509657744,-0.133511205277681,0.142,0.187,1
Kctd20,0.000321346534505189,-0.324184528429125,0.071,0.102,1
Cox19,0.000322221458170359,-0.270952999632137,0.07,0.101,1
Rtca,0.000323293633648664,-0.222436185803473,0.083,0.116,1
Kif3b,0.000323403561836407,-0.12864156120524,0.242,0.298,1
Spryd7,0.000323573210431465,0.787933585777099,0.122,0.095,1
Kif1b,0.000323644733258583,-0.101749273304179,0.21,0.266,1
Lair1,0.000325036097608613,-0.131151739871859,0.362,0.432,1
Smim12,0.000325262749569618,-0.18973256285612,0.114,0.154,1
Gm32089,0.000329704119664597,0.946966313503563,0.077,0.055,1
Sharpin,0.000329930430928065,-0.198079149666025,0.155,0.199,1
Abcb7,0.000331200332308226,-0.105942928276605,0.148,0.194,1
Alkbh8,0.000331537077718452,-0.365662356813896,0.047,0.073,1
Msmo1,0.000332442678970282,-0.100748251035675,0.124,0.165,1
Coprs,0.000334351615934695,-0.629970055699189,0.027,0.047,1
Bpnt1,0.000335682805678144,-0.446664971175671,0.061,0.09,1
Usp6nl,0.000337348849701996,-0.27437324791821,0.044,0.069,1
Ttc17,0.000338465271613306,-0.164783911963386,0.108,0.146,1
Lrrc14,0.000339318002213397,-0.471264624103654,0.037,0.061,1
Polr1a,0.00033997476534977,-0.688462296582941,0.033,0.055,1
Bzw1,0.000340077079302396,0.331201658587763,0.574,0.596,1
Mfsd14a,0.000340123887880305,-0.28683542657972,0.089,0.123,1
Rnf170,0.000340401345578342,-0.413896623625085,0.03,0.052,1
4833420G17Rik,0.000340651130826692,-0.357530716628666,0.068,0.099,1
Rnf144b,0.000341725468633313,-1.31274964104013,0.005,0.016,1
Gdf3,0.000343049934806066,-1.45115664399069,0.006,0.018,1
Lztr1,0.000343328898826742,-0.391135762366884,0.043,0.068,1
Dnajc30,0.00034453281855762,-0.433985534537256,0.064,0.093,1
Ndufaf2,0.00034477258290085,-0.25240394042214,0.052,0.079,1
Gnl3,0.000346710682155963,-0.171757089059613,0.141,0.185,1
Dennd3,0.00034723650530644,1.90281526831576,0.012,0.004,1
Sav1,0.000347954471002305,0.494985638933451,0.243,0.215,1
Dusp19,0.000348862116594268,-0.653167969422169,0.032,0.054,1
Snap47,0.000359500616230734,-0.493282323183036,0.042,0.066,1
Ndufaf8,0.00036057828813255,-0.32891468498935,0.075,0.106,1
Gstk1,0.000360809187857084,-0.745980951519266,0.015,0.031,1
Prdm1,0.000361730667219304,-0.389633896655531,0.038,0.061,1
Pds5a,0.000362362633461204,-0.130839545840016,0.185,0.237,1
Hprt,0.000362660174924453,0.331099395280551,0.507,0.509,1
Eef1e1,0.000363765524517914,-0.412321482602887,0.053,0.08,1
Mesd,0.000365619144394726,-0.128557383164559,0.154,0.199,1
Tasor,0.000366609830523457,-0.202572544437279,0.107,0.144,1
Rprd2,0.00036667500088069,-0.192477636380404,0.107,0.144,1
Ptgr1,0.000367785579253844,0.914341115078104,0.119,0.092,1
Vars,0.0003680211353273,-0.363294673552274,0.052,0.078,1
Mark2,0.000368499737481269,-0.12622121229556,0.179,0.228,1
Zc3h8,0.000368832146163673,-0.744480848332423,0.013,0.028,1
Pwwp2a,0.000369900177746146,-0.589520193986233,0.028,0.049,1
Padi2,0.000370014020537151,1.04370981391455,0.06,0.04,1
3110056K07Rik,0.000370868408018627,-0.811053716514683,0.014,0.03,1
4930445E18Rik,0.000371082956379035,-1.32495789631546,0.005,0.017,1
Smu1,0.000371200833227363,-0.114467725302319,0.203,0.255,1
Lancl1,0.00037291248001767,-0.54678847474404,0.031,0.052,1
Nrip1,0.000374150784803113,-0.239939305104685,0.087,0.121,1
Gmfg,0.000374225694762868,0.632011002281493,0.177,0.147,1
Ticam2,0.000374486553160693,-0.195530329899767,0.098,0.134,1
Atg7,0.000374565590089319,0.630836246814007,0.213,0.184,1
Stmn1,0.000376115929463417,0.940927977076343,0.05,0.031,1
Nvl,0.000377210987732029,-0.279372615264309,0.078,0.111,1
Prelid3b,0.000377785026896055,-0.173483988274105,0.086,0.12,1
Nudt21,0.000377885061155167,-0.309451981635139,0.079,0.112,1
Rock2,0.000379012078843063,-0.125790538210551,0.249,0.307,1
Samsn1,0.000379550704562253,0.543671991042595,0.181,0.15,1
Pithd1,0.00038143359545797,-0.431172167030862,0.04,0.064,1
Spata5,0.000383465463415606,-0.539047464788494,0.039,0.063,1
Mpc2,0.000385041319100488,-0.129627514283059,0.178,0.228,1
Klhl9,0.000386106431964972,0.513853929966327,0.268,0.244,1
Dhx30,0.000387699500479281,-0.361799190180787,0.056,0.083,1
Ddx23,0.000387763499132771,-0.265224085316045,0.052,0.078,1
Slc37a1,0.000387848622376364,-1.09152633901789,0.009,0.023,1
Slc39a14,0.000389601632398368,0.70148889251833,0.112,0.086,1
Smad5,0.000389984499282489,-0.459545142650343,0.042,0.066,1
Gpaa1,0.000390520358582546,-0.211267410780947,0.113,0.151,1
Ercc1,0.000391611018863786,-0.318383639464985,0.03,0.051,1
Rusc2,0.000393177013868677,0.765480714314643,0.075,0.052,1
Tmem209,0.000394380562632615,-0.482089150957209,0.056,0.082,1
Gcn1,0.000396081643221147,-0.200809268419786,0.049,0.076,1
Tasp1,0.00039718225893354,-0.854505760381227,0.016,0.032,1
Ada,0.000398332872515812,-0.878400117872032,0.011,0.026,1
Bbs5,0.00039869270527011,-1.61110717243822,0.006,0.018,1
Alkbh3,0.000400062464268505,-0.245484453554272,0.095,0.13,1
Rb1,0.000401145580205318,-0.108333977758056,0.236,0.291,1
Polr3a,0.000402926407254078,-0.432616130728656,0.041,0.065,1
Pex3,0.000403040990949926,-0.314357263468541,0.054,0.082,1
Cacna1d,0.000403565760720998,-0.2833453854354,0.059,0.087,1
Faim,0.000405454288439823,-0.304887399791701,0.056,0.083,1
Ppcs,0.000407618110894818,-0.967425670676478,0.01,0.025,1
Nr2c1,0.000409852707874339,-0.538928099179649,0.023,0.042,1
Cplane1,0.000411577907849617,-0.152843859913934,0.027,0.047,1
Ing3,0.000411964890815964,-0.488955972718827,0.035,0.057,1
Pmp22,0.0004126727096166,0.125956070202722,0.162,0.21,1
Gpr160,0.000412970865865462,1.34601188209337,0.019,0.009,1
Aldh4a1,0.000413428155372647,-0.266052339433785,0.045,0.07,1
Zcchc10,0.000417108233086383,-0.233695343546637,0.083,0.116,1
Nudcd3,0.000417625763046581,-0.124104647579624,0.169,0.217,1
Ssbp3,0.000418791927755386,-0.244491787872528,0.088,0.121,1
Rhbdd3,0.000420575818474804,-0.900132049265796,0.011,0.026,1
Timm10b,0.000420758410343466,-0.224063315322371,0.105,0.142,1
Enox2,0.000421294620146167,-0.136774018662405,0.123,0.163,1
Ipo13,0.000421349980702932,-0.513795288812511,0.049,0.075,1
Stambpl1,0.000421828032052984,-0.139177060988981,0.103,0.138,1
Adat1,0.000424758710023765,-1.41498598803296,0.004,0.015,1
Zfp113,0.000425100235257636,-1.24854271494687,0.008,0.021,1
Fam114a1,0.000426159402558751,0.780025802739132,0.083,0.06,1
Ndufaf4,0.000428618465382386,-0.158792745347401,0.075,0.106,1
Pink1,0.00042951730621043,-0.528131043854656,0.02,0.037,1
Pja1,0.000430012024770947,-0.240904355817371,0.066,0.095,1
Ap1s2,0.000437005278724092,-0.123160386143441,0.158,0.204,1
Atp13a1,0.000437405475865296,-0.286475134294023,0.054,0.081,1
Galnt6,0.00043902035922094,0.733530383438401,0.163,0.136,1
E2f4,0.000439281237256296,-0.182821516609113,0.129,0.169,1
Kansl2,0.000443801562886095,-0.243346305786661,0.097,0.131,1
Mrpl22,0.000444133180462445,-0.263939590569427,0.061,0.09,1
Eef2,0.000448193811864105,0.291680464343872,0.532,0.531,1
Arl10,0.000453556282447358,-1.20897468898975,0.003,0.014,1
Mtus1,0.000454812432874324,-0.205913325584563,0.081,0.114,1
Ints13,0.000455442407329617,-0.595929813651869,0.019,0.037,1
Gpn1,0.000456994086157079,-0.415782809507362,0.05,0.076,1
Meaf6,0.000457151848059823,-0.483923224850573,0.049,0.074,1
Klra17,0.000457933711228199,1.63564056141513,0.017,0.007,1
Dock11,0.000458531090694548,-0.170219978903732,0.141,0.183,1
Gm37233,0.000462608629348076,-0.650760748216487,0.015,0.031,1
Tns1,0.000463769560321187,-0.277704440601579,0.063,0.092,1
Daglb,0.000464183886985497,-0.324162580033889,0.061,0.089,1
Tnks,0.000467192465252885,-0.281594285201384,0.114,0.152,1
Acot7,0.000468395697321567,0.744708638051994,0.104,0.078,1
Gm44148,0.000470587599953223,-1.51417247360964,0.006,0.017,1
ENSMUSG00000121482,0.000470597896412579,-0.829738511835571,0.017,0.034,1
Prep,0.000470976625882975,-0.151613264945358,0.067,0.096,1
Ube2i,0.00047116028834682,0.39485122329069,0.407,0.396,1
Dalrd3,0.000472340929154117,-0.515161883612912,0.04,0.063,1
1810030O07Rik,0.00047250953727713,-0.257399160716907,0.105,0.143,1
Il3ra,0.000473677306962425,0.790355055986627,0.078,0.056,1
Met,0.000474561832232253,0.79032903989873,0.053,0.034,1
Gtf3c3,0.000476520756919226,-0.289490751054319,0.064,0.092,1
Vgll4,0.00047683190513157,-0.642755699567503,0.025,0.044,1
Elf2,0.00047997395150124,-0.119604120776502,0.174,0.222,1
Cks1b,0.000482201069579033,1.03375839535296,0.043,0.027,1
Tctn3,0.000483407482655613,-0.568783312952878,0.013,0.029,1
Usf1,0.000486054286147787,-0.368470973654971,0.043,0.067,1
Zc3h12a,0.000488447089754316,0.90029492893565,0.082,0.059,1
Tmem167,0.000491116749517262,-0.127581298387657,0.357,0.429,1
Nudt4,0.000491417278176562,-0.156951790804108,0.101,0.136,1
Dut,0.000492352879100182,1.23066702106094,0.027,0.014,1
Wdr18,0.000494584044007003,-0.484953233799776,0.035,0.057,1
Acot2,0.000494838495924561,-0.50016861777187,0.02,0.038,1
Lpin1,0.000495068719403531,-0.446617627324814,0.038,0.061,1
Rassf5,0.000496411187386087,-0.185681426956601,0.07,0.1,1
Eno2,0.000496431781389356,1.46273528886101,0.031,0.017,1
Abcg2,0.000496894672894732,-0.626970725110744,0.012,0.026,1
Tomm70a,0.00049830867338133,-0.14924723046206,0.187,0.235,1
Arhgap6,0.00049900035073682,0.722667972282788,0.096,0.071,1
Mink1,0.000502372550316852,0.42676274386939,0.283,0.257,1
Dnajc11,0.000507918278477858,-0.13965515673502,0.11,0.147,1
Wls,0.00050916166697176,-0.165840169933498,0.264,0.322,1
Zfp638,0.000509950934949467,-0.12471159048158,0.154,0.197,1
Parp12,0.000511337014971454,-0.176659783415087,0.13,0.17,1
E230016K23Rik,0.000511388346153273,0.608046813924829,0.214,0.188,1
Calm2,0.000511516473680265,0.280596852097673,0.469,0.468,1
Hivep1,0.000512027342608075,-0.120347072288439,0.109,0.147,1
Mepce,0.00051321429508601,-0.485752648959494,0.035,0.057,1
Gstm1,0.000518748716094096,0.368862949052815,0.485,0.478,1
Ebpl,0.00052004194662475,-0.160453020527839,0.075,0.106,1
Mrtfb,0.000521400333765964,-0.206069010083618,0.1,0.134,1
Chd8,0.000521485092436244,-0.100295508040985,0.222,0.277,1
Eml3,0.000521927376375233,-0.381746361948933,0.069,0.098,1
Tmem39a,0.000522291381993277,0.942286096147082,0.059,0.04,1
Fam210b,0.000522609922570412,-0.45268700531319,0.038,0.061,1
Cd83,0.000522786393182318,-0.500880932773249,0.017,0.034,1
Rsf1,0.000524501856970455,-0.157083752011832,0.159,0.203,1
Zwint,0.00052510524393516,-0.155744349011023,0.204,0.255,1
Pigt,0.000525582591544699,-0.133713083912876,0.127,0.167,1
1700037C18Rik,0.000526595114072984,-0.798452133428771,0.009,0.022,1
Kank2,0.000526759617873097,-0.831374004985682,0.022,0.04,1
Phc1,0.000528377011462908,-1.05280714847551,0.006,0.018,1
Rangrf,0.000528952639091348,-0.603980537246289,0.018,0.035,1
Ino80d,0.000529438865404825,-0.157307532638997,0.103,0.139,1
Setd7,0.000530570717770606,0.659168824341731,0.141,0.113,1
Nedd1,0.000533415340247225,-0.553452894945047,0.028,0.048,1
Ncoa3,0.000535211352305258,-0.140860030312042,0.16,0.204,1
Uqcr11,0.000535794191084249,-0.118872683449762,0.215,0.27,1
Chmp1a,0.000535806664212974,-0.127065145773185,0.152,0.197,1
Slc39a8,0.000537966786129602,-0.739385132056546,0.021,0.038,1
Diaph1,0.000540870854659293,0.333167367802195,0.55,0.546,1
Srrm2,0.000543029189859725,0.268863539677755,0.647,0.659,1
Ehmt1,0.000546866086742471,-0.136334655535793,0.106,0.143,1
Cfap97,0.000548631320434632,-0.311894662249817,0.046,0.071,1
Pld3,0.000550077383799473,0.324134078035979,0.711,0.734,1
Ints9,0.000550426597696634,-0.158362992197718,0.085,0.117,1
Foxn3,0.000555648139408017,-0.190356003917888,0.085,0.118,1
Tasl,0.000556210115351101,-0.521177397953532,0.027,0.047,1
D830050J10Rik,0.000557196552503089,-0.598042112055643,0.007,0.019,1
Heatr5a,0.000561909752356708,-0.171457965295896,0.153,0.198,1
Smpd4,0.000562317948101715,-0.82973851478806,0.016,0.032,1
Nkapd1,0.000562973878499866,-0.14299783891327,0.1,0.135,1
St7l,0.000563241002099636,-0.218961243221365,0.063,0.092,1
Gm28087,0.000565277291382512,-0.61951503483737,0.013,0.028,1
Arfip1,0.000565631597569195,-0.187220609484439,0.086,0.119,1
Rnf168,0.000565829339383026,-0.387578958124303,0.073,0.102,1
Yars2,0.000568515872910775,-0.635455683201122,0.019,0.036,1
Ube3a,0.000573020957725157,-0.144775498150906,0.415,0.484,1
Myo1b,0.000573225177868939,2.05298253880641,0.013,0.005,1
Slc27a1,0.000573692658357173,0.480436381401134,0.278,0.249,1
Nckap1l,0.000573719140256557,0.272199752103885,0.529,0.523,1
0610009B22Rik,0.000576018386868747,-0.234924230842356,0.078,0.109,1
Gm10076,0.000580038788103263,0.74520140079673,0.089,0.065,1
Pdss2,0.000580566942431238,-0.525471665989523,0.035,0.057,1
A530032D15Rik,0.000581356167971556,1.7442536698503,0.02,0.01,1
Mrps2,0.000582946284014424,-0.233620191526171,0.067,0.097,1
Eif3f,0.000583407223304024,0.62471366416636,0.214,0.189,1
Rwdd2b,0.000584900210782061,-1.07365053056322,0.008,0.021,1
Trem3,0.000586031964070065,1.907198032704,0.012,0.004,1
Vamp4,0.000586148190572847,0.612067805230916,0.234,0.209,1
Traf7,0.000587895474079608,-0.396272568923501,0.068,0.097,1
Fgfbp3,0.000588458572080414,-1.28545904454774,0.006,0.018,1
Tmem234,0.000590016676858184,-0.141316400278193,0.278,0.335,1
Rnf141,0.000590100690260295,-0.121561926406047,0.175,0.222,1
Clec10a,0.000590265973923989,0.812734236350503,0.156,0.13,1
Wdr81,0.00059027614409061,-0.349753182624898,0.042,0.065,1
1700023H06Rik,0.00059198550267129,1.65373142477525,0.012,0.004,1
Ino80e,0.000593501925946274,-0.173712234234833,0.056,0.083,1
Grik3,0.000594951763124288,0.940763460024749,0.076,0.054,1
Tprgl,0.000597528415010291,-0.162480371652956,0.096,0.131,1
Sipa1l2,0.000597964924514914,-0.298960630509958,0.05,0.075,1
Hars,0.000599272301127784,-0.201914294126167,0.085,0.117,1
Vta1,0.000600449472738751,-0.144648768529889,0.108,0.146,1
Gon4l,0.000602300681695984,-0.136878731830284,0.104,0.14,1
Asb4,0.000603290917555647,-1.1399767976354,0.004,0.014,1
Brpf1,0.00060870124353509,-0.151061717706017,0.166,0.212,1
Usp36,0.000609435080085416,-0.210580765472804,0.054,0.08,1
Pnpo,0.000610124529002261,-0.271049081576282,0.054,0.08,1
Fkbp5,0.000610967230440991,1.08461892354645,0.027,0.014,1
Gps2,0.000615008590193443,-0.101020179662973,0.139,0.18,1
Tsr2,0.000615261498973492,-0.436797165428124,0.025,0.044,1
Prpf18,0.000617480807043456,-0.163510530569862,0.078,0.11,1
Cog8,0.000624202360589241,-0.521686865382208,0.045,0.069,1
Prmt7,0.000624617008926251,-0.437397386716706,0.037,0.058,1
Pld4,0.000627820517949716,0.354616603800299,0.426,0.411,1
Cep41,0.000628564283823515,-0.533256676609677,0.028,0.047,1
Atm,0.000628617091856384,-0.335265800481644,0.042,0.066,1
Gid8,0.000631057337857714,-0.146930434740139,0.093,0.126,1
Ppfibp1,0.000633241505148466,0.71581773894622,0.123,0.098,1
Cdc42bpg,0.000634027115468158,-0.657047583337714,0.024,0.042,1
Poc5,0.000635873020949927,-0.399233815806003,0.03,0.05,1
Aup1,0.000637091022033728,-0.105046959962501,0.172,0.218,1
Snf8,0.000637219231106305,-0.110266441484278,0.169,0.215,1
Prpf38a,0.000637849739074429,-0.150361753024538,0.086,0.119,1
Oxa1l,0.000638568507693852,-0.220978027812328,0.093,0.126,1
