Gene,avg_log2FC,p_val,p_val_adj,neg_log10_p_adj,pct.1,pct.2,Class,Labelled
Mmp12,4.91117227947187,0,0,Inf,0.636,0.171,p_adj_and_log2FC,TRUE
Calr,2.24658730091502,0,0,Inf,0.871,0.66,p_adj_and_log2FC,TRUE
Fth1,1.66796666575334,0,0,Inf,1,0.999,p_adj_and_log2FC,TRUE
Ftl1,1.28351877925737,0,0,Inf,1,0.999,p_adj_and_log2FC,TRUE
Tpt1,1.41598079631082,1.50210871503995e-293,3.93282103771759e-289,288.405295815629,0.984,0.951,p_adj_and_log2FC,TRUE
S100a6,2.17641222521864,3.812725812202e-277,9.98247872150728e-273,272.000761606868,0.831,0.506,p_adj_and_log2FC,TRUE
Mmp8,3.33803990630023,1.5912027654105e-275,4.16608708039776e-271,270.380271656582,0.55,0.155,p_adj_and_log2FC,TRUE
Fcgr4,-1.73130381150675,3.78430060543225e-271,9.90805584514271e-267,266.004011554249,0.534,0.885,p_adj_and_log2FC,TRUE
Hspa5,2.14795544667759,5.79229125935813e-263,1.51653769752514e-258,257.81914678969,0.823,0.569,p_adj_and_log2FC,TRUE
Tmsb4x,1.23186963584801,5.02509337240867e-262,1.31566994676404e-257,256.880853045583,0.992,0.997,p_adj_and_log2FC,TRUE
Tmsb10,1.97598869639507,3.78531280878186e-253,9.91070599595266e-249,248.003895407147,0.922,0.741,p_adj_and_log2FC,TRUE
Gbp2,-1.0464471908599,1.58574166734617e-251,4.15178883344573e-247,246.381764743503,0.822,0.984,p_adj_and_log2FC,TRUE
Wfdc17,2.3518104936207,2.00716715675328e-237,5.25516504981145e-233,232.279413639465,0.831,0.597,p_adj_and_log2FC,TRUE
Sh3bgrl3,1.18968182207979,7.31914045336173e-234,1.91629735349917e-229,228.717537100182,0.962,0.913,p_adj_and_log2FC,TRUE
Il1rn,2.82746997232981,3.57101622876783e-231,9.34963469015993e-227,226.029205357592,0.6,0.228,p_adj_and_log2FC,TRUE
Gbp4,-1.44854511293939,1.59852528798089e-230,4.18525890899157e-226,225.378277670462,0.537,0.879,p_adj_and_log2FC,TRUE
Spp1,2.7878577041837,5.69524111429475e-225,1.49112802854465e-220,219.826485066337,0.695,0.343,p_adj_and_log2FC,TRUE
Anxa1,1.95477514001097,6.07703144408183e-204,1.5910883726895e-199,198.798305697974,0.751,0.466,p_adj_and_log2FC,TRUE
Clec4n,1.79466927164989,2.21501741903753e-203,5.79935860652405e-199,198.236620035584,0.858,0.635,p_adj_and_log2FC,TRUE
Mmp13,5.32486087689554,1.02709728166948e-202,2.68914610286703e-198,197.570385601665,0.295,0.039,p_adj_and_log2FC,TRUE
Plin2,-1.20572707974659,1.6337398214062e-202,4.27745760040573e-198,197.368814286638,0.712,0.936,p_adj_and_log2FC,TRUE
Eef1a1,1.01522708494651,7.29294984599837e-197,1.90944012867929e-192,191.719093954568,0.984,0.96,p_adj_and_log2FC,TRUE
H3f3a,1.32912607824743,4.58652297485052e-193,1.20084344527536e-188,187.920513608155,0.895,0.73,p_adj_and_log2FC,TRUE
S100a4,3.49200381592233,1.34049430540173e-192,3.50968219040281e-188,187.454732208094,0.311,0.049,p_adj_and_log2FC,TRUE
Pf4,2.66924314073235,8.7580966857937e-184,2.29304487427451e-179,178.63958744616,0.792,0.609,p_adj_and_log2FC,TRUE
C1qb,-1.22585678659795,1.22063505576746e-181,3.19586670301036e-177,176.495411343048,0.582,0.889,p_adj_and_log2FC,TRUE
Lilrb4b,1.05223075760921,2.1704214886748e-178,5.68259754164836e-174,173.245453100885,0.968,0.928,p_adj_and_log2FC,TRUE
C1qc,-1.26125070296278,8.19555054400945e-177,2.14575904343255e-172,171.668419048439,0.538,0.874,p_adj_and_log2FC,TRUE
Ifi27l2a,3.08511349831165,1.8661232582213e-174,4.88588391467502e-170,169.311056855786,0.395,0.109,p_adj_and_log2FC,TRUE
Gbp7,-1.20582604106359,1.92595407491385e-172,5.04253295893943e-168,167.297351254476,0.648,0.9,p_adj_and_log2FC,TRUE
Ly6e,0.989475763202066,3.06646740597657e-172,8.02862496232786e-168,167.09535882862,0.962,0.898,p_adj_only,TRUE
Hsp90b1,1.54554944023679,4.03822945877653e-160,1.05728923689687e-155,154.975806188847,0.817,0.694,p_adj_and_log2FC,TRUE
Ptma,1.15989062710675,2.84754715359133e-159,7.45544795753283e-155,154.127526257021,0.928,0.891,p_adj_and_log2FC,TRUE
Csta2,3.84884973552546,1.80534585392433e-157,4.72675651474468e-153,152.325436768551,0.336,0.082,p_adj_and_log2FC,TRUE
B2m,0.550950645975293,2.09995688741287e-148,5.49810712262438e-144,143.259786802814,1,1,p_adj_only,TRUE
Lpl,2.03282156062148,4.02558905863373e-146,1.05397972733148e-141,140.977167742437,0.811,0.674,p_adj_and_log2FC,TRUE
Ly6a,0.910150654210808,2.32303340168334e-143,6.08216605228731e-139,138.215941727137,0.965,0.837,p_adj_only,TRUE
Anpep,1.61465321132401,5.08850720559831e-142,1.33227295656975e-137,136.875406787638,0.717,0.472,p_adj_and_log2FC,TRUE
Id2,1.56695964200091,8.92784578688965e-142,2.33748858392345e-137,136.631250501504,0.851,0.678,p_adj_and_log2FC,TRUE
Igtp,-1.32692391607936,4.54010439380867e-139,1.18869013238699e-134,133.924931342466,0.395,0.741,p_adj_and_log2FC,TRUE
Abca1,-1.62028716616416,6.02789295394004e-139,1.57822293320058e-134,133.801831650163,0.371,0.694,p_adj_and_log2FC,TRUE
Tgm2,-1.78738798854092,1.30355973090615e-138,3.41298008745847e-134,133.466866245543,0.388,0.717,p_adj_and_log2FC,TRUE
Anxa4,1.23545229418696,7.23028887515375e-137,1.89303423329276e-132,131.722841532261,0.837,0.718,p_adj_and_log2FC,TRUE
Picalm,-1.00181265667458,4.57492632633968e-136,1.19780721076225e-131,130.921613076805,0.69,0.897,p_adj_and_log2FC,TRUE
Pdpn,1.17577177000402,5.62373650979028e-135,1.47240669299329e-130,129.831972217086,0.805,0.57,p_adj_and_log2FC,TRUE
Ass1,2.22653045948128,4.04308401562639e-133,1.0585602569713e-128,127.975284415372,0.41,0.147,p_adj_and_log2FC,TRUE
Cstb,0.88205498953555,4.94011650857193e-133,1.2934213042743e-128,127.888259989954,0.993,0.976,p_adj_only,TRUE
Rps26,0.874497463543241,5.41127429594859e-132,1.41677983616526e-127,126.848697632722,0.969,0.968,p_adj_only,TRUE
Tagln2,0.955760239286391,2.02448220699694e-128,5.30049931435938e-124,123.275683217332,0.917,0.857,p_adj_only,TRUE
Lsp1,2.26895363842155,4.41720442801871e-128,1.15651246334386e-123,122.936849682623,0.345,0.104,p_adj_and_log2FC,TRUE
Ubc,1.16151302784511,5.35723831411733e-125,1.4026321354022e-120,119.853056215296,0.965,0.951,p_adj_and_log2FC,TRUE
AA467197,3.37549291414757,2.90878749781684e-123,7.61578742678406e-119,118.118285186559,0.244,0.05,p_adj_and_log2FC,TRUE
Sat1,1.46588420138367,1.74178541263573e-119,4.56034256736286e-115,114.341002532439,0.76,0.59,p_adj_and_log2FC,TRUE
Anxa2,1.00755467974681,2.56490543105745e-116,6.71543539959461e-112,111.172925824319,0.897,0.83,p_adj_and_log2FC,TRUE
Saa3,3.28718576452434,8.35668739536518e-116,2.18794789385451e-111,110.659963024972,0.451,0.207,p_adj_and_log2FC,TRUE
Kcnq5,-3.36713058718229,8.39281834665903e-116,2.19740769952227e-111,110.658089358088,0.034,0.31,p_adj_and_log2FC,TRUE
Ly86,-2.58956171440086,2.35036857182028e-115,6.15373499473984e-111,110.210861210201,0.062,0.352,p_adj_and_log2FC,TRUE
Cfl1,0.556986621452507,1.33921455138448e-114,3.50633153843485e-110,109.455147021926,0.995,0.999,p_adj_only,TRUE
Lgals3,0.876389324400403,1.77103686656244e-113,4.63692872403377e-109,108.333769579756,0.999,0.999,p_adj_only,TRUE
Ccl9,1.51387916257167,2.30189568076884e-112,6.02682327138897e-108,107.219911543456,0.823,0.692,p_adj_and_log2FC,TRUE
Ctss,0.739961651933424,2.59102665241983e-111,6.78382598136559e-107,106.168525301126,0.999,1,p_adj_only,TRUE
Cd9,2.0888876032212,7.71512619982691e-111,2.01997434163868e-106,105.694654147066,0.385,0.15,p_adj_and_log2FC,TRUE
Slc11a1,-1.19306603735169,6.66076086910857e-110,1.74392041075001e-105,104.758473339335,0.356,0.674,p_adj_and_log2FC,TRUE
Ctsc,-1.09874920788848,7.94854823270488e-110,2.08108889828679e-105,104.681709367549,0.864,0.946,p_adj_and_log2FC,TRUE
Pdia6,1.96295290092871,4.70681225290855e-109,1.23233758405652e-104,103.909270306125,0.446,0.21,p_adj_and_log2FC,TRUE
Pdia4,2.08809229937345,1.01584685880924e-108,2.65969024573435e-104,103.57516893946,0.408,0.175,p_adj_and_log2FC,TRUE
Iigp1,-0.960936419943385,1.75076831768368e-107,4.58386160935941e-103,102.338768502559,0.811,0.928,p_adj_only,TRUE
Tmem154,2.3702523124274,4.83393113791601e-106,1.26561985052917e-101,100.89769672213,0.31,0.1,p_adj_and_log2FC,TRUE
Ahnak,1.28984197249038,1.970035199349e-104,5.15794615893554e-100,99.2875231955442,0.771,0.624,p_adj_and_log2FC,FALSE
S100a11,0.984319746682025,4.66008182985017e-103,1.22010262469137e-98,97.9136036386181,0.948,0.893,p_adj_only,FALSE
Cybb,1.12892727772596,9.36730403534039e-103,2.45254754253282e-98,97.6103825650858,0.918,0.881,p_adj_and_log2FC,FALSE
Il7r,1.21247273618678,1.22594239384141e-102,3.20976237555559e-98,97.4935271180016,0.649,0.398,p_adj_and_log2FC,FALSE
Celf2,-0.960413406549234,9.17319445032206e-102,2.40172577098332e-97,96.6194765818405,0.486,0.76,p_adj_only,FALSE
Calhm6,-1.23794644207046,1.03630850613932e-100,2.71326293077397e-96,95.5665081185675,0.223,0.533,p_adj_and_log2FC,FALSE
Fcer1g,0.601482173215342,2.59329779733031e-100,6.78977229297022e-96,95.1681447903093,0.995,0.996,p_adj_only,FALSE
Myadm,1.27496318573228,2.20126662967488e-99,5.76335628981476e-95,94.2393245315695,0.722,0.563,p_adj_and_log2FC,FALSE
Emp2,3.7028486225149,3.52513570953272e-99,9.22951031469857e-95,94.034821340498,0.145,0.017,p_adj_and_log2FC,FALSE
Basp1,1.01615523947223,5.34595680560751e-99,1.39967841084416e-94,93.8539717360641,0.933,0.883,p_adj_and_log2FC,FALSE
Actg1,0.682286640109144,8.63141554821753e-97,2.25987721883431e-92,91.6459151558222,0.977,0.93,p_adj_only,FALSE
Cd68,0.727310704887968,2.41802284554114e-96,6.33086741419581e-92,91.1985367817062,0.985,0.979,p_adj_only,FALSE
Npc2,0.632251286053533,1.78904138416914e-95,4.68406815203165e-91,90.3293767946766,0.991,0.991,p_adj_only,FALSE
Il2rg,0.998179971183382,3.80482118654211e-95,9.96178283060454e-91,90.0016629302304,0.807,0.657,p_adj_only,FALSE
BC005537,-0.809795050612193,1.74836984827254e-94,4.57758193674717e-90,89.3393638732723,0.856,0.948,p_adj_only,FALSE
Gbp5,-0.716225179477476,1.45623390831873e-91,3.81271161876011e-87,86.4187660421214,0.349,0.664,p_adj_only,FALSE
Lyz2,0.976919675574287,1.57899279975736e-90,4.13411894832472e-86,85.3836170318554,0.997,0.996,p_adj_only,FALSE
Tubb5,1.25096205203761,4.39318498933458e-90,1.15022369390758e-85,84.9392176904443,0.657,0.48,p_adj_and_log2FC,FALSE
Npy,2.26852965243314,1.39479791976484e-89,3.65185991352829e-85,84.4374858904884,0.415,0.198,p_adj_and_log2FC,FALSE
Selenow,1.32797496719857,1.48078054414026e-89,3.87697962066803e-85,84.4115064818545,0.616,0.416,p_adj_and_log2FC,FALSE
mt-Co1,0.429027820394294,3.29720627587979e-89,8.63274547150846e-85,84.06385106367,1,1,p_adj_only,FALSE
Itgb2,0.95099594671665,1.32002254032635e-88,3.45608301508244e-84,83.4614158343184,0.892,0.842,p_adj_only,FALSE
Marcks,-0.661532079858412,3.46790402915104e-88,9.07966632912327e-84,83.0419301111797,0.786,0.929,p_adj_only,FALSE
Scp2,2.71570121010022,4.00920459399825e-88,1.04968994680062e-83,82.9789389621477,0.199,0.046,p_adj_and_log2FC,FALSE
Rpl23,0.744015650625403,9.72482417753755e-88,2.54615346616288e-83,82.5941154233457,0.93,0.901,p_adj_only,FALSE
Mafb,-1.39311573972726,2.61093902738457e-87,6.83596056149827e-83,82.1652004515062,0.266,0.541,p_adj_and_log2FC,FALSE
Ppbp,6.85652173208123,4.40792326246231e-87,1.15408246857788e-82,81.9377631561988,0.142,0.02,p_adj_and_log2FC,FALSE
Calm1,0.669914793915944,1.63661799931128e-86,4.28499324579679e-82,81.3680498582952,0.949,0.933,p_adj_only,FALSE
Ifi47,-0.741315043562312,1.4961498140561e-85,3.91721944316167e-81,80.4070220985352,0.634,0.849,p_adj_only,FALSE
Tuba1b,1.01314731109823,2.05452627332178e-85,5.37916068881109e-81,80.2692854820759,0.787,0.702,p_adj_and_log2FC,FALSE
Pitpnc1,-1.46701301956444,1.31881839928575e-84,3.45293033300995e-80,79.4618121839716,0.199,0.469,p_adj_and_log2FC,FALSE
Ctsl,1.15038769079207,1.37510052942274e-83,3.60028820613461e-79,78.4436627321983,0.957,0.917,p_adj_and_log2FC,FALSE
Psmd8,1.38364145375964,1.75358036441001e-83,4.59122411009828e-79,78.3380715076253,0.572,0.381,p_adj_and_log2FC,FALSE
Rpl31,0.80900183310138,3.68349270523593e-82,9.64412060084872e-78,77.0157373673577,0.876,0.816,p_adj_only,FALSE
Clec4e,2.5347199630842,1.2836036466612e-81,3.36073106768836e-77,76.4735662392389,0.422,0.214,p_adj_and_log2FC,FALSE
mt-Co3,0.717019931972294,3.4718037791447e-81,9.08987665455666e-77,76.0414420099143,0.973,0.971,p_adj_only,FALSE
Hmox1,1.40844387228373,1.07515785989197e-80,2.81497830876916e-76,75.55052494732,0.901,0.85,p_adj_and_log2FC,FALSE
Cd52,0.849137219768766,2.23219597676538e-80,5.84433550636712e-76,75.2332648604343,0.895,0.826,p_adj_only,FALSE
Lgals1,0.852605158024621,5.97515975485927e-80,1.56441632701726e-75,74.8056476601857,0.89,0.876,p_adj_only,FALSE
Ifitm1,0.858444472519908,2.48068374097878e-79,6.49492617063065e-75,74.1874257812915,0.46,0.232,p_adj_only,FALSE
Atp6v0c,0.595034782590477,5.90766735012597e-79,1.54674546560998e-74,73.8105811484701,0.986,0.98,p_adj_only,FALSE
Mgst1,-1.09919490963585,1.26342440815833e-77,3.30789778544015e-73,72.4804479186797,0.371,0.632,p_adj_and_log2FC,FALSE
Slco3a1,-1.12750915367927,2.08291577247101e-76,5.45349007548361e-72,71.2633254728771,0.264,0.538,p_adj_and_log2FC,FALSE
Gabarap,0.630675315912019,2.95402111933548e-76,7.73421809464416e-72,71.1115835855646,0.958,0.936,p_adj_only,FALSE
Apoe,-0.968777929462883,1.25063380918051e-74,3.27440943919641e-70,69.4848670164128,0.329,0.61,p_adj_only,FALSE
Gdf15,3.15021395782776,1.29333790307567e-74,3.38621729783273e-70,69.4702851761085,0.337,0.146,p_adj_and_log2FC,FALSE
Samhd1,-0.632767191976928,1.3532122070053e-74,3.54298020038129e-70,69.4506312746748,0.842,0.94,p_adj_only,FALSE
Fcgr3,-0.556457213134677,3.87656360974869e-74,1.0149618843044e-69,68.9935502668612,0.83,0.949,p_adj_only,FALSE
Manf,1.57101432381212,1.37520046842857e-73,3.60054986643968e-69,68.4436311698647,0.464,0.277,p_adj_and_log2FC,FALSE
Rps28,0.790143344987276,2.27936338905801e-73,5.96782922523167e-69,68.2241836130824,0.887,0.853,p_adj_only,FALSE
Gpx1,0.90683929945234,1.30827875545026e-72,3.42533543751986e-68,67.4652968923378,0.836,0.762,p_adj_only,FALSE
Pim1,1.0500930565206,2.1479745931989e-71,5.62382707991335e-67,66.2499680413655,0.801,0.703,p_adj_and_log2FC,FALSE
Esyt1,1.23101904167283,5.6665054619352e-71,1.48360446004387e-66,65.828681869756,0.561,0.391,p_adj_and_log2FC,FALSE
Rplp1,0.634301719000635,6.18242510819984e-71,1.61868254182888e-66,65.7908383173064,0.957,0.948,p_adj_only,FALSE
Lipa,0.991709977948346,7.38709891305367e-71,1.93409023741571e-66,65.7135232672243,0.82,0.747,p_adj_only,FALSE
Cd300lf,1.01654098173351,1.65671034336505e-70,4.33759902099837e-66,65.3627505977844,0.717,0.546,p_adj_and_log2FC,FALSE
Gpr65,-1.91394910719068,9.49275078099159e-70,2.48539200947922e-65,64.6046051022519,0.091,0.309,p_adj_and_log2FC,FALSE
Rpl39,0.805491368050305,1.59365972628966e-67,4.1725198953716e-63,62.3796015838448,0.838,0.79,p_adj_only,FALSE
Cd300a,-0.998409120931481,4.59222031206448e-67,1.20233512210472e-62,61.9199744662802,0.255,0.513,p_adj_only,FALSE
Rpl17,0.960048611121022,5.46741754393092e-67,1.43147926135199e-62,61.8442149394661,0.748,0.639,p_adj_only,FALSE
Pgk1,0.77435894032433,3.77018714131399e-66,9.87110397338829e-62,61.0056342735979,0.933,0.92,p_adj_only,FALSE
Clec4a1,-0.817908901191279,3.51549508266165e-65,9.20426922542472e-61,60.0360106866781,0.503,0.731,p_adj_only,FALSE
Irf1,-0.358756078297009,1.03107069791537e-64,2.69954930128201e-60,59.5687087366946,0.68,0.881,p_adj_only,FALSE
Pdia3,1.04313377451783,2.65279176001657e-64,6.94553938607539e-60,59.1582940215894,0.692,0.59,p_adj_and_log2FC,FALSE
Cstdc4,4.13761940402021,3.28825687350766e-64,8.60931414621775e-60,59.0650314448736,0.205,0.068,p_adj_and_log2FC,FALSE
S100a10,0.843987537386529,1.1043048765073e-63,2.89129102767142e-59,58.5389081915011,0.791,0.691,p_adj_only,FALSE
Ckap4,1.40911885046019,1.11888088640405e-63,2.92945393678308e-59,58.5332133265209,0.43,0.247,p_adj_and_log2FC,FALSE
Inhba,3.27396389051639,1.66531784057447e-63,4.36013517019208e-59,58.360500046796,0.151,0.035,p_adj_and_log2FC,FALSE
Emp1,1.18153016211846,4.3119472716673e-63,1.12895403466793e-58,57.9473237400028,0.547,0.367,p_adj_and_log2FC,FALSE
Pcna,1.45842624281589,6.38460662707049e-63,1.67161770709959e-58,57.7768630371127,0.661,0.561,p_adj_and_log2FC,FALSE
Ltb4r1,2.55149752791906,6.75443631323268e-63,1.76844651553058e-58,57.7524080703481,0.16,0.041,p_adj_and_log2FC,FALSE
Rplp0,0.723774911754045,9.17452090638671e-63,2.40207306371017e-58,57.6194137868234,0.919,0.895,p_adj_only,FALSE
Mdfic2,-3.15860287666702,2.29297829895259e-62,6.00347578231767e-58,57.2215972369461,0.019,0.181,p_adj_and_log2FC,FALSE
Atf3,1.67477425874697,2.66252430610422e-62,6.97102113824205e-58,57.1567036003494,0.406,0.229,p_adj_and_log2FC,FALSE
Ifi206,1.99904809602827,2.68311457593322e-62,7.02493058270836e-58,57.1533579629098,0.283,0.123,p_adj_and_log2FC,FALSE
Tcf7l2,-1.44544823421443,1.33751321738383e-61,3.50187710575433e-57,56.4556990990376,0.142,0.362,p_adj_and_log2FC,FALSE
Xbp1,1.22268745062885,2.10220540679711e-61,5.50399419607618e-57,56.2593220327328,0.505,0.332,p_adj_and_log2FC,FALSE
Ccl2,1.68976936009423,7.64249324621155e-61,2.00095758172311e-56,55.69876211787,0.813,0.836,p_adj_and_log2FC,FALSE
Tgfbi,1.79171331408583,1.47631158568081e-60,3.8652789936295e-56,55.4128191534867,0.256,0.102,p_adj_and_log2FC,FALSE
Cst3,0.659160958956293,2.71621395524503e-60,7.11159137762255e-56,55.1480332052918,0.954,0.941,p_adj_only,FALSE
Filip1l,-1.4349640218743,4.85217417241888e-60,1.27039624182271e-55,54.8960607996762,0.123,0.335,p_adj_and_log2FC,FALSE
Olfm1,2.35170719659822,5.17456133718197e-60,1.35480364930098e-55,54.8681236422096,0.185,0.058,p_adj_and_log2FC,FALSE
Lat2,1.15422931252201,1.74811903626262e-59,4.57692526074278e-55,54.3394261793603,0.574,0.422,p_adj_and_log2FC,FALSE
Card19,1.15801951291968,4.97564609195695e-59,1.30272365979617e-54,53.8851476992173,0.53,0.362,p_adj_and_log2FC,FALSE
Fn1,3.96843551769206,6.286128843609e-59,1.64583425383371e-54,53.7836139031881,0.116,0.022,p_adj_and_log2FC,FALSE
Selenom,-1.81443443533121,6.71041649978507e-59,1.75692124797373e-54,53.755247704832,0.14,0.344,p_adj_and_log2FC,FALSE
Itgb7,1.42212688776481,8.38484968617699e-59,2.19532134483486e-54,53.6585018999895,0.403,0.228,p_adj_and_log2FC,FALSE
Myl6,0.788384707363317,1.83628279544624e-58,4.80775561503736e-54,53.3180576162421,0.758,0.679,p_adj_only,FALSE
Hacd4,1.59392199354379,3.03942384340387e-58,7.95781950680002e-54,53.0992059154145,0.324,0.161,p_adj_and_log2FC,FALSE
Ccr2,2.99524204292642,4.05091793083423e-58,1.06061133265102e-53,52.9744437367484,0.151,0.04,p_adj_and_log2FC,FALSE
Irgm2,-0.873310198087287,7.94035442341509e-58,2.07894359513854e-53,52.6821572935701,0.326,0.565,p_adj_only,FALSE
Tgtp2,-0.97465135627739,3.19753535949972e-57,8.37178707824216e-53,52.0771818257132,0.226,0.458,p_adj_only,FALSE
Rps12,0.765058836388824,6.23046864249938e-57,1.63126129997919e-52,51.7874764668876,0.813,0.777,p_adj_only,FALSE
Rps7,0.928389961073713,1.39995686998269e-56,3.66536707698868e-52,51.4358825253809,0.666,0.556,p_adj_only,FALSE
Irgm1,-0.626785991389709,4.7427042103378e-56,1.24173481635064e-51,50.9059711417539,0.579,0.791,p_adj_only,FALSE
Gm2a,0.904526390320958,5.38028324194354e-56,1.40866575840566e-51,50.851192042022,0.748,0.664,p_adj_only,FALSE
Gbp3,-0.816501484095301,9.11201868240604e-56,2.38570873142755e-51,50.622382579968,0.245,0.483,p_adj_only,FALSE
Cadm1,-2.62509914592501,1.76443597302176e-55,4.61964626456557e-51,50.3353912779566,0.035,0.193,p_adj_and_log2FC,FALSE
Rpl37,0.702841709308253,5.20995179230512e-55,1.36406957826133e-50,49.8651634766852,0.855,0.822,NS,FALSE
Itgam,0.733094888507389,5.28605571144641e-55,1.3839951063709e-50,49.8588654454861,0.823,0.782,NS,FALSE
Rps9,0.680300304956166,7.10108325280918e-55,1.8592056172505e-50,49.7306725771463,0.882,0.879,NS,FALSE
Dmpk,-2.19288202839213,1.8432756715823e-54,4.82606436333677e-50,49.3164068903726,0.072,0.245,log2FC_only,FALSE
Man2a1,-0.858032424117227,2.19855502436717e-54,5.75625676479812e-50,49.2398598420725,0.342,0.568,NS,FALSE
Actb,0.535680498996458,3.74245166193433e-54,9.79848694127647e-50,49.0088409818368,0.998,1,NS,FALSE
Ly6c2,3.02580420653588,6.7569419890041e-54,1.76910255156105e-49,48.752246991123,0.204,0.075,log2FC_only,FALSE
Cd81,1.05322354158889,8.27877404483558e-54,2.16754862041885e-49,48.6640311520558,0.587,0.435,log2FC_only,FALSE
Rps24,0.711574997590227,1.23970720008622e-53,3.24580139126573e-49,48.4886780579282,0.834,0.805,NS,FALSE
Plaur,1.13586735330262,1.67736864434245e-53,4.3916865846174e-49,48.3573686611418,0.597,0.455,log2FC_only,FALSE
Ly6i,3.51956939960802,2.48564061100278e-53,6.50790424772749e-49,48.1865588455615,0.102,0.018,log2FC_only,FALSE
Hnrnpa2b1,-0.609008832266819,2.72734284422452e-53,7.14072903474864e-49,48.1462574465424,0.633,0.809,NS,FALSE
Rps15a,0.904709259216333,4.16762060986686e-53,1.09116642807534e-48,47.9621090044232,0.712,0.625,NS,FALSE
Rbpj,0.727441580101452,1.07788820331894e-52,2.82212689392965e-48,47.5494234625539,0.762,0.673,NS,FALSE
C1qa,-1.2369225652135,1.26046223475538e-52,3.30014222303654e-48,47.4814673433497,0.137,0.334,log2FC_only,FALSE
Rpl13,0.740107704809579,2.5326502987875e-52,6.63098501228544e-48,47.178421953703,0.822,0.778,NS,FALSE
Sdcbp,0.609457911313244,2.93672052943448e-52,7.68892169016536e-48,47.1141345622594,0.933,0.923,NS,FALSE
Sfpq,-0.989169685751989,6.91141999796479e-52,1.80954798386714e-47,46.7424298961963,0.209,0.425,NS,FALSE
Ndrg1,1.48739311932908,7.5839583537411e-52,1.9856319761765e-47,46.7021012420071,0.279,0.129,log2FC_only,FALSE
Cxcl2,2.63614542741478,2.17705614599089e-51,5.69996840143334e-47,46.2441275518926,0.139,0.037,log2FC_only,FALSE
mt-Nd1,-0.241429431112721,2.7005901657296e-51,7.07068517191323e-47,46.1505384996454,0.985,0.999,NS,FALSE
Tm6sf1,-0.805039251600211,5.77981111047426e-51,1.51327014494437e-46,45.8200835359649,0.326,0.55,NS,FALSE
Bhlhe41,2.09490937341361,9.47933262780531e-51,2.48187886861199e-46,45.6052194186379,0.205,0.079,log2FC_only,FALSE
Lyn,-0.655463037258314,9.64931741760374e-50,2.52638428627701e-45,44.5975005885725,0.532,0.737,NS,FALSE
Lbh,-0.948591505938765,1.63616509304402e-49,4.28380744660785e-45,44.368170058558,0.298,0.511,NS,FALSE
Slpi,2.71010721812638,2.40890775419314e-49,6.30700228202848e-45,44.2001770118682,0.17,0.057,log2FC_only,FALSE
Sh3bgrl,0.846434251738176,2.681356743975e-49,7.02032822707534e-45,44.1536425824749,0.726,0.65,NS,FALSE
Arcn1,1.33711836288947,2.8050194731735e-49,7.34410198466285e-45,44.1340613008879,0.424,0.274,log2FC_only,FALSE
Anxa5,0.724915052773496,4.61542181870659e-49,1.20840974057376e-44,43.9177857826868,0.761,0.695,NS,FALSE
Furin,1.40208685753284,6.00243287360451e-49,1.57155697496713e-44,43.8036698695205,0.366,0.214,log2FC_only,FALSE
Angptl2,3.21214800297621,6.04883519749645e-49,1.58370603140852e-44,43.800325429303,0.083,0.012,log2FC_only,FALSE
Ms4a4c,2.56590873877704,6.51717563135711e-49,1.70632692380192e-44,43.7679377565209,0.161,0.052,log2FC_only,FALSE
Rps27a,0.743252410863799,6.9652479743479e-49,1.82364122464377e-44,43.7390605988385,0.792,0.749,NS,FALSE
Nek6,1.55471287448406,1.51769238494252e-48,3.9736222022565e-44,43.4008134264247,0.335,0.187,log2FC_only,FALSE
Sdf2l1,1.81973764839977,1.79643570052445e-48,4.70342795111312e-44,43.3275855042751,0.234,0.102,log2FC_only,FALSE
Pltp,1.33156985069588,1.79973709347955e-48,4.71207165814815e-44,43.3267881137002,0.491,0.346,log2FC_only,FALSE
Mndal,1.27839546185893,2.41287126444387e-48,6.31737954456695e-44,43.1994630301565,0.484,0.341,log2FC_only,FALSE
Clec4d,-0.510305525945965,2.50561168444897e-48,6.56019251222429e-44,43.1830834158423,0.877,0.947,NS,FALSE
Gadd45g,2.25845564928393,3.62573161057397e-48,9.49289050280476e-44,43.0226015285337,0.151,0.046,log2FC_only,FALSE
Pkm,-0.390401323705304,1.04270946251956e-47,2.73002191476871e-43,42.563833866723,0.954,0.99,NS,FALSE
Sash1,-0.806412288353019,2.16041479816577e-47,5.65639802455762e-43,42.2474600380748,0.346,0.559,NS,FALSE
Fcgr2b,1.22508265960049,7.96626483856663e-47,2.08572746003351e-42,41.6807424410372,0.575,0.432,log2FC_only,FALSE
Txnip,1.4608141600692,1.99351778133205e-46,5.21942825508357e-42,41.2823770677375,0.476,0.331,log2FC_only,FALSE
Cbr2,3.55043677371638,2.2993887460722e-46,6.02025961496623e-42,41.2203847800186,0.084,0.014,log2FC_only,FALSE
Ctsa,0.648351825608531,2.63696558413907e-46,6.90410329239292e-42,41.160892719758,0.841,0.793,NS,FALSE
Eif2s2,0.772920547041229,3.52985823926411e-46,9.2418748420413e-42,41.0342399172043,0.704,0.612,NS,FALSE
Rps6,0.735351885876779,4.14560159846698e-46,1.08540141051063e-41,40.9644096183779,0.733,0.666,NS,FALSE
