Gene,avg_log2FC,p_val,p_val_adj,neg_log10_p_adj,pct.1,pct.2,Class,Labelled
Rsl1,-0.776255544001433,0.000262139649941889,1,0,0.016,0.033,NS,FALSE
Mcemp1,1.06824914823537,0.000264471303917194,1,0,0.032,0.018,log2FC_only,FALSE
Ercc2,-0.716940303035379,0.000265320830037731,1,0,0.021,0.04,NS,FALSE
Ppic,1.22445463024967,0.000266911739347279,1,0,0.016,0.006,log2FC_only,FALSE
Cs,0.450623009617238,0.000268539942339518,1,0,0.37,0.353,NS,FALSE
Tle3,-0.213190310280166,0.000268740664691411,1,0,0.104,0.142,NS,FALSE
Dicer1,-0.284360189328184,0.000269056801312387,1,0,0.053,0.081,NS,FALSE
Dhrs7b,-0.171033873841315,0.000269865007454251,1,0,0.101,0.139,NS,FALSE
Mdp1,-0.526292340506486,0.000269960314324463,1,0,0.037,0.061,NS,FALSE
Spcs3,0.606773167108296,0.000270312369380843,1,0,0.209,0.179,NS,FALSE
BC147527,1.54734618948985,0.000270626436666011,1,0,0.014,0.005,log2FC_only,FALSE
Sccpdh,-0.509749535057918,0.000271236660221111,1,0,0.031,0.053,NS,FALSE
Rpl29,0.423085713063187,0.000271715673779408,1,0,0.337,0.315,NS,FALSE
Smarcb1,-0.453523740985814,0.000271842118230469,1,0,0.042,0.066,NS,FALSE
Nmnat3,-0.415240798835412,0.000272476806883498,1,0,0.024,0.044,NS,FALSE
Psmd4,-0.114811023967568,0.000272743463643146,1,0,0.317,0.384,NS,FALSE
Mrpl13,-0.114152511434324,0.000272747727304433,1,0,0.114,0.153,NS,FALSE
Metrnl,0.386132355873241,0.000273097153592557,1,0,0.527,0.529,NS,FALSE
Psmd9,-0.313971225109062,0.00027320896689614,1,0,0.066,0.096,NS,FALSE
Ncln,-0.227086156419102,0.000273618841759422,1,0,0.065,0.095,NS,FALSE
Rab3gap1,-0.195923722535261,0.000274794678834876,1,0,0.128,0.17,NS,FALSE
Nkain1,2.02387867301777,0.000275280520051845,1,0,0.01,0.003,log2FC_only,FALSE
Trim46,2.30559596436312,0.000275546300995584,1,0,0.01,0.003,log2FC_only,FALSE
Ak8,-1.46868413841427,0.000275703765973947,1,0,0.007,0.02,log2FC_only,FALSE
Serpinb1b,-1.09825724275285,0.000276153624446853,1,0,0.005,0.017,log2FC_only,FALSE
Rbm15,-0.341421879240148,0.000276552074787273,1,0,0.049,0.075,NS,FALSE
Cbx1,-0.121727407544844,0.000278300713229589,1,0,0.163,0.21,NS,FALSE
Far1,-0.20781363140821,0.00028154254404868,1,0,0.163,0.21,NS,FALSE
Prdm10,0.909301003122363,0.000282891159970447,1,0,0.052,0.033,NS,FALSE
Rsbn1l,-0.139456011653013,0.000283014567779542,1,0,0.115,0.154,NS,FALSE
Nde1,-0.224278550612193,0.000285006468906067,1,0,0.059,0.089,NS,FALSE
AW209491,-0.624431056035363,0.000285645292879751,1,0,0.024,0.044,NS,FALSE
Tirap,-0.218285709579375,0.000286742257149479,1,0,0.069,0.1,NS,FALSE
Erg28,-0.290677725028987,0.000287012662283494,1,0,0.098,0.133,NS,FALSE
Pdzk1ip1,-0.916309463613202,0.000288833308086295,1,0,0.007,0.02,NS,FALSE
Cacna2d3,-1.57148657101912,0.000288879334898958,1,0,0.005,0.016,log2FC_only,FALSE
Mrps35,-0.397104921795622,0.00029056770253121,1,0,0.048,0.074,NS,FALSE
Gpr132,1.00112174516002,0.000291320373548207,1,0,0.104,0.079,log2FC_only,FALSE
Agpat3,-0.179767625047925,0.00029285036202267,1,0,0.113,0.153,NS,FALSE
Wsb1,-0.134579980591871,0.000293144340620087,1,0,0.181,0.23,NS,FALSE
Csnk2a2,-0.16184160961958,0.000294702749303719,1,0,0.198,0.251,NS,FALSE
Timm8b,-0.249547669726713,0.000295895460237886,1,0,0.07,0.1,NS,FALSE
Nup107,-0.514964921749671,0.000296843307418321,1,0,0.019,0.037,NS,FALSE
Morc2a,-0.487064387541433,0.000299527804301537,1,0,0.053,0.08,NS,FALSE
Arhgef11,-0.269695077610405,0.000299846536655899,1,0,0.076,0.108,NS,FALSE
Map2k7,-0.275142642757002,0.000300522171170547,1,0,0.075,0.106,NS,FALSE
Septin8,0.494166879980578,0.000300729863491588,1,0,0.368,0.349,NS,FALSE
Abcc5,0.56591364425144,0.000301683847388364,1,0,0.187,0.158,NS,FALSE
ENSMUSG00000120819,-1.24365018765835,0.000302941523485053,1,0,0.008,0.022,log2FC_only,FALSE
Enpp1,0.845415134399755,0.000306139835045272,1,0,0.06,0.04,NS,FALSE
Uchl3,-0.388774297047557,0.000307375524269345,1,0,0.031,0.053,NS,FALSE
Cbarp,-1.46491192416976,0.000307614095137421,1,0,0.004,0.015,log2FC_only,FALSE
Zfp655,-0.235812014597957,0.000307634173687235,1,0,0.064,0.094,NS,FALSE
Bst1,0.29847446688615,0.000308114233221579,1,0,0.665,0.66,NS,FALSE
Taf3,-0.219087333239996,0.000311002440047793,1,0,0.095,0.131,NS,FALSE
Faf2,-0.183581900203782,0.000311129367620534,1,0,0.139,0.182,NS,FALSE
Shoc2,-0.108302458424307,0.000311428844768652,1,0,0.155,0.203,NS,FALSE
Arf6,-0.138679921196289,0.000312983747463077,1,0,0.605,0.697,NS,FALSE
Slc50a1,-0.346694254380495,0.000313136366516699,1,0,0.045,0.07,NS,FALSE
Slc16a7,-0.251242675824691,0.000313193773061707,1,0,0.078,0.11,NS,FALSE
Mitf,0.61422082614629,0.00031321933579186,1,0,0.218,0.188,NS,FALSE
Ptpdc1,-1.19065230612819,0.000315383441364683,1,0,0.009,0.022,log2FC_only,FALSE
Exoc6b,-0.23686922997434,0.000315687620687781,1,0,0.077,0.109,NS,FALSE
Snip1,-0.374867410374793,0.000317195012684888,1,0,0.054,0.082,NS,FALSE
Arl6ip6,-0.365931912980088,0.000317972528186688,1,0,0.063,0.092,NS,FALSE
Airn,-0.333705570436866,0.000318409077621889,1,0,0.108,0.145,NS,FALSE
Cops7a,-0.133511205277681,0.000321282509657744,1,0,0.142,0.187,NS,FALSE
Kctd20,-0.324184528429125,0.000321346534505189,1,0,0.071,0.102,NS,FALSE
Cox19,-0.270952999632137,0.000322221458170359,1,0,0.07,0.101,NS,FALSE
Rtca,-0.222436185803473,0.000323293633648664,1,0,0.083,0.116,NS,FALSE
Kif3b,-0.12864156120524,0.000323403561836407,1,0,0.242,0.298,NS,FALSE
Spryd7,0.787933585777099,0.000323573210431465,1,0,0.122,0.095,NS,FALSE
Kif1b,-0.101749273304179,0.000323644733258583,1,0,0.21,0.266,NS,FALSE
Lair1,-0.131151739871859,0.000325036097608613,1,0,0.362,0.432,NS,FALSE
Smim12,-0.18973256285612,0.000325262749569618,1,0,0.114,0.154,NS,FALSE
Gm32089,0.946966313503563,0.000329704119664597,1,0,0.077,0.055,NS,FALSE
Sharpin,-0.198079149666025,0.000329930430928065,1,0,0.155,0.199,NS,FALSE
Abcb7,-0.105942928276605,0.000331200332308226,1,0,0.148,0.194,NS,FALSE
Alkbh8,-0.365662356813896,0.000331537077718452,1,0,0.047,0.073,NS,FALSE
Msmo1,-0.100748251035675,0.000332442678970282,1,0,0.124,0.165,NS,FALSE
Coprs,-0.629970055699189,0.000334351615934695,1,0,0.027,0.047,NS,FALSE
Bpnt1,-0.446664971175671,0.000335682805678144,1,0,0.061,0.09,NS,FALSE
Usp6nl,-0.27437324791821,0.000337348849701996,1,0,0.044,0.069,NS,FALSE
Ttc17,-0.164783911963386,0.000338465271613306,1,0,0.108,0.146,NS,FALSE
Lrrc14,-0.471264624103654,0.000339318002213397,1,0,0.037,0.061,NS,FALSE
Polr1a,-0.688462296582941,0.00033997476534977,1,0,0.033,0.055,NS,FALSE
Bzw1,0.331201658587763,0.000340077079302396,1,0,0.574,0.596,NS,FALSE
Mfsd14a,-0.28683542657972,0.000340123887880305,1,0,0.089,0.123,NS,FALSE
Rnf170,-0.413896623625085,0.000340401345578342,1,0,0.03,0.052,NS,FALSE
4833420G17Rik,-0.357530716628666,0.000340651130826692,1,0,0.068,0.099,NS,FALSE
Rnf144b,-1.31274964104013,0.000341725468633313,1,0,0.005,0.016,log2FC_only,FALSE
Gdf3,-1.45115664399069,0.000343049934806066,1,0,0.006,0.018,log2FC_only,FALSE
Lztr1,-0.391135762366884,0.000343328898826742,1,0,0.043,0.068,NS,FALSE
Dnajc30,-0.433985534537256,0.00034453281855762,1,0,0.064,0.093,NS,FALSE
Ndufaf2,-0.25240394042214,0.00034477258290085,1,0,0.052,0.079,NS,FALSE
Gnl3,-0.171757089059613,0.000346710682155963,1,0,0.141,0.185,NS,FALSE
Dennd3,1.90281526831576,0.00034723650530644,1,0,0.012,0.004,log2FC_only,FALSE
Sav1,0.494985638933451,0.000347954471002305,1,0,0.243,0.215,NS,FALSE
Dusp19,-0.653167969422169,0.000348862116594268,1,0,0.032,0.054,NS,FALSE
Snap47,-0.493282323183036,0.000359500616230734,1,0,0.042,0.066,NS,FALSE
Ndufaf8,-0.32891468498935,0.00036057828813255,1,0,0.075,0.106,NS,FALSE
Gstk1,-0.745980951519266,0.000360809187857084,1,0,0.015,0.031,NS,FALSE
Prdm1,-0.389633896655531,0.000361730667219304,1,0,0.038,0.061,NS,FALSE
Pds5a,-0.130839545840016,0.000362362633461204,1,0,0.185,0.237,NS,FALSE
Hprt,0.331099395280551,0.000362660174924453,1,0,0.507,0.509,NS,FALSE
Eef1e1,-0.412321482602887,0.000363765524517914,1,0,0.053,0.08,NS,FALSE
Mesd,-0.128557383164559,0.000365619144394726,1,0,0.154,0.199,NS,FALSE
Tasor,-0.202572544437279,0.000366609830523457,1,0,0.107,0.144,NS,FALSE
Rprd2,-0.192477636380404,0.00036667500088069,1,0,0.107,0.144,NS,FALSE
Ptgr1,0.914341115078104,0.000367785579253844,1,0,0.119,0.092,NS,FALSE
Vars,-0.363294673552274,0.0003680211353273,1,0,0.052,0.078,NS,FALSE
Mark2,-0.12622121229556,0.000368499737481269,1,0,0.179,0.228,NS,FALSE
Zc3h8,-0.744480848332423,0.000368832146163673,1,0,0.013,0.028,NS,FALSE
Pwwp2a,-0.589520193986233,0.000369900177746146,1,0,0.028,0.049,NS,FALSE
Padi2,1.04370981391455,0.000370014020537151,1,0,0.06,0.04,log2FC_only,FALSE
3110056K07Rik,-0.811053716514683,0.000370868408018627,1,0,0.014,0.03,NS,FALSE
4930445E18Rik,-1.32495789631546,0.000371082956379035,1,0,0.005,0.017,log2FC_only,FALSE
Smu1,-0.114467725302319,0.000371200833227363,1,0,0.203,0.255,NS,FALSE
Lancl1,-0.54678847474404,0.00037291248001767,1,0,0.031,0.052,NS,FALSE
Nrip1,-0.239939305104685,0.000374150784803113,1,0,0.087,0.121,NS,FALSE
Gmfg,0.632011002281493,0.000374225694762868,1,0,0.177,0.147,NS,FALSE
Ticam2,-0.195530329899767,0.000374486553160693,1,0,0.098,0.134,NS,FALSE
Atg7,0.630836246814007,0.000374565590089319,1,0,0.213,0.184,NS,FALSE
Stmn1,0.940927977076343,0.000376115929463417,1,0,0.05,0.031,NS,FALSE
Nvl,-0.279372615264309,0.000377210987732029,1,0,0.078,0.111,NS,FALSE
Prelid3b,-0.173483988274105,0.000377785026896055,1,0,0.086,0.12,NS,FALSE
Nudt21,-0.309451981635139,0.000377885061155167,1,0,0.079,0.112,NS,FALSE
Rock2,-0.125790538210551,0.000379012078843063,1,0,0.249,0.307,NS,FALSE
Samsn1,0.543671991042595,0.000379550704562253,1,0,0.181,0.15,NS,FALSE
Pithd1,-0.431172167030862,0.00038143359545797,1,0,0.04,0.064,NS,FALSE
Spata5,-0.539047464788494,0.000383465463415606,1,0,0.039,0.063,NS,FALSE
Mpc2,-0.129627514283059,0.000385041319100488,1,0,0.178,0.228,NS,FALSE
Klhl9,0.513853929966327,0.000386106431964972,1,0,0.268,0.244,NS,FALSE
Dhx30,-0.361799190180787,0.000387699500479281,1,0,0.056,0.083,NS,FALSE
Ddx23,-0.265224085316045,0.000387763499132771,1,0,0.052,0.078,NS,FALSE
Slc37a1,-1.09152633901789,0.000387848622376364,1,0,0.009,0.023,log2FC_only,FALSE
Slc39a14,0.70148889251833,0.000389601632398368,1,0,0.112,0.086,NS,FALSE
Smad5,-0.459545142650343,0.000389984499282489,1,0,0.042,0.066,NS,FALSE
Gpaa1,-0.211267410780947,0.000390520358582546,1,0,0.113,0.151,NS,FALSE
Ercc1,-0.318383639464985,0.000391611018863786,1,0,0.03,0.051,NS,FALSE
Rusc2,0.765480714314643,0.000393177013868677,1,0,0.075,0.052,NS,FALSE
Tmem209,-0.482089150957209,0.000394380562632615,1,0,0.056,0.082,NS,FALSE
Gcn1,-0.200809268419786,0.000396081643221147,1,0,0.049,0.076,NS,FALSE
Tasp1,-0.854505760381227,0.00039718225893354,1,0,0.016,0.032,NS,FALSE
Ada,-0.878400117872032,0.000398332872515812,1,0,0.011,0.026,NS,FALSE
Bbs5,-1.61110717243822,0.00039869270527011,1,0,0.006,0.018,log2FC_only,FALSE
Alkbh3,-0.245484453554272,0.000400062464268505,1,0,0.095,0.13,NS,FALSE
Rb1,-0.108333977758056,0.000401145580205318,1,0,0.236,0.291,NS,FALSE
Polr3a,-0.432616130728656,0.000402926407254078,1,0,0.041,0.065,NS,FALSE
Pex3,-0.314357263468541,0.000403040990949926,1,0,0.054,0.082,NS,FALSE
Cacna1d,-0.2833453854354,0.000403565760720998,1,0,0.059,0.087,NS,FALSE
Faim,-0.304887399791701,0.000405454288439823,1,0,0.056,0.083,NS,FALSE
Ppcs,-0.967425670676478,0.000407618110894818,1,0,0.01,0.025,NS,FALSE
Nr2c1,-0.538928099179649,0.000409852707874339,1,0,0.023,0.042,NS,FALSE
Cplane1,-0.152843859913934,0.000411577907849617,1,0,0.027,0.047,NS,FALSE
Ing3,-0.488955972718827,0.000411964890815964,1,0,0.035,0.057,NS,FALSE
Pmp22,0.125956070202722,0.0004126727096166,1,0,0.162,0.21,NS,FALSE
Gpr160,1.34601188209337,0.000412970865865462,1,0,0.019,0.009,log2FC_only,FALSE
Aldh4a1,-0.266052339433785,0.000413428155372647,1,0,0.045,0.07,NS,FALSE
Zcchc10,-0.233695343546637,0.000417108233086383,1,0,0.083,0.116,NS,FALSE
Nudcd3,-0.124104647579624,0.000417625763046581,1,0,0.169,0.217,NS,FALSE
Ssbp3,-0.244491787872528,0.000418791927755386,1,0,0.088,0.121,NS,FALSE
Rhbdd3,-0.900132049265796,0.000420575818474804,1,0,0.011,0.026,NS,FALSE
Timm10b,-0.224063315322371,0.000420758410343466,1,0,0.105,0.142,NS,FALSE
Enox2,-0.136774018662405,0.000421294620146167,1,0,0.123,0.163,NS,FALSE
Ipo13,-0.513795288812511,0.000421349980702932,1,0,0.049,0.075,NS,FALSE
Stambpl1,-0.139177060988981,0.000421828032052984,1,0,0.103,0.138,NS,FALSE
Adat1,-1.41498598803296,0.000424758710023765,1,0,0.004,0.015,log2FC_only,FALSE
Zfp113,-1.24854271494687,0.000425100235257636,1,0,0.008,0.021,log2FC_only,FALSE
Fam114a1,0.780025802739132,0.000426159402558751,1,0,0.083,0.06,NS,FALSE
Ndufaf4,-0.158792745347401,0.000428618465382386,1,0,0.075,0.106,NS,FALSE
Pink1,-0.528131043854656,0.00042951730621043,1,0,0.02,0.037,NS,FALSE
Pja1,-0.240904355817371,0.000430012024770947,1,0,0.066,0.095,NS,FALSE
Ap1s2,-0.123160386143441,0.000437005278724092,1,0,0.158,0.204,NS,FALSE
Atp13a1,-0.286475134294023,0.000437405475865296,1,0,0.054,0.081,NS,FALSE
Galnt6,0.733530383438401,0.00043902035922094,1,0,0.163,0.136,NS,FALSE
E2f4,-0.182821516609113,0.000439281237256296,1,0,0.129,0.169,NS,FALSE
Kansl2,-0.243346305786661,0.000443801562886095,1,0,0.097,0.131,NS,FALSE
Mrpl22,-0.263939590569427,0.000444133180462445,1,0,0.061,0.09,NS,FALSE
Eef2,0.291680464343872,0.000448193811864105,1,0,0.532,0.531,NS,FALSE
Arl10,-1.20897468898975,0.000453556282447358,1,0,0.003,0.014,log2FC_only,FALSE
Mtus1,-0.205913325584563,0.000454812432874324,1,0,0.081,0.114,NS,FALSE
Ints13,-0.595929813651869,0.000455442407329617,1,0,0.019,0.037,NS,FALSE
Gpn1,-0.415782809507362,0.000456994086157079,1,0,0.05,0.076,NS,FALSE
Meaf6,-0.483923224850573,0.000457151848059823,1,0,0.049,0.074,NS,FALSE
Klra17,1.63564056141513,0.000457933711228199,1,0,0.017,0.007,log2FC_only,FALSE
Dock11,-0.170219978903732,0.000458531090694548,1,0,0.141,0.183,NS,FALSE
Gm37233,-0.650760748216487,0.000462608629348076,1,0,0.015,0.031,NS,FALSE
Tns1,-0.277704440601579,0.000463769560321187,1,0,0.063,0.092,NS,FALSE
Daglb,-0.324162580033889,0.000464183886985497,1,0,0.061,0.089,NS,FALSE
Tnks,-0.281594285201384,0.000467192465252885,1,0,0.114,0.152,NS,FALSE
Acot7,0.744708638051994,0.000468395697321567,1,0,0.104,0.078,NS,FALSE
Gm44148,-1.51417247360964,0.000470587599953223,1,0,0.006,0.017,log2FC_only,FALSE
ENSMUSG00000121482,-0.829738511835571,0.000470597896412579,1,0,0.017,0.034,NS,FALSE
Prep,-0.151613264945358,0.000470976625882975,1,0,0.067,0.096,NS,FALSE
Ube2i,0.39485122329069,0.00047116028834682,1,0,0.407,0.396,NS,FALSE
Dalrd3,-0.515161883612912,0.000472340929154117,1,0,0.04,0.063,NS,FALSE
1810030O07Rik,-0.257399160716907,0.00047250953727713,1,0,0.105,0.143,NS,FALSE
Il3ra,0.790355055986627,0.000473677306962425,1,0,0.078,0.056,NS,FALSE
Met,0.79032903989873,0.000474561832232253,1,0,0.053,0.034,NS,FALSE
Gtf3c3,-0.289490751054319,0.000476520756919226,1,0,0.064,0.092,NS,FALSE
Vgll4,-0.642755699567503,0.00047683190513157,1,0,0.025,0.044,NS,FALSE
Elf2,-0.119604120776502,0.00047997395150124,1,0,0.174,0.222,NS,FALSE
Cks1b,1.03375839535296,0.000482201069579033,1,0,0.043,0.027,log2FC_only,FALSE
Tctn3,-0.568783312952878,0.000483407482655613,1,0,0.013,0.029,NS,FALSE
Usf1,-0.368470973654971,0.000486054286147787,1,0,0.043,0.067,NS,FALSE
Zc3h12a,0.90029492893565,0.000488447089754316,1,0,0.082,0.059,NS,FALSE
Tmem167,-0.127581298387657,0.000491116749517262,1,0,0.357,0.429,NS,FALSE
Nudt4,-0.156951790804108,0.000491417278176562,1,0,0.101,0.136,NS,FALSE
Dut,1.23066702106094,0.000492352879100182,1,0,0.027,0.014,log2FC_only,FALSE
Wdr18,-0.484953233799776,0.000494584044007003,1,0,0.035,0.057,NS,FALSE
Acot2,-0.50016861777187,0.000494838495924561,1,0,0.02,0.038,NS,FALSE
Lpin1,-0.446617627324814,0.000495068719403531,1,0,0.038,0.061,NS,FALSE
Rassf5,-0.185681426956601,0.000496411187386087,1,0,0.07,0.1,NS,FALSE
Eno2,1.46273528886101,0.000496431781389356,1,0,0.031,0.017,log2FC_only,FALSE
Abcg2,-0.626970725110744,0.000496894672894732,1,0,0.012,0.026,NS,FALSE
Tomm70a,-0.14924723046206,0.00049830867338133,1,0,0.187,0.235,NS,FALSE
Arhgap6,0.722667972282788,0.00049900035073682,1,0,0.096,0.071,NS,FALSE
Mink1,0.42676274386939,0.000502372550316852,1,0,0.283,0.257,NS,FALSE
Dnajc11,-0.13965515673502,0.000507918278477858,1,0,0.11,0.147,NS,FALSE
Wls,-0.165840169933498,0.00050916166697176,1,0,0.264,0.322,NS,FALSE
Zfp638,-0.12471159048158,0.000509950934949467,1,0,0.154,0.197,NS,FALSE
Parp12,-0.176659783415087,0.000511337014971454,1,0,0.13,0.17,NS,FALSE
E230016K23Rik,0.608046813924829,0.000511388346153273,1,0,0.214,0.188,NS,FALSE
Calm2,0.280596852097673,0.000511516473680265,1,0,0.469,0.468,NS,FALSE
Hivep1,-0.120347072288439,0.000512027342608075,1,0,0.109,0.147,NS,FALSE
Mepce,-0.485752648959494,0.00051321429508601,1,0,0.035,0.057,NS,FALSE
Gstm1,0.368862949052815,0.000518748716094096,1,0,0.485,0.478,NS,FALSE
Ebpl,-0.160453020527839,0.00052004194662475,1,0,0.075,0.106,NS,FALSE
Mrtfb,-0.206069010083618,0.000521400333765964,1,0,0.1,0.134,NS,FALSE
Chd8,-0.100295508040985,0.000521485092436244,1,0,0.222,0.277,NS,FALSE
Eml3,-0.381746361948933,0.000521927376375233,1,0,0.069,0.098,NS,FALSE
Tmem39a,0.942286096147082,0.000522291381993277,1,0,0.059,0.04,NS,FALSE
Fam210b,-0.45268700531319,0.000522609922570412,1,0,0.038,0.061,NS,FALSE
Cd83,-0.500880932773249,0.000522786393182318,1,0,0.017,0.034,NS,FALSE
Rsf1,-0.157083752011832,0.000524501856970455,1,0,0.159,0.203,NS,FALSE
Zwint,-0.155744349011023,0.00052510524393516,1,0,0.204,0.255,NS,FALSE
Pigt,-0.133713083912876,0.000525582591544699,1,0,0.127,0.167,NS,FALSE
1700037C18Rik,-0.798452133428771,0.000526595114072984,1,0,0.009,0.022,NS,FALSE
Kank2,-0.831374004985682,0.000526759617873097,1,0,0.022,0.04,NS,FALSE
Phc1,-1.05280714847551,0.000528377011462908,1,0,0.006,0.018,log2FC_only,FALSE
Rangrf,-0.603980537246289,0.000528952639091348,1,0,0.018,0.035,NS,FALSE
Ino80d,-0.157307532638997,0.000529438865404825,1,0,0.103,0.139,NS,FALSE
Setd7,0.659168824341731,0.000530570717770606,1,0,0.141,0.113,NS,FALSE
Nedd1,-0.553452894945047,0.000533415340247225,1,0,0.028,0.048,NS,FALSE
Ncoa3,-0.140860030312042,0.000535211352305258,1,0,0.16,0.204,NS,FALSE
Uqcr11,-0.118872683449762,0.000535794191084249,1,0,0.215,0.27,NS,FALSE
Chmp1a,-0.127065145773185,0.000535806664212974,1,0,0.152,0.197,NS,FALSE
Slc39a8,-0.739385132056546,0.000537966786129602,1,0,0.021,0.038,NS,FALSE
Diaph1,0.333167367802195,0.000540870854659293,1,0,0.55,0.546,NS,FALSE
Srrm2,0.268863539677755,0.000543029189859725,1,0,0.647,0.659,NS,FALSE
Ehmt1,-0.136334655535793,0.000546866086742471,1,0,0.106,0.143,NS,FALSE
Cfap97,-0.311894662249817,0.000548631320434632,1,0,0.046,0.071,NS,FALSE
Pld3,0.324134078035979,0.000550077383799473,1,0,0.711,0.734,NS,FALSE
Ints9,-0.158362992197718,0.000550426597696634,1,0,0.085,0.117,NS,FALSE
Foxn3,-0.190356003917888,0.000555648139408017,1,0,0.085,0.118,NS,FALSE
Tasl,-0.521177397953532,0.000556210115351101,1,0,0.027,0.047,NS,FALSE
D830050J10Rik,-0.598042112055643,0.000557196552503089,1,0,0.007,0.019,NS,FALSE
Heatr5a,-0.171457965295896,0.000561909752356708,1,0,0.153,0.198,NS,FALSE
Smpd4,-0.82973851478806,0.000562317948101715,1,0,0.016,0.032,NS,FALSE
Nkapd1,-0.14299783891327,0.000562973878499866,1,0,0.1,0.135,NS,FALSE
St7l,-0.218961243221365,0.000563241002099636,1,0,0.063,0.092,NS,FALSE
Gm28087,-0.61951503483737,0.000565277291382512,1,0,0.013,0.028,NS,FALSE
Arfip1,-0.187220609484439,0.000565631597569195,1,0,0.086,0.119,NS,FALSE
Rnf168,-0.387578958124303,0.000565829339383026,1,0,0.073,0.102,NS,FALSE
Yars2,-0.635455683201122,0.000568515872910775,1,0,0.019,0.036,NS,FALSE
Ube3a,-0.144775498150906,0.000573020957725157,1,0,0.415,0.484,NS,FALSE
Myo1b,2.05298253880641,0.000573225177868939,1,0,0.013,0.005,log2FC_only,FALSE
Slc27a1,0.480436381401134,0.000573692658357173,1,0,0.278,0.249,NS,FALSE
Nckap1l,0.272199752103885,0.000573719140256557,1,0,0.529,0.523,NS,FALSE
0610009B22Rik,-0.234924230842356,0.000576018386868747,1,0,0.078,0.109,NS,FALSE
Gm10076,0.74520140079673,0.000580038788103263,1,0,0.089,0.065,NS,FALSE
Pdss2,-0.525471665989523,0.000580566942431238,1,0,0.035,0.057,NS,FALSE
A530032D15Rik,1.7442536698503,0.000581356167971556,1,0,0.02,0.01,log2FC_only,FALSE
Mrps2,-0.233620191526171,0.000582946284014424,1,0,0.067,0.097,NS,FALSE
Eif3f,0.62471366416636,0.000583407223304024,1,0,0.214,0.189,NS,FALSE
Rwdd2b,-1.07365053056322,0.000584900210782061,1,0,0.008,0.021,log2FC_only,FALSE
Trem3,1.907198032704,0.000586031964070065,1,0,0.012,0.004,log2FC_only,FALSE
Vamp4,0.612067805230916,0.000586148190572847,1,0,0.234,0.209,NS,FALSE
Traf7,-0.396272568923501,0.000587895474079608,1,0,0.068,0.097,NS,FALSE
Fgfbp3,-1.28545904454774,0.000588458572080414,1,0,0.006,0.018,log2FC_only,FALSE
Tmem234,-0.141316400278193,0.000590016676858184,1,0,0.278,0.335,NS,FALSE
Rnf141,-0.121561926406047,0.000590100690260295,1,0,0.175,0.222,NS,FALSE
Clec10a,0.812734236350503,0.000590265973923989,1,0,0.156,0.13,NS,FALSE
Wdr81,-0.349753182624898,0.00059027614409061,1,0,0.042,0.065,NS,FALSE
1700023H06Rik,1.65373142477525,0.00059198550267129,1,0,0.012,0.004,log2FC_only,FALSE
Ino80e,-0.173712234234833,0.000593501925946274,1,0,0.056,0.083,NS,FALSE
Grik3,0.940763460024749,0.000594951763124288,1,0,0.076,0.054,NS,FALSE
Tprgl,-0.162480371652956,0.000597528415010291,1,0,0.096,0.131,NS,FALSE
Sipa1l2,-0.298960630509958,0.000597964924514914,1,0,0.05,0.075,NS,FALSE
Hars,-0.201914294126167,0.000599272301127784,1,0,0.085,0.117,NS,FALSE
Vta1,-0.144648768529889,0.000600449472738751,1,0,0.108,0.146,NS,FALSE
Gon4l,-0.136878731830284,0.000602300681695984,1,0,0.104,0.14,NS,FALSE
Asb4,-1.1399767976354,0.000603290917555647,1,0,0.004,0.014,log2FC_only,FALSE
Brpf1,-0.151061717706017,0.00060870124353509,1,0,0.166,0.212,NS,FALSE
Usp36,-0.210580765472804,0.000609435080085416,1,0,0.054,0.08,NS,FALSE
Pnpo,-0.271049081576282,0.000610124529002261,1,0,0.054,0.08,NS,FALSE
Fkbp5,1.08461892354645,0.000610967230440991,1,0,0.027,0.014,log2FC_only,FALSE
Gps2,-0.101020179662973,0.000615008590193443,1,0,0.139,0.18,NS,FALSE
Tsr2,-0.436797165428124,0.000615261498973492,1,0,0.025,0.044,NS,FALSE
Prpf18,-0.163510530569862,0.000617480807043456,1,0,0.078,0.11,NS,FALSE
Cog8,-0.521686865382208,0.000624202360589241,1,0,0.045,0.069,NS,FALSE
Prmt7,-0.437397386716706,0.000624617008926251,1,0,0.037,0.058,NS,FALSE
Pld4,0.354616603800299,0.000627820517949716,1,0,0.426,0.411,NS,FALSE
Cep41,-0.533256676609677,0.000628564283823515,1,0,0.028,0.047,NS,FALSE
Atm,-0.335265800481644,0.000628617091856384,1,0,0.042,0.066,NS,FALSE
Gid8,-0.146930434740139,0.000631057337857714,1,0,0.093,0.126,NS,FALSE
Ppfibp1,0.71581773894622,0.000633241505148466,1,0,0.123,0.098,NS,FALSE
Cdc42bpg,-0.657047583337714,0.000634027115468158,1,0,0.024,0.042,NS,FALSE
Poc5,-0.399233815806003,0.000635873020949927,1,0,0.03,0.05,NS,FALSE
Aup1,-0.105046959962501,0.000637091022033728,1,0,0.172,0.218,NS,FALSE
Snf8,-0.110266441484278,0.000637219231106305,1,0,0.169,0.215,NS,FALSE
Prpf38a,-0.150361753024538,0.000637849739074429,1,0,0.086,0.119,NS,FALSE
Oxa1l,-0.220978027812328,0.000638568507693852,1,0,0.093,0.126,NS,FALSE
