Gene,avg_log2FC,p_val,p_val_adj,neg_log10_p_adj,pct.1,pct.2,Class,Labelled
Necap2,0.167356681238948,0.223229430113588,1,0,0.233,0.199,NS,FALSE
Tnip1,-0.418129147234013,0.223467734201412,1,0,0.076,0.102,NS,FALSE
Dot1l,-0.383376889002362,0.223509025588206,1,0,0.072,0.098,NS,FALSE
Rnf166,-0.523691111130821,0.223562591047638,1,0,0.144,0.173,NS,FALSE
Slc37a1,0.824279177921762,0.223603863880067,1,0,0.055,0.038,log2FC_only,FALSE
Arsk,-0.477627757379013,0.223672854826867,1,0,0.021,0.037,NS,FALSE
Sri,0.11236587875614,0.223746675714471,1,0,0.576,0.531,NS,FALSE
Tnfrsf23,0.450683190607093,0.224057423090594,1,0,0.068,0.049,NS,FALSE
Ddx43,-0.781820530958751,0.224157827901864,1,0,0.008,0.02,log2FC_only,FALSE
Ears2,-0.918646129892659,0.224410755457581,1,0,0.008,0.02,log2FC_only,FALSE
Rnf5,0.228081402833475,0.224415130316875,1,0,0.292,0.255,NS,FALSE
Cnbd2,0.7321593974195,0.224418381262883,1,0,0.038,0.024,NS,FALSE
Gm28087,-0.829325182341151,0.224532516006041,1,0,0.013,0.026,log2FC_only,FALSE
Tmem43,0.534459327175463,0.224667924005419,1,0,0.114,0.09,NS,FALSE
Prmt6,-0.678014648241292,0.224771860098803,1,0,0.03,0.047,NS,FALSE
Nr1d2,-0.531812102177208,0.22478375136572,1,0,0.021,0.037,NS,FALSE
Hsh2d,0.551574787528249,0.22487705149725,1,0,0.03,0.018,NS,FALSE
Fut7,0.862490445912405,0.225122396858763,1,0,0.03,0.018,log2FC_only,FALSE
Zfp84,0.414898057864977,0.225129299973387,1,0,0.068,0.049,NS,FALSE
Ranbp10,0.240378318616477,0.225294563283408,1,0,0.11,0.084,NS,FALSE
Plcxd2,0.670153014851108,0.225321866082578,1,0,0.051,0.035,NS,FALSE
Ddt,-0.174785587813791,0.225323166322096,1,0,0.089,0.118,NS,FALSE
Cebpg,0.296073964718316,0.22532437622185,1,0,0.165,0.135,NS,FALSE
Tmem14c,0.362740832586423,0.225465699530043,1,0,0.352,0.322,NS,FALSE
Gm5089,-0.65823184301401,0.22564328055111,1,0,0.013,0.026,NS,FALSE
Limd1,-0.482827148297002,0.225813292997044,1,0,0.144,0.173,NS,FALSE
Thap3,-1.06136268492695,0.225933382656998,1,0,0.034,0.052,log2FC_only,FALSE
Fem1a,-0.924473705373886,0.225940175430565,1,0,0.038,0.057,log2FC_only,FALSE
Coq10b,-0.35406432125916,0.225967356372338,1,0,0.025,0.042,NS,FALSE
Psma6,0.162739533712868,0.22608799614547,1,0,0.466,0.427,NS,FALSE
mt-Nd6,-0.436572000765967,0.226094129066894,1,0,0.102,0.129,NS,FALSE
Nsun6,-1.43802904228554,0.22618657569604,1,0,0.017,0.031,log2FC_only,FALSE
Ccdc18,0.762982879180048,0.226401394433368,1,0,0.051,0.035,log2FC_only,FALSE
Phf19,0.466716261680761,0.226430212082331,1,0,0.047,0.031,NS,FALSE
Serpina3g,0.38807986594935,0.22643325908717,1,0,0.186,0.157,NS,FALSE
Ggact,-0.633751407395879,0.226462101574423,1,0,0.042,0.062,NS,FALSE
Otud5,-0.471550175674805,0.226631276434501,1,0,0.136,0.166,NS,FALSE
Dazap2,0.200015236823665,0.226658698707421,1,0,0.564,0.536,NS,FALSE
Ano6,0.467646698333212,0.226723300617728,1,0,0.233,0.205,NS,FALSE
Acot13,0.33768251291491,0.226726178585351,1,0,0.102,0.078,NS,FALSE
Arhgap11a,-0.275059163935604,0.226754872738642,1,0,0.085,0.112,NS,FALSE
Smim31,0.68356568512998,0.226845168770482,1,0,0.03,0.018,NS,FALSE
Gm30624,1.60468585295509,0.22691152647968,1,0,0.025,0.015,log2FC_only,FALSE
Tmbim4,0.340443874376513,0.226918566068545,1,0,0.233,0.2,NS,FALSE
E4f1,-0.14676144928817,0.227058154036885,1,0,0.034,0.021,NS,FALSE
Rab29,0.359619710310999,0.227129635294086,1,0,0.068,0.049,NS,FALSE
Mios,0.774059355078989,0.227173459580625,1,0,0.081,0.061,log2FC_only,FALSE
Idh3b,0.237695634004913,0.22732912833937,1,0,0.216,0.183,NS,FALSE
Tcof1,0.20497492463093,0.227402681681135,1,0,0.339,0.305,NS,FALSE
Slc66a2,0.610203103697488,0.22742408002025,1,0,0.064,0.045,NS,FALSE
Man2a2,-0.783334196382325,0.227487181316792,1,0,0.072,0.095,log2FC_only,FALSE
Ppt1,-0.243291627443412,0.227501442653361,1,0,0.199,0.234,NS,FALSE
Ctnnb1,0.196596859220882,0.227542003188589,1,0,0.415,0.372,NS,FALSE
Asmt,0.522342376822231,0.22766550187562,1,0,0.051,0.035,NS,FALSE
Samd4b,0.446400108906744,0.22773299594667,1,0,0.195,0.167,NS,FALSE
Ttc27,-0.57007642455661,0.227949640874081,1,0,0.051,0.072,NS,FALSE
Thap12,-0.500456449951855,0.227996451776818,1,0,0.123,0.151,NS,FALSE
Lmo2,0.228314894495099,0.228174311791999,1,0,0.081,0.059,NS,FALSE
Wasl,0.284731506999264,0.228216469908159,1,0,0.119,0.093,NS,FALSE
Rnf7,-0.500642300159584,0.22830275872316,1,0,0.182,0.212,NS,FALSE
Csrnp1,-0.543172497990257,0.228332166286693,1,0,0.076,0.101,NS,FALSE
Tmem41a,0.291213593202712,0.228480159869273,1,0,0.093,0.07,NS,FALSE
Pxmp4,-0.716352150027169,0.228516296846123,1,0,0.059,0.081,NS,FALSE
Ung,-0.464950332632295,0.228616657882398,1,0,0.089,0.115,NS,FALSE
Il27ra,-0.209083680194223,0.228627708587745,1,0,0.059,0.083,NS,FALSE
Glrx3,0.226115628444212,0.228733863786367,1,0,0.39,0.355,NS,FALSE
Cers2,0.16258656055357,0.228967899364973,1,0,0.419,0.377,NS,FALSE
Gmppb,-1.08313684362619,0.229043196423865,1,0,0.017,0.031,log2FC_only,FALSE
Marcks,0.298171074660437,0.229226851433046,1,0,0.331,0.291,NS,FALSE
Magi1,-0.852123797358735,0.229248219001058,1,0,0.017,0.031,log2FC_only,FALSE
Drg2,0.630514142508754,0.229347965914338,1,0,0.097,0.075,NS,FALSE
Rpl13a,0.155214692679933,0.229570983644187,1,0,0.28,0.241,NS,FALSE
Tbc1d7,-0.310222871766015,0.229693932846783,1,0,0.034,0.053,NS,FALSE
Dbr1,-0.272137374752868,0.229906061126513,1,0,0.051,0.073,NS,FALSE
Ltv1,-0.272492355912708,0.229930858952873,1,0,0.127,0.16,NS,FALSE
Lrrc1,1.2169431315427,0.23015707906842,1,0,0.025,0.015,log2FC_only,FALSE
Ifi211,1.01038875094568,0.230228394550644,1,0,0.081,0.061,log2FC_only,FALSE
Traip,0.51942161321639,0.230249156749875,1,0,0.047,0.031,NS,FALSE
9530068E07Rik,0.204028725278032,0.23041956128097,1,0,0.195,0.161,NS,FALSE
Tefm,-0.684805704476521,0.230481097321842,1,0,0.017,0.031,NS,FALSE
Gm17066,0.263034607199895,0.230481941041102,1,0,0.064,0.045,NS,FALSE
Cdca4,-0.213242938626777,0.230619479940915,1,0,0.301,0.336,NS,FALSE
Pak6,0.329877209038922,0.230677985278358,1,0,0.076,0.056,NS,FALSE
Abhd10,-0.955087965284632,0.231015506757578,1,0,0.03,0.047,log2FC_only,FALSE
Rbl2,0.325853970517199,0.231088203674649,1,0,0.297,0.271,NS,FALSE
Tsc22d3,1.00958318569817,0.231246230230422,1,0,0.025,0.015,log2FC_only,FALSE
Wars2,0.476746370792368,0.231304930467183,1,0,0.051,0.035,NS,FALSE
Cars,0.375322833558313,0.231410463442851,1,0,0.076,0.056,NS,FALSE
Toe1,-0.638426960289683,0.231512090553016,1,0,0.017,0.031,NS,FALSE
Tmem35b,0.229227089276759,0.231568601100449,1,0,0.03,0.018,NS,FALSE
Nsun5,-0.932149781590919,0.231653134919254,1,0,0.034,0.052,log2FC_only,FALSE
Tmem108,-0.299682935888617,0.231695063252053,1,0,0.055,0.078,NS,FALSE
Zfp260,-0.654694100227784,0.231771671237507,1,0,0.072,0.095,NS,FALSE
Armc5,1.13973302319501,0.23179217672923,1,0,0.025,0.015,log2FC_only,FALSE
Zbtb5,1.15090152663577,0.23179217672923,1,0,0.025,0.015,log2FC_only,FALSE
Slc25a45,0.642992806158552,0.231866329743532,1,0,0.093,0.072,NS,FALSE
Ripor2,-0.659032062301275,0.231934894326452,1,0,0.127,0.155,NS,FALSE
Slc35e2,0.57011121381071,0.232043193354272,1,0,0.072,0.053,NS,FALSE
Ankrd29,1.26437498272107,0.232065492910489,1,0,0.025,0.015,log2FC_only,FALSE
Vasp,-0.118109443096855,0.232558781402016,1,0,0.695,0.717,NS,FALSE
Lrp8,0.149369975902953,0.232598891265279,1,0,0.076,0.055,NS,FALSE
Cnot3,-0.294302303996662,0.232629545965793,1,0,0.275,0.303,NS,FALSE
Zfp983,-0.400227425397991,0.232634277220563,1,0,0.114,0.142,NS,FALSE
Tmem199,0.664735498403296,0.232746318144686,1,0,0.059,0.042,NS,FALSE
Akr1e1,-0.688625711441493,0.232778590843228,1,0,0.038,0.057,NS,FALSE
Fibp,0.313548197474926,0.232790770339348,1,0,0.153,0.124,NS,FALSE
Adcy9,0.325485933082848,0.232977412549696,1,0,0.038,0.024,NS,FALSE
Pmm2,-0.533211786993679,0.23301242946704,1,0,0.106,0.133,NS,FALSE
Pde4a,0.54711397988834,0.233299084788082,1,0,0.055,0.038,NS,FALSE
Fbxw11,-0.472519840740084,0.233329086708646,1,0,0.072,0.097,NS,FALSE
Strn4,-0.121861922467026,0.233396194433746,1,0,0.114,0.144,NS,FALSE
D130040H23Rik,-1.09837377310896,0.23340625303541,1,0,0.021,0.036,log2FC_only,FALSE
Prr36,0.781398850765622,0.233435505427407,1,0,0.025,0.015,log2FC_only,FALSE
Zmynd8,0.32476683868053,0.23345554113648,1,0,0.237,0.202,NS,FALSE
Ercc6,-1.18785474751538,0.233552037049157,1,0,0.03,0.047,log2FC_only,FALSE
Dync2i2,0.772326036980467,0.233710194651251,1,0,0.025,0.015,log2FC_only,FALSE
Xpot,-0.52745614354392,0.233746780761188,1,0,0.148,0.173,NS,FALSE
Hars2,-1.08959268753749,0.233908971926869,1,0,0.025,0.041,log2FC_only,FALSE
BC055324,0.473748380144446,0.234061490903834,1,0,0.051,0.035,NS,FALSE
Mfsd8,-0.877958771620994,0.234089133359524,1,0,0.025,0.041,log2FC_only,FALSE
Mrps35,0.215129971992267,0.234253288410482,1,0,0.127,0.101,NS,FALSE
Hnrnpab,-0.130789952673046,0.234354815390862,1,0,0.746,0.77,NS,FALSE
Zfp654,0.459490498072939,0.23450303967152,1,0,0.144,0.118,NS,FALSE
Ifih1,0.332565238628466,0.234504908172486,1,0,0.076,0.056,NS,FALSE
Fbxo30,0.665310907095793,0.23453163311928,1,0,0.055,0.038,NS,FALSE
Klhl10,-1.69696035106982,0.234755098993768,1,0,0.004,0.013,log2FC_only,FALSE
Pard6g,-1.99324008368867,0.234755098993768,1,0,0.004,0.013,log2FC_only,FALSE
Cdc42se1,-0.183253726661554,0.234787219762368,1,0,0.403,0.443,NS,FALSE
Ptbp1,0.106518858556366,0.234828751081526,1,0,0.441,0.382,NS,FALSE
Naa50,-0.301699176510041,0.234961333999956,1,0,0.377,0.4,NS,FALSE
Cops6,0.27227021763272,0.234984202227621,1,0,0.386,0.342,NS,FALSE
1700016D06Rik,-1.58099582119522,0.235077023587639,1,0,0.004,0.013,log2FC_only,FALSE
Rpgr,0.814218048789191,0.235087077473325,1,0,0.025,0.015,log2FC_only,FALSE
Riok3,0.134095978041407,0.235096234031051,1,0,0.428,0.379,NS,FALSE
Dennd2c,0.752261303993886,0.235363141769197,1,0,0.025,0.015,log2FC_only,FALSE
Hoxb4,0.735447064796067,0.235363141769197,1,0,0.025,0.015,NS,FALSE
Bin2,-0.298489359892955,0.235368993159358,1,0,0.237,0.266,NS,FALSE
Arsj,-1.67617360371471,0.235399260595575,1,0,0.004,0.013,log2FC_only,FALSE
Ophn1,-0.702991667411111,0.235459724465688,1,0,0.017,0.031,NS,FALSE
Irgm1,0.141341316680437,0.235632411857236,1,0,0.292,0.255,NS,FALSE
Fgd4,0.412504269010822,0.23565659664829,1,0,0.097,0.075,NS,FALSE
Chd8,-0.163640826709866,0.236049028612283,1,0,0.225,0.264,NS,FALSE
Prkcb,0.400341342726089,0.236164555072506,1,0,0.182,0.155,NS,FALSE
Zfp605,0.891865514796141,0.23619271111684,1,0,0.025,0.015,log2FC_only,FALSE
B3gnt3,0.618561800032249,0.236224982801413,1,0,0.042,0.028,NS,FALSE
P2ry6,0.404324054615444,0.236233416418424,1,0,0.064,0.046,NS,FALSE
Ptpn3,0.500317993874723,0.236238274052671,1,0,0.085,0.064,NS,FALSE
Ccdc191,-1.0598485597314,0.236258742785732,1,0,0.025,0.041,log2FC_only,FALSE
Grb10,-1.33966861771903,0.23636784698144,1,0,0.004,0.013,log2FC_only,FALSE
Wdr18,-0.593752194695981,0.236485204335501,1,0,0.038,0.057,NS,FALSE
Cep164,0.640184692427438,0.236523869666395,1,0,0.068,0.05,NS,FALSE
Tigd2,0.228841473479014,0.236602514198311,1,0,0.131,0.104,NS,FALSE
Map6,-0.645048273379497,0.236690030642745,1,0,0.021,0.036,NS,FALSE
Gm11867,-1.58475616633745,0.23669133452164,1,0,0.004,0.013,log2FC_only,FALSE
Gm20275,-1.50159295798741,0.23669133452164,1,0,0.004,0.013,log2FC_only,FALSE
Arpc5l,-0.451334461717883,0.23673814370376,1,0,0.174,0.204,NS,FALSE
Anapc10,-0.182085752812817,0.23677210441096,1,0,0.064,0.087,NS,FALSE
Map3k2,-0.324149930099134,0.23677408012546,1,0,0.148,0.18,NS,FALSE
Exosc5,-0.257050824408936,0.236899028049225,1,0,0.064,0.087,NS,FALSE
Rab11fip2,-0.712045494480679,0.23692605652336,1,0,0.017,0.031,NS,FALSE
Slc25a21,-0.570197672323871,0.23692605652336,1,0,0.017,0.031,NS,FALSE
Polr1b,-0.211962427126474,0.236965234876741,1,0,0.025,0.042,NS,FALSE
Mmgt1,-0.430300885633089,0.237014709853127,1,0,0.072,0.096,NS,FALSE
Mcm7,0.136704015015518,0.237364879313366,1,0,0.377,0.339,NS,FALSE
Ctdnep1,-0.252417486754683,0.23738611701525,1,0,0.246,0.28,NS,FALSE
Fanca,-0.536623501411358,0.237479141141705,1,0,0.042,0.062,NS,FALSE
Rbsn,0.532264002119159,0.237489741175352,1,0,0.059,0.042,NS,FALSE
Tomm40,-0.380264113368649,0.237507779687951,1,0,0.216,0.246,NS,FALSE
Parp12,0.831526691754277,0.237544273012981,1,0,0.064,0.046,log2FC_only,FALSE
Coprs,-1.09854080332263,0.237663674589388,1,0,0.004,0.013,log2FC_only,FALSE
Dnajb2,-1.05616608500134,0.237663674589388,1,0,0.004,0.013,log2FC_only,FALSE
Gm33782,-1.05696438464478,0.237663674589388,1,0,0.004,0.013,log2FC_only,FALSE
1600020E01Rik,0.543237795750577,0.237664585898826,1,0,0.042,0.028,NS,FALSE
Zkscan3,0.247155076232372,0.237733539693354,1,0,0.169,0.14,NS,FALSE
Ccdc88c,-0.348723529675042,0.237797847472025,1,0,0.178,0.21,NS,FALSE
Opa3,0.461655705110354,0.237975428597874,1,0,0.093,0.072,NS,FALSE
Hsbp1,0.283640656726722,0.237996677261319,1,0,0.271,0.236,NS,FALSE
Tars2,-0.587709707101412,0.238041878880593,1,0,0.038,0.057,NS,FALSE
Ryr2,0.6808263075664,0.23813640929522,1,0,0.025,0.015,NS,FALSE
Cerk,0.546867918132004,0.238243553063634,1,0,0.102,0.079,NS,FALSE
Creld2,-0.310197647995041,0.238625939560288,1,0,0.153,0.182,NS,FALSE
Ccdc73,0.694056942293452,0.238693820073697,1,0,0.025,0.015,NS,FALSE
Supt6,-0.470688205368547,0.23901962865507,1,0,0.153,0.18,NS,FALSE
Rad54b,0.919680047106239,0.239025118882363,1,0,0.064,0.046,log2FC_only,FALSE
Nrm,0.163328578401822,0.239027658588202,1,0,0.288,0.253,NS,FALSE
Ago3,0.319318509317533,0.239188492311105,1,0,0.097,0.075,NS,FALSE
Asl,0.773325111327216,0.239301622104021,1,0,0.089,0.069,log2FC_only,FALSE
Ppp1cc,0.120468006635306,0.239307947499131,1,0,0.559,0.499,NS,FALSE
Helb,0.248068565738084,0.239330979904168,1,0,0.123,0.097,NS,FALSE
Rps6ka3,-0.305717271175042,0.239438449431873,1,0,0.407,0.436,NS,FALSE
Arfgef1,0.203859339368037,0.239536549171961,1,0,0.237,0.283,NS,FALSE
Mysm1,-0.564250172060202,0.239560721148092,1,0,0.093,0.119,NS,FALSE
Napepld,1.31466933786958,0.239589217513544,1,0,0.021,0.012,log2FC_only,FALSE
Gm43462,-0.245506443079398,0.239616810933266,1,0,0.004,0.013,NS,FALSE
Castor1,-1.07357695137903,0.239685358751773,1,0,0.034,0.051,log2FC_only,FALSE
Gpn1,-0.778593996145337,0.239700863040974,1,0,0.068,0.089,log2FC_only,FALSE
Zswim7,0.648745676838583,0.239731893907167,1,0,0.042,0.028,NS,FALSE
Slc28a2,0.16407110026779,0.239839515515504,1,0,0.106,0.082,NS,FALSE
Acer3,0.385743695598229,0.239916130321732,1,0,0.102,0.079,NS,FALSE
Rab33b,0.585019850819388,0.239939319856956,1,0,0.042,0.028,NS,FALSE
Klhdc1,-0.668452685286824,0.240006334593538,1,0,0.021,0.036,NS,FALSE
E2f5,0.101469192437458,0.24001975711069,1,0,0.051,0.035,NS,FALSE
Slc43a2,0.134479411528404,0.240083750456673,1,0,0.169,0.136,NS,FALSE
Tsen54,0.462489333561178,0.240224860570123,1,0,0.055,0.038,NS,FALSE
Arhgef12,-0.923074050927221,0.240273214553026,1,0,0.025,0.041,log2FC_only,FALSE
Mxd3,0.90355546178358,0.240286658448782,1,0,0.072,0.053,log2FC_only,FALSE
Gm7072,0.115870830833035,0.240362341695121,1,0,0.136,0.107,NS,FALSE
Rpain,-0.745128058622908,0.240398630614961,1,0,0.021,0.036,NS,FALSE
Ly75,-0.51574234757863,0.240429521472463,1,0,0.072,0.096,NS,FALSE
Nae1,-0.584818030588987,0.240542026902011,1,0,0.085,0.109,NS,FALSE
Ltbr,-0.384415924749928,0.240938598658974,1,0,0.017,0.031,NS,FALSE
Clp1,0.840749576989814,0.241011425396334,1,0,0.051,0.036,log2FC_only,FALSE
Zc2hc1a,-0.912515296568361,0.241184577545435,1,0,0.021,0.036,log2FC_only,FALSE
Ccdc127,-0.489547683195707,0.241411576491057,1,0,0.097,0.124,NS,FALSE
Hcar2,1.07674773381964,0.241458530963298,1,0,0.021,0.012,log2FC_only,FALSE
Gins1,0.106184289889903,0.241463156384763,1,0,0.042,0.063,NS,FALSE
4930469K13Rik,0.474369980752332,0.24149468375533,1,0,0.025,0.015,NS,FALSE
Dnaja2,0.303419380639403,0.241510467000491,1,0,0.322,0.293,NS,FALSE
Rragc,-0.290796168237518,0.241510613108468,1,0,0.174,0.208,NS,FALSE
Ppp2r5a,-0.197055093601274,0.241519093385195,1,0,0.22,0.261,NS,FALSE
Hivep2,-0.559972554561783,0.241578868354083,1,0,0.055,0.076,NS,FALSE
Prkag1,-0.331345631206869,0.241602974541228,1,0,0.076,0.101,NS,FALSE
Ndufaf1,0.457546848152937,0.241613577737113,1,0,0.076,0.057,NS,FALSE
Prrg1,0.921747408504947,0.241811847379948,1,0,0.042,0.028,log2FC_only,FALSE
Krr1,-0.448126070243995,0.24196026882543,1,0,0.097,0.124,NS,FALSE
Dpm1,0.286575993861165,0.241988099509582,1,0,0.038,0.024,NS,FALSE
Dcaf13,0.295492444256703,0.24210757955364,1,0,0.186,0.158,NS,FALSE
2700049A03Rik,0.497887794642535,0.242128047093419,1,0,0.059,0.042,NS,FALSE
Mcm2,-0.14143580477195,0.242347297735946,1,0,0.267,0.299,NS,FALSE
Rpl41,0.149415933322865,0.242453900072411,1,0,0.831,0.803,NS,FALSE
Ric8b,-1.03466882824386,0.242505719687402,1,0,0.034,0.051,log2FC_only,FALSE
Tuba4a,0.254685909522458,0.242544132455052,1,0,0.182,0.15,NS,FALSE
Ttc37,-0.796243443751362,0.24260339759088,1,0,0.081,0.103,log2FC_only,FALSE
Haghl,1.26557236975108,0.242710429500339,1,0,0.021,0.012,log2FC_only,FALSE
Angptl4,1.82059244939621,0.242870466232709,1,0,0.013,0.006,log2FC_only,FALSE
Gm2296,1.88560188476235,0.242870466232709,1,0,0.013,0.006,log2FC_only,FALSE
Vmn1r183,1.8111951984601,0.242870466232709,1,0,0.013,0.006,log2FC_only,FALSE
A330023F24Rik,-1.07009711228597,0.243005843322258,1,0,0.034,0.051,log2FC_only,FALSE
Tnfsf12,-0.61822898413271,0.243067572540703,1,0,0.034,0.052,NS,FALSE
Pcgf5,-0.304774012386838,0.243373761943025,1,0,0.195,0.226,NS,FALSE
Ssrp1,-0.189381441479864,0.243473126895326,1,0,0.419,0.462,NS,FALSE
Zfp398,-0.386136686080319,0.243659392367442,1,0,0.042,0.062,NS,FALSE
Zfp326,-0.480536538958738,0.243907406706923,1,0,0.085,0.109,NS,FALSE
Pcyt1a,-0.889247271925499,0.24403565693124,1,0,0.102,0.125,log2FC_only,FALSE
Bag2,-0.786809679183008,0.244087097191391,1,0,0.013,0.025,log2FC_only,FALSE
Tex10,0.481824636374545,0.244111505652373,1,0,0.093,0.072,NS,FALSE
Rars2,-0.365132677120133,0.244140309519835,1,0,0.089,0.113,NS,FALSE
Gm26787,1.19498189444636,0.244169069922797,1,0,0.013,0.006,log2FC_only,FALSE
Zadh2,0.247630822684867,0.244171971650583,1,0,0.127,0.101,NS,FALSE
Zbtb12,1.72140397595845,0.2446030193759,1,0,0.013,0.006,log2FC_only,FALSE
Pycrl,0.879571330266332,0.244646627819444,1,0,0.064,0.047,log2FC_only,FALSE
Clasp2,-0.42768912466665,0.244683623274593,1,0,0.157,0.186,NS,FALSE
Tsen15,-0.49667419557285,0.244942527660703,1,0,0.021,0.036,NS,FALSE
Gm45379,1.36252441119969,0.245037509902615,1,0,0.013,0.006,log2FC_only,FALSE
Zfp629,0.91231118053271,0.245227901578769,1,0,0.021,0.012,log2FC_only,FALSE
Zscan29,0.373800890651369,0.245285744367636,1,0,0.055,0.038,NS,FALSE
Angptl6,1.12335196300182,0.245472541678656,1,0,0.013,0.006,log2FC_only,FALSE
Tjp3,1.50627521516937,0.245472541678656,1,0,0.013,0.006,log2FC_only,FALSE
Fiz1,-1.0826035091783,0.245492684345511,1,0,0.03,0.046,log2FC_only,FALSE
Arhgef5,-1.29440849898137,0.24558477621365,1,0,0.017,0.03,log2FC_only,FALSE
1700126G02Rik,1.45665286280562,0.24586012173827,1,0,0.021,0.012,log2FC_only,FALSE
9630013D21Rik,1.23626941910548,0.245908114878714,1,0,0.013,0.006,log2FC_only,FALSE
Mettl27,1.29336153984897,0.245908114878714,1,0,0.013,0.006,log2FC_only,FALSE
Msl3l2,0.621786746549775,0.24617666000802,1,0,0.021,0.012,NS,FALSE
Pno1,-0.226806945908228,0.246227962317276,1,0,0.233,0.269,NS,FALSE
Pnp2,1.5674632563591,0.246344229676455,1,0,0.013,0.006,log2FC_only,FALSE
G6pc3,-0.485716266968173,0.246496928953993,1,0,0.093,0.118,NS,FALSE
Zfp810,-1.0901134004229,0.246674562672568,1,0,0.017,0.03,log2FC_only,FALSE
Prpf4,-0.352330443255258,0.246705203357675,1,0,0.131,0.159,NS,FALSE
Zfp212,-0.333972563787366,0.246718961063891,1,0,0.013,0.025,NS,FALSE
BC024063,1.04181486267351,0.246780886244515,1,0,0.013,0.006,log2FC_only,FALSE
Cyb5d1,1.49205023874452,0.246780886244515,1,0,0.013,0.006,log2FC_only,FALSE
Smtn,1.33812230467395,0.246780886244515,1,0,0.013,0.006,log2FC_only,FALSE
mt-Atp8,-0.145745257923024,0.246954046503773,1,0,0.568,0.59,NS,FALSE
Cd36,0.217732212965763,0.247047504226614,1,0,0.237,0.206,NS,FALSE
Lyl1,1.81454532466461,0.247064190353221,1,0,0.017,0.009,log2FC_only,FALSE
Cdh6,0.759781111565371,0.247127988370441,1,0,0.021,0.012,log2FC_only,FALSE
Wdsub1,0.779098501340749,0.247127988370441,1,0,0.021,0.012,log2FC_only,FALSE
Tiam2,0.716356248197352,0.247218084754506,1,0,0.013,0.006,NS,FALSE
Aldh7a1,-0.295683963373755,0.247440179969238,1,0,0.013,0.025,NS,FALSE
Gtf2i,0.245086410028352,0.247597574896935,1,0,0.186,0.156,NS,FALSE
Slc25a24,0.318532274739075,0.247739913645418,1,0,0.242,0.209,NS,FALSE
Tubb4b,0.342749153504591,0.247754113347355,1,0,0.364,0.342,NS,FALSE
Polr1has,-0.581067036997488,0.248085156149706,1,0,0.008,0.019,NS,FALSE
Zfp286,0.945441572441211,0.248094108281557,1,0,0.013,0.006,log2FC_only,FALSE
Mrpl10,-0.326257233513431,0.248277429774303,1,0,0.097,0.124,NS,FALSE
Gas7,0.508033990714146,0.248308813295892,1,0,0.106,0.082,NS,FALSE
Gm17745,-0.778261353894354,0.248361616538449,1,0,0.008,0.019,log2FC_only,FALSE
Ocel1,0.645025668914314,0.248404099467746,1,0,0.034,0.021,NS,FALSE
Srpk2,0.476972478852593,0.248484564962834,1,0,0.186,0.156,NS,FALSE
Coch,0.114494639382485,0.248532933636675,1,0,0.013,0.006,NS,FALSE
Mdm2,-0.174269778934967,0.248587827609211,1,0,0.318,0.354,NS,FALSE
Plekha5,-0.383866415189442,0.248643582269885,1,0,0.102,0.129,NS,FALSE
Slc46a3,0.652411266659521,0.248719251403627,1,0,0.021,0.012,NS,FALSE
Pex13,-0.215015678205378,0.248882174548287,1,0,0.047,0.067,NS,FALSE
Scrn3,-0.707196602019888,0.248915183705486,1,0,0.008,0.019,NS,FALSE
1810021B22Rik,0.418570860466292,0.248972301609832,1,0,0.013,0.006,NS,FALSE
C330011M18Rik,0.46302889233394,0.248972301609832,1,0,0.013,0.006,NS,FALSE
Atp5j2,-0.136389638299515,0.248978037620561,1,0,0.441,0.491,NS,FALSE
Wdr19,0.664158635962797,0.249038361955965,1,0,0.021,0.012,NS,FALSE
Zeb2os,0.736000961365072,0.249070268874028,1,0,0.038,0.025,NS,FALSE
Cd164,-0.256857789746041,0.249115462720151,1,0,0.534,0.561,NS,FALSE
Gm30339,1.26769899217561,0.249249794743524,1,0,0.017,0.009,log2FC_only,FALSE
Tspan9,1.52130923828446,0.249249794743524,1,0,0.017,0.009,log2FC_only,FALSE
Rps6ka5,0.253641960099093,0.249292638952211,1,0,0.059,0.042,NS,FALSE
Cat,0.287261321280655,0.249303050171047,1,0,0.14,0.114,NS,FALSE
Grb2,0.329816185160448,0.249433369425181,1,0,0.475,0.454,NS,FALSE
Gm48226,-0.449590671909759,0.249469613003091,1,0,0.008,0.019,NS,FALSE
Kcnab1,-0.683585863726656,0.249469613003091,1,0,0.008,0.019,NS,FALSE
Mettl18,-0.131705695123994,0.249469613003091,1,0,0.008,0.019,NS,FALSE
Lsamp,0.344614953007639,0.249563744984433,1,0,0.068,0.05,NS,FALSE
Baiap2l1,1.31679718380202,0.249615372043339,1,0,0.017,0.009,log2FC_only,FALSE
Arpp21,-0.63243028593484,0.24974715105443,1,0,0.008,0.019,NS,FALSE
Gm10863,1.1435875946801,0.249981323854102,1,0,0.017,0.009,log2FC_only,FALSE
Ldlrad4,0.726253051361278,0.250195477513286,1,0,0.038,0.025,NS,FALSE
Atg12,0.315697908650195,0.250207699999176,1,0,0.14,0.114,NS,FALSE
9330175E14Rik,0.614268955324023,0.250226784812567,1,0,0.106,0.084,NS,FALSE
Map3k12,0.338030134603507,0.25023627226701,1,0,0.055,0.038,NS,FALSE
