Gene,avg_log2FC,p_val,p_val_adj,neg_log10_p_adj,pct.1,pct.2,Class,Labelled
Gcat,1.92769404724264,0.000804092132232754,1,0,0.034,0.008,log2FC_only,FALSE
Pdgfb,1.47346411402711,0.000813065118667428,1,0,0.064,0.024,log2FC_only,FALSE
Il2ra,-0.93956222947968,0.000826064040773826,1,0,0.445,0.516,log2FC_only,FALSE
Gpnmb,1.59398879552601,0.000853204287186621,1,0,0.335,0.246,log2FC_only,FALSE
Ppp3cc,-0.576593145335823,0.000854641856459395,1,0,0.275,0.386,NS,FALSE
Casp6,1.26454914815262,0.000877760327537098,1,0,0.123,0.063,log2FC_only,FALSE
Fam107b,-0.667042731963723,0.000878498922139271,1,0,0.377,0.461,NS,FALSE
Rgs16,-1.70637892879161,0.000896987623222137,1,0,0.047,0.119,log2FC_only,FALSE
Nmt1,0.558484274415607,0.000897724758829189,1,0,0.419,0.321,NS,FALSE
Nfya,0.599180541528616,0.000906555379185066,1,0,0.195,0.115,NS,FALSE
Chmp2a,0.612277149471724,0.000913114494982436,1,0,0.322,0.222,NS,FALSE
Purb,-0.556030606419368,0.000916616608645583,1,0,0.436,0.547,NS,FALSE
Ms4a6d,0.675613350455021,0.000921172951034507,1,0,0.25,0.163,NS,FALSE
Trim30a,0.531156124408946,0.000933500177505828,1,0,0.36,0.256,NS,FALSE
Dgka,-0.78737478931088,0.000939878539580321,1,0,0.407,0.49,log2FC_only,FALSE
Slc15a3,0.754761584127641,0.000981390723479497,1,0,0.195,0.118,log2FC_only,FALSE
Cox17,-0.679263701004946,0.000985507518033293,1,0,0.398,0.49,NS,FALSE
Trac,-0.496668731836856,0.000997023467547737,1,0,0.648,0.723,NS,FALSE
Tor2a,1.10787194260342,0.000999588007679769,1,0,0.14,0.076,log2FC_only,FALSE
Emp1,0.739839182194451,0.00099974095439134,1,0,0.174,0.101,NS,FALSE
Sypl,0.755488852259474,0.00102494133671042,1,0,0.267,0.183,log2FC_only,FALSE
Cd2,-0.521502538454966,0.00105095082215345,1,0,0.36,0.47,NS,FALSE
Stxbp1,0.933989975791703,0.00105202612235002,1,0,0.114,0.057,log2FC_only,FALSE
Cpne2,0.978801379798226,0.00105295800747609,1,0,0.157,0.088,log2FC_only,FALSE
Sh3yl1,2.59687065808182,0.00105794788791674,1,0,0.03,0.007,log2FC_only,FALSE
Ugp2,0.787091895036683,0.0010722248761602,1,0,0.271,0.185,log2FC_only,FALSE
Cav1,1.70225226133286,0.00108067098854201,1,0,0.047,0.015,log2FC_only,FALSE
Bhlhe41,1.83245159563695,0.0010838244971237,1,0,0.042,0.013,log2FC_only,FALSE
Cnpy3,0.717267890926113,0.00108611592526478,1,0,0.182,0.107,NS,FALSE
Txnrd1,0.458398294765722,0.00108635333413999,1,0,0.381,0.28,NS,FALSE
C920021L13Rik,-0.177356020084612,0.00108985308771006,1,0,0.038,0.01,NS,FALSE
Id1,2.15571961030765,0.00110900829894379,1,0,0.03,0.007,log2FC_only,FALSE
Ttc8,1.40428970258114,0.00111042949756348,1,0,0.042,0.013,log2FC_only,FALSE
Pilra,1.33075414963049,0.0011153884522298,1,0,0.11,0.055,log2FC_only,FALSE
Fbxl5,0.991188166421325,0.00111554958003811,1,0,0.22,0.141,log2FC_only,FALSE
Stx7,0.536843199834702,0.00116508442045069,1,0,0.352,0.247,NS,FALSE
Necap1,0.871908824445319,0.00117252665917499,1,0,0.161,0.092,log2FC_only,FALSE
Tspo,0.57505528341955,0.00120475641819302,1,0,0.347,0.248,NS,FALSE
Hk3,0.641575463853972,0.00121860877280483,1,0,0.25,0.161,NS,FALSE
Mink1,0.624493468640878,0.00122876927409608,1,0,0.271,0.182,NS,FALSE
Plscr3,0.979232230956646,0.00123747214328777,1,0,0.131,0.07,log2FC_only,FALSE
Anln,1.15732304182157,0.00124843225075909,1,0,0.127,0.068,log2FC_only,FALSE
Gla,0.933558999437893,0.00125353088180378,1,0,0.191,0.115,log2FC_only,FALSE
Taf5,1.34907421006719,0.00126662445633309,1,0,0.089,0.041,log2FC_only,FALSE
Dnaaf5,0.868086202661511,0.00127698182551849,1,0,0.114,0.058,log2FC_only,FALSE
Csf3r,2.20178662519559,0.00129018106844658,1,0,0.055,0.02,log2FC_only,FALSE
Ppm1b,0.601149284585282,0.00129627497650093,1,0,0.305,0.209,NS,FALSE
Paox,1.47680853252316,0.00131126902366616,1,0,0.068,0.027,log2FC_only,FALSE
Agap1,1.85528379495069,0.00131331618840369,1,0,0.055,0.02,log2FC_only,FALSE
Mtss1,1.04241654360301,0.00131983504355431,1,0,0.191,0.116,log2FC_only,FALSE
Pkm,0.211145089764945,0.00134247085090656,1,0,0.911,0.882,NS,FALSE
Gapdh,0.22122363817985,0.00136845303171101,1,0,0.898,0.857,NS,FALSE
H1f0,1.255811577488,0.00136901182758657,1,0,0.157,0.092,log2FC_only,FALSE
Larp1,-0.319132732694863,0.00137313086574361,1,0,0.496,0.612,NS,FALSE
Lhfpl2,1.0674643657179,0.00137529782230022,1,0,0.097,0.046,log2FC_only,FALSE
H2-DMb1,1.75999621400963,0.00138803652317694,1,0,0.064,0.025,log2FC_only,FALSE
Emb,0.243417874609634,0.00142504101227824,1,0,0.725,0.64,NS,FALSE
Slc31a1,0.765854214799545,0.00142724131582655,1,0,0.233,0.152,log2FC_only,FALSE
Fam217b,2.32463750688359,0.00142911723555597,1,0,0.034,0.009,log2FC_only,FALSE
Cd274,0.719025180917406,0.00144380499953235,1,0,0.411,0.306,NS,FALSE
Gm34084,2.07066409842983,0.00144494660396904,1,0,0.034,0.009,log2FC_only,FALSE
Klf6,0.609340625416048,0.00144863980950807,1,0,0.614,0.527,NS,FALSE
Rab3d,0.952094960152153,0.00145044395539497,1,0,0.14,0.077,log2FC_only,FALSE
D6Wsu163e,-1.40270703992302,0.00145122610976521,1,0,0.038,0.104,log2FC_only,FALSE
Ypel5,0.962422998099935,0.00146816398006113,1,0,0.144,0.081,log2FC_only,FALSE
Scpep1,0.602393554723836,0.00149676288732192,1,0,0.271,0.187,NS,FALSE
Htr1f,1.69293947098181,0.00150074981473558,1,0,0.025,0.005,log2FC_only,FALSE
Stx16,-1.18565853951434,0.00150694719750651,1,0,0.097,0.178,log2FC_only,FALSE
Psmb2,0.367723246702766,0.00151545737910363,1,0,0.665,0.585,NS,FALSE
Igsf8,1.06183866775938,0.00152701280041929,1,0,0.174,0.106,log2FC_only,FALSE
Tpd52,0.432263496662161,0.00153555042133958,1,0,0.403,0.297,NS,FALSE
Tspoap1,1.46057064819333,0.00153616662062933,1,0,0.085,0.038,log2FC_only,FALSE
Nktr,0.496459670047221,0.00154506332821442,1,0,0.436,0.326,NS,FALSE
Marcksl1,0.811626458042167,0.00154855458772058,1,0,0.165,0.097,log2FC_only,FALSE
Ppip5k2,0.850223337408455,0.00155555604152082,1,0,0.136,0.073,log2FC_only,FALSE
H2bc4,1.47212020622966,0.00155814707213988,1,0,0.072,0.03,log2FC_only,FALSE
Cd84,0.648539009248352,0.00158315765181678,1,0,0.343,0.251,NS,FALSE
Serpinb8,2.10304125046388,0.00159234632776006,1,0,0.042,0.013,log2FC_only,FALSE
Ppp1r12b,1.08290750590451,0.00159658844609209,1,0,0.072,0.03,log2FC_only,FALSE
Fes,0.666721274580154,0.00159821624005033,1,0,0.127,0.067,NS,FALSE
Cbr2,3.69164707324794,0.00160946050248497,1,0,0.017,0.002,log2FC_only,FALSE
Mirt2,3.21704893196166,0.00160946050248497,1,0,0.017,0.002,log2FC_only,FALSE
Tmem202,3.19486122092874,0.00161687089897296,1,0,0.017,0.002,log2FC_only,FALSE
Serpinb2,3.63666586881633,0.0016243126875468,1,0,0.017,0.002,log2FC_only,FALSE
C2,-0.964082857513254,0.00162496360306026,1,0,0.085,0.164,log2FC_only,FALSE
Spint1,2.65243037480202,0.00163178598775563,1,0,0.017,0.002,log2FC_only,FALSE
Hmces,-2.52456054449782,0.0016414743308428,1,0,0.013,0.064,log2FC_only,FALSE
Gm28068,2.51096523875017,0.00164682760323929,1,0,0.017,0.002,log2FC_only,FALSE
Spn,-0.691175003139448,0.0016539232063631,1,0,0.271,0.368,NS,FALSE
Cltc,0.521013353569318,0.0016556442807734,1,0,0.653,0.552,NS,FALSE
Cd200r4,1.09901396763063,0.00165686865057107,1,0,0.097,0.047,log2FC_only,FALSE
Glrp1,2.0587133988365,0.001661996709689,1,0,0.017,0.002,log2FC_only,FALSE
Sra1,0.582244806839613,0.00166763952564508,1,0,0.432,0.331,NS,FALSE
Med10,0.928137338610675,0.00167607549566413,1,0,0.195,0.124,log2FC_only,FALSE
Abcd2,2.02840604573727,0.00167729427770157,1,0,0.017,0.002,log2FC_only,FALSE
Oprd1,1.59660182987828,0.00167729427770157,1,0,0.017,0.002,log2FC_only,FALSE
ENSMUSG00000119988,3.1893488364403,0.00168612157146433,1,0,0.021,0.004,log2FC_only,FALSE
Chil1,4.66298521910291,0.00169909456929718,1,0,0.021,0.004,log2FC_only,FALSE
Wbp2,0.63041148467848,0.00170484293297374,1,0,0.309,0.224,NS,FALSE
Fdps,1.80472724039564,0.00170705745251763,1,0,0.038,0.011,log2FC_only,FALSE
Vamp4,1.15085865320472,0.00170963522146608,1,0,0.165,0.099,log2FC_only,FALSE
St3gal1,0.864607467104191,0.00172230904881354,1,0,0.102,0.05,log2FC_only,FALSE
Prelid1,0.340756219112685,0.00172394592229579,1,0,0.682,0.584,NS,FALSE
Colec12,1.57426049751634,0.00173023328758166,1,0,0.042,0.013,log2FC_only,FALSE
Il1rl2,2.7419451790783,0.00173192975711474,1,0,0.021,0.004,log2FC_only,FALSE
Rarg,1.3531432233771,0.00174154055779238,1,0,0.081,0.036,log2FC_only,FALSE
Fcrls,2.52800736204814,0.00174522644506979,1,0,0.021,0.004,log2FC_only,FALSE
Gm4285,2.05298942341287,0.001751909929132,1,0,0.021,0.004,log2FC_only,FALSE
Oas1a,1.40133644238897,0.00178936114819868,1,0,0.038,0.011,log2FC_only,FALSE
Fam219a,1.41692145785887,0.00180159737575853,1,0,0.097,0.047,log2FC_only,FALSE
P4ha1,0.692260612464771,0.00181320699237089,1,0,0.352,0.265,NS,FALSE
Snx1,0.668012566265528,0.00182880503770894,1,0,0.364,0.273,NS,FALSE
Idh3a,-1.14958446605826,0.00187087860548645,1,0,0.089,0.165,log2FC_only,FALSE
Cyb5a,0.347553328683256,0.00187893717682438,1,0,0.61,0.538,NS,FALSE
Rora,0.678715270151903,0.00191071289107447,1,0,0.178,0.107,NS,FALSE
Setbp1,-1.441595504102,0.00194587599992547,1,0,0.106,0.183,log2FC_only,FALSE
Tnfsf9,1.00241606959854,0.00195511449777476,1,0,0.085,0.039,log2FC_only,FALSE
Galnt2,-1.25851154961154,0.00199196456989727,1,0,0.102,0.178,log2FC_only,FALSE
Napsa,1.05350503981817,0.00199653245631261,1,0,0.081,0.036,log2FC_only,FALSE
Rmdn1,0.832907766551383,0.00199880353378433,1,0,0.089,0.041,log2FC_only,FALSE
Lck,-0.330322057899886,0.00200279459517467,1,0,0.733,0.783,NS,FALSE
Ptp4a3,-0.384913979241407,0.00200343272319526,1,0,0.288,0.388,NS,FALSE
Adgre1,0.790361404179808,0.00200713901557696,1,0,0.203,0.127,log2FC_only,FALSE
Il6st,1.14206648331656,0.00201680786970147,1,0,0.089,0.042,log2FC_only,FALSE
Furin,0.565253823252884,0.0020238876117852,1,0,0.233,0.149,NS,FALSE
Ptpn7,-0.570681972434232,0.00206769518253878,1,0,0.288,0.381,NS,FALSE
Arhgap18,0.723209836693824,0.00208765632850495,1,0,0.203,0.129,NS,FALSE
Fabp5,1.46413130799216,0.0020907610263248,1,0,0.462,0.392,log2FC_only,FALSE
Kcnn4,0.813362048877694,0.00209275188732078,1,0,0.258,0.178,log2FC_only,FALSE
Gga1,0.641054373897349,0.00211872289321547,1,0,0.148,0.084,NS,FALSE
Morc3,0.761433778868445,0.0021289353680301,1,0,0.22,0.142,log2FC_only,FALSE
Snx2,0.90057829244297,0.00213127466195315,1,0,0.318,0.234,log2FC_only,FALSE
Nrg3,-2.11427235237439,0.00215542874655285,1,0,0.004,0.047,log2FC_only,FALSE
Ptpre,0.758701309227881,0.00217384090641638,1,0,0.199,0.125,log2FC_only,FALSE
Cd27,-1.30931701190347,0.0021828548255825,1,0,0.034,0.095,log2FC_only,FALSE
Pou6f2,2.20272859375906,0.00219383163541377,1,0,0.03,0.007,log2FC_only,FALSE
Pde3b,-0.649548721192285,0.00219859031610868,1,0,0.335,0.435,NS,FALSE
Cd300a,1.20648604311752,0.00225327238067343,1,0,0.127,0.07,log2FC_only,FALSE
Zeb1,0.680854867621303,0.00228881522191841,1,0,0.208,0.132,NS,FALSE
Klhdc10,1.09747822970051,0.00228961641192216,1,0,0.131,0.073,log2FC_only,FALSE
Ms4a4b,-0.298379816012704,0.0022938911348285,1,0,0.856,0.921,NS,FALSE
Pim2,-1.26249802027113,0.00231471093389024,1,0,0.081,0.152,log2FC_only,FALSE
5031439G07Rik,0.62907090495593,0.00234420674738163,1,0,0.169,0.1,NS,FALSE
Tm2d2,0.967501210355524,0.00234951797967705,1,0,0.123,0.067,log2FC_only,FALSE
Tfec,1.12547939840412,0.00235670933905684,1,0,0.081,0.037,log2FC_only,FALSE
Btk,1.21599624878924,0.00237381188587574,1,0,0.081,0.037,log2FC_only,FALSE
Nop53,0.676043889100218,0.00240175058872822,1,0,0.267,0.183,NS,FALSE
Rpl3,0.239840024063099,0.00240472283439521,1,0,0.852,0.791,NS,FALSE
Ppbp,5.78548577715752,0.00242077596194589,1,0,0.047,0.016,log2FC_only,FALSE
Ccdc88a,0.775326994893606,0.00243031043387187,1,0,0.127,0.07,log2FC_only,FALSE
B3galt6,-4.21610579360384,0.00243716170389514,1,0,0,0.038,log2FC_only,FALSE
Synpo,-4.10150203316976,0.00243716170389514,1,0,0,0.038,log2FC_only,FALSE
Serpinb9b,-0.86559829082908,0.00243790752769819,1,0,0.305,0.382,log2FC_only,FALSE
Ugcg,-0.470015635364397,0.00249359642844521,1,0,0.339,0.435,NS,FALSE
Ezr,0.391949689878588,0.00250623512322527,1,0,0.686,0.609,NS,FALSE
Arhgef39,2.42349019738054,0.0025316066135908,1,0,0.034,0.01,log2FC_only,FALSE
Hmgcr,0.559095540769496,0.00254263353718478,1,0,0.208,0.133,NS,FALSE
Pqlc3,0.551053185442439,0.00254633907463179,1,0,0.271,0.185,NS,FALSE
Kif16b,0.434718917944785,0.00256402166072772,1,0,0.127,0.068,NS,FALSE
Nos2,1.27446910973005,0.00256796850946501,1,0,0.119,0.064,log2FC_only,FALSE
Snrnp70,-0.586924139681392,0.00256884392087246,1,0,0.314,0.413,NS,FALSE
Zfp703,0.80247710774197,0.00261155741306331,1,0,0.153,0.089,log2FC_only,FALSE
Spice1,1.1002682485959,0.0026203956787024,1,0,0.123,0.068,log2FC_only,FALSE
Cdc42bpb,1.78217995275907,0.0026240913303738,1,0,0.034,0.01,log2FC_only,FALSE
Mrpl28,1.45011973717942,0.00264082815447855,1,0,0.072,0.032,log2FC_only,FALSE
Rrbp1,0.356036785142778,0.0026475548699035,1,0,0.436,0.332,NS,FALSE
Smarcc1,-0.66344797291838,0.00265134846170948,1,0,0.195,0.291,NS,FALSE
Cd28,-0.855529101362636,0.00267104790543201,1,0,0.144,0.228,log2FC_only,FALSE
Clic4,0.430647623621218,0.00268365806676757,1,0,0.394,0.295,NS,FALSE
Phlda3,-1.47593103841737,0.00268635439476384,1,0,0.025,0.081,log2FC_only,FALSE
Fyb2,-4.10491838957391,0.00269790809216584,1,0,0,0.037,log2FC_only,FALSE
Uimc1,0.537005659054719,0.0026979149804812,1,0,0.258,0.175,NS,FALSE
Skap2,0.532476996508093,0.00274497633557581,1,0,0.25,0.166,NS,FALSE
Vps13b,-0.90363605767895,0.00275342137548282,1,0,0.178,0.26,log2FC_only,FALSE
Ednrb,1.53009874945062,0.00276108079705629,1,0,0.055,0.021,log2FC_only,FALSE
Emilin1,1.37966992208644,0.00278970665699927,1,0,0.038,0.012,log2FC_only,FALSE
Ifi204,0.812482206974772,0.00281848557415955,1,0,0.178,0.111,log2FC_only,FALSE
Mier1,-0.599600722907992,0.00284320011608976,1,0,0.415,0.503,NS,FALSE
Atp6v1a,0.507480763299177,0.00285845531587567,1,0,0.453,0.362,NS,FALSE
Yme1l1,0.532032859825307,0.00286249884136388,1,0,0.352,0.257,NS,FALSE
Mga,-0.914984309307382,0.00286658552986224,1,0,0.131,0.213,log2FC_only,FALSE
Atl2,0.790344029716976,0.00288253823038753,1,0,0.119,0.064,log2FC_only,FALSE
Cpne3,0.639766769325333,0.00290027270790485,1,0,0.275,0.189,NS,FALSE
Eif4ebp1,0.516421669899445,0.00290490097180747,1,0,0.165,0.098,NS,FALSE
Ccl12,1.76876626599031,0.00292426014864716,1,0,0.161,0.101,log2FC_only,FALSE
Pla2g4a,1.24145843868868,0.00295722075749559,1,0,0.106,0.055,log2FC_only,FALSE
mt-Co1,0.13450015855895,0.00295807836427088,1,0,1,1,NS,FALSE
Cpd,1.06180297718802,0.00296548386458968,1,0,0.102,0.053,log2FC_only,FALSE
Pdcd2l,1.43748097438571,0.00299299452622623,1,0,0.089,0.044,log2FC_only,FALSE
Eif2a,0.775435764834859,0.00301263214932561,1,0,0.271,0.188,log2FC_only,FALSE
Gm12840,1.87205976561851,0.00307664629337322,1,0,0.093,0.047,log2FC_only,FALSE
Sla,-0.692549951835679,0.00308888824341818,1,0,0.11,0.192,NS,FALSE
Fads1,1.32289787372791,0.00309107474769784,1,0,0.106,0.056,log2FC_only,FALSE
Snx24,1.01452472992314,0.0030941233327083,1,0,0.11,0.058,log2FC_only,FALSE
Pxylp1,1.2518636664813,0.00311673061744772,1,0,0.064,0.027,log2FC_only,FALSE
Tnfrsf9,-0.320094413133628,0.00314994352718873,1,0,0.669,0.745,NS,FALSE
Slc27a1,1.64490234466975,0.00315280631604189,1,0,0.089,0.044,log2FC_only,FALSE
Lrrc32,-1.4791736814399,0.00318221986217301,1,0,0.051,0.114,log2FC_only,FALSE
Elmo1,-0.472198192575899,0.00320601775323099,1,0,0.381,0.464,NS,FALSE
Acvr2a,-1.33963325987316,0.0032237570424613,1,0,0.059,0.125,log2FC_only,FALSE
Rras2,-0.68930423020264,0.00329133003853169,1,0,0.322,0.408,NS,FALSE
Klf4,1.2508666035303,0.0032935198273002,1,0,0.081,0.038,log2FC_only,FALSE
Rps27a,0.254764623457257,0.00329857232154248,1,0,0.949,0.933,NS,FALSE
Pdcd11,-0.681252730077504,0.00332774230954912,1,0,0.085,0.161,NS,FALSE
Fbxw7,-0.920265082228276,0.00337674225445548,1,0,0.136,0.214,log2FC_only,FALSE
Grap2,-0.554569467344645,0.00341030626481146,1,0,0.242,0.331,NS,FALSE
Mtln,0.875745421329037,0.00342177051020757,1,0,0.131,0.075,log2FC_only,FALSE
Fabp4,2.49209925253184,0.00342464554751342,1,0,0.047,0.017,log2FC_only,FALSE
Slc7a8,0.450900944293409,0.00342593813253523,1,0,0.174,0.105,NS,FALSE
Lamtor2,0.34297309709818,0.00343340966260862,1,0,0.136,0.075,NS,FALSE
Ubb,0.332736539510137,0.00345548801240421,1,0,0.674,0.549,NS,FALSE
Mfsd13a,1.33781490028096,0.00348198171798973,1,0,0.051,0.019,log2FC_only,FALSE
Dnajc19,-0.476185611446661,0.0034924060764977,1,0,0.153,0.244,NS,FALSE
Slc24a3,-1.24036880595843,0.00349882340593053,1,0,0.059,0.123,log2FC_only,FALSE
Luc7l2,0.303782640020974,0.00350089487633379,1,0,0.64,0.547,NS,FALSE
Cd300lb,1.12010658355941,0.00350769662421503,1,0,0.089,0.044,log2FC_only,FALSE
Ly86,-2.75493095362439,0.00354878424586588,1,0,0.013,0.058,log2FC_only,FALSE
Ifi30,0.644347626321558,0.00356574582081041,1,0,0.195,0.124,NS,FALSE
Dusp11,0.386433234845637,0.00357223384938286,1,0,0.496,0.384,NS,FALSE
Arg1,2.47623517048902,0.00358060522474582,1,0,0.072,0.033,log2FC_only,FALSE
H2-D1,0.285670213908147,0.00360114555876668,1,0,1,1,NS,FALSE
Pmf1,0.354273218365478,0.00361572879108837,1,0,0.301,0.208,NS,FALSE
Clta,0.374295269992256,0.00362038995771952,1,0,0.53,0.441,NS,FALSE
Smim14,0.828474674800392,0.00362192814632018,1,0,0.199,0.129,log2FC_only,FALSE
Bri3bp,0.710641474928985,0.00362337820760205,1,0,0.263,0.183,NS,FALSE
Odf2,0.62259102645822,0.00370346387487213,1,0,0.229,0.152,NS,FALSE
Selenot,0.410164312657615,0.00372333922527749,1,0,0.449,0.346,NS,FALSE
Stat2,0.735339177182306,0.00372696664317188,1,0,0.199,0.129,NS,FALSE
Rnf130,0.545162704493149,0.0037316274278076,1,0,0.309,0.226,NS,FALSE
Wdr43,-0.606423504256198,0.00374305977332196,1,0,0.25,0.345,NS,FALSE
Bbc3,1.37161128782176,0.00376327310690121,1,0,0.047,0.017,log2FC_only,FALSE
Rad50,0.443476999678358,0.00385158657125961,1,0,0.326,0.237,NS,FALSE
Tst,1.90584499957796,0.00386729648639973,1,0,0.03,0.008,log2FC_only,FALSE
Ifnar1,0.498943476740532,0.00387883603731425,1,0,0.254,0.17,NS,FALSE
Rev3l,-0.862988689903464,0.00388776049343598,1,0,0.131,0.208,log2FC_only,FALSE
Glmp,0.666873690080768,0.00390445949896454,1,0,0.225,0.153,NS,FALSE
Car9,2.14955185782379,0.00390876994095769,1,0,0.03,0.008,log2FC_only,FALSE
Strada,0.72382923277564,0.0039251842465006,1,0,0.153,0.092,NS,FALSE
Ehd1,0.714115990063031,0.00392941140337742,1,0,0.14,0.081,NS,FALSE
Abcd1,0.920342766047332,0.00393067741149689,1,0,0.11,0.059,log2FC_only,FALSE
Man2b1,0.447807718316971,0.00393324197774484,1,0,0.309,0.22,NS,FALSE
Hspa2,1.58160048626943,0.00395582343929479,1,0,0.055,0.022,log2FC_only,FALSE
Nrp1,1.20723608094896,0.00398295025102959,1,0,0.225,0.155,log2FC_only,FALSE
Rab7b,0.927418712728274,0.00398486788018505,1,0,0.131,0.075,log2FC_only,FALSE
Gtf3c6,-0.960395920339645,0.00401167262216964,1,0,0.064,0.131,log2FC_only,FALSE
Tnfrsf11b,-1.98816340697723,0.00401646792181266,1,0,0.034,0.089,log2FC_only,FALSE
Zfand5,0.550040152370481,0.00401936798452936,1,0,0.297,0.212,NS,FALSE
Grm8,2.50582639824549,0.00402982448829991,1,0,0.034,0.01,log2FC_only,FALSE
Loxl3,2.62150066852485,0.00406879831264938,1,0,0.034,0.01,log2FC_only,FALSE
Layn,2.99169176814759,0.00406912988120422,1,0,0.021,0.004,log2FC_only,FALSE
Gsr,0.586234896758052,0.00411158770780541,1,0,0.305,0.227,NS,FALSE
Adrb2,1.80227252388632,0.0041290283189686,1,0,0.038,0.013,log2FC_only,FALSE
Rps21,-0.316882478263639,0.00413368446961539,1,0,0.763,0.795,NS,FALSE
Mbnl2,0.666762563135313,0.00417322867567864,1,0,0.258,0.186,NS,FALSE
Astn2,2.38054473847426,0.00419499583876924,1,0,0.021,0.004,log2FC_only,FALSE
Osgin1,1.84330222734224,0.00422344129767727,1,0,0.021,0.004,log2FC_only,FALSE
Apobec1,0.601618607349334,0.00423398644332742,1,0,0.242,0.166,NS,FALSE
Rab1a,0.47838845127429,0.00424207998273224,1,0,0.487,0.382,NS,FALSE
Slc35f5,0.876451274135834,0.00426401602003727,1,0,0.072,0.033,log2FC_only,FALSE
ENSMUSG00000120254,2.7593709250361,0.00426643760948516,1,0,0.021,0.004,log2FC_only,FALSE
Slc9a9,-0.800949545698504,0.00428377303018892,1,0,0.148,0.228,log2FC_only,FALSE
Gm49171,1.40258866158062,0.00429532194243411,1,0,0.021,0.004,log2FC_only,FALSE
Rragd,1.41165153503772,0.00432438348181516,1,0,0.021,0.004,log2FC_only,FALSE
Scnn1a,1.8206255818301,0.00433898100157567,1,0,0.021,0.004,log2FC_only,FALSE
Rnd1,1.81689850620236,0.00439311721804893,1,0,0.034,0.01,log2FC_only,FALSE
Gde1,0.757593905086393,0.00440307616598711,1,0,0.136,0.079,log2FC_only,FALSE
Fkbp1a,-0.414699988627982,0.00440542192653011,1,0,0.737,0.789,NS,FALSE
Tbc1d31,1.10886558295787,0.00440982445878055,1,0,0.089,0.045,log2FC_only,FALSE
Gm20431,4.41599344702963,0.00444030636521814,1,0,0.013,0.001,log2FC_only,FALSE
Rbm11,3.97631989083278,0.00444030636521814,1,0,0.013,0.001,log2FC_only,FALSE
Cenpe,0.557552930264838,0.00444530427770732,1,0,0.258,0.179,NS,FALSE
Ssbp4,0.605047802505196,0.00444729408134579,1,0,0.131,0.074,NS,FALSE
Trdn,3.15855331673622,0.00446245762350035,1,0,0.013,0.001,log2FC_only,FALSE
Arhgap29,3.28555053105024,0.00448470896814622,1,0,0.013,0.001,log2FC_only,FALSE
ENSMUSG00000120162,3.22849085968356,0.00448470896814622,1,0,0.013,0.001,log2FC_only,FALSE
Gm8739,3.66967528151569,0.00448470896814622,1,0,0.013,0.001,log2FC_only,FALSE
Znhit1,0.632790856493209,0.00448626868038104,1,0,0.242,0.168,NS,FALSE
Ccdc106,3.30485840865374,0.00450706079519388,1,0,0.013,0.001,log2FC_only,FALSE
Fignl2,3.1031898369175,0.00450706079519388,1,0,0.013,0.001,log2FC_only,FALSE
Gm50105,2.22723574069104,0.00450706079519388,1,0,0.013,0.001,log2FC_only,FALSE
Mapk13,3.13284453858071,0.00450706079519388,1,0,0.013,0.001,log2FC_only,FALSE
Olfr1369,2.93260739765645,0.00450706079519388,1,0,0.013,0.001,log2FC_only,FALSE
Plekha4,2.82826640553434,0.00450706079519388,1,0,0.013,0.001,log2FC_only,FALSE
Vit,2.68369309319178,0.00450706079519388,1,0,0.013,0.001,log2FC_only,FALSE
Zscan10,2.90162774850341,0.00450706079519388,1,0,0.013,0.001,log2FC_only,FALSE
4921536K21Rik,2.31632493319317,0.00452951350196363,1,0,0.013,0.001,log2FC_only,FALSE
4930557K07Rik,2.98151840485105,0.00452951350196363,1,0,0.013,0.001,log2FC_only,FALSE
Bbs5,2.8553128465273,0.00452951350196363,1,0,0.013,0.001,log2FC_only,FALSE
Pcolce,2.40319711892252,0.00452951350196363,1,0,0.013,0.001,log2FC_only,FALSE
Naa12,-0.758880353538715,0.00453019942606817,1,0,0.14,0.221,log2FC_only,FALSE
Ipmk,0.742391061294227,0.00453751556107938,1,0,0.144,0.086,NS,FALSE
Gm5544,2.67146454050845,0.00455206748706068,1,0,0.013,0.001,log2FC_only,FALSE
Gm6871,1.99060734004756,0.00455206748706068,1,0,0.013,0.001,log2FC_only,FALSE
Gtsf2,2.33781763182278,0.00455206748706068,1,0,0.013,0.001,log2FC_only,FALSE
Rtp4,0.759316373227064,0.00456314380385342,1,0,0.169,0.107,log2FC_only,FALSE
Skil,-1.18984164471898,0.0045974760195511,1,0,0.042,0.1,log2FC_only,FALSE
Psmd11,0.473117179423424,0.00459893596245471,1,0,0.492,0.391,NS,FALSE
Sesn3,-0.471898955736339,0.00466951261399278,1,0,0.212,0.31,NS,FALSE
2610005L07Rik,0.776662899561542,0.00468479506168508,1,0,0.034,0.01,log2FC_only,FALSE
Nipsnap2,0.681982327375265,0.00477212597405295,1,0,0.169,0.104,NS,FALSE
Gm15518,1.28968323573204,0.00478506188788424,1,0,0.051,0.02,log2FC_only,FALSE
Arpc2,0.196305229949978,0.00478533797895652,1,0,0.941,0.954,NS,FALSE
Spats2,1.11524441867904,0.00486266144571571,1,0,0.051,0.02,log2FC_only,FALSE
Adamts10,0.611159880852361,0.0048758044748306,1,0,0.114,0.063,NS,FALSE
Nrros,0.351101394992221,0.00488093077597338,1,0,0.487,0.382,NS,FALSE
