Cell,SampleID,seurat_clusters,CellType1,nCount_RNA,nFeature_RNA,percent.mt,percent.rb,FibroblastScore1,FibroblastScoreFull,umap_1,umap_2
42180107,Adipo_Cocultured,1,Monocytes,1671,933,6.7026,8.6176,-0.089318,0.397135,1.216566,2.639482
42180710,Adipo_Cocultured,0,Macrophages,6160,2291,5.1623,6.9318,-0.095647,0.098695,2.07245,0.537774
42190276,Adipo_Cocultured,1,Monocytes,4559,1684,7.5455,3.6192,-0.116255,0.163649,0.701644,-1.16398
42196105,Fibro_Cocultured,7,T Cells,1613,1078,3.7818,5.9516,-0.099067,-0.14442,-6.98619,-1.919375
42196796,Fibro_Cocultured,7,T Cells,1296,913,5.7099,8.179,-0.103907,0.44893,-7.669551,-1.207084
42208131,Adipo_Cocultured,5,Monocytes,1832,1107,5.4585,4.9672,-0.063827,0.079726,1.284423,4.4416
42213526,Adipo_Cocultured,6,Myeloid Progenitors,5050,2242,5.7624,4.7525,-0.16727,0.093197,-2.18873,2.746138
42220530,Fibro_Cocultured,11,T Cells,4546,2082,6.4012,5.4114,-0.12704,0.276216,-5.258479,-0.785113
42220805,Fibro_Cocultured,1,Monocytes,3210,1601,7.4766,3.5514,-0.094634,0.257778,0.661602,-0.06272
42224888,Fibro_Cocultured,4,Macrophages,3881,1909,8.3484,2.2159,-0.11365,0.043893,0.730802,-2.566064
42231305,Fibro_Cocultured,2,Macrophages,4545,2032,5.4565,4.1364,-0.171506,0.15916,2.472276,-1.341524
42231985,Adipo_Cocultured,1,Monocytes,4066,1691,6.124,3.2218,-0.115679,0.149802,0.765321,5.312675
42240019,Adipo_Cocultured,6,Myeloid Progenitors,3802,1919,6.4177,11.152,-0.145719,0.214561,-2.818944,4.246615
42241814,Adipo_Cocultured,2,Macrophages,1575,857,5.0794,3.2381,-0.094866,0.198789,2.907107,-2.255324
42250374,Fibro_Cocultured,9,T Cells,1878,1135,8.9457,6.9755,-0.084291,0.410201,-6.840913,2.455443
42253284,Adipo_Cocultured,1,Monocytes,4634,1821,6.2365,4.5533,-0.059228,0.086864,-0.554138,0.149531
42254005,Adipo_Cocultured,1,Monocytes,3027,1381,7.8956,6.2768,-0.127871,0.664394,0.293367,3.077121
42255297,Adipo_Cocultured,1,Monocytes,4019,1678,6.096,3.0605,-0.068585,0.167943,0.222999,2.534738
42260561,Fibro_Cocultured,2,Macrophages,4543,2002,5.1948,3.742,-0.11677,0.120453,4.4357,-3.318628
42260987,Adipo_Cocultured,1,Monocytes,5223,2000,6.548,4.9971,-0.137479,0.11663,0.358848,0.097747
42266522,Fibro_Cocultured,0,Macrophages,4008,1956,3.5429,3.5928,-0.137978,0.11539,5.322269,-1.814038
42270468,Fibro_Cocultured,0,Macrophages,2983,1623,5.8666,4.2575,-0.117214,0.114506,3.879745,-1.587588
42272597,Fibro_Cocultured,9,T Cells,2918,1621,7.5394,10.1782,-0.123472,0.328934,-6.267,1.810997
42275133,Adipo_Cocultured,6,Myeloid Progenitors,4078,1946,4.8553,5.7626,-0.188274,0.333033,-1.660872,2.795756
42277848,Adipo_Cocultured,0,Macrophages,2888,1382,3.9474,4.8476,-0.057912,0.119566,2.259862,0.203782
42284099,Fibro_Cocultured,4,Macrophages,2228,1393,3.9946,3.1867,-0.062427,0.227809,1.269317,-2.36331
42296642,Adipo_Cocultured,1,Monocytes,3160,1386,6.7089,5.0316,-0.079247,0.182195,1.100076,1.075202
42302344,Fibro_Cocultured,8,NK Cells,3689,1724,8.8371,12.9303,-0.118309,0.245631,-9.627961,-1.331886
42302703,Adipo_Cocultured,3,Macrophages,2266,972,3.0891,2.7802,-0.115371,0.086706,1.507653,-3.824573
42302899,Fibro_Cocultured,2,Macrophages,2311,1390,5.0195,2.2501,-0.058239,0.140669,4.100928,-3.735412
42344170,Adipo_Cocultured,2,Macrophages,3927,1575,14.5149,3.7942,-0.066559,0.276081,4.202422,-2.161858
42353029,Fibro_Cocultured,2,Macrophages,4766,2124,5.2455,2.9794,-0.106164,0.134196,3.719551,-1.990615
42355623,Adipo_Cocultured,0,Macrophages,3574,1703,5.2882,4.8405,-0.159494,0.104161,3.813683,-0.163438
42364829,Fibro_Cocultured,0,Macrophages,4675,2003,7.2941,2.738,-0.073935,0.151532,3.957396,-1.392416
42382706,Fibro_Cocultured,3,Macrophages,5060,2433,5.9091,3.2411,-0.091029,0.147794,1.490087,-3.570104
42383254,Adipo_Cocultured,5,Monocytes,2084,1155,8.8772,5.8061,-0.083367,0.262754,0.888214,4.310755
42383285,Adipo_Cocultured,2,Macrophages,5238,1920,6.6247,4.4864,-0.127471,0.16062,1.535193,-0.767511
42386382,Fibro_Cocultured,3,Macrophages,5821,2661,4.0886,5.3427,-0.111878,0.166698,0.738834,-4.388841
42387417,Fibro_Cocultured,3,Macrophages,2140,1328,6.2617,3.5981,-0.079322,0.082631,2.471486,-4.749413
42403902,Fibro_Cocultured,3,Macrophages,2476,1369,5.5331,2.8675,-0.081617,0.196565,3.825912,-3.30316
42410041,Fibro_Cocultured,2,Macrophages,2817,1459,6.4253,2.9109,-0.096987,0.128809,3.607285,-3.098405
42416499,Adipo_Cocultured,1,Monocytes,3476,1558,4.4591,5.2359,-0.08312,0.159862,1.618201,0.84605
42424320,Fibro_Cocultured,0,Macrophages,3312,1652,5.8273,2.2343,-0.090368,0.019296,4.841247,-0.194828
42436627,Fibro_Cocultured,3,Macrophages,4543,2095,5.3489,3.8301,-0.133374,0.145466,0.808334,-4.080096
42469286,Fibro_Cocultured,2,Macrophages,2423,1242,7.1399,3.3842,-0.137749,0.147307,4.517084,-1.368949
42470514,Adipo_Cocultured,0,Macrophages,2925,1417,5.3675,4.4444,-0.118379,0.124728,2.846195,0.46847
42471892,Fibro_Cocultured,0,Macrophages,3390,1685,8.4366,3.4218,-0.094247,0.127835,2.857875,0.147603
42472043,Adipo_Cocultured,1,Monocytes,2233,1115,5.0605,6.807,-0.074091,0.130766,0.389338,1.913037
42475104,Fibro_Cocultured,3,Macrophages,2235,1395,2.4609,3.5794,-0.098067,0.092358,1.947265,-4.768888
42475872,Adipo_Cocultured,0,Macrophages,2112,1104,6.3447,3.3144,-0.031769,0.179878,4.696475,-2.305967
42487680,Fibro_Cocultured,4,Macrophages,3281,1677,4.6023,3.2002,-0.083126,0.040667,0.943037,-0.277261
42487908,Adipo_Cocultured,6,Myeloid Progenitors,7921,3089,7.2213,10.125,-0.165169,-0.024615,-4.735699,5.251583
42497109,Fibro_Cocultured,9,T Cells,3369,1628,7.8658,11.398,-0.118361,0.300114,-6.862686,2.568711
42502166,Fibro_Cocultured,9,T Cells,1481,1065,5.7394,6.212,-0.122712,0.444238,-6.807427,2.525206
42505037,Fibro_Cocultured,12,T Cells,2082,1235,12.3439,7.9251,-0.098715,0.357678,-7.884525,0.648585
42510234,Adipo_Cocultured,5,Monocytes,1924,1105,7.4844,8.5239,-0.08969,0.183654,-0.071048,4.429917
42511439,Adipo_Cocultured,5,Monocytes,1813,980,8.1081,7.8875,-0.017194,0.130875,0.399672,5.337317
42513308,Fibro_Cocultured,3,Macrophages,2130,1418,2.5352,5.6338,-0.211174,-0.009596,0.445557,-4.517549
42514141,Adipo_Cocultured,5,Monocytes,4665,2014,8.8532,5.3162,-0.170494,0.137402,0.716372,-1.156017
42517709,Fibro_Cocultured,2,Macrophages,6679,2523,4.6863,3.5335,-0.111069,0.111043,3.99966,-2.473684
42521348,Fibro_Cocultured,0,Macrophages,2695,1393,4.9351,2.7087,-0.048721,-0.041627,4.950389,-0.73655
42521774,Fibro_Cocultured,5,Monocytes,1898,1022,7.9031,5.058,-0.080368,0.157622,0.857344,4.442375
42527415,Adipo_Cocultured,6,Myeloid Progenitors,3489,1575,8.4838,4.6718,-0.128264,0.646086,-1.966194,2.649329
42529332,Fibro_Cocultured,2,Macrophages,3034,1708,3.8233,3.0982,-0.132469,0.125787,4.161665,-3.428615
42531134,Adipo_Cocultured,2,Macrophages,4646,1783,8.2006,4.1111,-0.099926,0.213211,1.984232,-1.196302
42531912,Fibro_Cocultured,3,Macrophages,2384,1399,5.7047,3.146,-0.085983,0.243858,2.238887,-3.994878
42532613,Adipo_Cocultured,4,Macrophages,4399,1897,5.0921,4.1828,-0.107439,0.152681,1.945715,0.444793
42533037,Fibro_Cocultured,3,Macrophages,2842,1617,2.9205,3.2723,-0.108084,0.104991,2.648603,-4.030106
42537867,Fibro_Cocultured,6,Myeloid Progenitors,6605,2820,5.8441,4.9357,-0.134114,0.065493,-2.250432,3.329841
42539997,Adipo_Cocultured,4,Macrophages,3543,1617,2.5967,1.5806,-0.06251,0.168148,-0.366019,-2.352641
42546838,Adipo_Cocultured,13,Neutrophils,2098,1104,4.7188,9.3422,-0.1016,-0.054249,0.631184,6.692403
42551558,Fibro_Cocultured,4,Macrophages,4974,2260,3.7394,3.277,-0.073947,0.120278,2.423289,-2.475434
42556282,Fibro_Cocultured,4,Macrophages,2073,1232,6.2711,2.412,-0.029871,-0.081082,-0.003556,-2.370955
42574578,Adipo_Cocultured,10,Myeloid Progenitors,7891,3190,6.6278,10.5563,-0.177704,-0.137618,-4.046303,6.548013
42593775,Fibro_Cocultured,2,Macrophages,2103,1227,6.2292,4.8502,-0.097517,0.037855,5.228115,-3.392779
42596192,Fibro_Cocultured,0,Macrophages,1957,1110,11.3439,3.7302,-0.107442,0.252227,5.998073,-2.490102
42596245,Fibro_Cocultured,5,Monocytes,3127,1634,5.3086,7.5472,-0.132397,0.133995,-0.030488,3.980163
42600268,Fibro_Cocultured,0,Macrophages,2619,1404,4.5437,4.1619,-0.195616,0.201189,3.783646,0.285152
42604696,Adipo_Cocultured,7,T Cells,3123,1577,7.6209,9.7022,-0.140348,0.232438,-7.721839,-0.626265
42609210,Fibro_Cocultured,0,Macrophages,2692,1504,6.2779,2.5632,-0.152499,0.106653,3.78482,-1.988607
42609371,Fibro_Cocultured,2,Macrophages,1878,1084,11.2886,2.9819,-0.030232,0.173574,5.195198,-3.709794
42612468,Adipo_Cocultured,5,Monocytes,1815,905,9.4215,6.6116,-0.059732,0.388603,1.561216,3.915102
42617251,Adipo_Cocultured,6,Myeloid Progenitors,5424,2690,7.6696,9.7345,-0.131196,0.045796,-3.783214,6.300759
42618383,Fibro_Cocultured,4,Macrophages,1999,1120,9.905,3.2516,-0.102554,0.167265,1.845793,0.916938
42623694,Fibro_Cocultured,2,Macrophages,3448,1691,7.5986,3.4803,-0.13199,0.055905,5.619088,-2.825381
42627360,Fibro_Cocultured,2,Macrophages,4524,2060,5.5482,3.4483,-0.136108,0.182306,2.588967,-2.879426
42631095,Adipo_Cocultured,13,Neutrophils,1336,608,5.5389,1.2725,0,0.257477,0.356015,6.550482
42637499,Adipo_Cocultured,5,Monocytes,2042,1092,7.1499,4.3585,-0.045815,0.434069,2.748615,2.243454
42647273,Fibro_Cocultured,8,NK Cells,3635,1796,11.3067,10.0413,-0.087123,0.102116,-8.78894,-2.051017
42650762,Adipo_Cocultured,7,T Cells,1816,1015,7.7093,12.9956,-0.067393,0.612065,-6.541327,-0.713029
42655588,Fibro_Cocultured,12,T Cells,6260,2556,10.3994,9.4249,-0.204433,0.22106,-8.555684,0.950163
42656496,Adipo_Cocultured,3,Macrophages,3556,1630,6.1024,3.6558,-0.075291,0.15757,0.424411,-3.285617
42665504,Fibro_Cocultured,2,Macrophages,4134,1980,5.9265,2.4915,-0.134183,0.089303,3.385402,-3.018164
42673063,Fibro_Cocultured,8,NK Cells,7991,2994,7.1706,10.2615,-0.153286,0.196514,-10.058756,1.041158
42679108,Adipo_Cocultured,5,Monocytes,3326,1679,8.2081,7.8773,-0.131372,0.080993,0.255746,5.279234
42689556,Adipo_Cocultured,1,Monocytes,4905,1831,7.6249,2.8746,-0.127137,0.269222,-0.469888,-0.691399
42701051,Adipo_Cocultured,6,Myeloid Progenitors,7240,3001,5.9254,11.5746,-0.142191,0.004197,-3.445958,5.064581
42722478,Fibro_Cocultured,4,Macrophages,1679,1096,4.4669,2.561,-0.179084,0.229766,2.092111,-1.868181
42723216,Adipo_Cocultured,6,Myeloid Progenitors,3628,1898,6.5877,9.5645,-0.117935,0.11539,-3.209035,4.597861
42723413,Fibro_Cocultured,4,Macrophages,3033,1513,6.6601,2.6377,-0.105308,0.078258,1.774972,0.847775
42726507,Adipo_Cocultured,5,Monocytes,1380,818,3.2609,5.2899,-0.059685,0.070356,2.101258,3.653036
42738060,Adipo_Cocultured,0,Macrophages,5691,1977,6.1676,5.7986,-0.067867,0.033771,1.707769,-0.094414
42738262,Adipo_Cocultured,0,Macrophages,2380,1339,8.4454,5.8824,-0.067578,0.262596,3.830399,1.047686
42739340,Fibro_Cocultured,0,Macrophages,8511,3056,5.44,2.6906,-0.165734,0.140857,3.935644,0.001175
42745715,Adipo_Cocultured,0,Macrophages,4469,1746,7.2947,2.3943,-0.096899,0.108368,3.334996,-1.853502
42746757,Fibro_Cocultured,2,Macrophages,3002,1465,5.5296,4.3304,-0.093002,0.27104,1.8925,-1.409307
42747297,Fibro_Cocultured,0,Macrophages,5515,2357,5.5666,4.0073,-0.154883,0.163034,4.546619,-0.943769
42757316,Fibro_Cocultured,2,Macrophages,2784,1630,4.9569,3.4842,-0.13302,0.072742,4.779719,-3.715655
42760396,Adipo_Cocultured,5,Monocytes,3235,1608,4.6677,6.0278,-0.075663,0.027905,1.078611,4.655949
42760495,Adipo_Cocultured,0,Macrophages,5521,2395,5.5062,3.6588,-0.129132,0.075726,2.682498,0.028383
42768595,Adipo_Cocultured,1,Monocytes,2347,1022,5.5816,6.1781,-0.082865,0.18278,1.120512,0.803177
42781780,Fibro_Cocultured,0,Macrophages,2231,1131,4.3926,3.6307,-0.097564,0.115463,5.821076,-1.546025
42784892,Fibro_Cocultured,2,Macrophages,2104,1121,6.2738,3.8973,-0.086595,0.19636,3.714995,-3.030464
42795078,Adipo_Cocultured,0,Macrophages,2866,1205,7.1179,8.4787,-0.110885,0.12961,4.096782,-0.035557
42796290,Adipo_Cocultured,6,Myeloid Progenitors,2945,1617,5.8404,13.9898,-0.061564,-0.183125,-3.667401,5.375569
42800260,Adipo_Cocultured,12,T Cells,2818,1342,5.7488,11.7814,-0.15983,0.467789,-8.548167,0.995385
42800376,Adipo_Cocultured,10,Myeloid Progenitors,1823,966,5.9792,5.5952,-0.096474,0.106276,-2.365583,7.664066
42801103,Fibro_Cocultured,11,T Cells,2433,1250,7.4394,8.3436,-0.086474,0.524405,-6.722084,1.169713
42808935,Adipo_Cocultured,6,Myeloid Progenitors,2546,1446,5.6952,13.6685,-0.151316,-0.003734,-3.818145,5.386493
42809149,Fibro_Cocultured,3,Macrophages,2507,1350,4.3079,5.5844,-0.168343,0.201974,1.163357,-4.349785
42824322,Adipo_Cocultured,0,Macrophages,1582,702,8.7231,4.6776,-0.114854,0.001953,4.252655,0.496002
42828203,Fibro_Cocultured,3,Macrophages,1866,1151,5.1983,3.4298,-0.143313,0.213716,1.112251,-3.364152
42828721,Fibro_Cocultured,0,Macrophages,3471,1599,6.0789,4.6384,-0.117422,0.101025,5.158688,-0.808013
42853168,Fibro_Cocultured,4,Macrophages,1335,837,10.4869,1.9476,-0.056181,0.123976,0.761762,-2.430535
42856378,Fibro_Cocultured,9,T Cells,2234,1231,7.2068,13.5631,-0.150748,0.526092,-6.568721,2.075603
42857167,Fibro_Cocultured,2,Macrophages,1704,899,4.3427,4.1667,-0.068429,-0.213625,3.831383,-1.466122
42858172,Fibro_Cocultured,3,Macrophages,1434,884,1.2552,6.834,-0.138531,0.199117,1.6549,-4.454169
42858706,Adipo_Cocultured,1,Monocytes,1643,766,10.3469,10.4078,-0.07843,0.281022,0.729907,3.131861
42868663,Fibro_Cocultured,2,Macrophages,1982,1036,6.1554,3.885,-0.108876,0.245005,3.430724,-2.636906
42874399,Fibro_Cocultured,2,Macrophages,2922,1314,6.9815,5.4415,-0.145698,0.107869,2.691184,-2.031853
42876331,Fibro_Cocultured,0,Macrophages,1577,895,3.9949,2.9169,-0.11515,0.215869,3.979405,-0.017273
42890444,Adipo_Cocultured,3,Macrophages,2516,1045,5.5644,3.8553,-0.118682,0.093998,0.305244,-3.795261
42895154,Adipo_Cocultured,8,NK Cells,3340,1699,5.5988,12.3054,-0.073952,0.035864,-10.50578,0.877436
42902107,Fibro_Cocultured,1,Monocytes,1970,1032,4.3655,4.9239,-0.081752,0.252352,0.999379,-1.023534
42902601,Adipo_Cocultured,1,Monocytes,2416,1131,7.9056,9.3957,-0.125081,0.438984,0.524077,3.193329
42911770,Fibro_Cocultured,3,Macrophages,2152,1185,5.7156,3.5316,-0.102437,0.158704,3.596692,-4.037809
42912343,Adipo_Cocultured,5,Monocytes,1893,1011,6.8674,8.3465,-0.145423,-0.028071,0.813211,6.662515
42916934,Fibro_Cocultured,8,NK Cells,2473,1419,6.9956,10.0283,-0.142809,-0.061638,-9.157366,-0.116054
42919769,Adipo_Cocultured,5,Monocytes,4415,2012,7.9502,9.06,-0.127566,0.15213,-0.486658,3.924161
42921218,Fibro_Cocultured,2,Macrophages,4046,2069,5.9565,2.867,-0.15786,0.135056,4.81624,-3.264979
42931764,Adipo_Cocultured,3,Macrophages,2153,1089,4.784,1.7185,-0.116643,0.158006,3.067125,-3.92164
42937296,Fibro_Cocultured,2,Macrophages,3466,1707,4.1835,2.7121,-0.143694,0.000943,3.961392,-3.369847
42939543,Adipo_Cocultured,0,Macrophages,3038,1492,3.555,4.8387,-0.091534,0.158843,3.09256,0.641243
42944261,Adipo_Cocultured,5,Monocytes,1459,833,4.7978,4.3866,-0.08437,-0.183082,2.087229,4.626957
42945920,Fibro_Cocultured,8,NK Cells,9863,3133,6.8235,12.2884,-0.112047,0.154759,-11.41289,-0.688632
42948931,Adipo_Cocultured,2,Macrophages,2822,1340,3.8979,5.1028,-0.046808,0.108124,4.476713,-0.72381
42949644,Adipo_Cocultured,5,Monocytes,1936,1187,6.25,8.626,-0.063502,0.148782,-4.457419,4.298961
42956831,Fibro_Cocultured,4,Macrophages,1907,1157,4.5097,3.6182,-0.146421,0.209587,1.032696,-1.972399
42959560,Fibro_Cocultured,8,NK Cells,4330,2064,5.9353,12.0554,-0.143015,0.256356,-9.363444,0.287184
42964133,Fibro_Cocultured,0,Macrophages,3800,1873,5.2105,2.9474,-0.1066,0.126185,6.001814,-1.235588
42967285,Fibro_Cocultured,0,Macrophages,2072,1198,8.4942,3.2819,-0.099406,-0.056931,4.976891,-2.353934
42984828,Adipo_Cocultured,6,Myeloid Progenitors,4184,1974,5.4732,4.7323,-0.172087,0.137067,-1.175089,2.478568
42990477,Adipo_Cocultured,0,Macrophages,2985,1433,7.1022,2.8811,-0.072708,0.244003,5.172764,-1.473442
43005309,Fibro_Cocultured,4,Macrophages,2674,1401,3.8893,2.9544,-0.075807,0.151217,2.021361,0.020645
43006720,Adipo_Cocultured,1,Monocytes,3540,1658,6.5819,6.0452,-0.103337,0.299388,2.783965,0.993828
43010020,Fibro_Cocultured,0,Macrophages,2054,1225,6.0857,4.1383,-0.098093,0.145756,5.486412,-2.385914
43015095,Adipo_Cocultured,6,Myeloid Progenitors,5501,2281,3.7266,4.6719,-0.09331,0.063735,-1.584312,2.461152
43019518,Fibro_Cocultured,2,Macrophages,4473,1912,7.6459,3.3535,-0.127772,0.118999,3.161296,-1.374315
43019648,Adipo_Cocultured,0,Macrophages,2593,1315,7.1346,5.3606,-0.066188,0.090378,3.8851,-0.721787
43025305,Adipo_Cocultured,5,Monocytes,2124,1083,10.1224,10.8757,-0.074926,0.431851,-0.126581,4.096535
43027155,Adipo_Cocultured,13,Neutrophils,1722,897,6.3298,2.381,-0.086865,-0.012239,-0.462819,7.565331
43040591,Fibro_Cocultured,0,Macrophages,3717,1929,6.8873,2.798,-0.132268,0.003761,5.060867,-2.242851
43042591,Fibro_Cocultured,3,Macrophages,2884,1498,5.9986,4.2649,-0.146018,0.261552,1.349234,-3.803779
43044432,Adipo_Cocultured,0,Macrophages,3267,1591,4.1322,4.1934,-0.1463,0.177858,2.900792,0.051973
43048995,Fibro_Cocultured,2,Macrophages,3392,1590,6.1026,2.2111,-0.125702,0.132187,2.287174,-1.720669
43050195,Fibro_Cocultured,0,Macrophages,3709,1841,4.8531,4.2329,-0.126549,0.072631,2.39301,-0.081736
43050225,Fibro_Cocultured,3,Macrophages,2784,1571,3.3405,3.592,-0.148199,0.105026,1.000518,-4.375735
43054069,Adipo_Cocultured,1,Monocytes,4310,1809,7.123,3.3179,-0.059441,0.055635,1.727394,-0.468142
43054376,Adipo_Cocultured,6,Myeloid Progenitors,3916,1829,5.5924,10.1634,-0.137434,0.038354,-5.069072,4.528553
43060873,Adipo_Cocultured,0,Macrophages,4952,2063,7.0477,5.6947,-0.09053,0.011237,3.938379,0.098903
43062803,Adipo_Cocultured,0,Macrophages,3352,1358,9.0394,3.1921,-0.060421,0.125571,2.66298,-1.256202
43063458,Adipo_Cocultured,6,Myeloid Progenitors,1459,1016,0.2742,13.0226,-0.03069,-0.168188,-3.690624,5.343194
43065277,Adipo_Cocultured,4,Macrophages,1680,846,8.631,5.5357,-0.078066,0.209581,0.492836,0.312242
43068304,Fibro_Cocultured,8,NK Cells,2223,1289,8.502,10.3464,-0.080594,0.297919,-9.172148,-0.836906
43071504,Adipo_Cocultured,0,Macrophages,5339,2145,4.8511,3.4838,-0.143334,0.124734,2.459701,-1.602158
43072658,Fibro_Cocultured,7,T Cells,4303,2197,5.3683,12.0614,-0.124374,0.197894,-6.520319,1.061628
43078169,Adipo_Cocultured,5,Monocytes,4574,2097,4.941,8.3297,-0.189409,0.204695,-0.51409,3.345965
43080558,Fibro_Cocultured,1,Monocytes,5380,2296,6.2639,4.1822,-0.119951,0.195324,-0.464112,2.499201
43082698,Adipo_Cocultured,5,Monocytes,3078,1469,6.3353,5.0682,-0.110572,0.035653,0.837396,6.619729
43082868,Fibro_Cocultured,3,Macrophages,3215,1818,4.79,3.5459,-0.098073,0.208591,1.940859,-3.747073
43082989,Adipo_Cocultured,5,Monocytes,2536,1286,9.7003,3.9038,-0.052907,0.083915,1.263836,5.005731
43085768,Adipo_Cocultured,0,Macrophages,1603,889,11.2913,5.3649,-0.044468,0.397244,2.952473,-0.761538
43086765,Fibro_Cocultured,3,Macrophages,2893,1515,8.3996,2.627,-0.113213,0.110878,1.716539,-3.206606
43088398,Fibro_Cocultured,4,Macrophages,3266,1731,4.654,3.7967,-0.14157,0.246307,1.697015,-0.919713
43096083,Adipo_Cocultured,1,Monocytes,2119,1060,3.445,4.7192,-0.102555,0.343527,0.435787,2.967802
43097997,Fibro_Cocultured,9,T Cells,4686,2362,4.4814,10.0085,-0.133404,0.276012,-7.543245,1.795091
43101879,Fibro_Cocultured,2,Macrophages,5775,2407,5.1255,3.9134,-0.068729,0.151048,3.822038,-0.858613
43103789,Adipo_Cocultured,1,Monocytes,2733,1336,6.0739,6.8423,-0.102901,0.172976,-1.078313,2.767496
43105270,Fibro_Cocultured,8,NK Cells,1583,946,7.4542,11.6235,-0.179944,0.371011,-9.253651,-1.802889
43113184,Fibro_Cocultured,0,Macrophages,2579,1323,6.2427,3.8775,-0.051167,0.190703,4.897162,-0.782225
43113402,Fibro_Cocultured,2,Macrophages,4281,1591,6.4938,3.0133,-0.094377,0.203614,2.641261,-1.536212
43114133,Fibro_Cocultured,3,Macrophages,3041,1651,6.7083,3.9132,-0.135112,0.16859,2.023984,-3.798267
43114352,Fibro_Cocultured,8,NK Cells,5104,2185,5.1332,11.344,-0.090356,-0.030619,-10.778051,-1.286143
43119470,Adipo_Cocultured,4,Macrophages,5662,2221,6.3935,4.5214,-0.087065,0.225559,1.498401,-2.5235
43119763,Adipo_Cocultured,1,Monocytes,2615,1187,9.7132,3.9006,-0.134767,0.352417,0.366938,0.558129
43121422,Fibro_Cocultured,8,NK Cells,4172,2111,6.1361,6.5916,-0.067929,0.131285,-9.054731,-1.740334
43125660,Fibro_Cocultured,9,T Cells,2789,1592,4.7329,8.1391,-0.090598,0.404102,-6.82578,2.797859
43130577,Fibro_Cocultured,9,T Cells,1955,1126,7.2123,13.0946,-0.122717,0.382534,-6.520911,1.22671
43130967,Fibro_Cocultured,3,Macrophages,1747,1079,8.2999,3.9496,-0.076078,0.190332,2.015272,-4.299903
43133743,Fibro_Cocultured,4,Macrophages,2186,1227,5.1693,2.6075,-0.082279,0.21147,1.097957,-1.39525
43134301,Adipo_Cocultured,2,Macrophages,5255,1957,7.8972,4.9286,-0.130946,0.299811,2.016205,-2.532798
43134444,Adipo_Cocultured,3,Macrophages,2766,1308,7.7007,4.4469,-0.050741,0.156015,1.5827,-4.47378
43136273,Fibro_Cocultured,9,T Cells,3424,1768,5.8995,9.521,-0.176628,0.514648,-6.530725,2.523569
43139562,Adipo_Cocultured,1,Monocytes,3162,1442,6.1986,5.1866,-0.12026,0.279467,1.164385,2.747775
43140084,Adipo_Cocultured,0,Macrophages,3512,1778,4.1002,4.0718,-0.084573,0.134909,3.538412,-0.28619
43144602,Adipo_Cocultured,5,Monocytes,2233,1134,7.5683,5.4635,-0.106102,0.453751,1.265324,3.402007
43148860,Adipo_Cocultured,5,Monocytes,2438,1112,10.0082,7.7112,-0.058691,0.494808,1.157777,3.325925
43156383,Fibro_Cocultured,0,Macrophages,1350,1001,5.9259,4.4444,-0.105379,-0.004947,5.639252,-2.63237
43158269,Fibro_Cocultured,2,Macrophages,5277,2279,4.9839,3.8469,-0.064335,0.158424,2.414009,-3.129027
43167065,Fibro_Cocultured,7,T Cells,3771,1875,7.372,11.9067,-0.096714,0.332249,-7.876537,0.665947
43179087,Adipo_Cocultured,6,Myeloid Progenitors,4489,2137,6.7053,9.3562,-0.16337,0.192802,-2.968818,4.394516
43179126,Fibro_Cocultured,4,Macrophages,2177,1249,6.3849,2.9398,-0.068914,0.218226,1.114947,-0.90936
43186507,Adipo_Cocultured,6,Myeloid Progenitors,7685,3130,6.4281,11.4249,-0.12666,-0.015519,-4.670296,4.681129
43193652,Fibro_Cocultured,4,Macrophages,3320,1659,4.759,3.5241,-0.073695,0.125058,2.053844,0.494989
43197702,Adipo_Cocultured,5,Monocytes,1635,984,6.9113,5.1376,-0.093626,0.34079,2.118695,4.907909
43198863,Fibro_Cocultured,2,Macrophages,5449,2300,5.4505,4.3494,-0.129116,0.20982,2.947594,-1.9232
43213467,Adipo_Cocultured,3,Macrophages,2474,1212,3.0719,2.1423,-0.087261,-0.074933,2.524813,-4.016529
43216381,Adipo_Cocultured,3,Macrophages,1902,913,3.5226,4.6267,0,0.386665,-0.390362,-3.721407
43217753,Fibro_Cocultured,1,Monocytes,1650,982,3.3939,4.303,-0.10472,0.125377,2.104433,1.708838
43218602,Fibro_Cocultured,2,Macrophages,2827,1496,7.0393,2.6884,-0.064215,0.121648,4.759511,-2.416209
43218809,Adipo_Cocultured,1,Monocytes,2549,1256,5.6493,2.6677,-0.081695,0.148742,0.180504,-0.840848
43218951,Fibro_Cocultured,7,T Cells,1531,918,8.4912,13.7818,-0.081451,0.41493,-6.105865,-0.047667
43225803,Adipo_Cocultured,3,Macrophages,1450,589,7.5862,2.2759,-0.022041,0.024792,-0.13874,-4.029998
43230209,Fibro_Cocultured,0,Macrophages,4639,2107,6.316,2.1772,-0.121932,0.078049,4.283652,-2.523632
43232731,Fibro_Cocultured,8,NK Cells,6255,2782,6.4588,8.1535,-0.129383,-0.002525,-9.799487,0.955841
43237651,Adipo_Cocultured,1,Monocytes,2895,1312,7.9793,5.8031,-0.109423,0.460044,2.762149,-1.095305
43240204,Adipo_Cocultured,1,Monocytes,2423,1187,7.2225,5.2827,-0.102763,0.203439,1.54394,2.696808
43245248,Fibro_Cocultured,3,Macrophages,1611,1086,3.6623,1.3656,-0.158704,0.074506,1.360973,-3.936736
