Cell,SampleID,seurat_clusters,CellType1,nCount_RNA,nFeature_RNA,percent.mt,percent.rb,FibroblastScore1,FibroblastScoreFull,umap_1,umap_2
4634504,Fibro_Cocultured,0,Macrophages,3987,1960,7.1232,2.9847,-0.084055,0.064979,5.422464,-3.102656
4636908,Fibro_Cocultured,3,Macrophages,4118,1919,4.8324,3.2297,-0.11035,0.030461,3.153549,-3.71053
4640417,Adipo_Cocultured,6,Myeloid Progenitors,5284,2157,6.8319,5.4126,-0.096599,0.273539,-5.389953,3.398907
4641024,Fibro_Cocultured,5,Monocytes,2773,1411,4.9405,3.3898,-0.098124,0.119354,2.448366,2.223738
4645127,Adipo_Cocultured,8,NK Cells,3321,1730,5.8416,9.0033,-0.082544,0.232836,-9.165035,-1.954216
4651034,Adipo_Cocultured,2,Macrophages,4308,1731,7.0566,4.2015,-0.128632,0.136326,4.134874,-3.510642
4651671,Fibro_Cocultured,2,Macrophages,3708,1801,7.3085,2.2923,-0.136895,0.071172,4.323246,-3.495161
4655257,Adipo_Cocultured,5,Monocytes,1730,1042,5.6069,6.9942,-0.08011,0.115333,2.186624,4.437483
4656174,Adipo_Cocultured,3,Macrophages,3031,1708,3.2333,4.355,-0.085487,0.224179,1.621354,-4.841979
4660882,Fibro_Cocultured,2,Macrophages,2509,1320,8.888,4.2646,-0.140691,0.19081,3.963626,-3.84
4663701,Fibro_Cocultured,0,Macrophages,2392,1360,6.6472,1.4214,-0.097756,0.004612,4.295014,0.239758
4665201,Adipo_Cocultured,2,Macrophages,5210,1921,8.2726,3.8772,-0.080556,0.150746,2.460207,-2.062287
4672728,Fibro_Cocultured,2,Macrophages,5176,2290,7.8246,2.9173,-0.084118,0.105885,4.571898,-3.405036
4672866,Fibro_Cocultured,2,Macrophages,3444,1779,5.1684,5.7782,-0.139261,0.083124,4.957224,-1.240837
4684512,Adipo_Cocultured,5,Monocytes,2204,1218,4.8548,7.6679,-0.043508,0.439703,-0.539255,3.903764
4685603,Adipo_Cocultured,5,Monocytes,1950,1191,5.3846,6.6154,-0.162097,0.254335,1.163653,5.649698
4686473,Fibro_Cocultured,1,Monocytes,2360,1212,5.6356,3.6864,-0.124627,0.371782,-0.006886,1.654241
4688980,Adipo_Cocultured,10,Myeloid Progenitors,1999,1184,6.8534,7.3537,-0.112901,0.069083,-3.195398,7.628252
4689487,Fibro_Cocultured,3,Macrophages,2904,1642,4.3044,3.0647,-0.125138,0.155212,0.989359,-4.33784
4699550,Fibro_Cocultured,7,T Cells,2623,1390,6.5193,8.8448,-0.058321,0.429096,-6.631323,-0.584095
4705654,Adipo_Cocultured,1,Monocytes,5097,1789,6.3763,4.7283,-0.099072,0.149423,-0.379888,0.734377
4705815,Fibro_Cocultured,3,Macrophages,4243,2002,6.7641,3.983,-0.117296,0.329081,0.365352,-4.049667
4709106,Adipo_Cocultured,1,Monocytes,5046,2037,6.4011,7.0749,-0.158106,0.408933,0.209494,1.876878
4709500,Adipo_Cocultured,14,Dendritic Cells,1516,1017,3.8918,2.6385,-0.179146,-0.139141,-6.075542,-6.678638
4721878,Adipo_Cocultured,2,Macrophages,4405,2154,4.3587,4.8808,-0.144018,0.115397,4.351862,-3.856484
4723824,Adipo_Cocultured,6,Myeloid Progenitors,10672,3672,5.9408,10.0918,-0.134047,0.196787,-4.965302,4.423237
4725443,Adipo_Cocultured,6,Myeloid Progenitors,5806,2468,5.4254,7.9917,-0.127543,0.115273,-1.950956,3.114181
4740798,Adipo_Cocultured,1,Monocytes,2327,1243,5.8015,6.1882,-0.079277,0.114264,0.797634,1.012588
4748172,Fibro_Cocultured,0,Macrophages,3514,1711,7.1144,3.2442,-0.108635,0.031708,4.517268,0.515741
4755758,Adipo_Cocultured,1,Monocytes,2472,1375,6.068,6.9579,-0.073481,0.167235,-0.641004,2.277199
4755813,Adipo_Cocultured,5,Monocytes,2927,1442,5.5347,3.4506,-0.071953,0.083232,2.7585,2.978406
4756004,Adipo_Cocultured,4,Macrophages,1467,958,4.3626,6.544,-0.068976,0.240405,1.010137,-2.947018
4756017,Fibro_Cocultured,2,Macrophages,3800,1858,5.4474,2.3158,-0.140107,0.19631,3.490693,-2.45961
4757644,Adipo_Cocultured,2,Macrophages,2384,1162,7.2567,4.656,-0.090404,0.08705,4.869493,-2.813966
4758290,Fibro_Cocultured,5,Monocytes,3208,1740,4.0524,3.0237,-0.115594,0.16088,2.993929,2.657555
4762982,Fibro_Cocultured,0,Macrophages,4592,2153,5.9887,2.9399,-0.149981,-0.062918,5.242618,-0.300185
4765334,Fibro_Cocultured,1,Monocytes,6585,2622,7.5019,4.7077,-0.146922,0.01664,2.6333,1.739102
4768517,Adipo_Cocultured,0,Macrophages,2561,1386,2.5381,4.1781,-0.122418,0.03182,3.785674,-0.740437
4772244,Adipo_Cocultured,5,Monocytes,2173,1157,6.6728,8.0074,-0.10531,0.107315,0.963106,5.497229
4774801,Adipo_Cocultured,5,Monocytes,3888,1797,6.0442,6.2757,-0.087023,0.232046,0.231152,3.681404
4777571,Fibro_Cocultured,9,T Cells,7638,2976,5.7476,12.7258,-0.140178,0.306033,-7.51671,1.651292
4778090,Adipo_Cocultured,10,Myeloid Progenitors,2535,1364,5.9566,1.6568,-0.082034,0.245969,-2.628358,7.798568
4780979,Fibro_Cocultured,2,Macrophages,4311,1992,4.7553,3.1083,-0.042615,0.187956,4.966203,-2.388342
4783570,Fibro_Cocultured,3,Macrophages,3562,1955,2.9478,3.1724,-0.19795,0.190413,3.111237,-4.469001
4785326,Fibro_Cocultured,4,Macrophages,5061,2114,5.2164,3.774,-0.114042,0.183613,1.710329,-0.070399
4791772,Fibro_Cocultured,2,Macrophages,4470,2096,5.2125,3.2438,-0.116009,0.129343,4.925199,-3.405199
4794665,Fibro_Cocultured,3,Macrophages,1453,978,10.2546,1.8582,-0.129485,0.133053,2.822034,-4.694717
4808233,Fibro_Cocultured,0,Macrophages,4231,2084,5.6015,3.3798,-0.092342,0.080684,4.362152,-0.94481
4811833,Fibro_Cocultured,7,T Cells,3186,1624,8.2863,10.295,-0.082491,0.343641,-7.433304,0.426785
4815546,Fibro_Cocultured,4,Macrophages,3729,1745,5.6315,2.5208,-0.177975,0.251957,2.453966,-0.451793
4816696,Fibro_Cocultured,8,NK Cells,2034,1164,8.5546,8.3088,-0.123144,0.399741,-9.556513,-1.887415
4827517,Fibro_Cocultured,2,Macrophages,4123,2106,5.8938,2.3284,-0.121135,0.08778,5.432606,-2.723716
4858112,Fibro_Cocultured,2,Macrophages,4626,2168,6.2689,3.1777,-0.148994,0.2394,4.895358,-2.774437
4860655,Fibro_Cocultured,0,Macrophages,3662,1775,5.1884,3.8777,-0.114454,0.01451,4.428689,-0.831223
4867801,Fibro_Cocultured,4,Macrophages,2427,1325,3.9143,3.4611,-0.092747,0.23366,0.035224,-1.498951
4869098,Fibro_Cocultured,2,Macrophages,3291,1663,6.4418,2.1878,-0.183413,0.157126,2.314214,-2.599694
4870712,Fibro_Cocultured,0,Macrophages,2743,1403,5.5414,3.354,-0.060037,0.196846,4.183999,0.273466
4873378,Adipo_Cocultured,0,Macrophages,2373,1262,7.3746,6.7847,-0.109853,-0.000315,0.187512,2.030694
4874227,Fibro_Cocultured,9,T Cells,4200,2089,8.9048,11.5238,-0.129588,0.031094,-7.157382,1.490675
4874497,Adipo_Cocultured,1,Monocytes,3387,1570,5.8459,3.2182,-0.070214,0.117997,-0.469955,-0.124522
4874912,Fibro_Cocultured,2,Macrophages,4855,2109,4.2636,2.9042,-0.095535,0.087854,4.126152,-3.010263
4875652,Fibro_Cocultured,1,Monocytes,1953,1119,6.6052,5.8884,-0.127922,0.074159,0.926404,1.945236
4881201,Fibro_Cocultured,0,Macrophages,6280,2447,7.5955,3.6465,-0.102354,0.125146,5.048518,-0.840827
4884378,Fibro_Cocultured,4,Macrophages,2275,1320,5.5385,1.8901,-0.064473,0.134187,1.357869,-1.484017
4888764,Fibro_Cocultured,0,Macrophages,3612,1741,5.9801,2.6024,-0.081776,0.031187,6.209232,-1.870244
4890457,Adipo_Cocultured,0,Macrophages,5935,2207,6.2848,3.8585,-0.079328,0.115965,5.937684,-1.86797
4891058,Adipo_Cocultured,5,Monocytes,1620,1059,2.4691,3.2716,-0.11927,0.139869,1.128002,5.887987
4894393,Fibro_Cocultured,9,T Cells,2811,1618,6.0832,11.455,-0.158542,0.416157,-6.82947,1.81424
4896450,Fibro_Cocultured,0,Macrophages,5182,2206,6.1559,4.5542,-0.113006,0.06583,3.059489,0.637776
4898235,Fibro_Cocultured,9,T Cells,1763,1137,7.0902,5.899,-0.126354,0.296576,-6.282259,2.916253
4905140,Fibro_Cocultured,0,Macrophages,2731,1469,5.7854,3.2955,-0.036384,0.175149,4.599422,-1.698707
4906416,Fibro_Cocultured,0,Macrophages,3766,1860,6.4259,3.744,-0.075251,0.112507,2.818645,-0.096743
4907650,Adipo_Cocultured,1,Monocytes,5187,1891,10.2757,4.5691,-0.055772,0.271091,-0.63863,-0.721235
4928171,Fibro_Cocultured,8,NK Cells,5411,2010,6.9673,13.7682,-0.139512,0.041517,-10.311608,-1.179319
4928397,Adipo_Cocultured,4,Macrophages,2910,1340,2.3368,2.543,-0.077356,-0.116568,2.094236,0.505802
4932220,Adipo_Cocultured,6,Myeloid Progenitors,5552,2451,6.304,9.1318,-0.144737,0.186396,-2.848439,3.877185
4939355,Adipo_Cocultured,10,Myeloid Progenitors,4959,2378,6.6546,10.7078,-0.184891,-0.150283,-3.904575,6.586434
4941454,Fibro_Cocultured,5,Monocytes,1713,983,4.8453,2.7437,-0.117338,0.2163,2.775289,3.654983
4944733,Fibro_Cocultured,4,Macrophages,5222,2182,10.609,3.7534,-0.106295,0.02746,1.487735,0.770688
4945741,Adipo_Cocultured,6,Myeloid Progenitors,4888,2347,7.2218,10.3314,-0.102736,-0.013557,-3.565084,5.222943
4947133,Adipo_Cocultured,1,Monocytes,2901,1271,4.8949,4.4123,-0.069232,0.266028,-0.627801,0.53741
4950367,Fibro_Cocultured,12,T Cells,2964,1667,7.5236,10.1889,-0.126421,0.37273,-8.172745,1.575685
4954365,Fibro_Cocultured,0,Macrophages,2384,1342,5.5789,3.4396,-0.135107,0.097335,5.156443,-1.511302
4954507,Fibro_Cocultured,5,Monocytes,1881,1087,6.3264,3.2961,-0.129514,0.24434,1.10693,4.356424
4959425,Fibro_Cocultured,3,Macrophages,1596,965,13.7218,3.1955,-0.102133,0.125435,2.689144,-4.208267
4960538,Adipo_Cocultured,4,Macrophages,4485,1768,7.1349,2.4303,-0.144775,0.120907,0.167857,-0.471935
4963574,Adipo_Cocultured,2,Macrophages,5716,2080,9.2547,5.6158,-0.10573,0.11284,3.30923,-1.212897
4969641,Adipo_Cocultured,4,Macrophages,2040,1115,7.0588,5.8333,-0.115785,0.222793,2.054263,-1.684158
4971667,Fibro_Cocultured,4,Macrophages,3679,1767,6.1702,2.6638,-0.118566,0.114381,2.101747,-0.005562
4975664,Adipo_Cocultured,10,Myeloid Progenitors,6102,2629,6.1127,10.6522,-0.114847,-0.1301,-3.76428,6.322688
4985481,Adipo_Cocultured,1,Monocytes,2027,973,8.0414,5.5254,-0.071967,0.657211,0.938299,1.541167
4985729,Fibro_Cocultured,0,Macrophages,3938,1916,8.8116,3.1488,-0.129786,0.015443,4.717735,-0.9841
4993366,Adipo_Cocultured,0,Macrophages,3098,1508,3.938,3.6798,-0.162016,0.13213,4.339368,-1.105142
4995649,Adipo_Cocultured,1,Monocytes,3747,1710,6.8054,8.4067,-0.083294,0.234434,0.869635,2.479894
4998680,Fibro_Cocultured,2,Macrophages,5168,2085,5.6308,5.8243,-0.049518,0.167145,3.361241,-1.55614
5004836,Fibro_Cocultured,2,Macrophages,3746,1961,5.953,4.031,-0.126581,0.132504,3.735572,-3.498426
5007901,Fibro_Cocultured,8,NK Cells,5783,2248,6.1214,11.3609,-0.092232,-0.040998,-10.712277,-1.379325
5010408,Adipo_Cocultured,1,Monocytes,7587,2600,7.9346,6.8275,-0.131825,0.457995,0.506044,1.399689
5012512,Fibro_Cocultured,0,Macrophages,2184,1142,11.3095,3.4799,-0.090318,0.14718,6.000016,-2.203176
5020784,Adipo_Cocultured,5,Monocytes,3072,1512,7.4219,4.5573,-0.134019,0.442869,1.118564,3.239573
5021532,Fibro_Cocultured,3,Macrophages,4001,1990,5.4236,3.3242,-0.164215,0.108642,3.084028,-3.700444
5023987,Fibro_Cocultured,4,Macrophages,2987,1523,5.4235,3.1135,-0.069068,0.140887,1.905377,0.137735
5025790,Fibro_Cocultured,2,Macrophages,5960,2245,5.2852,5.3356,-0.056492,0.190226,2.919712,-1.770453
5029259,Adipo_Cocultured,1,Monocytes,3887,1347,7.3836,3.3445,-0.055704,0.240255,-0.5834,-0.479899
5043405,Adipo_Cocultured,1,Monocytes,3557,1445,7.8437,6.6067,-0.078298,0.24316,-0.763532,0.060613
5048484,Adipo_Cocultured,0,Macrophages,2351,1250,6.1676,6.0825,-0.029016,0.243697,3.838855,0.762373
5055657,Fibro_Cocultured,7,T Cells,1326,803,11.1614,8.2956,-0.092932,0.553073,-6.933048,-1.888869
5060712,Fibro_Cocultured,4,Macrophages,3290,1824,7.3556,3.0395,-0.119111,-0.012386,-0.053881,-2.605259
5065054,Fibro_Cocultured,4,Macrophages,2500,1370,4.16,3.68,-0.064171,0.15903,0.982836,-0.228804
5077339,Fibro_Cocultured,3,Macrophages,3549,1846,5.6636,3.4094,-0.106459,0.142891,2.08352,-3.775785
5077945,Fibro_Cocultured,5,Monocytes,3193,1634,6.984,1.8478,-0.140163,0.17952,2.475832,2.838826
5080775,Adipo_Cocultured,3,Macrophages,1602,925,8.5518,2.9338,-0.119287,-0.183862,1.600664,-4.844765
5085790,Fibro_Cocultured,0,Macrophages,2184,1279,4.1209,3.4341,-0.106278,0.084776,2.752419,-0.627532
5090443,Fibro_Cocultured,4,Macrophages,3623,1801,9.3017,1.7389,-0.104502,0.039588,1.741909,-2.158775
5094955,Adipo_Cocultured,13,Neutrophils,2540,1198,5.3937,6.811,-0.083871,-0.077464,0.569212,7.107617
5095699,Fibro_Cocultured,0,Macrophages,3438,1779,4.4503,2.9087,-0.114855,0.011811,5.859844,-1.045914
5098187,Fibro_Cocultured,0,Macrophages,3774,1827,6.8098,2.9942,-0.128761,0.000968,4.77543,-2.306829
5104792,Fibro_Cocultured,5,Monocytes,1956,1187,3.1697,4.7035,-0.043895,0.099458,2.438633,3.659209
5112761,Adipo_Cocultured,9,T Cells,3007,1639,4.3898,10.7749,-0.188148,0.431235,-6.650189,2.825323
5123743,Fibro_Cocultured,2,Macrophages,4711,2071,5.519,3.3539,-0.100573,0.145189,3.795988,-1.720793
5129998,Fibro_Cocultured,4,Macrophages,2358,1400,6.6158,2.8414,-0.099825,-0.027545,0.241701,-2.710739
5133474,Fibro_Cocultured,4,Macrophages,1894,1015,5.9134,4.5407,-0.049951,0.250815,0.915666,-0.351037
5143752,Fibro_Cocultured,0,Macrophages,3756,1792,5.804,3.8605,-0.18858,0.097019,5.232987,-0.478792
5146987,Fibro_Cocultured,0,Macrophages,3054,1601,5.9921,3.4054,-0.086497,0.031512,5.889648,-1.099594
5159332,Adipo_Cocultured,5,Monocytes,1498,832,5.3405,3.4713,-0.071195,0.152511,2.725885,3.556878
5159935,Adipo_Cocultured,5,Monocytes,2157,1237,7.7886,4.1261,-0.043001,0.133798,2.260773,3.732641
5169556,Fibro_Cocultured,5,Monocytes,1588,870,8.1864,5.7305,-0.122099,0.168374,1.355814,5.54171
5171883,Adipo_Cocultured,5,Monocytes,2086,1146,6.0403,5.0336,-0.045786,0.256687,2.07167,2.465852
5172599,Adipo_Cocultured,1,Monocytes,5002,1912,5.058,4.0384,-0.053777,0.175156,0.087427,0.411023
5176463,Fibro_Cocultured,3,Macrophages,4688,2069,5.4821,3.9889,-0.075307,0.273738,1.060093,-3.507607
5177711,Adipo_Cocultured,1,Monocytes,4318,1815,6.8087,3.9138,-0.181725,0.142722,2.900495,0.089885
5178350,Adipo_Cocultured,14,Dendritic Cells,1410,836,5.5319,6.383,-0.067344,0.00671,-5.864984,-6.711082
5181369,Adipo_Cocultured,1,Monocytes,3394,1529,7.69,6.8651,-0.148838,0.339741,0.764508,1.653263
5196748,Fibro_Cocultured,0,Macrophages,2519,1307,4.8829,3.8507,-0.136553,0.25068,2.694894,0.503879
5197700,Fibro_Cocultured,3,Macrophages,2400,1260,6.6667,2.3333,-0.138663,0.190214,0.486459,-4.319013
5204332,Adipo_Cocultured,6,Myeloid Progenitors,4224,1827,5.5161,4.0009,-0.123669,0.279856,-1.995698,2.534033
5207624,Adipo_Cocultured,5,Monocytes,2568,1257,9.1121,5.8022,-0.063209,0.413254,0.575822,4.357852
5216311,Fibro_Cocultured,2,Macrophages,3316,1751,8.4138,3.1363,-0.029585,0.033241,5.100496,-3.398253
5219603,Fibro_Cocultured,7,T Cells,1400,908,6.4286,10,-0.134225,0.640084,-5.930918,-0.851695
5220365,Fibro_Cocultured,3,Macrophages,3885,1875,4.4788,3.8095,-0.057101,0.158941,3.69774,-4.434199
5220893,Fibro_Cocultured,2,Macrophages,2928,1553,5.1571,4.0301,-0.04515,0.032811,4.728801,-2.670426
5228564,Fibro_Cocultured,3,Macrophages,2331,1362,2.3166,3.1746,-0.08733,0.191729,2.751869,-4.199289
5236800,Adipo_Cocultured,5,Monocytes,1526,837,9.6986,6.6186,-0.018043,-0.016139,1.660982,5.060389
5237980,Adipo_Cocultured,0,Macrophages,3686,1700,6.2941,5.0733,-0.127175,-0.056756,4.28609,-0.111705
5254061,Adipo_Cocultured,11,T Cells,3849,1663,5.0403,7.8982,-0.10934,0.440911,-5.553176,-0.851714
5261190,Adipo_Cocultured,5,Monocytes,1346,756,9.2125,2.3031,-0.06187,0.39021,2.608568,3.617361
5275509,Adipo_Cocultured,1,Monocytes,3767,1693,7.1144,6.0526,-0.078473,0.238673,0.576883,1.896549
5283879,Adipo_Cocultured,5,Monocytes,1318,793,6.9044,8.6495,-0.090395,0.072575,1.382847,4.857388
5287568,Fibro_Cocultured,8,NK Cells,4620,2315,6.6883,9.6753,-0.107654,0.393587,-9.135902,-0.950853
5290898,Adipo_Cocultured,1,Monocytes,2602,1262,7.0715,6.3797,-0.083315,0.373149,0.449133,2.187531
5296823,Adipo_Cocultured,5,Monocytes,1314,871,3.8813,3.5008,-0.144404,-0.0306,2.180554,3.964518
5296997,Adipo_Cocultured,2,Macrophages,5713,2083,6.564,4.0784,-0.06038,0.11588,2.849683,-1.946579
5299167,Adipo_Cocultured,1,Monocytes,4390,1637,8.9977,4.9658,-0.145592,0.296161,1.610314,-2.303936
5305079,Fibro_Cocultured,2,Macrophages,5847,2490,5.6952,3.2495,-0.115312,0.192444,2.146964,-3.345484
5309839,Fibro_Cocultured,14,Dendritic Cells,5180,2188,7.8571,12.4517,-0.104415,0.369792,-6.044592,-6.633541
5312681,Fibro_Cocultured,3,Macrophages,4027,1965,5.6618,3.7745,-0.110711,0.06018,2.198356,-3.371177
5314478,Fibro_Cocultured,0,Macrophages,4767,2084,7.0065,3.6081,-0.067644,0.210921,5.798561,-2.544881
5317745,Fibro_Cocultured,4,Macrophages,2864,1564,4.7835,2.933,-0.146641,0.16306,1.661856,-1.285416
5327595,Adipo_Cocultured,6,Myeloid Progenitors,2421,1334,6.4436,5.4936,-0.119243,0.235851,-1.945174,3.96981
5328640,Adipo_Cocultured,5,Monocytes,2104,1097,3.9449,2.8042,-0.046241,0.174885,3.24777,1.602083
5333178,Fibro_Cocultured,0,Macrophages,3681,1768,6.8731,3.9391,-0.089452,0.085589,3.722033,0.385146
5337208,Fibro_Cocultured,0,Macrophages,2636,1306,7.132,4.0971,-0.144444,-0.11046,5.480331,-0.345998
5337998,Fibro_Cocultured,4,Macrophages,3743,1890,4.4617,2.6984,-0.133648,0.056631,1.471893,-2.614764
5351706,Fibro_Cocultured,4,Macrophages,3670,1701,5.9946,2.9973,-0.092537,0.110064,1.548065,-0.30949
5352729,Fibro_Cocultured,3,Macrophages,4382,2013,4.0393,3.5828,-0.080143,0.162938,1.139412,-3.963404
5354456,Fibro_Cocultured,2,Macrophages,4716,2115,3.0322,4.3469,-0.165334,0.151826,3.433443,-0.767572
5360253,Fibro_Cocultured,2,Macrophages,3629,1841,4.8498,3.6925,-0.094929,0.197376,4.936884,-2.474233
5363037,Adipo_Cocultured,6,Myeloid Progenitors,6143,2844,5.9906,9.344,-0.178326,-0.06631,-3.769063,5.38505
5367785,Fibro_Cocultured,0,Macrophages,2881,1532,4.6512,2.9851,-0.224866,0.103737,3.55182,-0.680742
5369065,Fibro_Cocultured,6,Myeloid Progenitors,6612,2794,8.0157,6.1706,-0.165767,0.123762,-2.787673,3.864284
5377411,Fibro_Cocultured,7,T Cells,3223,1711,6.5157,9.9286,-0.118307,0.077251,-7.930975,1.367519
5379223,Fibro_Cocultured,2,Macrophages,2755,1491,6.0254,3.9201,-0.127523,0.086509,4.290948,-3.867364
5387122,Adipo_Cocultured,1,Monocytes,4829,1812,8.2005,4.97,-0.110126,0.217864,-0.787156,0.947428
5387617,Adipo_Cocultured,0,Macrophages,4914,2076,5.3317,3.3374,-0.154799,0.108666,5.86652,-1.148912
5388314,Adipo_Cocultured,1,Monocytes,2938,1211,8.0327,2.9612,-0.099781,0.368779,1.25299,0.840449
5392570,Fibro_Cocultured,4,Macrophages,3737,1699,4.3618,2.8097,-0.066146,0.122856,1.224501,-2.284635
5392751,Adipo_Cocultured,6,Myeloid Progenitors,5915,2423,8.0473,6.0862,-0.101834,0.031147,-5.600107,3.67015
5394155,Adipo_Cocultured,4,Macrophages,3616,1618,4.9502,4.5631,-0.098583,0.187709,0.164432,-0.318312
5396021,Fibro_Cocultured,9,T Cells,5440,2344,6.6176,10.3309,-0.096192,0.077267,-9.444592,1.374495
5399556,Fibro_Cocultured,0,Macrophages,3139,1621,5.7662,3.2494,-0.114736,0.138633,2.832271,0.050332
5402314,Adipo_Cocultured,1,Monocytes,3124,1417,5.9539,5.0896,-0.102021,0.214524,1.904572,1.306683
5418424,Adipo_Cocultured,1,Monocytes,5354,2067,6.9107,4.3332,-0.085385,0.325002,0.787315,1.820483
5421984,Fibro_Cocultured,0,Macrophages,3507,1670,5.1041,3.3077,-0.118744,0.095405,3.68646,-2.000844
5424059,Adipo_Cocultured,5,Monocytes,1630,947,6.8098,8.2209,-0.059727,-0.040689,1.17373,5.17166
5430813,Adipo_Cocultured,5,Monocytes,2424,1337,8.0446,4.703,-0.094494,-0.086923,0.209397,6.828879
5437217,Fibro_Cocultured,3,Macrophages,2177,1180,6.0175,4.2719,-0.029234,0.202557,2.427506,-3.6403
5441225,Fibro_Cocultured,0,Macrophages,3364,1812,3.6564,3.0321,-0.14702,-0.002397,5.857279,-2.179022
5444238,Adipo_Cocultured,5,Monocytes,1371,853,5.5434,6.054,0,-0.185906,1.726972,4.793577
5449049,Fibro_Cocultured,2,Macrophages,4487,2007,4.3905,4.6133,-0.110797,0.139672,4.173988,-2.365905
5450751,Fibro_Cocultured,0,Macrophages,2143,1237,5.3196,4.1531,-0.068573,0.217255,4.040339,-3.632224
5454443,Adipo_Cocultured,1,Monocytes,3826,1757,7.8934,8.8604,-0.099403,0.489141,-0.095764,2.668305
5454826,Adipo_Cocultured,5,Monocytes,2361,1200,7.878,7.0733,-0.080464,0.0887,0.005204,4.061116
5459449,Fibro_Cocultured,9,T Cells,2859,1552,5.8062,10.0735,-0.104891,0.52711,-6.915785,1.27629
5459504,Adipo_Cocultured,2,Macrophages,2841,1376,4.9278,3.5199,-0.143442,0.210359,2.906849,-2.279013
5460086,Fibro_Cocultured,3,Macrophages,6068,2570,3.7739,4.4496,-0.134607,0.210935,1.934774,-3.166051
5465384,Fibro_Cocultured,3,Macrophages,4287,2003,8.0709,3.8022,-0.095682,0.138954,3.186575,-3.91254
5466890,Adipo_Cocultured,1,Monocytes,4674,1866,7.7664,6.0548,-0.130968,0.452405,0.345099,2.493891
5469382,Fibro_Cocultured,2,Macrophages,4515,2119,5.9801,3.5437,-0.109865,0.151433,3.751205,-3.828156
5473007,Adipo_Cocultured,1,Monocytes,4164,1751,8.7416,5.0913,-0.104243,0.424144,1.672126,1.764164
5475272,Fibro_Cocultured,12,T Cells,8377,3095,6.0045,11.4838,-0.130579,0.358545,-8.56534,2.659006
5475393,Adipo_Cocultured,5,Monocytes,5044,2194,7.7716,4.1634,-0.252692,0.200394,1.512649,3.330677
5476431,Adipo_Cocultured,0,Macrophages,2221,1181,6.7537,3.9172,-0.02999,0.042533,2.978014,-1.353462
5479067,Adipo_Cocultured,6,Myeloid Progenitors,4366,2065,6.5964,6.9171,-0.146971,0.073577,-2.049615,3.005853
5482090,Adipo_Cocultured,5,Monocytes,1335,831,5.5431,4.6442,-0.131646,-0.182091,1.775216,5.135101
5485456,Adipo_Cocultured,0,Macrophages,4665,1850,4.2658,3.8371,-0.12792,0.0853,5.264608,-2.312248
5486279,Adipo_Cocultured,1,Monocytes,2662,1323,11.157,4.6957,-0.084111,0.264819,2.160356,1.68524
5489148,Fibro_Cocultured,3,Macrophages,4539,2110,5.8383,3.4148,-0.070386,0.206747,2.627393,-3.750125
5492539,Fibro_Cocultured,4,Macrophages,1655,944,8.0363,5.4985,-0.069553,0.210664,0.373265,-2.208961
5507238,Adipo_Cocultured,0,Macrophages,3085,1350,6.5802,6.0616,-0.126796,0.19095,5.462808,-1.069364
5509656,Adipo_Cocultured,5,Monocytes,3219,1653,7.4868,9.5993,-0.142771,0.141194,0.072847,5.298364
5513446,Fibro_Cocultured,4,Macrophages,2843,1519,4.9595,3.025,-0.166423,0.23229,2.419413,0.525446
5515755,Adipo_Cocultured,5,Monocytes,1928,1135,4.5643,4.8237,-0.158849,0.115199,2.408831,2.728123
5520720,Adipo_Cocultured,3,Macrophages,2181,1187,5.7313,3.0261,-0.074383,0.268733,1.057932,-4.237377
5530900,Adipo_Cocultured,4,Macrophages,2726,1330,5.686,3.3749,-0.07988,0.348291,1.474428,0.305702
5532431,Fibro_Cocultured,11,T Cells,4431,2109,7.2896,5.2584,-0.11363,0.204367,-5.626346,-0.712131
5532939,Fibro_Cocultured,0,Macrophages,2335,1203,10.9208,3.94,-0.141762,0.085188,5.944596,-2.27523
5539033,Adipo_Cocultured,5,Monocytes,1679,969,4.1691,4.05,-0.035458,0.114305,1.786018,4.694131
5542496,Fibro_Cocultured,9,T Cells,2940,1606,4.898,10.068,-0.11379,0.361599,-6.831716,1.169972
5545092,Fibro_Cocultured,8,NK Cells,5866,2443,6.8531,10.2455,-0.137905,-0.058835,-10.491085,0.346658
5547717,Adipo_Cocultured,0,Macrophages,4026,1778,10.0348,4.5206,-0.079448,0.113588,-1.76862,2.040707
5553041,Fibro_Cocultured,3,Macrophages,4342,2167,4.6753,4.2146,-0.146964,0.154274,1.538456,-4.867131
5553157,Fibro_Cocultured,3,Macrophages,3614,1939,3.7078,4.2059,-0.144067,0.018165,3.685486,-3.847089
5555506,Adipo_Cocultured,1,Monocytes,4420,2058,3.3032,7.4434,-0.092757,0.483413,0.056887,1.790606
5555917,Fibro_Cocultured,1,Monocytes,4106,1811,6.1861,3.9211,-0.08353,0.237297,1.159207,-0.833142
5556011,Adipo_Cocultured,2,Macrophages,2547,1367,4.8685,5.6144,-0.142699,0.18256,4.482944,-2.132516
5563225,Adipo_Cocultured,4,Macrophages,3392,1491,7.6061,2.6533,-0.11299,0.122394,0.427823,-2.647435
5566048,Fibro_Cocultured,8,NK Cells,2380,1296,9.2437,10.7143,-0.125113,0.253454,-9.549432,-1.82782
5574445,Adipo_Cocultured,5,Monocytes,1338,736,4.9327,4.4843,-0.132057,0.101493,0.5082,6.110375
