Cell,umap_1,umap_2,SampleID,AdipoAlpha,FibroAlpha
4307265,2.878758,-1.025229,Adipo_Cocultured,1,0.3
4307321,0.475826,7.240438,Adipo_Cocultured,1,0.3
4314800,-0.423649,7.775403,Adipo_Cocultured,1,0.3
4330992,-8.414013,2.067571,Fibro_Cocultured,0.3,1
4332474,1.556086,3.446194,Adipo_Cocultured,1,0.3
4332833,4.347194,-3.199958,Fibro_Cocultured,0.3,1
4334713,-7.738879,-0.356431,Fibro_Cocultured,0.3,1
4338370,1.022049,-2.127625,Fibro_Cocultured,0.3,1
4339857,2.664729,3.588597,Adipo_Cocultured,1,0.3
4345885,2.700425,-2.822977,Adipo_Cocultured,1,0.3
4360481,3.863601,-3.234337,Fibro_Cocultured,0.3,1
4369896,2.266283,2.345529,Adipo_Cocultured,1,0.3
4372779,2.35685,2.699609,Adipo_Cocultured,1,0.3
4377375,-6.782599,2.643689,Adipo_Cocultured,1,0.3
4380318,-0.643986,2.506617,Adipo_Cocultured,1,0.3
4380388,2.153596,1.226695,Fibro_Cocultured,0.3,1
4382604,-8.102004,2.006019,Fibro_Cocultured,0.3,1
4385985,4.234722,-2.287305,Adipo_Cocultured,1,0.3
4387458,3.815361,-3.574524,Fibro_Cocultured,0.3,1
4389727,4.709896,0.244042,Fibro_Cocultured,0.3,1
4393840,3.429138,-1.164784,Adipo_Cocultured,1,0.3
4395551,1.307546,-4.180425,Adipo_Cocultured,1,0.3
4395831,1.475453,-2.441175,Fibro_Cocultured,0.3,1
4397102,1.278212,-2.887348,Adipo_Cocultured,1,0.3
4398183,-1.765028,2.656634,Adipo_Cocultured,1,0.3
4398740,-0.031053,0.322652,Adipo_Cocultured,1,0.3
4401590,-6.604055,1.119655,Fibro_Cocultured,0.3,1
4405826,1.839668,-0.405273,Adipo_Cocultured,1,0.3
4406379,-3.311133,4.993087,Adipo_Cocultured,1,0.3
4407615,0.784639,1.09682,Adipo_Cocultured,1,0.3
4411595,-6.489119,-0.275475,Adipo_Cocultured,1,0.3
4415576,2.827334,-3.448182,Fibro_Cocultured,0.3,1
4419746,-3.282735,5.085786,Adipo_Cocultured,1,0.3
4425260,5.076786,-2.997091,Fibro_Cocultured,0.3,1
4426200,-0.176229,3.707066,Adipo_Cocultured,1,0.3
4428345,1.332694,-1.472296,Fibro_Cocultured,0.3,1
4428693,-9.196247,-1.122976,Fibro_Cocultured,0.3,1
4428821,1.747098,-0.61928,Adipo_Cocultured,1,0.3
4448010,2.189939,3.420765,Adipo_Cocultured,1,0.3
4450258,-10.8548,-0.997108,Fibro_Cocultured,0.3,1
4457765,5.220313,-0.66449,Fibro_Cocultured,0.3,1
4464049,2.313273,-3.469604,Fibro_Cocultured,0.3,1
4465087,-0.490227,7.009488,Adipo_Cocultured,1,0.3
4468136,2.61297,-3.635682,Fibro_Cocultured,0.3,1
4470569,-6.530352,0.97811,Adipo_Cocultured,1,0.3
4485925,-0.328152,4.467374,Adipo_Cocultured,1,0.3
4485951,3.387219,-3.877217,Fibro_Cocultured,0.3,1
4488235,2.21526,3.410239,Adipo_Cocultured,1,0.3
4491765,5.107304,-1.433549,Fibro_Cocultured,0.3,1
4493755,4.31748,-1.364822,Adipo_Cocultured,1,0.3
4495444,2.147012,2.393185,Adipo_Cocultured,1,0.3
4501213,1.760289,-1.155964,Adipo_Cocultured,1,0.3
4503241,3.087606,0.4632,Adipo_Cocultured,1,0.3
4506780,3.76709,-3.27933,Fibro_Cocultured,0.3,1
4512282,0.690835,-2.218828,Fibro_Cocultured,0.3,1
4533048,-6.90633,-1.870975,Fibro_Cocultured,0.3,1
4542883,2.884423,-4.082169,Fibro_Cocultured,0.3,1
4545162,-6.945554,-1.378876,Fibro_Cocultured,0.3,1
4546233,-3.853222,7.002249,Adipo_Cocultured,1,0.3
4551546,1.89929,4.613131,Adipo_Cocultured,1,0.3
4552013,-3.859982,7.008716,Adipo_Cocultured,1,0.3
4565452,3.092672,0.235687,Fibro_Cocultured,0.3,1
4567985,2.209144,-0.575603,Fibro_Cocultured,0.3,1
4568768,-8.996323,-1.881147,Adipo_Cocultured,1,0.3
4568976,5.167119,-2.046726,Fibro_Cocultured,0.3,1
4572830,-6.751048,1.029868,Fibro_Cocultured,0.3,1
4580681,-0.54669,2.675712,Adipo_Cocultured,1,0.3
4581339,-5.95891,-1.00207,Adipo_Cocultured,1,0.3
4581423,-4.080454,6.32043,Adipo_Cocultured,1,0.3
4584143,1.496141,4.682333,Adipo_Cocultured,1,0.3
4584850,1.994365,3.434953,Adipo_Cocultured,1,0.3
4585406,-0.130237,1.252371,Adipo_Cocultured,1,0.3
4588791,-0.029864,-1.523784,Adipo_Cocultured,1,0.3
4594716,0.910329,1.198558,Adipo_Cocultured,1,0.3
4596902,3.715169,-2.062368,Adipo_Cocultured,1,0.3
4606057,2.146128,3.305609,Fibro_Cocultured,0.3,1
4607498,5.317454,-1.90066,Fibro_Cocultured,0.3,1
4608239,1.278059,-1.679747,Adipo_Cocultured,1,0.3
4612855,1.618128,-2.792109,Adipo_Cocultured,1,0.3
4627091,3.185295,-3.742995,Adipo_Cocultured,1,0.3
4629609,6.182115,-1.364096,Adipo_Cocultured,1,0.3
4633845,1.818082,1.465507,Adipo_Cocultured,1,0.3
4634504,5.422464,-3.102656,Fibro_Cocultured,0.3,1
4636908,3.153549,-3.71053,Fibro_Cocultured,0.3,1
4640417,-5.389953,3.398907,Adipo_Cocultured,1,0.3
4641024,2.448366,2.223738,Fibro_Cocultured,0.3,1
4645127,-9.165035,-1.954216,Adipo_Cocultured,1,0.3
4651034,4.134874,-3.510642,Adipo_Cocultured,1,0.3
4651671,4.323246,-3.495161,Fibro_Cocultured,0.3,1
4655257,2.186624,4.437483,Adipo_Cocultured,1,0.3
4656174,1.621354,-4.841979,Adipo_Cocultured,1,0.3
4660882,3.963626,-3.84,Fibro_Cocultured,0.3,1
4663701,4.295014,0.239758,Fibro_Cocultured,0.3,1
4665201,2.460207,-2.062287,Adipo_Cocultured,1,0.3
4672728,4.571898,-3.405036,Fibro_Cocultured,0.3,1
4672866,4.957224,-1.240837,Fibro_Cocultured,0.3,1
4684512,-0.539255,3.903764,Adipo_Cocultured,1,0.3
4685603,1.163653,5.649698,Adipo_Cocultured,1,0.3
4686473,-0.006886,1.654241,Fibro_Cocultured,0.3,1
4688980,-3.195398,7.628252,Adipo_Cocultured,1,0.3
4689487,0.989359,-4.33784,Fibro_Cocultured,0.3,1
4699550,-6.631323,-0.584095,Fibro_Cocultured,0.3,1
4705654,-0.379888,0.734377,Adipo_Cocultured,1,0.3
4705815,0.365352,-4.049667,Fibro_Cocultured,0.3,1
4709106,0.209494,1.876878,Adipo_Cocultured,1,0.3
4709500,-6.075542,-6.678638,Adipo_Cocultured,1,0.3
4721878,4.351862,-3.856484,Adipo_Cocultured,1,0.3
4723824,-4.965302,4.423237,Adipo_Cocultured,1,0.3
4725443,-1.950956,3.114181,Adipo_Cocultured,1,0.3
4740798,0.797634,1.012588,Adipo_Cocultured,1,0.3
4748172,4.517268,0.515741,Fibro_Cocultured,0.3,1
4755758,-0.641004,2.277199,Adipo_Cocultured,1,0.3
4755813,2.7585,2.978406,Adipo_Cocultured,1,0.3
4756004,1.010137,-2.947018,Adipo_Cocultured,1,0.3
4756017,3.490693,-2.45961,Fibro_Cocultured,0.3,1
4757644,4.869493,-2.813966,Adipo_Cocultured,1,0.3
4758290,2.993929,2.657555,Fibro_Cocultured,0.3,1
4762982,5.242618,-0.300185,Fibro_Cocultured,0.3,1
4765334,2.6333,1.739102,Fibro_Cocultured,0.3,1
4768517,3.785674,-0.740437,Adipo_Cocultured,1,0.3
4772244,0.963106,5.497229,Adipo_Cocultured,1,0.3
4774801,0.231152,3.681404,Adipo_Cocultured,1,0.3
4777571,-7.51671,1.651292,Fibro_Cocultured,0.3,1
4778090,-2.628358,7.798568,Adipo_Cocultured,1,0.3
4780979,4.966203,-2.388342,Fibro_Cocultured,0.3,1
4783570,3.111237,-4.469001,Fibro_Cocultured,0.3,1
4785326,1.710329,-0.070399,Fibro_Cocultured,0.3,1
4791772,4.925199,-3.405199,Fibro_Cocultured,0.3,1
4794665,2.822034,-4.694717,Fibro_Cocultured,0.3,1
4808233,4.362152,-0.94481,Fibro_Cocultured,0.3,1
4811833,-7.433304,0.426785,Fibro_Cocultured,0.3,1
4815546,2.453966,-0.451793,Fibro_Cocultured,0.3,1
4816696,-9.556513,-1.887415,Fibro_Cocultured,0.3,1
4827517,5.432606,-2.723716,Fibro_Cocultured,0.3,1
4858112,4.895358,-2.774437,Fibro_Cocultured,0.3,1
4860655,4.428689,-0.831223,Fibro_Cocultured,0.3,1
4867801,0.035224,-1.498951,Fibro_Cocultured,0.3,1
4869098,2.314214,-2.599694,Fibro_Cocultured,0.3,1
4870712,4.183999,0.273466,Fibro_Cocultured,0.3,1
4873378,0.187512,2.030694,Adipo_Cocultured,1,0.3
4874227,-7.157382,1.490675,Fibro_Cocultured,0.3,1
4874497,-0.469955,-0.124522,Adipo_Cocultured,1,0.3
4874912,4.126152,-3.010263,Fibro_Cocultured,0.3,1
4875652,0.926404,1.945236,Fibro_Cocultured,0.3,1
4881201,5.048518,-0.840827,Fibro_Cocultured,0.3,1
4884378,1.357869,-1.484017,Fibro_Cocultured,0.3,1
4888764,6.209232,-1.870244,Fibro_Cocultured,0.3,1
4890457,5.937684,-1.86797,Adipo_Cocultured,1,0.3
4891058,1.128002,5.887987,Adipo_Cocultured,1,0.3
4894393,-6.82947,1.81424,Fibro_Cocultured,0.3,1
4896450,3.059489,0.637776,Fibro_Cocultured,0.3,1
4898235,-6.282259,2.916253,Fibro_Cocultured,0.3,1
4905140,4.599422,-1.698707,Fibro_Cocultured,0.3,1
4906416,2.818645,-0.096743,Fibro_Cocultured,0.3,1
4907650,-0.63863,-0.721235,Adipo_Cocultured,1,0.3
4928171,-10.311608,-1.179319,Fibro_Cocultured,0.3,1
4928397,2.094236,0.505802,Adipo_Cocultured,1,0.3
4932220,-2.848439,3.877185,Adipo_Cocultured,1,0.3
4939355,-3.904575,6.586434,Adipo_Cocultured,1,0.3
4941454,2.775289,3.654983,Fibro_Cocultured,0.3,1
4944733,1.487735,0.770688,Fibro_Cocultured,0.3,1
4945741,-3.565084,5.222943,Adipo_Cocultured,1,0.3
4947133,-0.627801,0.53741,Adipo_Cocultured,1,0.3
4950367,-8.172745,1.575685,Fibro_Cocultured,0.3,1
4954365,5.156443,-1.511302,Fibro_Cocultured,0.3,1
4954507,1.10693,4.356424,Fibro_Cocultured,0.3,1
4959425,2.689144,-4.208267,Fibro_Cocultured,0.3,1
4960538,0.167857,-0.471935,Adipo_Cocultured,1,0.3
4963574,3.30923,-1.212897,Adipo_Cocultured,1,0.3
4969641,2.054263,-1.684158,Adipo_Cocultured,1,0.3
4971667,2.101747,-0.005562,Fibro_Cocultured,0.3,1
4975664,-3.76428,6.322688,Adipo_Cocultured,1,0.3
4985481,0.938299,1.541167,Adipo_Cocultured,1,0.3
4985729,4.717735,-0.9841,Fibro_Cocultured,0.3,1
4993366,4.339368,-1.105142,Adipo_Cocultured,1,0.3
4995649,0.869635,2.479894,Adipo_Cocultured,1,0.3
4998680,3.361241,-1.55614,Fibro_Cocultured,0.3,1
5004836,3.735572,-3.498426,Fibro_Cocultured,0.3,1
5007901,-10.712277,-1.379325,Fibro_Cocultured,0.3,1
5010408,0.506044,1.399689,Adipo_Cocultured,1,0.3
5012512,6.000016,-2.203176,Fibro_Cocultured,0.3,1
5020784,1.118564,3.239573,Adipo_Cocultured,1,0.3
5021532,3.084028,-3.700444,Fibro_Cocultured,0.3,1
5023987,1.905377,0.137735,Fibro_Cocultured,0.3,1
5025790,2.919712,-1.770453,Fibro_Cocultured,0.3,1
5029259,-0.5834,-0.479899,Adipo_Cocultured,1,0.3
5043405,-0.763532,0.060613,Adipo_Cocultured,1,0.3
5048484,3.838855,0.762373,Adipo_Cocultured,1,0.3
5055657,-6.933048,-1.888869,Fibro_Cocultured,0.3,1
5060712,-0.053881,-2.605259,Fibro_Cocultured,0.3,1
5065054,0.982836,-0.228804,Fibro_Cocultured,0.3,1
5077339,2.08352,-3.775785,Fibro_Cocultured,0.3,1
5077945,2.475832,2.838826,Fibro_Cocultured,0.3,1
5080775,1.600664,-4.844765,Adipo_Cocultured,1,0.3
5085790,2.752419,-0.627532,Fibro_Cocultured,0.3,1
5090443,1.741909,-2.158775,Fibro_Cocultured,0.3,1
5094955,0.569212,7.107617,Adipo_Cocultured,1,0.3
5095699,5.859844,-1.045914,Fibro_Cocultured,0.3,1
5098187,4.77543,-2.306829,Fibro_Cocultured,0.3,1
5104792,2.438633,3.659209,Fibro_Cocultured,0.3,1
5112761,-6.650189,2.825323,Adipo_Cocultured,1,0.3
5123743,3.795988,-1.720793,Fibro_Cocultured,0.3,1
5129998,0.241701,-2.710739,Fibro_Cocultured,0.3,1
5133474,0.915666,-0.351037,Fibro_Cocultured,0.3,1
5143752,5.232987,-0.478792,Fibro_Cocultured,0.3,1
5146987,5.889648,-1.099594,Fibro_Cocultured,0.3,1
5159332,2.725885,3.556878,Adipo_Cocultured,1,0.3
5159935,2.260773,3.732641,Adipo_Cocultured,1,0.3
5169556,1.355814,5.54171,Fibro_Cocultured,0.3,1
5171883,2.07167,2.465852,Adipo_Cocultured,1,0.3
5172599,0.087427,0.411023,Adipo_Cocultured,1,0.3
5176463,1.060093,-3.507607,Fibro_Cocultured,0.3,1
5177711,2.900495,0.089885,Adipo_Cocultured,1,0.3
5178350,-5.864984,-6.711082,Adipo_Cocultured,1,0.3
5181369,0.764508,1.653263,Adipo_Cocultured,1,0.3
5196748,2.694894,0.503879,Fibro_Cocultured,0.3,1
5197700,0.486459,-4.319013,Fibro_Cocultured,0.3,1
5204332,-1.995698,2.534033,Adipo_Cocultured,1,0.3
5207624,0.575822,4.357852,Adipo_Cocultured,1,0.3
5216311,5.100496,-3.398253,Fibro_Cocultured,0.3,1
5219603,-5.930918,-0.851695,Fibro_Cocultured,0.3,1
5220365,3.69774,-4.434199,Fibro_Cocultured,0.3,1
5220893,4.728801,-2.670426,Fibro_Cocultured,0.3,1
5228564,2.751869,-4.199289,Fibro_Cocultured,0.3,1
5236800,1.660982,5.060389,Adipo_Cocultured,1,0.3
5237980,4.28609,-0.111705,Adipo_Cocultured,1,0.3
5254061,-5.553176,-0.851714,Adipo_Cocultured,1,0.3
5261190,2.608568,3.617361,Adipo_Cocultured,1,0.3
5275509,0.576883,1.896549,Adipo_Cocultured,1,0.3
5283879,1.382847,4.857388,Adipo_Cocultured,1,0.3
5287568,-9.135902,-0.950853,Fibro_Cocultured,0.3,1
5290898,0.449133,2.187531,Adipo_Cocultured,1,0.3
5296823,2.180554,3.964518,Adipo_Cocultured,1,0.3
5296997,2.849683,-1.946579,Adipo_Cocultured,1,0.3
5299167,1.610314,-2.303936,Adipo_Cocultured,1,0.3
5305079,2.146964,-3.345484,Fibro_Cocultured,0.3,1
5309839,-6.044592,-6.633541,Fibro_Cocultured,0.3,1
5312681,2.198356,-3.371177,Fibro_Cocultured,0.3,1
5314478,5.798561,-2.544881,Fibro_Cocultured,0.3,1
5317745,1.661856,-1.285416,Fibro_Cocultured,0.3,1
5327595,-1.945174,3.96981,Adipo_Cocultured,1,0.3
5328640,3.24777,1.602083,Adipo_Cocultured,1,0.3
5333178,3.722033,0.385146,Fibro_Cocultured,0.3,1
5337208,5.480331,-0.345998,Fibro_Cocultured,0.3,1
5337998,1.471893,-2.614764,Fibro_Cocultured,0.3,1
5351706,1.548065,-0.30949,Fibro_Cocultured,0.3,1
5352729,1.139412,-3.963404,Fibro_Cocultured,0.3,1
5354456,3.433443,-0.767572,Fibro_Cocultured,0.3,1
5360253,4.936884,-2.474233,Fibro_Cocultured,0.3,1
5363037,-3.769063,5.38505,Adipo_Cocultured,1,0.3
5367785,3.55182,-0.680742,Fibro_Cocultured,0.3,1
5369065,-2.787673,3.864284,Fibro_Cocultured,0.3,1
5377411,-7.930975,1.367519,Fibro_Cocultured,0.3,1
5379223,4.290948,-3.867364,Fibro_Cocultured,0.3,1
5387122,-0.787156,0.947428,Adipo_Cocultured,1,0.3
5387617,5.86652,-1.148912,Adipo_Cocultured,1,0.3
5388314,1.25299,0.840449,Adipo_Cocultured,1,0.3
5392570,1.224501,-2.284635,Fibro_Cocultured,0.3,1
5392751,-5.600107,3.67015,Adipo_Cocultured,1,0.3
5394155,0.164432,-0.318312,Adipo_Cocultured,1,0.3
5396021,-9.444592,1.374495,Fibro_Cocultured,0.3,1
5399556,2.832271,0.050332,Fibro_Cocultured,0.3,1
5402314,1.904572,1.306683,Adipo_Cocultured,1,0.3
5418424,0.787315,1.820483,Adipo_Cocultured,1,0.3
5421984,3.68646,-2.000844,Fibro_Cocultured,0.3,1
5424059,1.17373,5.17166,Adipo_Cocultured,1,0.3
5430813,0.209397,6.828879,Adipo_Cocultured,1,0.3
5437217,2.427506,-3.6403,Fibro_Cocultured,0.3,1
5441225,5.857279,-2.179022,Fibro_Cocultured,0.3,1
5444238,1.726972,4.793577,Adipo_Cocultured,1,0.3
5449049,4.173988,-2.365905,Fibro_Cocultured,0.3,1
5450751,4.040339,-3.632224,Fibro_Cocultured,0.3,1
5454443,-0.095764,2.668305,Adipo_Cocultured,1,0.3
5454826,0.005204,4.061116,Adipo_Cocultured,1,0.3
5459449,-6.915785,1.27629,Fibro_Cocultured,0.3,1
5459504,2.906849,-2.279013,Adipo_Cocultured,1,0.3
5460086,1.934774,-3.166051,Fibro_Cocultured,0.3,1
5465384,3.186575,-3.91254,Fibro_Cocultured,0.3,1
5466890,0.345099,2.493891,Adipo_Cocultured,1,0.3
5469382,3.751205,-3.828156,Fibro_Cocultured,0.3,1
5473007,1.672126,1.764164,Adipo_Cocultured,1,0.3
5475272,-8.56534,2.659006,Fibro_Cocultured,0.3,1
5475393,1.512649,3.330677,Adipo_Cocultured,1,0.3
5476431,2.978014,-1.353462,Adipo_Cocultured,1,0.3
5479067,-2.049615,3.005853,Adipo_Cocultured,1,0.3
5482090,1.775216,5.135101,Adipo_Cocultured,1,0.3
5485456,5.264608,-2.312248,Adipo_Cocultured,1,0.3
5486279,2.160356,1.68524,Adipo_Cocultured,1,0.3
5489148,2.627393,-3.750125,Fibro_Cocultured,0.3,1
5492539,0.373265,-2.208961,Fibro_Cocultured,0.3,1
5507238,5.462808,-1.069364,Adipo_Cocultured,1,0.3
5509656,0.072847,5.298364,Adipo_Cocultured,1,0.3
5513446,2.419413,0.525446,Fibro_Cocultured,0.3,1
5515755,2.408831,2.728123,Adipo_Cocultured,1,0.3
5520720,1.057932,-4.237377,Adipo_Cocultured,1,0.3
5530900,1.474428,0.305702,Adipo_Cocultured,1,0.3
5532431,-5.626346,-0.712131,Fibro_Cocultured,0.3,1
5532939,5.944596,-2.27523,Fibro_Cocultured,0.3,1
5539033,1.786018,4.694131,Adipo_Cocultured,1,0.3
5542496,-6.831716,1.169972,Fibro_Cocultured,0.3,1
5545092,-10.491085,0.346658,Fibro_Cocultured,0.3,1
5547717,-1.76862,2.040707,Adipo_Cocultured,1,0.3
5553041,1.538456,-4.867131,Fibro_Cocultured,0.3,1
5553157,3.685486,-3.847089,Fibro_Cocultured,0.3,1
5555506,0.056887,1.790606,Adipo_Cocultured,1,0.3
5555917,1.159207,-0.833142,Fibro_Cocultured,0.3,1
5556011,4.482944,-2.132516,Adipo_Cocultured,1,0.3
5563225,0.427823,-2.647435,Adipo_Cocultured,1,0.3
5566048,-9.549432,-1.82782,Fibro_Cocultured,0.3,1
5574445,0.5082,6.110375,Adipo_Cocultured,1,0.3
5578342,4.882893,-2.313163,Fibro_Cocultured,0.3,1
5579956,0.131017,1.566508,Adipo_Cocultured,1,0.3
5580468,3.190348,-3.593135,Adipo_Cocultured,1,0.3
5582897,-4.163734,5.041771,Adipo_Cocultured,1,0.3
5585368,4.689902,-2.15297,Adipo_Cocultured,1,0.3
5586965,1.668708,2.043035,Adipo_Cocultured,1,0.3
5594313,4.136263,-0.562999,Fibro_Cocultured,0.3,1
5598124,1.595165,1.999925,Adipo_Cocultured,1,0.3
5599824,5.755387,-1.186481,Fibro_Cocultured,0.3,1
5604683,-7.651877,-1.04692,Fibro_Cocultured,0.3,1
5611086,5.214046,-0.747915,Fibro_Cocultured,0.3,1
5611750,1.905811,-1.831605,Fibro_Cocultured,0.3,1
5613240,1.352849,-2.373664,Fibro_Cocultured,0.3,1
5617585,3.846232,0.143924,Fibro_Cocultured,0.3,1
5618582,1.055375,2.287171,Adipo_Cocultured,1,0.3
5619528,5.423884,-0.8979,Fibro_Cocultured,0.3,1
5620771,2.185438,1.9982,Adipo_Cocultured,1,0.3
5641361,1.950094,1.331584,Adipo_Cocultured,1,0.3
5649537,-7.207262,-1.144682,Adipo_Cocultured,1,0.3
5650338,-0.132015,7.568588,Adipo_Cocultured,1,0.3
5650950,0.828233,2.150621,Adipo_Cocultured,1,0.3
5653407,2.337653,-1.902008,Fibro_Cocultured,0.3,1
5654606,5.749478,-1.906108,Fibro_Cocultured,0.3,1
5654768,4.231169,-0.537723,Fibro_Cocultured,0.3,1
5655522,0.268404,-0.514408,Adipo_Cocultured,1,0.3
5660117,2.594337,4.095815,Adipo_Cocultured,1,0.3
5662317,0.202397,1.502229,Adipo_Cocultured,1,0.3
5666032,0.764266,-1.876007,Fibro_Cocultured,0.3,1
5666608,0.374459,-2.786894,Fibro_Cocultured,0.3,1
5668470,2.539465,1.641683,Adipo_Cocultured,1,0.3
5674726,-0.155155,-3.405577,Adipo_Cocultured,1,0.3
5676523,0.585614,2.825251,Adipo_Cocultured,1,0.3
5680809,0.785275,3.859958,Fibro_Cocultured,0.3,1
5681324,0.319303,0.013333,Adipo_Cocultured,1,0.3
5683130,1.163838,-1.890219,Adipo_Cocultured,1,0.3
5690764,3.44181,-0.427188,Fibro_Cocultured,0.3,1
5691463,-5.025161,5.393216,Adipo_Cocultured,1,0.3
5699270,-9.268064,-1.756185,Fibro_Cocultured,0.3,1
5703533,-6.580659,1.931105,Adipo_Cocultured,1,0.3
5704171,-5.761127,-6.689795,Fibro_Cocultured,0.3,1
5705473,-7.043002,0.748668,Fibro_Cocultured,0.3,1
5707373,4.194758,0.382501,Fibro_Cocultured,0.3,1
5708821,0.531734,-3.783632,Fibro_Cocultured,0.3,1
5715726,1.018006,-2.34277,Fibro_Cocultured,0.3,1
5717483,-7.054401,2.792625,Fibro_Cocultured,0.3,1
5724686,2.711283,-3.812612,Fibro_Cocultured,0.3,1
5724760,0.179634,0.634222,Adipo_Cocultured,1,0.3
5724766,5.665752,-1.18336,Fibro_Cocultured,0.3,1
5726388,0.511219,-1.648134,Fibro_Cocultured,0.3,1
5732833,0.965354,4.622824,Adipo_Cocultured,1,0.3
5741080,0.886046,0.915875,Adipo_Cocultured,1,0.3
5741098,-7.052908,2.598611,Fibro_Cocultured,0.3,1
5747297,0.520275,-1.67259,Fibro_Cocultured,0.3,1
5752805,2.596275,0.596637,Fibro_Cocultured,0.3,1
5759905,1.876304,-1.154408,Adipo_Cocultured,1,0.3
5764487,3.395383,-3.594967,Adipo_Cocultured,1,0.3
5764529,4.082737,-2.451912,Fibro_Cocultured,0.3,1
5766492,3.647433,-3.726786,Fibro_Cocultured,0.3,1
5770553,4.498495,-2.075748,Fibro_Cocultured,0.3,1
5771234,1.068987,-1.040846,Adipo_Cocultured,1,0.3
5777702,3.036169,-0.782857,Fibro_Cocultured,0.3,1
5782257,1.932294,2.486823,Adipo_Cocultured,1,0.3
5786218,-10.206354,-1.345816,Fibro_Cocultured,0.3,1
5786716,1.156623,-1.045696,Fibro_Cocultured,0.3,1
5788511,0.782919,-2.923428,Fibro_Cocultured,0.3,1
5793136,1.686747,0.072789,Adipo_Cocultured,1,0.3
5800040,4.067173,-0.535389,Adipo_Cocultured,1,0.3
5800625,-7.169788,1.82084,Adipo_Cocultured,1,0.3
5801454,4.313018,-0.655571,Fibro_Cocultured,0.3,1
5805491,0.273141,3.461531,Adipo_Cocultured,1,0.3
5810568,2.397386,-3.146751,Adipo_Cocultured,1,0.3
5816294,2.001243,-1.768804,Fibro_Cocultured,0.3,1
5832568,3.856708,-2.550254,Fibro_Cocultured,0.3,1
5836769,0.1475,-1.930432,Adipo_Cocultured,1,0.3
5848161,3.934543,-0.714089,Fibro_Cocultured,0.3,1
5850750,-0.82955,-0.082274,Adipo_Cocultured,1,0.3
5852195,-0.363958,7.388467,Adipo_Cocultured,1,0.3
5857441,-10.421871,0.170194,Adipo_Cocultured,1,0.3
5868557,1.290884,4.560443,Fibro_Cocultured,0.3,1
5871703,-6.487967,1.764959,Fibro_Cocultured,0.3,1
5873065,-11.180214,-0.968117,Fibro_Cocultured,0.3,1
5883116,-9.985081,-0.210042,Adipo_Cocultured,1,0.3
5893230,4.94937,-1.545028,Fibro_Cocultured,0.3,1
5896959,2.458839,3.397415,Adipo_Cocultured,1,0.3
5899136,4.984534,-0.677559,Fibro_Cocultured,0.3,1
5899417,0.596624,5.89393,Adipo_Cocultured,1,0.3
5900890,1.757773,-4.657309,Fibro_Cocultured,0.3,1
5902949,-8.528433,0.931384,Fibro_Cocultured,0.3,1
5917972,2.906919,2.867066,Adipo_Cocultured,1,0.3
5918057,3.476606,-3.112936,Fibro_Cocultured,0.3,1
5924264,-1.093791,2.264146,Fibro_Cocultured,0.3,1
5924831,-0.519442,-0.539519,Fibro_Cocultured,0.3,1
5927759,-7.383979,1.739702,Fibro_Cocultured,0.3,1
5928986,3.101797,0.38074,Fibro_Cocultured,0.3,1
5933075,2.02284,1.160342,Adipo_Cocultured,1,0.3
5933986,2.409531,-2.588546,Fibro_Cocultured,0.3,1
5934482,-6.824592,2.427904,Fibro_Cocultured,0.3,1
5934900,-1.919816,7.705393,Adipo_Cocultured,1,0.3
5936378,-8.399075,2.011826,Fibro_Cocultured,0.3,1
5936706,-9.938447,1.011134,Fibro_Cocultured,0.3,1
5937979,-9.864408,-1.54081,Fibro_Cocultured,0.3,1
5938682,-2.741374,7.796367,Adipo_Cocultured,1,0.3
5941669,0.931683,2.587808,Adipo_Cocultured,1,0.3
5945904,0.217497,5.531978,Adipo_Cocultured,1,0.3
5948885,1.050425,0.021259,Fibro_Cocultured,0.3,1
5951321,1.583474,3.70735,Adipo_Cocultured,1,0.3
5952307,2.045973,1.001762,Fibro_Cocultured,0.3,1
5956509,-0.16493,2.271588,Adipo_Cocultured,1,0.3
5956991,-6.452933,3.722218,Fibro_Cocultured,0.3,1
5957272,1.193664,0.61117,Adipo_Cocultured,1,0.3
5961296,3.115941,-4.596015,Adipo_Cocultured,1,0.3
5966822,2.185926,0.481222,Fibro_Cocultured,0.3,1
5969808,5.18171,-0.61121,Fibro_Cocultured,0.3,1
5974160,-3.750016,5.368927,Adipo_Cocultured,1,0.3
5976332,1.224925,-2.191751,Fibro_Cocultured,0.3,1
5978181,1.400458,-3.788991,Fibro_Cocultured,0.3,1
5983366,-7.084763,1.298349,Fibro_Cocultured,0.3,1
5985737,2.969856,-1.259586,Fibro_Cocultured,0.3,1
5987404,4.128236,-0.858756,Fibro_Cocultured,0.3,1
5988621,0.925481,2.110132,Fibro_Cocultured,0.3,1
5991660,2.307834,-2.149101,Fibro_Cocultured,0.3,1
5991863,2.174853,-4.358526,Fibro_Cocultured,0.3,1
5998926,-0.291636,7.419591,Fibro_Cocultured,0.3,1
5999385,3.194022,-4.682304,Fibro_Cocultured,0.3,1
5999504,2.392368,-2.645997,Adipo_Cocultured,1,0.3
6001490,-7.784951,-1.181575,Fibro_Cocultured,0.3,1
6004115,-0.684151,2.176222,Adipo_Cocultured,1,0.3
6010733,1.898465,-1.640952,Fibro_Cocultured,0.3,1
6015299,0.384723,-2.013821,Fibro_Cocultured,0.3,1
