Cell,umap_1,umap_2,SampleID,AdipoAlpha,FibroAlpha
25964791,2.160567,2.956015,Adipo_Cocultured,1,0.3
25967515,-0.173825,-2.115035,Fibro_Cocultured,0.3,1
25968333,0.850203,0.446284,Adipo_Cocultured,1,0.3
25976094,2.418331,-2.486962,Fibro_Cocultured,0.3,1
25979821,0.987107,-1.815122,Fibro_Cocultured,0.3,1
25982712,2.126944,-1.294774,Fibro_Cocultured,0.3,1
25984500,-6.846552,1.923942,Adipo_Cocultured,1,0.3
25986408,4.871413,-0.871168,Fibro_Cocultured,0.3,1
25989408,-4.165083,5.022884,Adipo_Cocultured,1,0.3
25990632,-0.903846,3.432473,Adipo_Cocultured,1,0.3
25991428,3.795588,0.170039,Adipo_Cocultured,1,0.3
25992785,-3.983501,6.174336,Adipo_Cocultured,1,0.3
26008799,3.467662,-2.733353,Fibro_Cocultured,0.3,1
26009635,-0.129331,-3.18263,Adipo_Cocultured,1,0.3
26010171,-6.094338,-0.153843,Fibro_Cocultured,0.3,1
26010192,3.015512,-1.665217,Fibro_Cocultured,0.3,1
26013272,1.104521,0.730191,Fibro_Cocultured,0.3,1
26014828,3.410306,-2.927821,Fibro_Cocultured,0.3,1
26020662,-0.428179,1.127392,Adipo_Cocultured,1,0.3
26022970,1.289451,4.054968,Adipo_Cocultured,1,0.3
26023705,2.746669,0.31548,Fibro_Cocultured,0.3,1
26029757,-8.408213,1.662571,Fibro_Cocultured,0.3,1
26032111,-7.672473,-0.731494,Fibro_Cocultured,0.3,1
26034031,-5.939757,-6.85601,Fibro_Cocultured,0.3,1
26036115,1.413412,4.979108,Adipo_Cocultured,1,0.3
26036153,5.835619,-2.257303,Fibro_Cocultured,0.3,1
26038692,0.937282,-2.191545,Fibro_Cocultured,0.3,1
26042193,6.132623,-1.442191,Adipo_Cocultured,1,0.3
26053792,-6.127052,-0.588719,Adipo_Cocultured,1,0.3
26059106,0.757717,1.283679,Adipo_Cocultured,1,0.3
26060165,5.672987,-1.555561,Fibro_Cocultured,0.3,1
26063166,1.535218,0.926748,Fibro_Cocultured,0.3,1
26063882,-6.798423,2.391399,Fibro_Cocultured,0.3,1
26065534,-9.418857,0.260467,Fibro_Cocultured,0.3,1
26067034,2.409855,-2.215914,Adipo_Cocultured,1,0.3
26069645,-0.126275,2.253367,Adipo_Cocultured,1,0.3
26069796,2.367877,-0.135984,Adipo_Cocultured,1,0.3
26069877,0.865304,-0.052455,Adipo_Cocultured,1,0.3
26071117,2.04251,2.195146,Adipo_Cocultured,1,0.3
26077556,3.642894,-3.064412,Fibro_Cocultured,0.3,1
26083570,-6.17339,0.586172,Fibro_Cocultured,0.3,1
26084308,3.669489,-3.263756,Fibro_Cocultured,0.3,1
26087414,-0.003675,-0.998662,Adipo_Cocultured,1,0.3
26088286,2.441924,-0.686521,Fibro_Cocultured,0.3,1
26090808,1.549287,-1.653851,Fibro_Cocultured,0.3,1
26093687,0.033364,-0.321939,Adipo_Cocultured,1,0.3
26095547,1.310929,-3.840132,Fibro_Cocultured,0.3,1
26097148,2.715316,-1.242518,Adipo_Cocultured,1,0.3
26112657,0.067729,-3.034883,Fibro_Cocultured,0.3,1
26117181,3.139663,-2.283866,Fibro_Cocultured,0.3,1
26122605,-4.663688,-1.10459,Fibro_Cocultured,0.3,1
26124728,4.187965,-2.13898,Adipo_Cocultured,1,0.3
26126408,2.591885,3.859838,Adipo_Cocultured,1,0.3
26127036,2.720537,-4.259059,Fibro_Cocultured,0.3,1
26128399,3.296795,-2.559979,Fibro_Cocultured,0.3,1
26138023,-9.996747,0.597943,Fibro_Cocultured,0.3,1
26152306,-5.240521,4.95082,Adipo_Cocultured,1,0.3
26153682,2.016991,-3.885702,Fibro_Cocultured,0.3,1
26153902,3.021933,-2.279046,Fibro_Cocultured,0.3,1
26155091,-5.073857,4.188435,Adipo_Cocultured,1,0.3
26175288,3.809091,0.049898,Fibro_Cocultured,0.3,1
26176819,3.639166,-2.657434,Adipo_Cocultured,1,0.3
26180171,5.21427,-3.633716,Adipo_Cocultured,1,0.3
26181993,1.809029,0.501057,Adipo_Cocultured,1,0.3
26187744,5.724791,-2.556094,Fibro_Cocultured,0.3,1
26188725,4.814576,-0.437809,Adipo_Cocultured,1,0.3
26191536,3.928006,1.166421,Adipo_Cocultured,1,0.3
26199436,-4.083297,4.29087,Adipo_Cocultured,1,0.3
26202785,-3.22678,4.632611,Adipo_Cocultured,1,0.3
26225329,1.842569,5.062947,Adipo_Cocultured,1,0.3
26225490,1.871421,-1.006916,Fibro_Cocultured,0.3,1
26230458,2.150921,-4.463249,Fibro_Cocultured,0.3,1
26231009,2.487913,3.753108,Fibro_Cocultured,0.3,1
26234464,-11.085514,-1.461206,Fibro_Cocultured,0.3,1
26234805,-7.499154,-0.076964,Fibro_Cocultured,0.3,1
26240160,0.265186,-2.941454,Adipo_Cocultured,1,0.3
26249019,-3.15511,4.456823,Adipo_Cocultured,1,0.3
26252505,-6.500178,-0.428962,Fibro_Cocultured,0.3,1
26256846,4.909414,-3.212826,Adipo_Cocultured,1,0.3
26259983,1.404491,5.102136,Adipo_Cocultured,1,0.3
26264114,0.934635,3.351964,Adipo_Cocultured,1,0.3
26273527,-1.107094,1.903424,Adipo_Cocultured,1,0.3
26276292,5.395599,-0.572537,Fibro_Cocultured,0.3,1
26277453,-7.398899,-0.267109,Adipo_Cocultured,1,0.3
26280098,1.349906,0.736489,Adipo_Cocultured,1,0.3
26289416,2.630325,3.413608,Fibro_Cocultured,0.3,1
26294557,1.380232,2.105048,Adipo_Cocultured,1,0.3
26297767,-0.161328,4.881537,Adipo_Cocultured,1,0.3
26302273,-0.227833,1.81504,Adipo_Cocultured,1,0.3
26306816,4.468081,-1.98896,Fibro_Cocultured,0.3,1
26307105,5.995492,-1.570194,Fibro_Cocultured,0.3,1
26308864,1.327663,1.941645,Adipo_Cocultured,1,0.3
26309123,1.376348,-3.602722,Fibro_Cocultured,0.3,1
26312860,1.923902,2.443033,Adipo_Cocultured,1,0.3
26313492,4.042956,-4.209778,Fibro_Cocultured,0.3,1
26323330,-9.049671,-1.889697,Fibro_Cocultured,0.3,1
26326358,0.631319,0.277305,Adipo_Cocultured,1,0.3
26335730,2.267365,-0.854655,Adipo_Cocultured,1,0.3
26336891,-1.506279,3.255814,Adipo_Cocultured,1,0.3
26340306,3.455323,-1.645395,Fibro_Cocultured,0.3,1
26344129,3.471027,-0.663341,Adipo_Cocultured,1,0.3
26345963,1.935374,-2.803217,Fibro_Cocultured,0.3,1
26346093,1.763151,-3.911331,Fibro_Cocultured,0.3,1
26348353,0.65937,0.718921,Adipo_Cocultured,1,0.3
26349022,-3.990828,6.698961,Adipo_Cocultured,1,0.3
26354309,2.631844,-1.178392,Fibro_Cocultured,0.3,1
26358438,1.039737,1.36135,Adipo_Cocultured,1,0.3
26362811,3.368321,-2.37539,Fibro_Cocultured,0.3,1
26363703,1.056505,-0.311517,Fibro_Cocultured,0.3,1
26369829,5.123583,-3.384175,Fibro_Cocultured,0.3,1
26373674,0.083705,4.870973,Adipo_Cocultured,1,0.3
26382110,2.197361,-0.319949,Fibro_Cocultured,0.3,1
26386141,4.701691,-0.496666,Fibro_Cocultured,0.3,1
26386428,4.317249,0.546904,Adipo_Cocultured,1,0.3
26391559,-0.587636,-0.130832,Adipo_Cocultured,1,0.3
26392966,2.757787,1.636218,Fibro_Cocultured,0.3,1
26396938,1.938865,-3.181236,Adipo_Cocultured,1,0.3
26397175,3.566174,0.375151,Fibro_Cocultured,0.3,1
26410424,-6.397022,0.22915,Fibro_Cocultured,0.3,1
26413558,4.227983,0.847152,Adipo_Cocultured,1,0.3
26413766,3.308374,-4.312028,Fibro_Cocultured,0.3,1
26419598,4.58882,-0.976527,Fibro_Cocultured,0.3,1
26422625,2.464549,-4.593826,Fibro_Cocultured,0.3,1
26429843,2.901934,-0.385159,Fibro_Cocultured,0.3,1
26448585,-9.614649,1.019064,Fibro_Cocultured,0.3,1
26448656,4.813732,-3.056782,Fibro_Cocultured,0.3,1
26450288,-6.740839,2.504129,Adipo_Cocultured,1,0.3
26464351,1.907227,4.890226,Adipo_Cocultured,1,0.3
26468624,-11.503143,-0.782786,Fibro_Cocultured,0.3,1
26472802,-7.600542,2.071947,Adipo_Cocultured,1,0.3
26473896,4.541395,0.458252,Adipo_Cocultured,1,0.3
26477722,1.95881,-0.771168,Adipo_Cocultured,1,0.3
26480749,1.756032,-0.412145,Fibro_Cocultured,0.3,1
26482142,0.720292,-1.635303,Fibro_Cocultured,0.3,1
26483471,3.993919,0.635649,Fibro_Cocultured,0.3,1
26485210,-0.442949,2.129319,Adipo_Cocultured,1,0.3
26492302,1.172214,4.054425,Adipo_Cocultured,1,0.3
26493332,-8.065668,0.71819,Fibro_Cocultured,0.3,1
26495549,-9.859366,-2.003683,Fibro_Cocultured,0.3,1
26500849,-3.261346,4.399057,Adipo_Cocultured,1,0.3
26501300,5.764493,-2.523496,Fibro_Cocultured,0.3,1
26502070,3.639245,-1.925862,Adipo_Cocultured,1,0.3
26503268,-8.132528,-1.155203,Fibro_Cocultured,0.3,1
26519770,-8.425832,0.820475,Fibro_Cocultured,0.3,1
26520867,1.112308,3.162173,Fibro_Cocultured,0.3,1
26522063,2.714955,-1.731519,Fibro_Cocultured,0.3,1
26529528,-7.268406,-1.47865,Fibro_Cocultured,0.3,1
26530819,4.079664,-1.255135,Fibro_Cocultured,0.3,1
26533483,3.166848,-2.27556,Fibro_Cocultured,0.3,1
26534725,2.127147,-4.402361,Adipo_Cocultured,1,0.3
26537663,0.131302,-3.669272,Fibro_Cocultured,0.3,1
26538846,-8.993166,-1.846031,Fibro_Cocultured,0.3,1
26543279,3.797429,-2.136318,Fibro_Cocultured,0.3,1
26545822,1.433381,-4.417672,Fibro_Cocultured,0.3,1
26548166,-6.740812,3.516479,Fibro_Cocultured,0.3,1
26559083,5.91598,-2.20753,Fibro_Cocultured,0.3,1
26566191,-4.73977,4.889489,Adipo_Cocultured,1,0.3
26571062,0.578631,-2.526928,Fibro_Cocultured,0.3,1
26573271,4.830137,-1.962371,Fibro_Cocultured,0.3,1
26591340,4.446389,-1.205819,Fibro_Cocultured,0.3,1
26594362,-3.235865,7.480835,Adipo_Cocultured,1,0.3
26600889,1.343073,-4.216817,Fibro_Cocultured,0.3,1
26609865,1.348422,0.34642,Adipo_Cocultured,1,0.3
26610777,3.851796,-2.767596,Adipo_Cocultured,1,0.3
26622922,2.519269,-2.349248,Fibro_Cocultured,0.3,1
26623791,4.671571,-3.534604,Fibro_Cocultured,0.3,1
26631815,1.516907,2.284517,Adipo_Cocultured,1,0.3
26632680,-7.42574,-1.207526,Fibro_Cocultured,0.3,1
26633829,4.543013,-0.598994,Fibro_Cocultured,0.3,1
26649965,-7.074983,-1.422505,Fibro_Cocultured,0.3,1
26665649,-6.8996,-1.911079,Fibro_Cocultured,0.3,1
26668544,2.151339,-1.822307,Adipo_Cocultured,1,0.3
26669943,1.834223,-3.696748,Fibro_Cocultured,0.3,1
26670654,5.16067,-0.911809,Adipo_Cocultured,1,0.3
26674597,1.743625,1.031805,Fibro_Cocultured,0.3,1
26677404,-1.269688,2.500677,Adipo_Cocultured,1,0.3
26677439,5.398699,-1.627398,Adipo_Cocultured,1,0.3
26677965,-10.465734,-2.004736,Fibro_Cocultured,0.3,1
26678191,5.801368,-2.194811,Fibro_Cocultured,0.3,1
26681444,-6.078556,-0.488921,Fibro_Cocultured,0.3,1
26682501,3.728745,0.454382,Fibro_Cocultured,0.3,1
26685937,0.788681,-0.092089,Adipo_Cocultured,1,0.3
26689289,-4.68737,4.688795,Adipo_Cocultured,1,0.3
26689728,-11.455069,-0.600786,Fibro_Cocultured,0.3,1
26690008,1.060319,1.532913,Fibro_Cocultured,0.3,1
26692324,4.167472,-2.202555,Fibro_Cocultured,0.3,1
26696529,0.13513,2.566339,Adipo_Cocultured,1,0.3
26702818,2.68566,-3.098748,Fibro_Cocultured,0.3,1
26704110,4.292511,-1.76752,Fibro_Cocultured,0.3,1
26704701,5.385194,-2.160726,Fibro_Cocultured,0.3,1
26712381,1.824101,-4.528344,Fibro_Cocultured,0.3,1
26714451,1.902485,-4.326996,Fibro_Cocultured,0.3,1
26726876,-2.365756,2.850758,Adipo_Cocultured,1,0.3
26727488,4.967993,-2.811572,Fibro_Cocultured,0.3,1
26729826,-0.181596,-2.424945,Fibro_Cocultured,0.3,1
26733342,4.828902,-2.671606,Fibro_Cocultured,0.3,1
26734238,0.396969,-0.701481,Fibro_Cocultured,0.3,1
26744772,2.521689,-4.85428,Fibro_Cocultured,0.3,1
26756359,4.674447,-3.546737,Fibro_Cocultured,0.3,1
26761283,-7.583596,0.055552,Adipo_Cocultured,1,0.3
26762898,1.003457,4.941988,Adipo_Cocultured,1,0.3
26765602,-5.069285,5.122622,Adipo_Cocultured,1,0.3
26767786,3.186698,0.753559,Adipo_Cocultured,1,0.3
26769441,5.624999,-1.546766,Adipo_Cocultured,1,0.3
26777827,-6.921578,-1.58015,Fibro_Cocultured,0.3,1
26787046,-10.396691,-1.334415,Fibro_Cocultured,0.3,1
26792287,3.329807,-3.036768,Fibro_Cocultured,0.3,1
26792447,3.959369,-0.900652,Fibro_Cocultured,0.3,1
26795781,-5.083765,-0.966682,Fibro_Cocultured,0.3,1
26803035,0.739601,-0.064817,Adipo_Cocultured,1,0.3
26804747,0.126814,5.16738,Adipo_Cocultured,1,0.3
26815366,2.292798,-1.977483,Adipo_Cocultured,1,0.3
26818244,2.176679,-1.627171,Adipo_Cocultured,1,0.3
26827697,2.819151,1.137689,Fibro_Cocultured,0.3,1
26827736,2.355902,-4.878029,Fibro_Cocultured,0.3,1
26828301,-0.015892,2.764074,Adipo_Cocultured,1,0.3
26828472,-6.641945,3.139435,Fibro_Cocultured,0.3,1
26832495,0.79738,2.398522,Adipo_Cocultured,1,0.3
26834015,5.648041,-1.522615,Fibro_Cocultured,0.3,1
26836055,0.881245,1.750765,Adipo_Cocultured,1,0.3
26843037,1.879756,-1.902303,Fibro_Cocultured,0.3,1
26845631,5.581068,-1.467607,Fibro_Cocultured,0.3,1
26846027,-8.208464,2.206618,Fibro_Cocultured,0.3,1
26854740,3.023773,-0.614288,Fibro_Cocultured,0.3,1
26865804,1.245642,4.305547,Fibro_Cocultured,0.3,1
26866030,4.666124,-2.068868,Adipo_Cocultured,1,0.3
26867118,1.294568,-3.663133,Fibro_Cocultured,0.3,1
26870010,0.16488,1.078679,Adipo_Cocultured,1,0.3
26872790,4.565051,-2.151699,Fibro_Cocultured,0.3,1
26875089,-7.783703,-0.051862,Adipo_Cocultured,1,0.3
26875095,2.932071,-4.38374,Adipo_Cocultured,1,0.3
26885437,4.73832,-3.302465,Fibro_Cocultured,0.3,1
26888266,-0.216802,0.304804,Adipo_Cocultured,1,0.3
26888536,0.266129,1.892209,Adipo_Cocultured,1,0.3
26889839,2.749134,-4.532893,Fibro_Cocultured,0.3,1
26903945,2.408266,-0.681399,Fibro_Cocultured,0.3,1
26911801,2.230738,-0.236297,Adipo_Cocultured,1,0.3
26912451,4.640231,-3.516888,Fibro_Cocultured,0.3,1
26917082,3.188992,-1.087579,Adipo_Cocultured,1,0.3
26922016,-2.187451,7.755479,Adipo_Cocultured,1,0.3
26925291,3.980196,-0.091835,Fibro_Cocultured,0.3,1
26928305,4.034316,-2.368781,Fibro_Cocultured,0.3,1
26928365,3.073645,-0.874976,Adipo_Cocultured,1,0.3
26933725,2.655533,2.27986,Adipo_Cocultured,1,0.3
26935237,0.906615,-4.318388,Fibro_Cocultured,0.3,1
26936730,1.28336,0.200127,Fibro_Cocultured,0.3,1
26943819,2.241185,-0.260957,Fibro_Cocultured,0.3,1
26947253,-3.827062,5.687309,Adipo_Cocultured,1,0.3
26947910,3.996953,-2.275876,Fibro_Cocultured,0.3,1
26950417,4.638547,0.351562,Adipo_Cocultured,1,0.3
26961118,-5.246225,4.337482,Adipo_Cocultured,1,0.3
26961545,-1.241248,1.024619,Adipo_Cocultured,1,0.3
26962698,1.816354,0.596067,Adipo_Cocultured,1,0.3
26967553,1.35703,0.906765,Adipo_Cocultured,1,0.3
26971211,-11.328081,-1.393961,Adipo_Cocultured,1,0.3
26973557,3.792293,-1.558517,Fibro_Cocultured,0.3,1
26975294,3.893185,-2.070211,Fibro_Cocultured,0.3,1
26977737,1.329291,-0.843682,Fibro_Cocultured,0.3,1
26979519,-6.73246,1.224548,Fibro_Cocultured,0.3,1
26979666,1.333797,2.157046,Adipo_Cocultured,1,0.3
26994503,-6.845457,-0.382423,Fibro_Cocultured,0.3,1
26999996,-9.87368,-1.027373,Adipo_Cocultured,1,0.3
27000470,0.550002,2.070464,Adipo_Cocultured,1,0.3
27004342,4.383881,-3.266001,Fibro_Cocultured,0.3,1
27004466,2.882753,-2.542524,Fibro_Cocultured,0.3,1
27021264,2.539524,0.921858,Adipo_Cocultured,1,0.3
27023131,2.749888,0.17036,Adipo_Cocultured,1,0.3
27037659,4.618629,-0.71849,Fibro_Cocultured,0.3,1
27038902,5.42349,-0.29119,Adipo_Cocultured,1,0.3
27041695,5.59717,-1.168297,Fibro_Cocultured,0.3,1
27046660,2.010961,1.519512,Adipo_Cocultured,1,0.3
27050275,0.735701,-0.443942,Adipo_Cocultured,1,0.3
27051025,-6.967124,3.233782,Adipo_Cocultured,1,0.3
27051478,-0.531678,-2.254487,Adipo_Cocultured,1,0.3
27060963,-0.246894,0.650198,Adipo_Cocultured,1,0.3
27065521,-7.738645,-0.996943,Fibro_Cocultured,0.3,1
27066840,0.648977,-4.040324,Fibro_Cocultured,0.3,1
27068105,2.600064,-4.843245,Fibro_Cocultured,0.3,1
27071880,3.236163,-0.340838,Adipo_Cocultured,1,0.3
27072070,-5.632841,0.058033,Fibro_Cocultured,0.3,1
27075502,-7.419925,1.281297,Fibro_Cocultured,0.3,1
27085947,-10.813135,-0.522431,Fibro_Cocultured,0.3,1
27086041,-9.9003,0.871442,Fibro_Cocultured,0.3,1
27089591,3.519649,-2.673759,Fibro_Cocultured,0.3,1
27094670,-6.709864,2.660816,Fibro_Cocultured,0.3,1
27094931,-10.174126,-1.821597,Fibro_Cocultured,0.3,1
27098778,3.405274,-3.8457,Fibro_Cocultured,0.3,1
27102501,-3.872837,6.758914,Adipo_Cocultured,1,0.3
27102729,-0.665698,4.055966,Adipo_Cocultured,1,0.3
27115208,2.769606,-3.210664,Adipo_Cocultured,1,0.3
27121200,1.541547,-2.577512,Fibro_Cocultured,0.3,1
27137090,5.969655,-1.060098,Fibro_Cocultured,0.3,1
27143268,-7.107179,-1.120141,Fibro_Cocultured,0.3,1
27145956,-7.652151,-0.739251,Fibro_Cocultured,0.3,1
27147210,0.37499,-0.207624,Fibro_Cocultured,0.3,1
27151330,3.486395,-4.499823,Fibro_Cocultured,0.3,1
27154996,-5.811071,3.810565,Adipo_Cocultured,1,0.3
27156291,3.880682,-1.886665,Fibro_Cocultured,0.3,1
27162409,4.58912,-0.268735,Fibro_Cocultured,0.3,1
27166446,-0.33679,-0.095485,Adipo_Cocultured,1,0.3
27167998,4.130181,-1.846419,Fibro_Cocultured,0.3,1
27169654,1.984199,0.911335,Fibro_Cocultured,0.3,1
27184921,2.564081,2.141593,Adipo_Cocultured,1,0.3
27186258,4.347683,-4.248177,Fibro_Cocultured,0.3,1
27189167,-0.780557,4.547481,Adipo_Cocultured,1,0.3
27191618,-0.171603,-4.104201,Fibro_Cocultured,0.3,1
27199786,1.045468,2.40471,Adipo_Cocultured,1,0.3
27204596,-9.885346,-1.497447,Fibro_Cocultured,0.3,1
27218042,0.37387,3.268236,Adipo_Cocultured,1,0.3
27228567,-0.126011,0.548301,Adipo_Cocultured,1,0.3
27245288,3.389092,-0.690992,Fibro_Cocultured,0.3,1
27248965,2.389376,0.016567,Fibro_Cocultured,0.3,1
27250865,2.239579,-2.876703,Fibro_Cocultured,0.3,1
27251632,-6.805534,-1.133681,Fibro_Cocultured,0.3,1
27252002,3.144523,-0.633706,Adipo_Cocultured,1,0.3
27252415,1.773549,1.830032,Adipo_Cocultured,1,0.3
27259638,1.917363,3.975341,Adipo_Cocultured,1,0.3
27266007,0.805665,-0.88107,Adipo_Cocultured,1,0.3
27267167,3.937605,-4.134475,Fibro_Cocultured,0.3,1
27267839,0.219743,-3.880017,Fibro_Cocultured,0.3,1
27279493,-5.659772,-6.671458,Fibro_Cocultured,0.3,1
27289951,-4.908558,4.324648,Adipo_Cocultured,1,0.3
27293233,-0.453422,1.567672,Adipo_Cocultured,1,0.3
27295232,-6.564872,-0.477199,Fibro_Cocultured,0.3,1
27295845,4.146133,-0.137606,Adipo_Cocultured,1,0.3
27301106,-4.115092,5.791273,Adipo_Cocultured,1,0.3
27302315,-1.847516,3.297697,Adipo_Cocultured,1,0.3
27302567,2.173588,2.759762,Adipo_Cocultured,1,0.3
27309073,1.539269,-4.19012,Fibro_Cocultured,0.3,1
27310363,3.727614,-0.13694,Fibro_Cocultured,0.3,1
27312151,4.825143,-1.791486,Fibro_Cocultured,0.3,1
27315722,-7.051961,2.637219,Fibro_Cocultured,0.3,1
27319307,1.607051,0.427412,Fibro_Cocultured,0.3,1
27326537,-6.754653,2.03347,Fibro_Cocultured,0.3,1
27330286,-3.534714,5.158219,Adipo_Cocultured,1,0.3
27337085,1.721125,2.939156,Adipo_Cocultured,1,0.3
27338151,-0.760083,0.904762,Adipo_Cocultured,1,0.3
27347919,-5.040873,5.327116,Adipo_Cocultured,1,0.3
27362388,0.521099,1.568346,Adipo_Cocultured,1,0.3
27364149,5.748609,-2.820827,Fibro_Cocultured,0.3,1
27368109,-3.754407,7.141762,Adipo_Cocultured,1,0.3
27368391,1.413568,1.732785,Adipo_Cocultured,1,0.3
27371225,-8.121333,2.273643,Fibro_Cocultured,0.3,1
27380654,-6.948406,2.382869,Fibro_Cocultured,0.3,1
27383102,-8.52865,1.274806,Fibro_Cocultured,0.3,1
27383271,1.976801,-3.594909,Fibro_Cocultured,0.3,1
27393139,-0.030011,0.948871,Adipo_Cocultured,1,0.3
27393749,3.478143,0.857527,Adipo_Cocultured,1,0.3
27396505,-6.142131,1.677755,Fibro_Cocultured,0.3,1
27397406,1.568122,-1.142118,Fibro_Cocultured,0.3,1
27398873,-0.971635,2.652256,Adipo_Cocultured,1,0.3
27401470,-6.944861,-1.871774,Fibro_Cocultured,0.3,1
27405841,-1.320488,1.563561,Adipo_Cocultured,1,0.3
27415983,1.862471,-1.892168,Fibro_Cocultured,0.3,1
27418106,-7.322012,-1.191537,Fibro_Cocultured,0.3,1
27418206,-4.611939,-1.067868,Adipo_Cocultured,1,0.3
27420938,-0.609339,0.320673,Adipo_Cocultured,1,0.3
27422091,5.829362,-1.25368,Fibro_Cocultured,0.3,1
27443384,-8.689883,-0.559086,Fibro_Cocultured,0.3,1
27450324,1.378053,-0.603803,Adipo_Cocultured,1,0.3
27451961,-6.216327,1.514944,Fibro_Cocultured,0.3,1
27458177,5.088988,-3.258061,Fibro_Cocultured,0.3,1
27481752,4.232643,-2.63946,Fibro_Cocultured,0.3,1
27484709,0.133346,5.118527,Adipo_Cocultured,1,0.3
27489801,1.921682,-3.919743,Fibro_Cocultured,0.3,1
27493811,-6.501099,1.014352,Fibro_Cocultured,0.3,1
27497535,5.737686,-0.937308,Fibro_Cocultured,0.3,1
27501055,1.08925,-0.13124,Fibro_Cocultured,0.3,1
27503804,0.434691,-4.126479,Adipo_Cocultured,1,0.3
27503834,1.865317,-1.404762,Adipo_Cocultured,1,0.3
27507439,1.187106,-4.353959,Fibro_Cocultured,0.3,1
27511205,2.252421,-2.115148,Adipo_Cocultured,1,0.3
27512569,-5.830826,-6.745805,Fibro_Cocultured,0.3,1
27513540,4.774047,-2.548392,Fibro_Cocultured,0.3,1
27515012,0.592883,2.395581,Adipo_Cocultured,1,0.3
27515994,4.454984,0.330781,Fibro_Cocultured,0.3,1
27519347,2.679422,-0.336243,Adipo_Cocultured,1,0.3
27523472,4.519312,-3.366401,Fibro_Cocultured,0.3,1
27523960,0.31317,0.202342,Adipo_Cocultured,1,0.3
27527194,1.483439,-0.14324,Adipo_Cocultured,1,0.3
27529213,-10.110024,0.092503,Fibro_Cocultured,0.3,1
27529988,4.2916,-3.194081,Fibro_Cocultured,0.3,1
27534444,1.377811,2.385477,Adipo_Cocultured,1,0.3
27538836,2.373391,-0.798005,Adipo_Cocultured,1,0.3
27540570,2.75208,-3.980039,Fibro_Cocultured,0.3,1
27543448,4.555967,-2.824787,Fibro_Cocultured,0.3,1
27546323,1.821682,2.447776,Fibro_Cocultured,0.3,1
27549397,-2.486283,2.921278,Adipo_Cocultured,1,0.3
27550680,4.597024,-3.529013,Adipo_Cocultured,1,0.3
27557147,-5.798585,3.90732,Fibro_Cocultured,0.3,1
27559341,-3.919966,6.80041,Adipo_Cocultured,1,0.3
27567620,1.177346,0.977583,Fibro_Cocultured,0.3,1
27576914,-8.889331,-1.909411,Fibro_Cocultured,0.3,1
27580537,-5.174054,4.979573,Adipo_Cocultured,1,0.3
27582368,-2.836793,3.698201,Fibro_Cocultured,0.3,1
27592877,-9.738773,0.244395,Fibro_Cocultured,0.3,1
27603369,2.272369,-2.58264,Adipo_Cocultured,1,0.3
27607206,-0.640558,0.919197,Adipo_Cocultured,1,0.3
27617298,1.668491,4.492378,Adipo_Cocultured,1,0.3
27623883,3.918553,-1.853661,Fibro_Cocultured,0.3,1
27629249,-7.26397,2.089843,Adipo_Cocultured,1,0.3
27632625,4.554753,-2.245705,Adipo_Cocultured,1,0.3
27637109,1.212639,-0.775631,Adipo_Cocultured,1,0.3
27641843,1.254036,-3.627093,Fibro_Cocultured,0.3,1
27644011,3.568304,-4.182338,Fibro_Cocultured,0.3,1
27647828,5.093249,-3.529498,Fibro_Cocultured,0.3,1
27657784,-7.221391,2.104131,Fibro_Cocultured,0.3,1
27668607,-0.686202,1.969038,Adipo_Cocultured,1,0.3
27668809,1.472198,0.594475,Adipo_Cocultured,1,0.3
27672754,-4.542395,4.256968,Adipo_Cocultured,1,0.3
27681515,0.586315,-4.631196,Adipo_Cocultured,1,0.3
27683698,-10.617857,0.757434,Fibro_Cocultured,0.3,1
27688362,0.057782,-2.439117,Adipo_Cocultured,1,0.3
27693670,5.87812,-1.349284,Fibro_Cocultured,0.3,1
27697131,5.212816,-0.559446,Fibro_Cocultured,0.3,1
27699140,5.637826,-1.244462,Fibro_Cocultured,0.3,1
27700887,0.023281,7.345522,Fibro_Cocultured,0.3,1
27702166,2.533061,-4.221008,Fibro_Cocultured,0.3,1
27711446,4.652954,-1.537365,Fibro_Cocultured,0.3,1
27722030,2.310496,-2.727914,Fibro_Cocultured,0.3,1
27722629,2.505179,0.145647,Fibro_Cocultured,0.3,1
27729431,-0.101785,-1.464758,Adipo_Cocultured,1,0.3
27731963,-1.707125,3.778731,Adipo_Cocultured,1,0.3
27766313,2.082396,3.259443,Fibro_Cocultured,0.3,1
27782922,-7.893578,2.486922,Adipo_Cocultured,1,0.3
27788711,2.296936,-4.144618,Fibro_Cocultured,0.3,1
27797657,-9.218441,-2.025838,Fibro_Cocultured,0.3,1
27804052,-1.472346,2.201481,Adipo_Cocultured,1,0.3
27813033,-5.477506,4.228518,Adipo_Cocultured,1,0.3
27819521,0.645959,2.48755,Adipo_Cocultured,1,0.3
27822501,4.748897,-1.582916,Adipo_Cocultured,1,0.3
27830718,2.34864,2.176647,Adipo_Cocultured,1,0.3
27833821,0.171398,0.450121,Adipo_Cocultured,1,0.3
27846509,-8.409304,2.461227,Adipo_Cocultured,1,0.3
27851829,-0.038327,-2.920272,Adipo_Cocultured,1,0.3
27865854,2.809352,-1.790472,Fibro_Cocultured,0.3,1
27870543,5.332498,-2.56954,Fibro_Cocultured,0.3,1
