Cell,umap_1,umap_2,CellType1,colour
27301106,-4.115092,5.791273,Myeloid Progenitors,#004583
27302315,-1.847516,3.297697,Myeloid Progenitors,#004583
27302567,2.173588,2.759762,Monocytes,#9897df
27309073,1.539269,-4.19012,Macrophages,#f08592
27310363,3.727614,-0.13694,Macrophages,#f08592
27312151,4.825143,-1.791486,Macrophages,#f08592
27315722,-7.051961,2.637219,T Cells,#f6d100
27319307,1.607051,0.427412,Macrophages,#f08592
27326537,-6.754653,2.03347,T Cells,#f6d100
27330286,-3.534714,5.158219,Myeloid Progenitors,#004583
27337085,1.721125,2.939156,Monocytes,#9897df
27338151,-0.760083,0.904762,Myeloid Progenitors,#004583
27347919,-5.040873,5.327116,Myeloid Progenitors,#004583
27362388,0.521099,1.568346,Monocytes,#9897df
27364149,5.748609,-2.820827,Macrophages,#f08592
27368109,-3.754407,7.141762,Myeloid Progenitors,#004583
27368391,1.413568,1.732785,Monocytes,#9897df
27371225,-8.121333,2.273643,T Cells,#f6d100
27380654,-6.948406,2.382869,T Cells,#f6d100
27383102,-8.52865,1.274806,T Cells,#f6d100
27383271,1.976801,-3.594909,Macrophages,#f08592
27393139,-0.030011,0.948871,Monocytes,#9897df
27393749,3.478143,0.857527,Monocytes,#9897df
27396505,-6.142131,1.677755,T Cells,#f6d100
27397406,1.568122,-1.142118,Macrophages,#f08592
27398873,-0.971635,2.652256,Monocytes,#9897df
27401470,-6.944861,-1.871774,T Cells,#f6d100
27405841,-1.320488,1.563561,Macrophages,#f08592
27415983,1.862471,-1.892168,Macrophages,#f08592
27418106,-7.322012,-1.191537,T Cells,#f6d100
27418206,-4.611939,-1.067868,T Cells,#f6d100
27420938,-0.609339,0.320673,Monocytes,#9897df
27422091,5.829362,-1.25368,Macrophages,#f08592
27443384,-8.689883,-0.559086,NK Cells,#8a001b
27450324,1.378053,-0.603803,Macrophages,#f08592
27451961,-6.216327,1.514944,T Cells,#f6d100
27458177,5.088988,-3.258061,Macrophages,#f08592
27481752,4.232643,-2.63946,Macrophages,#f08592
27484709,0.133346,5.118527,Monocytes,#9897df
27489801,1.921682,-3.919743,Macrophages,#f08592
27493811,-6.501099,1.014352,T Cells,#f6d100
27497535,5.737686,-0.937308,Macrophages,#f08592
27501055,1.08925,-0.13124,Macrophages,#f08592
27503804,0.434691,-4.126479,Macrophages,#f08592
27503834,1.865317,-1.404762,Macrophages,#f08592
27507439,1.187106,-4.353959,Macrophages,#f08592
27511205,2.252421,-2.115148,Macrophages,#f08592
27512569,-5.830826,-6.745805,Dendritic Cells,#d3bcd4
27513540,4.774047,-2.548392,Macrophages,#f08592
27515012,0.592883,2.395581,Monocytes,#9897df
27515994,4.454984,0.330781,Macrophages,#f08592
27519347,2.679422,-0.336243,Macrophages,#f08592
27523472,4.519312,-3.366401,Macrophages,#f08592
27523960,0.31317,0.202342,Monocytes,#9897df
27527194,1.483439,-0.14324,Macrophages,#f08592
27529213,-10.110024,0.092503,NK Cells,#8a001b
27529988,4.2916,-3.194081,Macrophages,#f08592
27534444,1.377811,2.385477,Monocytes,#9897df
27538836,2.373391,-0.798005,Macrophages,#f08592
27540570,2.75208,-3.980039,Macrophages,#f08592
27543448,4.555967,-2.824787,Macrophages,#f08592
27546323,1.821682,2.447776,Monocytes,#9897df
27549397,-2.486283,2.921278,Myeloid Progenitors,#004583
27550680,4.597024,-3.529013,Macrophages,#f08592
27557147,-5.798585,3.90732,Myeloid Progenitors,#004583
27559341,-3.919966,6.80041,Myeloid Progenitors,#004583
27567620,1.177346,0.977583,Monocytes,#9897df
27576914,-8.889331,-1.909411,NK Cells,#8a001b
27580537,-5.174054,4.979573,Myeloid Progenitors,#004583
27582368,-2.836793,3.698201,Myeloid Progenitors,#004583
27592877,-9.738773,0.244395,NK Cells,#8a001b
27603369,2.272369,-2.58264,Macrophages,#f08592
27607206,-0.640558,0.919197,Monocytes,#9897df
27617298,1.668491,4.492378,Monocytes,#9897df
27623883,3.918553,-1.853661,Macrophages,#f08592
27629249,-7.26397,2.089843,T Cells,#f6d100
27632625,4.554753,-2.245705,Macrophages,#f08592
27637109,1.212639,-0.775631,Macrophages,#f08592
27641843,1.254036,-3.627093,Macrophages,#f08592
27644011,3.568304,-4.182338,Macrophages,#f08592
27647828,5.093249,-3.529498,Macrophages,#f08592
27657784,-7.221391,2.104131,T Cells,#f6d100
27668607,-0.686202,1.969038,Monocytes,#9897df
27668809,1.472198,0.594475,Macrophages,#f08592
27672754,-4.542395,4.256968,Myeloid Progenitors,#004583
27681515,0.586315,-4.631196,Macrophages,#f08592
27683698,-10.617857,0.757434,NK Cells,#8a001b
27688362,0.057782,-2.439117,Macrophages,#f08592
27693670,5.87812,-1.349284,Macrophages,#f08592
27697131,5.212816,-0.559446,Macrophages,#f08592
27699140,5.637826,-1.244462,Macrophages,#f08592
27700887,0.023281,7.345522,Neutrophils,#c38200
27702166,2.533061,-4.221008,Macrophages,#f08592
27711446,4.652954,-1.537365,Macrophages,#f08592
27722030,2.310496,-2.727914,Macrophages,#f08592
27722629,2.505179,0.145647,Macrophages,#f08592
27729431,-0.101785,-1.464758,Monocytes,#9897df
27731963,-1.707125,3.778731,Myeloid Progenitors,#004583
27766313,2.082396,3.259443,Monocytes,#9897df
27782922,-7.893578,2.486922,T Cells,#f6d100
27788711,2.296936,-4.144618,Macrophages,#f08592
27797657,-9.218441,-2.025838,NK Cells,#8a001b
27804052,-1.472346,2.201481,Myeloid Progenitors,#004583
27813033,-5.477506,4.228518,Myeloid Progenitors,#004583
27819521,0.645959,2.48755,Monocytes,#9897df
27822501,4.748897,-1.582916,Macrophages,#f08592
27830718,2.34864,2.176647,Monocytes,#9897df
27833821,0.171398,0.450121,Monocytes,#9897df
27846509,-8.409304,2.461227,T Cells,#f6d100
27851829,-0.038327,-2.920272,Macrophages,#f08592
27865854,2.809352,-1.790472,Macrophages,#f08592
27870543,5.332498,-2.56954,Macrophages,#f08592
27876106,4.117566,-0.919221,Macrophages,#f08592
27878463,3.465453,-3.336689,Macrophages,#f08592
27889354,4.158078,-2.341814,Macrophages,#f08592
27895773,5.611833,-1.076289,Macrophages,#f08592
27898650,-1.800483,2.663958,Myeloid Progenitors,#004583
27908215,-8.821518,0.568175,NK Cells,#8a001b
27911443,1.444359,3.826573,Monocytes,#9897df
27920071,-7.224025,2.80449,T Cells,#f6d100
27927384,0.620622,1.61876,Monocytes,#9897df
27928656,1.187012,4.474037,Monocytes,#9897df
27940920,5.469438,-1.819819,Macrophages,#f08592
27949157,-2.015027,2.449032,Myeloid Progenitors,#004583
27952724,0.269269,-1.661942,Macrophages,#f08592
27954627,3.595399,0.071555,Macrophages,#f08592
27971060,0.323547,0.857498,Monocytes,#9897df
27977208,1.18141,2.702765,Monocytes,#9897df
27986121,2.250139,-0.710653,Macrophages,#f08592
27986508,2.593686,-0.064388,Macrophages,#f08592
27994121,-2.189797,4.019855,Myeloid Progenitors,#004583
27997634,2.499901,0.773457,Macrophages,#f08592
27999595,-0.615076,-0.170971,Monocytes,#9897df
28000376,3.745926,-1.448102,Macrophages,#f08592
28002440,2.275163,2.460374,Monocytes,#9897df
28003537,2.173415,-0.351472,Macrophages,#f08592
28010250,-0.61868,2.961469,Monocytes,#9897df
28010629,0.087216,1.323716,Monocytes,#9897df
28011581,-7.211208,-0.899374,T Cells,#f6d100
28016469,-0.63649,3.139552,Myeloid Progenitors,#004583
28016517,-8.901139,-1.921471,NK Cells,#8a001b
28021232,3.963889,-3.82619,Macrophages,#f08592
28024843,-9.227454,0.548931,NK Cells,#8a001b
28027488,1.149937,-4.077534,Macrophages,#f08592
28033897,2.744413,-1.690623,Macrophages,#f08592
28038327,-6.0673,-6.630502,T Cells,#f6d100
28039381,2.311475,-4.22177,Macrophages,#f08592
28043922,1.58856,-3.906453,Macrophages,#f08592
28046347,1.389083,0.257117,Macrophages,#f08592
28048721,-7.698534,-0.135279,T Cells,#f6d100
28049243,-9.697521,-1.064729,NK Cells,#8a001b
28050066,2.091704,-0.977064,Macrophages,#f08592
28051109,-6.770883,2.604703,T Cells,#f6d100
28057458,2.511694,-2.545502,Macrophages,#f08592
28069681,0.164416,-0.332259,Monocytes,#9897df
28072626,2.046596,-3.89543,Macrophages,#f08592
28073416,-7.390021,0.669771,T Cells,#f6d100
28079210,-10.716612,-1.730222,NK Cells,#8a001b
28080612,0.487741,2.611922,Monocytes,#9897df
28081814,0.737758,2.139486,Monocytes,#9897df
28085185,5.878221,-2.319243,Macrophages,#f08592
28085349,3.30187,-0.350172,Macrophages,#f08592
28088219,2.546465,-3.411042,Macrophages,#f08592
28093782,1.94022,-4.935702,Macrophages,#f08592
28100214,-8.446994,2.573384,T Cells,#f6d100
28100782,3.470346,-1.201917,Macrophages,#f08592
28101510,2.050093,1.26117,Monocytes,#9897df
28102139,0.54334,3.112639,Monocytes,#9897df
28107453,-5.477595,4.267343,Myeloid Progenitors,#004583
28116922,0.742743,-4.232786,Macrophages,#f08592
28118462,3.483372,-2.801902,Macrophages,#f08592
28119263,2.530177,1.039769,Macrophages,#f08592
28125368,2.002199,0.543565,Macrophages,#f08592
28127044,2.538838,-0.2724,Macrophages,#f08592
28134746,5.001679,-3.847625,Macrophages,#f08592
28137255,4.289177,-0.031806,Macrophages,#f08592
28138439,-0.099451,1.815837,Monocytes,#9897df
28140908,4.802302,-1.433584,Macrophages,#f08592
28142936,-0.715093,0.179235,Monocytes,#9897df
28146282,5.131528,-1.676318,Macrophages,#f08592
28158153,2.029341,-4.375138,Macrophages,#f08592
28162866,3.107566,-0.505381,Macrophages,#f08592
28163712,-5.432675,3.638137,Myeloid Progenitors,#004583
28174989,4.732749,-3.923259,Macrophages,#f08592
28181184,3.078256,-4.702158,Macrophages,#f08592
28190023,-8.594975,0.949168,T Cells,#f6d100
28203996,1.958607,2.8556,Monocytes,#9897df
28212095,1.392577,-0.490321,Macrophages,#f08592
28218457,2.665926,3.968145,Monocytes,#9897df
28221981,1.589751,-3.608422,Macrophages,#f08592
28230720,1.58602,-4.354599,Macrophages,#f08592
28243153,-2.917973,7.760386,Myeloid Progenitors,#004583
28246484,-6.825868,2.261941,T Cells,#f6d100
28249517,1.764037,5.168637,Monocytes,#9897df
28254460,-0.291696,3.838038,Monocytes,#9897df
28257573,-4.7277,-1.070011,T Cells,#f6d100
28259102,-9.548364,1.078865,NK Cells,#8a001b
28269767,2.807888,-4.312236,Macrophages,#f08592
28272233,-7.057999,1.841821,T Cells,#f6d100
28278395,1.296074,-3.808644,Macrophages,#f08592
28298611,2.570611,-4.074272,Macrophages,#f08592
28299236,0.853338,-0.837556,Macrophages,#f08592
28304501,-5.573111,3.99033,Myeloid Progenitors,#004583
28306521,4.705203,-4.244969,Macrophages,#f08592
28316046,1.642588,-2.878715,Macrophages,#f08592
28319752,2.589241,-3.213514,Macrophages,#f08592
28321082,-0.662961,7.245633,Neutrophils,#c38200
28323604,-2.259091,3.766477,Myeloid Progenitors,#004583
28327691,-0.375089,-0.324175,Monocytes,#9897df
28329593,-5.520738,-6.598973,Dendritic Cells,#d3bcd4
28335017,2.421517,2.787224,Monocytes,#9897df
28335445,-6.835023,2.065239,T Cells,#f6d100
28337394,0.171989,1.441282,Monocytes,#9897df
28338097,0.761266,-3.871603,Macrophages,#f08592
28338335,-6.087825,3.071793,T Cells,#f6d100
28341773,-6.244954,2.772867,T Cells,#f6d100
28345578,-7.714675,-0.556371,T Cells,#f6d100
28352634,1.962273,-3.958279,Macrophages,#f08592
28356259,1.921885,4.607353,Monocytes,#9897df
28356811,3.466866,-0.038554,Macrophages,#f08592
28366255,5.640366,-1.170237,Macrophages,#f08592
28366940,2.446703,-0.709718,Macrophages,#f08592
28368034,0.523036,-0.334091,Monocytes,#9897df
28374463,5.868278,-0.837422,Macrophages,#f08592
28386972,-4.263723,4.961507,Myeloid Progenitors,#004583
28388550,-6.697251,-1.495584,T Cells,#f6d100
28394796,0.230869,6.705369,Neutrophils,#c38200
28395988,1.316202,5.086924,Monocytes,#9897df
28403673,1.799088,4.157594,Monocytes,#9897df
28406816,4.544557,-0.169164,Macrophages,#f08592
28407015,-10.355359,-1.329395,NK Cells,#8a001b
28408032,0.41681,0.235841,Monocytes,#9897df
28410526,3.455773,0.540709,Macrophages,#f08592
28412304,2.827767,3.525209,Monocytes,#9897df
28412690,3.6346,-1.323429,Macrophages,#f08592
28416360,5.994115,-1.914818,Macrophages,#f08592
28433219,1.75914,1.646341,Monocytes,#9897df
28438726,0.954972,-0.457356,Macrophages,#f08592
28439127,1.902513,3.141595,Monocytes,#9897df
28444955,0.689702,5.722405,Monocytes,#9897df
28445311,1.670361,1.299522,Monocytes,#9897df
28461085,-4.221807,5.193207,Myeloid Progenitors,#004583
28461204,2.465494,-4.102901,Macrophages,#f08592
28463902,-7.092599,1.721718,T Cells,#f6d100
28474771,1.063895,-2.497026,Macrophages,#f08592
28480175,4.780669,-2.07222,Macrophages,#f08592
28481101,1.196784,3.860966,Monocytes,#9897df
28489155,-0.388314,-0.313746,Monocytes,#9897df
28507375,1.055551,3.933985,Monocytes,#9897df
28508778,5.668842,-2.41163,Macrophages,#f08592
28510716,-1.855162,2.96188,Myeloid Progenitors,#004583
28519633,0.907962,-4.252656,Macrophages,#f08592
28547973,-6.581308,3.681829,T Cells,#f6d100
28554853,1.905076,2.678498,Monocytes,#9897df
28565478,1.444799,-2.849428,Macrophages,#f08592
28577269,-4.795384,4.937935,Myeloid Progenitors,#004583
28582946,-3.636903,5.965826,Myeloid Progenitors,#004583
28585068,2.507428,-1.140671,Macrophages,#f08592
28586580,3.769509,0.081062,Macrophages,#f08592
28590631,4.828803,-4.051973,Macrophages,#f08592
28600777,3.680869,-2.272407,Macrophages,#f08592
28604091,1.849876,-3.992184,Macrophages,#f08592
28612822,1.29911,-2.759753,Macrophages,#f08592
28614835,2.495592,-4.756962,Macrophages,#f08592
28615072,5.159247,-0.462901,Macrophages,#f08592
28621638,3.981737,-1.907362,Macrophages,#f08592
28627822,2.185385,-4.516342,Macrophages,#f08592
28631068,1.553119,4.231293,Monocytes,#9897df
28632378,0.885856,0.57752,Monocytes,#9897df
28636797,-0.13871,0.941329,Monocytes,#9897df
28639150,1.606325,-0.600583,Macrophages,#f08592
28639608,-5.535645,4.191411,Myeloid Progenitors,#004583
28640225,0.910291,4.262957,Monocytes,#9897df
28641333,1.099551,2.906127,Monocytes,#9897df
28643134,1.145655,3.881595,Monocytes,#9897df
28651336,1.897592,-1.857081,Macrophages,#f08592
28665084,1.335615,4.01418,Monocytes,#9897df
28670873,2.535267,-3.13835,Macrophages,#f08592
28672400,-6.710748,-0.423296,T Cells,#f6d100
28678128,1.960881,4.373116,Monocytes,#9897df
28678213,1.971439,-3.790219,Macrophages,#f08592
28683637,-0.822794,3.207711,Monocytes,#9897df
28685249,-8.695416,-1.785375,NK Cells,#8a001b
28688543,2.910769,-4.246479,Macrophages,#f08592
28689732,0.630233,-2.033995,Macrophages,#f08592
28699116,-4.221526,3.972575,Myeloid Progenitors,#004583
28707333,2.266012,-3.351616,Macrophages,#f08592
28711100,1.637811,0.234699,Macrophages,#f08592
28729379,-0.739075,3.012545,Myeloid Progenitors,#004583
28730132,4.045826,0.131634,Macrophages,#f08592
28731096,2.658841,4.010274,Monocytes,#9897df
28731251,4.990014,-0.146594,Macrophages,#f08592
28735099,3.533205,-4.304417,Macrophages,#f08592
28736191,1.379628,5.81416,Monocytes,#9897df
28737254,-0.442105,7.120453,Neutrophils,#c38200
28738652,-10.063108,1.202624,NK Cells,#8a001b
28741495,5.266498,-1.535953,Macrophages,#f08592
28742925,-0.174855,-0.22629,Monocytes,#9897df
28745516,3.598744,-4.383431,Macrophages,#f08592
28746463,5.06184,-0.841465,Macrophages,#f08592
28749000,0.913592,-2.070822,Macrophages,#f08592
28749287,2.777363,-2.377864,Macrophages,#f08592
28749540,-0.712901,2.631745,Monocytes,#9897df
28750823,0.948379,-4.428751,Macrophages,#f08592
28752131,2.870515,-0.089349,Macrophages,#f08592
28761473,-2.889076,3.298603,Myeloid Progenitors,#004583
28763385,-4.30106,4.844436,Myeloid Progenitors,#004583
28774934,0.82191,1.879739,Monocytes,#9897df
28776273,1.367507,3.025419,Monocytes,#9897df
28777095,1.607484,-1.730514,Macrophages,#f08592
28777918,4.421558,-3.335732,Macrophages,#f08592
28778057,0.597166,5.429163,Monocytes,#9897df
28779197,-9.887439,1.163243,NK Cells,#8a001b
28779884,3.465614,-3.844636,Macrophages,#f08592
28783359,-9.161294,-1.944459,NK Cells,#8a001b
28787207,5.422673,-1.961629,Macrophages,#f08592
28789138,3.663573,-0.296894,Macrophages,#f08592
28789978,3.839666,-3.015039,Macrophages,#f08592
28790824,2.036235,-4.879161,Macrophages,#f08592
28795181,3.264947,-0.337573,Macrophages,#f08592
28798735,1.682564,3.321325,Monocytes,#9897df
28799575,3.565347,-0.757901,Macrophages,#f08592
28803692,4.167141,-1.908089,Macrophages,#f08592
28809307,-2.303659,7.80244,Myeloid Progenitors,#004583
28810314,-3.489076,5.092908,Myeloid Progenitors,#004583
28812302,1.188577,2.090254,Monocytes,#9897df
28817224,-6.476203,-0.570709,T Cells,#f6d100
28821275,-11.174822,-0.408763,NK Cells,#8a001b
28835337,2.513419,-4.765307,Macrophages,#f08592
28837507,-0.224599,3.708661,Monocytes,#9897df
28838018,0.344349,5.679805,Monocytes,#9897df
28838624,1.037341,6.178176,Monocytes,#9897df
28839482,-7.021271,-1.608481,T Cells,#f6d100
28845024,-6.733685,0.321898,T Cells,#f6d100
28857324,0.385692,-1.786941,Monocytes,#9897df
28862657,4.583031,-3.711597,Macrophages,#f08592
28863697,-8.035639,0.519877,T Cells,#f6d100
28864554,1.411955,0.944307,Monocytes,#9897df
28864656,2.727805,-3.245947,Macrophages,#f08592
28864840,-10.544301,-1.952808,NK Cells,#8a001b
28867181,3.135796,-3.192243,Macrophages,#f08592
28875949,-7.79491,2.143668,T Cells,#f6d100
28877384,-0.564598,-0.026754,Monocytes,#9897df
28885410,4.291229,0.216685,Macrophages,#f08592
28896491,-6.782515,3.061818,T Cells,#f6d100
28906282,1.835763,1.931213,Monocytes,#9897df
28916740,3.736847,-2.949024,Macrophages,#f08592
28918201,4.928391,-1.352665,Macrophages,#f08592
28918794,4.218206,-2.603988,Macrophages,#f08592
28919059,2.814675,-4.845064,Macrophages,#f08592
28926249,-7.287067,1.89054,T Cells,#f6d100
28926608,1.969808,4.490624,Monocytes,#9897df
28927283,-3.4777,4.777252,Myeloid Progenitors,#004583
28930937,2.569691,-0.463614,Macrophages,#f08592
28932159,-0.060491,-2.187132,Macrophages,#f08592
28937591,3.953192,-2.202277,Macrophages,#f08592
28939329,4.592588,-1.460555,Macrophages,#f08592
28945996,3.735586,-1.975553,Macrophages,#f08592
28948575,6.094051,-1.491007,Macrophages,#f08592
28949790,-6.462223,2.402341,T Cells,#f6d100
28965714,1.831309,4.377145,Monocytes,#9897df
28968338,4.824619,-2.262976,Macrophages,#f08592
28968594,-9.651872,-1.172928,NK Cells,#8a001b
28974549,4.819622,-0.7843,Macrophages,#f08592
28977116,3.159631,0.08627,Macrophages,#f08592
28985796,-10.186662,-1.612535,NK Cells,#8a001b
28986126,-2.290601,8.102865,Myeloid Progenitors,#004583
28992720,3.785566,-0.940908,Macrophages,#f08592
28994193,0.471933,-3.764226,Macrophages,#f08592
28994879,1.832836,3.257573,Monocytes,#9897df
28998644,1.235798,-4.254626,Macrophages,#f08592
28999836,1.678818,4.239171,Monocytes,#9897df
29001953,-0.212393,-0.767925,Macrophages,#f08592
29004757,-10.287752,1.075835,NK Cells,#8a001b
29012368,-9.158455,-1.886391,NK Cells,#8a001b
29013653,1.506631,-2.165997,Macrophages,#f08592
29015091,-0.491404,0.761058,Monocytes,#9897df
29024962,1.574899,4.668722,Monocytes,#9897df
29029307,2.076612,-2.40309,Macrophages,#f08592
29031029,0.178931,1.76562,Monocytes,#9897df
29033907,2.460065,-3.097182,Macrophages,#f08592
29051188,-8.350484,2.746912,Myeloid Progenitors,#004583
29054139,-7.376049,-1.002078,T Cells,#f6d100
29066974,-5.285586,4.427484,Myeloid Progenitors,#004583
29070751,-0.09284,3.56099,Monocytes,#9897df
29074905,0.192615,5.807104,Monocytes,#9897df
29076735,-0.365293,0.988228,Monocytes,#9897df
29076980,3.283947,-3.057785,Macrophages,#f08592
29089122,-9.663527,0.722187,NK Cells,#8a001b
29090566,-2.464791,8.026767,Myeloid Progenitors,#004583
29091976,4.761313,-1.032267,Macrophages,#f08592
29101327,1.752878,-1.38763,Macrophages,#f08592
29103709,-10.011315,-1.357871,NK Cells,#8a001b
29106191,0.520559,4.295314,Monocytes,#9897df
29108316,-5.800545,-0.291072,T Cells,#f6d100
29110873,4.356765,-0.842233,Macrophages,#f08592
29113298,3.994943,-2.032463,Macrophages,#f08592
29120736,1.733897,-4.476923,Macrophages,#f08592
29131608,-0.153869,1.419819,Monocytes,#9897df
29137244,3.002528,-4.223943,Macrophages,#f08592
29143150,5.204712,-2.89016,Macrophages,#f08592
29146197,-7.052631,2.597231,T Cells,#f6d100
29156200,4.827322,-2.756671,Macrophages,#f08592
29160399,-6.501734,0.053825,T Cells,#f6d100
29162313,2.48632,-2.211314,Macrophages,#f08592
29162494,-0.762101,1.941684,Monocytes,#9897df
29163425,-0.069335,-4.026387,Macrophages,#f08592
29169551,-0.706319,0.232245,Monocytes,#9897df
29170340,0.599848,1.224133,Monocytes,#9897df
29174499,-6.583611,-0.667096,T Cells,#f6d100
29176726,5.122989,-3.605994,Macrophages,#f08592
29181943,0.785347,1.971778,Monocytes,#9897df
29182011,3.866607,-0.367131,Macrophages,#f08592
29182499,2.149792,2.246649,Monocytes,#9897df
29183840,1.876775,0.999206,Macrophages,#f08592
29196905,-7.495989,0.865818,T Cells,#f6d100
29197425,0.131445,-2.045809,Macrophages,#f08592
29198712,1.26367,4.031816,Monocytes,#9897df
29200149,-0.818711,2.434303,Monocytes,#9897df
29200239,-0.115681,-4.096448,Macrophages,#f08592
29200729,3.050691,-2.850506,Macrophages,#f08592
29210176,-10.216754,1.038008,NK Cells,#8a001b
29213574,1.108835,1.961577,Monocytes,#9897df
29214301,1.1843,2.45453,Monocytes,#9897df
29216163,0.577481,-1.101226,Monocytes,#9897df
29216218,1.625408,3.448587,Monocytes,#9897df
29217235,3.285876,-0.775001,Macrophages,#f08592
29218736,-10.04112,0.207754,NK Cells,#8a001b
29218833,3.009092,1.447575,Monocytes,#9897df
29220277,3.495989,-2.441651,Macrophages,#f08592
29220569,2.674744,-4.237736,Macrophages,#f08592
29223029,-3.641082,5.303151,Myeloid Progenitors,#004583
29225710,5.356666,-2.577256,Macrophages,#f08592
29227824,3.342302,1.481548,Macrophages,#f08592
29230246,1.348754,-1.222321,Macrophages,#f08592
29235148,-1.385308,2.843301,Myeloid Progenitors,#004583
29238064,1.006379,0.304988,Macrophages,#f08592
29241645,-6.292473,1.594857,T Cells,#f6d100
29241774,5.347477,-2.222399,Macrophages,#f08592
29245748,-2.611383,3.572245,Myeloid Progenitors,#004583
29246885,5.35246,-2.249433,Macrophages,#f08592
29256053,0.049419,1.215517,Monocytes,#9897df
29262646,-6.521811,1.273584,T Cells,#f6d100
29263655,-6.195605,0.312994,T Cells,#f6d100
29274923,1.572168,1.423065,Monocytes,#9897df
29276290,5.324937,-2.680356,Macrophages,#f08592
29289017,1.159125,1.873707,Monocytes,#9897df
29289735,5.603345,-2.550673,Macrophages,#f08592
29292998,-9.414663,-1.686381,NK Cells,#8a001b
29307745,-0.591691,-3.043804,Macrophages,#f08592
29312739,0.035373,0.56881,Monocytes,#9897df
29316644,2.00804,3.671078,Monocytes,#9897df
29317336,5.907613,-2.460232,Macrophages,#f08592
29318289,1.388871,-3.770273,Macrophages,#f08592
29320082,5.744478,-1.344359,Macrophages,#f08592
29322934,-7.159689,2.11577,T Cells,#f6d100
29324964,2.261181,2.632831,Monocytes,#9897df
29324980,4.776728,-3.547889,Macrophages,#f08592
29325694,-3.848452,6.031695,Myeloid Progenitors,#004583
29329063,2.907977,0.302749,Macrophages,#f08592
29331308,1.196324,6.353629,Monocytes,#9897df
29331622,2.357846,1.353372,Monocytes,#9897df
29332077,1.979928,-2.584367,Macrophages,#f08592
29339113,-7.116763,-0.983426,T Cells,#f6d100
29339740,1.125383,3.289662,Monocytes,#9897df
29340651,0.117441,3.928566,Monocytes,#9897df
29359897,4.372609,-2.355929,Macrophages,#f08592
29359946,-11.509549,-0.703352,NK Cells,#8a001b
29364890,0.437698,2.118312,Monocytes,#9897df
29372033,4.195984,-3.05073,Macrophages,#f08592
29373111,4.789711,-0.522118,Macrophages,#f08592
29381438,3.80756,-3.900363,Macrophages,#f08592
29385783,1.978025,-4.180306,Macrophages,#f08592
29389406,2.025899,2.136547,Monocytes,#9897df
29391982,-1.025766,1.70429,Monocytes,#9897df
29392447,-0.050682,-3.245931,Macrophages,#f08592
29396647,1.226957,-4.004386,Macrophages,#f08592
29398392,2.450812,-0.485134,Macrophages,#f08592
29406579,0.942177,-3.657636,Macrophages,#f08592
29412189,1.198374,-1.666597,Macrophages,#f08592
29419178,-2.172841,2.680476,Myeloid Progenitors,#004583
29419233,-6.174717,-0.030095,T Cells,#f6d100
29421042,-0.216601,7.482783,Neutrophils,#c38200
29424519,-0.019155,-3.296437,Macrophages,#f08592
29430134,0.726909,-2.128193,Macrophages,#f08592
29430766,3.766585,0.840296,Macrophages,#f08592
29440151,-6.757725,2.192734,T Cells,#f6d100
29448085,-8.490657,1.500391,T Cells,#f6d100
29457842,0.334259,-1.823169,Macrophages,#f08592
29460951,-0.724137,2.318415,Monocytes,#9897df
29474357,2.938939,-4.249645,Macrophages,#f08592
29475867,0.918586,3.545341,Monocytes,#9897df
29477336,-5.666233,3.769461,Myeloid Progenitors,#004583
29481315,1.53443,1.233066,Monocytes,#9897df
29487871,1.527327,-1.618221,Macrophages,#f08592
29488979,2.400538,0.239218,Macrophages,#f08592
29489537,-2.141865,7.677658,Myeloid Progenitors,#004583
29494060,0.966782,4.211099,Monocytes,#9897df
29497720,0.020598,2.071078,Monocytes,#9897df
29507020,2.008747,-3.263782,Macrophages,#f08592
29511099,2.645452,-3.315132,Macrophages,#f08592
29532245,5.285642,-2.813377,Macrophages,#f08592
29534275,1.472387,-0.767091,Monocytes,#9897df
29537446,-6.956149,2.750487,T Cells,#f6d100
29543521,0.707097,-4.190164,Macrophages,#f08592
29544311,4.694025,-3.061395,Macrophages,#f08592
29548888,0.478098,-1.724458,Macrophages,#f08592
29554256,0.871456,-0.470627,Monocytes,#9897df
29558684,1.444523,-3.297014,Macrophages,#f08592
29559508,0.856438,-4.386241,Macrophages,#f08592
29564357,0.854627,-1.181533,Macrophages,#f08592
29572420,2.889354,-0.671807,Macrophages,#f08592
29574769,2.601477,-1.080729,Macrophages,#f08592
29582061,1.108827,2.457066,Monocytes,#9897df
29586609,3.169727,-0.202907,Macrophages,#f08592
29588280,1.297997,-3.870617,Macrophages,#f08592
29603417,4.006746,-1.456558,Macrophages,#f08592
29612673,3.894023,0.441402,Macrophages,#f08592
29619556,4.221759,0.072638,Macrophages,#f08592
29620892,5.099011,-2.59725,Macrophages,#f08592
29624409,5.719688,-1.614952,Macrophages,#f08592
29626180,3.469918,-0.742685,Macrophages,#f08592
29632578,2.510025,-3.297277,Macrophages,#f08592
29632890,1.539772,-4.070641,Macrophages,#f08592
29635260,-9.713067,0.971524,NK Cells,#8a001b
29642273,1.087282,-0.86679,Macrophages,#f08592
29649006,-8.511707,1.891128,T Cells,#f6d100
29652989,-0.612181,1.243857,Monocytes,#9897df
29654135,6.019837,-1.235036,Macrophages,#f08592
29655830,0.507718,1.754934,Monocytes,#9897df
29657425,1.639538,2.729781,Monocytes,#9897df
