Cell,umap_1,umap_2,CellType1,colour
15233724,5.016937,-3.702013,Macrophages,#f08592
15235301,1.390818,-2.65363,Macrophages,#f08592
15237941,-0.443088,1.228433,Monocytes,#9897df
15238777,-10.251275,1.014897,NK Cells,#8a001b
15244047,2.759593,-1.914811,Macrophages,#f08592
15244371,1.771331,2.757529,Monocytes,#9897df
15258692,1.238104,-0.23471,Macrophages,#f08592
15264925,-5.26007,-0.941631,T Cells,#f6d100
15267703,0.763148,-3.645676,Macrophages,#f08592
15272300,-6.914764,-1.326583,T Cells,#f6d100
15279946,4.42885,-3.353303,Macrophages,#f08592
15284419,1.214004,-1.677047,Macrophages,#f08592
15284588,-0.137606,1.001449,Monocytes,#9897df
15291094,-0.012459,4.161112,Monocytes,#9897df
15291983,3.944453,-2.287142,Macrophages,#f08592
15293495,1.317416,-0.164166,Macrophages,#f08592
15304289,1.957815,2.87199,Monocytes,#9897df
15304902,2.445685,2.807081,Monocytes,#9897df
15307608,-9.258623,-1.987254,NK Cells,#8a001b
15309877,3.302373,-2.489507,Macrophages,#f08592
15310707,5.471243,-2.228469,Macrophages,#f08592
15311669,2.600339,-2.340652,Macrophages,#f08592
15311858,-2.49065,7.79893,Myeloid Progenitors,#004583
15318750,2.267341,0.645471,Macrophages,#f08592
15321113,-0.79574,-0.472223,Monocytes,#9897df
15323028,1.378734,1.14388,Monocytes,#9897df
15335638,-10.77371,-1.630358,NK Cells,#8a001b
15336962,1.737102,-3.892807,Macrophages,#f08592
15340953,2.066472,-3.588188,Macrophages,#f08592
15348651,2.901211,-1.189043,Macrophages,#f08592
15355745,-0.068499,-0.769334,Macrophages,#f08592
15356378,-5.379536,-0.842861,T Cells,#f6d100
15360921,-11.123613,-1.006813,NK Cells,#8a001b
15361815,-6.780198,3.307486,T Cells,#f6d100
15365648,0.125137,5.645293,Monocytes,#9897df
15366354,-7.71458,-0.939309,T Cells,#f6d100
15372096,1.990455,-3.97577,Macrophages,#f08592
15380151,1.484313,-1.853314,Macrophages,#f08592
15387875,5.665863,-2.776145,Macrophages,#f08592
15392421,-7.007315,2.292068,T Cells,#f6d100
15400192,1.197635,3.691207,Monocytes,#9897df
15406735,-7.114682,-1.741352,T Cells,#f6d100
15407090,-0.33215,1.856999,Monocytes,#9897df
15422457,0.466583,5.543534,Monocytes,#9897df
15423421,-0.255459,-3.725087,Macrophages,#f08592
15430066,4.513387,-1.348698,Macrophages,#f08592
15433010,-3.595233,4.739076,Myeloid Progenitors,#004583
15435790,1.168573,1.101622,Monocytes,#9897df
15439420,3.941932,-1.676477,Macrophages,#f08592
15451685,-6.921304,-0.52398,T Cells,#f6d100
15454444,3.301312,-3.734663,Macrophages,#f08592
15457176,-7.741112,1.115811,T Cells,#f6d100
15464445,-0.727639,1.48816,Monocytes,#9897df
15467001,-9.72561,-1.169594,NK Cells,#8a001b
15474346,3.519854,-3.995808,Macrophages,#f08592
15481978,0.766917,-3.450644,Macrophages,#f08592
15482593,2.438103,-4.484897,Macrophages,#f08592
15482756,2.981991,0.637365,Macrophages,#f08592
15487688,3.570963,-2.423785,Macrophages,#f08592
15490693,-6.800202,-1.644857,T Cells,#f6d100
15517877,4.896783,-2.329041,Macrophages,#f08592
15520211,-6.14262,-0.265903,T Cells,#f6d100
15520279,4.745989,-1.551862,Macrophages,#f08592
15526885,-0.871731,0.481039,Monocytes,#9897df
15529155,-9.066207,-0.73653,NK Cells,#8a001b
15530907,4.933904,-4.0652,Macrophages,#f08592
15533361,2.457914,-0.193291,Macrophages,#f08592
15539727,-10.364753,-1.611049,NK Cells,#8a001b
15540941,5.824074,-1.733144,Macrophages,#f08592
15544476,-2.473312,7.546913,Myeloid Progenitors,#004583
15551439,4.786136,-2.129947,Macrophages,#f08592
15557205,0.049805,-2.042572,Macrophages,#f08592
15557348,3.413152,-2.8776,Macrophages,#f08592
15558620,4.091171,-1.266316,Macrophages,#f08592
15560028,4.530069,-1.75407,Macrophages,#f08592
15566337,0.971001,-3.499506,Macrophages,#f08592
15569670,5.41926,-1.076455,Macrophages,#f08592
15574540,2.051522,2.880283,Monocytes,#9897df
15581752,4.463418,-2.514132,Macrophages,#f08592
15585184,-10.145786,0.408373,NK Cells,#8a001b
15586347,-0.272441,-2.194806,Macrophages,#f08592
15595135,-3.917754,6.604702,Myeloid Progenitors,#004583
15600864,3.461959,-0.183203,Macrophages,#f08592
15605510,3.775421,0.568295,Macrophages,#f08592
15612515,0.695829,6.472604,Monocytes,#9897df
15619174,5.297636,-3.102692,Macrophages,#f08592
15619450,-0.55794,5.029046,Monocytes,#9897df
15622424,-9.924289,0.930508,NK Cells,#8a001b
15628099,-6.736885,2.594269,T Cells,#f6d100
15641841,-8.128102,2.262198,T Cells,#f6d100
15642244,-5.429403,-6.547654,Dendritic Cells,#d3bcd4
15642462,4.390606,-1.010222,Macrophages,#f08592
15643261,1.80356,-2.680072,Macrophages,#f08592
15653537,3.637093,-3.534706,Macrophages,#f08592
15669586,2.219991,-0.63275,Macrophages,#f08592
15670251,-5.445316,4.196561,Myeloid Progenitors,#004583
15677817,-3.680104,6.53564,Myeloid Progenitors,#004583
15678916,-7.309337,0.502434,T Cells,#f6d100
15684827,-10.068875,-1.731059,NK Cells,#8a001b
15690489,4.264382,-3.173787,Macrophages,#f08592
15691753,-6.621348,-1.300859,T Cells,#f6d100
15711877,3.860845,-0.529377,Macrophages,#f08592
15720744,-8.818224,-1.858237,NK Cells,#8a001b
15723181,1.269347,0.033649,Macrophages,#f08592
15735571,-5.882004,3.595538,Macrophages,#f08592
15743629,3.18226,-3.778183,Macrophages,#f08592
15745171,0.823269,-2.977611,Macrophages,#f08592
15751035,5.045762,-3.383128,Macrophages,#f08592
15763111,1.122587,2.745884,Monocytes,#9897df
15763444,2.816725,-0.386707,Macrophages,#f08592
15764772,-4.478834,-1.092517,T Cells,#f6d100
15770570,1.467302,1.544902,Macrophages,#f08592
15772380,-8.303676,2.405098,T Cells,#f6d100
15776397,1.515049,-4.587815,Macrophages,#f08592
15783314,0.51714,7.148816,Neutrophils,#c38200
15783910,-6.352617,0.393629,T Cells,#f6d100
15784022,-3.730116,6.613574,Myeloid Progenitors,#004583
15784486,1.628033,-4.290577,Macrophages,#f08592
15784577,-8.406396,0.61665,T Cells,#f6d100
15790619,-0.648449,0.37752,Monocytes,#9897df
15794277,4.3005,-0.008679,Macrophages,#f08592
15798643,4.188821,-1.666894,Macrophages,#f08592
15798738,0.438768,3.09341,Monocytes,#9897df
15807067,3.479632,-1.627967,Macrophages,#f08592
15816607,-7.362478,1.498877,T Cells,#f6d100
15819883,-2.393458,7.611195,Myeloid Progenitors,#004583
15821334,3.839481,-2.869468,Macrophages,#f08592
15851729,1.921283,1.752448,Monocytes,#9897df
15853150,2.248068,-1.282496,Macrophages,#f08592
15860664,2.51971,-3.87239,Macrophages,#f08592
15867674,4.908964,-2.748377,Macrophages,#f08592
15868507,0.568551,-2.636409,Macrophages,#f08592
15870594,5.44207,-2.600216,Macrophages,#f08592
15874705,-10.218645,0.848259,NK Cells,#8a001b
15875433,4.042871,-2.335475,Macrophages,#f08592
15876717,-10.312306,-1.387856,NK Cells,#8a001b
15878812,4.648224,-0.269305,Macrophages,#f08592
15878970,3.465986,-1.77771,Macrophages,#f08592
15881413,-0.166386,7.642522,Monocytes,#9897df
15883235,0.328377,-1.515307,Macrophages,#f08592
15890066,-6.320896,1.491138,T Cells,#f6d100
15890296,0.546361,-2.493816,Macrophages,#f08592
15891347,-0.498456,-0.330385,Monocytes,#9897df
15893379,2.74004,1.225618,Monocytes,#9897df
15898139,2.368963,-0.318254,Macrophages,#f08592
15898509,4.901827,-3.984356,Macrophages,#f08592
15900792,2.68069,-0.03602,Macrophages,#f08592
15904119,-7.745982,-0.905315,T Cells,#f6d100
15905762,-0.560255,0.341171,Monocytes,#9897df
15907841,-0.053341,-0.170464,Monocytes,#9897df
15910545,0.565013,-2.840968,Macrophages,#f08592
15911263,-6.971908,2.309735,T Cells,#f6d100
15919106,-5.81996,-6.714846,Dendritic Cells,#d3bcd4
15923778,-9.507723,0.216097,NK Cells,#8a001b
15927600,1.980888,-0.422745,Macrophages,#f08592
15946783,2.811584,-2.096214,Macrophages,#f08592
15948401,-6.038648,0.44788,T Cells,#f6d100
15949176,-7.469772,-1.048086,T Cells,#f6d100
15949214,2.092703,-1.873793,Macrophages,#f08592
15951307,5.027211,-3.638572,Macrophages,#f08592
15954529,4.915734,-2.616167,Macrophages,#f08592
15954858,2.130495,4.591024,Monocytes,#9897df
15964678,3.094595,0.626279,Macrophages,#f08592
15973868,-0.092251,6.755025,Monocytes,#9897df
15980489,-6.67812,-1.434046,T Cells,#f6d100
15981276,-6.295396,-0.338598,T Cells,#f6d100
15982337,-7.272884,-0.736871,T Cells,#f6d100
15989600,5.22184,-0.702862,Macrophages,#f08592
15997479,-0.127635,-3.041846,Macrophages,#f08592
15998388,-0.34166,6.925917,Neutrophils,#c38200
15998612,-6.877529,2.250388,T Cells,#f6d100
16004214,-4.703101,4.089263,Myeloid Progenitors,#004583
16010059,1.328896,-2.112563,Macrophages,#f08592
16011966,2.98592,-3.040961,Monocytes,#9897df
16014033,0.976568,-4.111802,Macrophages,#f08592
16031678,0.029548,0.799284,Monocytes,#9897df
16034027,-0.867047,2.365935,Monocytes,#9897df
16034641,3.214234,-1.822782,Macrophages,#f08592
16038044,-7.715404,1.675338,T Cells,#f6d100
16038993,-9.648701,-1.980681,NK Cells,#8a001b
16042206,-3.362208,4.827239,Myeloid Progenitors,#004583
16044512,1.435182,-0.200031,Macrophages,#f08592
16048860,-6.579835,0.039781,T Cells,#f6d100
16057764,-5.036671,5.301576,Myeloid Progenitors,#004583
16060977,-4.117348,6.490652,Myeloid Progenitors,#004583
16061431,-5.762891,-6.683132,Dendritic Cells,#d3bcd4
16063211,4.490537,-2.129343,Macrophages,#f08592
16065311,1.962054,-4.711816,Macrophages,#f08592
16069706,5.2086,-1.051357,Macrophages,#f08592
16070292,1.357824,-3.289903,Macrophages,#f08592
16082407,2.518467,-1.541821,Macrophages,#f08592
16087905,2.747145,0.718648,Macrophages,#f08592
16092265,0.908981,-0.32795,Macrophages,#f08592
16094643,2.299974,-3.118662,Macrophages,#f08592
16095437,1.752481,-2.283387,Macrophages,#f08592
16107121,-8.358634,1.893456,T Cells,#f6d100
16111992,1.610357,1.193791,Monocytes,#9897df
16116046,-8.0408,2.091621,T Cells,#f6d100
16118242,3.131528,-4.840123,Macrophages,#f08592
16118529,0.800505,-3.347439,Macrophages,#f08592
16129217,5.665584,-1.705709,Macrophages,#f08592
16134740,-9.357518,-1.830053,NK Cells,#8a001b
16135053,4.647275,-3.081875,Macrophages,#f08592
16139197,-8.499473,1.952137,T Cells,#f6d100
16145659,5.219568,-0.454936,Macrophages,#f08592
16155003,5.551825,-1.008462,Macrophages,#f08592
16161045,1.042385,2.221008,Monocytes,#9897df
16166359,5.029929,-1.615142,Macrophages,#f08592
16187663,1.057758,-1.81877,Macrophages,#f08592
16188243,5.07078,-0.99034,Macrophages,#f08592
16189562,-4.75317,4.530612,Myeloid Progenitors,#004583
16190940,3.212331,-3.379024,Macrophages,#f08592
16193498,3.732799,0.489672,Macrophages,#f08592
16197866,4.354694,-1.254994,Macrophages,#f08592
16199741,-4.046893,6.160109,Myeloid Progenitors,#004583
16203880,-1.044032,2.527963,Myeloid Progenitors,#004583
16205344,-6.453126,2.607579,Myeloid Progenitors,#004583
16211972,-8.460076,1.924604,T Cells,#f6d100
16214015,-6.804511,2.46894,T Cells,#f6d100
16219247,4.71116,-1.456227,Macrophages,#f08592
16219325,1.048897,-0.368425,Monocytes,#9897df
16220246,0.897674,5.056173,Monocytes,#9897df
16222255,1.564327,1.244002,Monocytes,#9897df
16249944,5.617196,-0.796352,Macrophages,#f08592
16256255,3.95407,-1.106921,Macrophages,#f08592
16262802,0.659094,-4.116277,Macrophages,#f08592
16264119,3.058637,-0.696807,Macrophages,#f08592
16265203,-3.408139,4.986725,Myeloid Progenitors,#004583
16272822,5.027639,-2.932257,Macrophages,#f08592
16273631,4.604778,-0.007987,Macrophages,#f08592
16276074,2.980987,-3.113171,Macrophages,#f08592
16276885,1.131096,5.779159,Monocytes,#9897df
16284160,3.931213,-4.208729,Macrophages,#f08592
16286608,4.365373,-1.53028,Macrophages,#f08592
16295387,3.818975,0.384171,Macrophages,#f08592
16297368,2.439254,-3.655809,Macrophages,#f08592
16299908,1.040761,2.806306,Monocytes,#9897df
16305908,1.562765,5.495115,Monocytes,#9897df
16307179,1.505141,1.636111,Monocytes,#9897df
16309157,3.852121,-3.898079,Macrophages,#f08592
16311808,-3.973909,5.172555,Myeloid Progenitors,#004583
16325139,1.405388,4.647712,Monocytes,#9897df
16328290,0.619435,4.186263,Monocytes,#9897df
16332600,0.593374,2.299625,Monocytes,#9897df
16338781,-7.516627,2.089561,T Cells,#f6d100
16353700,4.270639,-3.742705,Macrophages,#f08592
16355273,2.472993,-2.877345,Macrophages,#f08592
16355927,-10.827894,-1.545228,NK Cells,#8a001b
16357536,-7.261242,-0.234698,T Cells,#f6d100
16359177,1.538025,5.374745,Monocytes,#9897df
16363158,1.169757,1.913275,Monocytes,#9897df
16364119,5.225989,-2.851714,Macrophages,#f08592
16382311,-2.92736,4.190322,Myeloid Progenitors,#004583
16391196,4.863432,-0.36583,Macrophages,#f08592
16394378,1.618435,-1.298681,Macrophages,#f08592
16402297,4.991111,-1.803213,Macrophages,#f08592
16410840,4.260648,-0.051271,Macrophages,#f08592
16415144,1.948963,-2.057787,Macrophages,#f08592
16416210,-1.669601,3.025721,Myeloid Progenitors,#004583
16425174,3.296919,-1.386133,Macrophages,#f08592
16426753,-5.397421,3.969013,Myeloid Progenitors,#004583
16438816,0.717874,3.525149,Monocytes,#9897df
16445957,1.169546,3.776483,Monocytes,#9897df
16446832,-0.72424,2.090921,Monocytes,#9897df
16454997,-6.146011,3.867897,Myeloid Progenitors,#004583
16456825,-4.320013,-1.216041,T Cells,#f6d100
16462322,4.836095,-3.405294,Macrophages,#f08592
16477393,-2.295449,7.916537,Myeloid Progenitors,#004583
16488463,-0.014162,3.776213,Monocytes,#9897df
16515683,-8.70779,-1.860108,NK Cells,#8a001b
16516906,5.844344,-1.182912,Macrophages,#f08592
16517227,2.390782,-3.378854,Macrophages,#f08592
16518948,0.957754,4.798224,Monocytes,#9897df
16522932,-6.381072,2.700465,T Cells,#f6d100
16529555,4.431944,-2.796218,Macrophages,#f08592
16531149,-6.900503,3.477775,T Cells,#f6d100
16532112,0.325344,7.027391,Monocytes,#9897df
16532130,-2.224252,8.020537,Myeloid Progenitors,#004583
16551131,-9.73989,0.438723,NK Cells,#8a001b
16551525,5.495989,-1.008297,Macrophages,#f08592
16552701,1.207132,-0.091226,Macrophages,#f08592
16552885,4.413093,-2.193174,Macrophages,#f08592
16568715,-11.020584,-1.07035,NK Cells,#8a001b
16576137,3.568643,-0.189357,Macrophages,#f08592
16577480,0.329013,-1.383474,Monocytes,#9897df
16580889,1.785718,0.663642,Monocytes,#9897df
16582949,1.585156,-2.275582,Macrophages,#f08592
16590836,1.247194,-0.466596,Macrophages,#f08592
16591953,-6.341916,-0.610273,T Cells,#f6d100
16595656,3.928228,0.219062,Macrophages,#f08592
16605947,-6.604449,2.295534,T Cells,#f6d100
16607782,-6.081875,0.320939,T Cells,#f6d100
16624110,-4.961348,4.657442,Myeloid Progenitors,#004583
16644082,2.304858,3.785476,Monocytes,#9897df
16644797,-6.191771,1.931434,T Cells,#f6d100
16646004,-6.152308,0.040072,T Cells,#f6d100
16651062,2.970818,-3.769439,Macrophages,#f08592
16657583,-6.108654,-0.590627,T Cells,#f6d100
16661324,0.724593,0.098874,Macrophages,#f08592
16665638,4.011811,-0.198082,Macrophages,#f08592
16669260,1.663975,1.96476,Monocytes,#9897df
16669408,2.392871,3.622993,Monocytes,#9897df
16670037,0.4282,4.019784,Monocytes,#9897df
16678791,-1.340876,1.462661,Myeloid Progenitors,#004583
16683892,-6.881169,2.790851,T Cells,#f6d100
16683968,-4.780916,4.229121,Myeloid Progenitors,#004583
16684132,3.523247,-1.093961,Macrophages,#f08592
16692223,1.095517,5.797961,Monocytes,#9897df
16693361,5.871708,-1.610524,Macrophages,#f08592
16697698,1.454911,-2.171686,Macrophages,#f08592
16697774,4.28269,-4.012717,Macrophages,#f08592
16697964,3.569727,-3.122693,Macrophages,#f08592
16705957,3.881703,0.912295,Macrophages,#f08592
16710182,-6.272017,2.692258,T Cells,#f6d100
16710207,0.719099,-3.735812,Macrophages,#f08592
16728275,-8.191408,1.79624,T Cells,#f6d100
16735110,-6.829794,-0.00844,T Cells,#f6d100
16741618,0.026812,0.821247,Monocytes,#9897df
16743252,-2.276366,7.670799,Myeloid Progenitors,#004583
16750454,4.810512,-3.377258,Macrophages,#f08592
16755814,-0.212609,6.684536,Neutrophils,#c38200
16755927,5.652778,-1.804434,Macrophages,#f08592
16759783,3.43185,-2.469757,Macrophages,#f08592
16764627,-7.254219,2.564817,T Cells,#f6d100
16771215,0.152197,5.019626,Monocytes,#9897df
16772959,-10.24061,5.493293,Mast Cells,#afa200
16774269,-6.070221,-6.639586,Dendritic Cells,#d3bcd4
16776458,4.619365,-2.243081,Macrophages,#f08592
16776474,1.047269,-1.92965,Macrophages,#f08592
16777097,1.071386,-1.311569,Macrophages,#f08592
16793083,0.409539,1.518137,Monocytes,#9897df
16794221,0.665024,2.165448,Monocytes,#9897df
16796093,1.449257,-2.448302,Macrophages,#f08592
16800552,-5.301122,4.417897,Myeloid Progenitors,#004583
16806042,0.255499,4.01384,Monocytes,#9897df
16817240,4.270325,0.17102,Macrophages,#f08592
16821020,-0.046067,-3.878484,Macrophages,#f08592
16826496,-6.050997,-0.685244,T Cells,#f6d100
16829744,-0.66487,-0.060309,Monocytes,#9897df
16832487,6.128222,-1.901069,Macrophages,#f08592
16834909,2.184991,4.081195,Monocytes,#9897df
16845275,-7.315243,-0.693015,T Cells,#f6d100
16850068,4.210335,-0.842059,Macrophages,#f08592
16851029,2.438983,4.422414,Monocytes,#9897df
16860223,-4.550572,5.144259,Myeloid Progenitors,#004583
16863829,2.125664,1.982873,Monocytes,#9897df
16865516,1.312083,2.962271,Monocytes,#9897df
16867375,3.809188,-3.874555,Macrophages,#f08592
16870515,-0.43328,-2.017761,Macrophages,#f08592
16872161,5.592146,-0.937591,Macrophages,#f08592
16874544,1.160163,1.56679,Monocytes,#9897df
16876365,0.593326,6.303732,Monocytes,#9897df
16890980,-6.849528,1.102779,T Cells,#f6d100
16891902,1.596023,-3.048076,Macrophages,#f08592
16900087,3.222367,-1.47763,Macrophages,#f08592
16904142,1.394303,-3.471823,T Cells,#f6d100
16904263,4.237258,0.191553,Macrophages,#f08592
16907830,-7.749141,1.978333,T Cells,#f6d100
16908832,5.40661,-3.000105,Macrophages,#f08592
16912348,3.874809,-0.60099,Macrophages,#f08592
16912972,-6.083327,3.193816,Myeloid Progenitors,#004583
16919601,-7.895886,-1.115533,T Cells,#f6d100
16919886,-0.46357,1.447116,Monocytes,#9897df
16926346,1.689432,5.012776,Monocytes,#9897df
16926593,0.597068,6.253083,Monocytes,#9897df
16926716,0.309548,-1.317398,Macrophages,#f08592
16927024,2.090601,3.747627,Monocytes,#9897df
16928534,4.565958,-3.236789,Macrophages,#f08592
16929953,3.01129,-4.153289,Macrophages,#f08592
16930676,5.275562,-3.327459,Macrophages,#f08592
16935370,-6.921094,-1.468872,T Cells,#f6d100
16938165,-1.182205,2.038722,Myeloid Progenitors,#004583
16940091,2.050487,-2.119256,Macrophages,#f08592
16946058,2.187483,1.058363,Macrophages,#f08592
16946545,1.48648,1.220759,Monocytes,#9897df
16948751,0.410739,-0.442282,Monocytes,#9897df
16952556,2.003182,-1.68561,Macrophages,#f08592
16953342,2.844347,-4.569146,Macrophages,#f08592
16953949,-10.601486,-1.259146,NK Cells,#8a001b
16956061,2.874816,-3.125756,Macrophages,#f08592
16957859,0.81233,4.400091,Monocytes,#9897df
16958061,3.865748,-3.772439,Macrophages,#f08592
16959195,1.28548,1.468904,Monocytes,#9897df
16964501,0.99256,2.197559,Monocytes,#9897df
16975683,-9.404741,0.094311,NK Cells,#8a001b
16981884,0.231061,0.415706,Monocytes,#9897df
16983693,-6.013887,-0.048711,T Cells,#f6d100
16988849,-4.235081,5.090752,Myeloid Progenitors,#004583
16991966,-10.141446,0.16373,NK Cells,#8a001b
16998553,1.353195,-4.003244,Macrophages,#f08592
17000213,2.142949,1.351658,Monocytes,#9897df
17002138,2.987471,0.127209,Macrophages,#f08592
17013419,2.742435,-3.214698,Macrophages,#f08592
17015651,3.357126,-2.509973,Macrophages,#f08592
17015993,0.853482,4.334092,Monocytes,#9897df
17019483,2.869003,-4.569952,Macrophages,#f08592
17019526,0.576931,-2.880793,Macrophages,#f08592
17027194,3.844404,0.294587,Macrophages,#f08592
17029666,2.11461,-2.343706,Macrophages,#f08592
17032290,2.569104,-1.211652,Macrophages,#f08592
17035906,-10.956636,-0.080754,NK Cells,#8a001b
17043546,-0.083191,7.359141,Neutrophils,#c38200
17052542,3.116582,-1.513829,Macrophages,#f08592
17052977,1.878325,3.104701,Monocytes,#9897df
17056191,-10.262566,-1.537906,NK Cells,#8a001b
17060087,4.367385,-1.775675,Macrophages,#f08592
17060622,5.030694,-1.027413,Macrophages,#f08592
17066270,1.571116,3.861714,Monocytes,#9897df
17075252,2.501109,-1.798191,Macrophages,#f08592
17087963,-8.408313,2.031749,T Cells,#f6d100
17090081,-0.829622,3.971553,Monocytes,#9897df
17090578,2.36275,3.902373,Monocytes,#9897df
17091589,2.211252,-0.126121,Macrophages,#f08592
17096860,-6.455617,-0.964172,T Cells,#f6d100
17096929,1.878515,-1.001493,Macrophages,#f08592
17098190,1.175896,-0.276216,Macrophages,#f08592
17103411,0.323876,-0.239414,Macrophages,#f08592
17118878,-0.79199,2.537939,Myeloid Progenitors,#004583
17125750,4.094198,-0.156197,Macrophages,#f08592
17133477,4.338877,-0.429146,Macrophages,#f08592
17133921,2.756341,-3.87649,Macrophages,#f08592
17135868,-0.845287,1.417384,Monocytes,#9897df
17139251,1.480899,3.524379,Monocytes,#9897df
17150131,0.990064,3.799488,Monocytes,#9897df
17151261,-0.227623,-4.0085,Macrophages,#f08592
17154829,5.218378,-2.564421,Macrophages,#f08592
17159076,-1.607582,3.076425,Myeloid Progenitors,#004583
17167361,-10.282928,0.952362,NK Cells,#8a001b
17170425,2.320227,4.472728,Monocytes,#9897df
17172809,4.006241,-3.203011,Macrophages,#f08592
17173050,2.870278,1.047768,Macrophages,#f08592
17175366,1.231216,3.771953,Monocytes,#9897df
17176456,1.062915,2.028237,Monocytes,#9897df
17185811,4.282462,0.054807,Macrophages,#f08592
17187802,2.672777,-2.653153,Macrophages,#f08592
17192256,2.58787,-3.645456,Macrophages,#f08592
17201455,-6.409184,1.67097,T Cells,#f6d100
17203997,1.768969,0.520745,Monocytes,#9897df
17204716,1.92948,-4.23892,Macrophages,#f08592
17205101,1.831115,-3.864332,Macrophages,#f08592
17208203,-7.64615,-0.783607,T Cells,#f6d100
17221155,-0.28098,-2.4484,Macrophages,#f08592
17221833,3.880558,-3.495435,Macrophages,#f08592
17228580,-6.640188,-1.01619,T Cells,#f6d100
17229289,-10.525054,0.848381,NK Cells,#8a001b
17245016,3.8634,-3.034952,Macrophages,#f08592
17249290,-4.645422,4.644421,Myeloid Progenitors,#004583
17249511,-0.125016,6.805864,Monocytes,#9897df
17261724,-5.488533,4.306392,Myeloid Progenitors,#004583
17263987,-7.930422,0.366531,T Cells,#f6d100
17266061,2.95524,-0.318396,Macrophages,#f08592
17270989,3.041375,-4.719263,Macrophages,#f08592
17271730,2.161977,-1.814705,Macrophages,#f08592
17271788,-10.258394,5.516214,Mast Cells,#afa200
17272032,3.318228,0.236889,Macrophages,#f08592
17272713,-10.572998,-1.297637,NK Cells,#8a001b
17277719,4.515856,-2.993846,Macrophages,#f08592
17278095,-8.223539,2.378978,T Cells,#f6d100
17278260,4.250419,-4.42253,Macrophages,#f08592
17280101,2.751396,-4.437355,Macrophages,#f08592
17281570,-2.335641,8.088572,Myeloid Progenitors,#004583
17288760,4.904024,-1.505275,Macrophages,#f08592
17289270,-0.872337,2.06895,Monocytes,#9897df
17289963,4.079794,-0.935408,Macrophages,#f08592
17290306,-10.415984,1.064241,NK Cells,#8a001b
17293239,2.017351,-3.587978,Macrophages,#f08592
17293585,0.080872,-3.908547,Macrophages,#f08592
17302470,-7.46093,0.947288,T Cells,#f6d100
17303393,2.38688,-1.04065,Macrophages,#f08592
17304129,2.940202,-3.292647,Macrophages,#f08592
17306047,-6.515182,0.483653,T Cells,#f6d100
17306725,-9.917051,-1.600918,NK Cells,#8a001b
17308666,-0.08212,7.511783,Neutrophils,#c38200
17314567,0.392684,5.591369,Monocytes,#9897df
17318160,-7.144393,-1.088909,T Cells,#f6d100
17323416,2.353743,-0.673295,Macrophages,#f08592
17326239,1.940453,-2.370731,Macrophages,#f08592
17327842,1.694349,2.874025,Monocytes,#9897df
17331244,0.897704,5.044549,Monocytes,#9897df
17335584,0.925738,4.539045,Monocytes,#9897df
17339669,1.030522,3.468614,Monocytes,#9897df
17342444,1.236441,0.462664,Monocytes,#9897df
17342622,0.175024,0.729908,Monocytes,#9897df
17345062,0.650332,-4.046065,Macrophages,#f08592
17351467,-10.45006,-0.951211,NK Cells,#8a001b
17352662,-8.45972,2.730738,T Cells,#f6d100
17355078,3.124982,0.591687,Monocytes,#9897df
17361866,0.23815,5.689289,Monocytes,#9897df
17368258,1.914539,-1.908738,Macrophages,#f08592
17371354,4.959497,-3.050879,Macrophages,#f08592
17377023,-2.951154,5.160536,Myeloid Progenitors,#004583
17380683,6.10042,-1.632023,Macrophages,#f08592
17384166,5.353776,-3.127171,Macrophages,#f08592
17385205,2.222421,-3.38641,Macrophages,#f08592
17387440,3.159197,-0.262031,Macrophages,#f08592
17387887,0.151738,-1.094249,Macrophages,#f08592
17395169,-5.522159,-6.575845,Dendritic Cells,#d3bcd4
17396917,-10.578465,-1.319304,NK Cells,#8a001b
17400106,4.326811,-0.835186,Macrophages,#f08592
17402411,-1.859399,2.4257,Myeloid Progenitors,#004583
17404511,3.470961,-1.226893,Macrophages,#f08592
17416296,0.142301,3.869148,Monocytes,#9897df
17422723,2.048048,1.815328,Monocytes,#9897df
17423234,1.862207,-3.99415,Macrophages,#f08592
17432480,3.834858,-1.478189,Macrophages,#f08592
17433885,-3.034727,7.696319,Myeloid Progenitors,#004583
17438906,-0.623551,1.203146,Monocytes,#9897df
17439083,1.076151,0.276757,Macrophages,#f08592
17443044,-7.151892,3.498597,T Cells,#f6d100
17443150,1.502545,-3.634834,Macrophages,#f08592
17444779,0.342023,-3.322101,Macrophages,#f08592
17445759,2.703541,-4.122314,Macrophages,#f08592
17454925,-3.051621,7.662072,Myeloid Progenitors,#004583
17456459,1.566932,5.148602,Monocytes,#9897df
17457811,3.214368,-0.266123,Macrophages,#f08592
17465629,3.821664,-1.704857,Macrophages,#f08592
17466790,-4.423405,4.999066,Myeloid Progenitors,#004583
17467259,5.467051,-2.801316,Macrophages,#f08592
17468936,4.358143,0.821415,Macrophages,#f08592
17474806,2.138965,0.366924,Macrophages,#f08592
17475462,2.120622,-1.976482,Macrophages,#f08592
17479188,0.224854,3.494183,Monocytes,#9897df
17483251,3.608116,-0.592209,Macrophages,#f08592
17486282,4.635764,-3.942228,Macrophages,#f08592
17496866,2.254343,-1.04628,Macrophages,#f08592
17503389,-2.616028,7.656443,Myeloid Progenitors,#004583
17511203,1.258768,1.915917,Monocytes,#9897df
17513009,4.037036,-0.311624,Macrophages,#f08592
17517669,-3.722168,6.464884,Monocytes,#9897df
