Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Trpm7,0.0594182750118585,-0.246678288596898,0.212,0.271,1
Xbp1,0.0594750061053206,0.377815415130305,0.432,0.379,1
Plcg2,0.0594791897391588,0.421877395909918,0.178,0.132,1
Grpel2,0.059539198922036,0.463029728441361,0.089,0.056,1
Abcd3,0.059554229073338,-0.84058810000219,0.064,0.103,1
Rps12,0.0599293967557899,-0.190467856740453,0.983,0.973,1
Zfp787,0.0600400843888184,0.675053341872408,0.097,0.064,1
Gnb1l,0.060066878311677,-0.741367570430745,0.021,0.049,1
Ilf2,0.0601887347002242,0.200167509112209,0.233,0.176,1
Gm28177,0.0602045135547731,-2.69905799271766,0,0.015,1
Gpm6b,0.0602045135547731,-2.39263867869586,0,0.015,1
Insrr,0.0602045135547731,-3.18465792308032,0,0.015,1
Npffr2,0.0602045135547731,-3.08337376969459,0,0.015,1
Smarcc2,0.060288873764492,-0.416026519423589,0.322,0.374,1
Arap1,0.0603900959760011,0.396961401142273,0.191,0.142,1
Dpf2,0.0605171169059672,0.285738419271772,0.212,0.16,1
Pstk,0.0605365582015347,0.867143886399695,0.068,0.041,1
Itpr2,0.0605542787310532,0.55173087361697,0.123,0.086,1
Sart1,0.0607507114037269,-0.347504752208041,0.093,0.138,1
Trpv2,0.0608905811608272,0.339131055402097,0.275,0.22,1
Mlec,0.0609752284156482,0.198498549793443,0.5,0.436,1
Kdm2a,0.0610914839815671,-0.318688192195717,0.263,0.316,1
Eomes,0.0611208944548452,-0.256348261957791,0.178,0.235,1
Sdhc,0.0612536633723507,0.454138810778913,0.229,0.18,1
Zfp672,0.0613062773192433,0.888445468355516,0.068,0.041,1
Nxn,0.0613406720214761,0.723317476160489,0.119,0.082,1
Cyb561a3,0.061370972596625,1.17271891138919,0.064,0.038,1
Aqr,0.0613722801470812,-0.456397477014445,0.106,0.152,1
Alg14,0.0614794431831342,1.22766945605592,0.055,0.031,1
Nol6,0.0614975112972783,-0.830854496850496,0.102,0.144,1
Slc35g1,0.0615204647841748,-1.45374804421023,0.013,0.036,1
Casp8ap2,0.0616440961171321,-0.543439171751387,0.174,0.226,1
Stap1,0.0616620143923932,0.755460192215255,0.131,0.094,1
Trim30b,0.0618083179928086,3.1395365248824,0.021,0.008,1
Gna13,0.062020264166062,0.399946586706478,0.462,0.413,1
Zfp608,0.062105239111588,0.682492425569501,0.144,0.102,1
Npepl1,0.0621552881900614,-0.536846896995278,0.169,0.218,1
Tnfrsf13b,0.0621653587427643,0.562621380837842,0.085,0.053,1
Dnajc5,0.0623230177058398,-0.160035333483271,0.314,0.379,1
Smim3,0.0623879695558574,-0.557740636101622,0.131,0.178,1
Cacfd1,0.0624124531191644,0.577517531973604,0.072,0.044,1
Cenph,0.0626221100765207,-0.33425566585365,0.102,0.147,1
Prkcq,0.062751890062459,-0.387483513901113,0.161,0.215,1
Dhx16,0.0627536534854044,-0.543651538379167,0.097,0.142,1
Mapk9,0.0628008785372047,0.53420897062257,0.212,0.164,1
Nlrp1a,0.0628072727355923,1.98165403085537,0.021,0.008,1
Cab39l,0.0628918387378403,0.339490573720637,0.182,0.136,1
Gadd45g,0.0629096811825172,-0.340677539102307,0.186,0.242,1
Slc2a3,0.0629260666028689,0.343233680931294,0.301,0.246,1
Abt1,0.0630113542757121,0.994818710159242,0.106,0.073,1
Bsg,0.0630161463358031,0.145565507733977,0.614,0.537,1
Baiap2,0.0630553679486347,1.20525184990583,0.064,0.038,1
Trim13,0.0633201236630319,0.953373167768381,0.03,0.013,1
Msi2,0.0635569748775892,-0.335934093170758,0.208,0.267,1
Fbxo36,0.0635652177543633,1.67501403637535,0.021,0.008,1
Fbxl14,0.0635749910010089,-0.629628508603529,0.085,0.126,1
Ndufs2,0.0635782463063727,0.34221538770203,0.267,0.213,1
Klhl8,0.0636253067651238,1.0825225995857,0.03,0.013,1
Cmc2,0.0636684449142431,0.622146977767074,0.165,0.124,1
Ptgs2,0.0636816417272385,1.42730832766723,0.034,0.016,1
Ctsh,0.0639125891965711,0.241363434849968,0.169,0.122,1
Cux1,0.0640184441399622,0.612615128116836,0.229,0.183,1
Met,0.06420259665107,1.44906389013162,0.021,0.008,1
Xpr1,0.064207676847111,0.571007212281081,0.25,0.204,1
Gm16083,0.064330703524503,1.30227344180824,0.021,0.008,1
Tceal3,0.064330703524503,1.47504851939926,0.021,0.008,1
Ankrd17,0.0643981618954751,-0.459538912885236,0.305,0.358,1
Mycbp2,0.0644741115056655,-0.248320284051678,0.356,0.43,1
Ankrd55,0.0645875503297633,1.5057480017644,0.021,0.008,1
Gimap9,0.0646026040297416,-0.55808876449718,0.14,0.189,1
Ctla2a,0.0646704827292462,-0.23835584794354,0.534,0.588,1
Rab14,0.0647673303457628,0.203869906737094,0.432,0.366,1
Zdhhc1,0.0647974851518346,-2.38188657119235,0.004,0.022,1
Cdadc1,0.0648471576048056,-1.35131607566066,0.051,0.084,1
Ccdc85b,0.0649618401559076,0.873805574172939,0.03,0.013,1
Gins2,0.0649725951650048,-1.10923455311771,0.03,0.059,1
Rad23a,0.0650245454114597,0.277446513662245,0.441,0.373,1
Gm12185,0.0651406102681366,0.27794389083258,0.182,0.133,1
2900026A02Rik,0.0652178684975936,1.272529941227,0.051,0.028,1
Hmga2-ps1,0.0652333716526321,1.07789586649068,0.021,0.008,1
Itga6,0.0652492760401188,0.637882018561495,0.11,0.075,1
Timm22,0.0652583662474412,-0.672400046634479,0.059,0.097,1
Hvcn1,0.0655150135727829,0.830892356487921,0.051,0.028,1
Lins1,0.0655963137641682,1.23583941725717,0.042,0.022,1
Gm39090,0.0656234143826494,1.0628172893784,0.021,0.008,1
N4bp2l2,0.0657275106962061,0.34634814682426,0.284,0.227,1
Rnf10,0.0657563867594315,0.17438521363437,0.301,0.234,1
Adap1,0.0658457972845545,1.10471526910172,0.042,0.022,1
Mideas,0.0659108045367442,-0.91570870221366,0.064,0.101,1
Pcyt2,0.0659962527484969,0.371531927654326,0.059,0.034,1
Ptpn5,0.0660171782886094,-1.914340808675,0.004,0.022,1
Socs1,0.0660441379974574,-0.298886112679585,0.39,0.447,1
Clspn,0.066297336181173,-0.413929641582116,0.136,0.185,1
Chd9,0.0663150842432523,-0.383462063785244,0.123,0.172,1
Snhg12,0.0664136005454044,-1.14377984100713,0.038,0.07,1
Spag9,0.0665347557595988,0.23114780662292,0.305,0.244,1
Kmt5a,0.06653941310348,0.345805203777224,0.441,0.379,1
Ripk3,0.0666419345468369,0.744817841974568,0.114,0.079,1
C2cd2l,0.0666445056538239,1.09609487048814,0.059,0.035,1
P2ry10b,0.0666886096174628,0.73886699939879,0.131,0.094,1
Dynlt2b,0.066693679260749,-1.32837992571518,0.013,0.036,1
Itgb3bp,0.0666972549533347,-1.10972436095493,0.025,0.053,1
Insr,0.0667131120981873,-0.703358475009345,0.017,0.042,1
Sec31a,0.0669012991965776,0.291883819433785,0.377,0.314,1
Rsu1,0.0669486799096241,0.427427439158443,0.292,0.242,1
Lias,0.0669594919976732,0.559660940932664,0.169,0.126,1
Ppcs,0.0669682246036561,-1.40252693937071,0.004,0.022,1
Ptpn18,0.0669810349036686,0.177198278372223,0.326,0.267,1
Ubtf,0.066996636588135,-0.769192231101366,0.178,0.223,1
Mtrf1l,0.0670018155868485,0.649039283447225,0.064,0.038,1
Eif2ak2,0.067025779695223,0.40199868108282,0.178,0.133,1
Hexa,0.0670520554712819,0.598168376396046,0.208,0.163,1
Zfp268,0.0670707140027012,0.633326942609345,0.106,0.071,1
2810429I04Rik,0.0670843211472437,-2.3160752766105,0,0.014,1
4930445E18Rik,0.0670843211472437,-2.82190015477881,0,0.014,1
Ccdc112,0.0670843211472437,-2.2057739297467,0,0.014,1
Gldc,0.0670843211472437,-2.62027080775425,0,0.014,1
Lonrf3,0.0670843211472437,-2.61520995223673,0,0.014,1
Spry2,0.0671517895903746,-1.04545099067611,0.068,0.105,1
Ifng,0.0672073171272015,-2.10403428771149,0.085,0.123,1
Czib,0.0672175494576609,1.14713502735709,0.072,0.045,1
Gm40645,0.0672743501480466,0.954957871683098,0.042,0.022,1
Phf20l1,0.0673320166998889,-0.473809747063581,0.271,0.321,1
Rnaseh2c,0.0673360822860352,0.86490120539809,0.085,0.055,1
Nudcd2,0.0675934022039569,-0.466232628110298,0.153,0.2,1
Tenm1,0.0676014303935159,0.872471520785711,0.034,0.016,1
Dnajc2,0.0676530405824347,-0.524305948455899,0.305,0.354,1
Ncf4,0.0678233153629108,0.565808585570661,0.119,0.081,1
Irak2,0.0679092443719616,1.17132163468356,0.093,0.063,1
Kif20b,0.0679125670224465,0.519922501569836,0.212,0.166,1
Dido1,0.0679151843196342,-0.882055608469458,0.072,0.11,1
Ccr5,0.0680976887191074,0.144819602908486,0.758,0.729,1
Gapvd1,0.068215873134182,0.103413567216159,0.347,0.283,1
0610012G03Rik,0.0682286882149346,0.348022536582928,0.242,0.189,1
Xpo5,0.0683168692314384,-0.797505032922209,0.051,0.086,1
Nxt1,0.0683743183049173,-0.593278771825608,0.081,0.122,1
Lrwd1,0.0683926955999385,0.438880589330757,0.076,0.047,1
Tmem50b,0.0684793592739957,0.775661530733466,0.072,0.044,1
Tnfsf14,0.0685187507248593,0.123721759105201,0.064,0.037,1
Snrpn,0.0685463901441134,-1.5849912762291,0.008,0.029,1
Ikzf5,0.0686468102234807,0.556160361644731,0.089,0.058,1
Aldh3b1,0.0686797697050437,0.669457190337911,0.047,0.025,1
Dpp7,0.0686797697050437,0.72346322981295,0.047,0.025,1
Mgst3,0.068753033498614,0.651990225218413,0.114,0.079,1
Zer1,0.068840105832235,-1.14903190371311,0.021,0.047,1
Tuba8,0.0689845313043604,0.745162755602743,0.034,0.016,1
Cep57l1,0.069038664340291,0.83947978311014,0.114,0.08,1
Hnrnpc,0.0692180862251643,0.177318637090591,0.809,0.756,1
Slc36a1,0.0694247881527861,0.550792064837183,0.064,0.038,1
Ercc1,0.0695116294610514,-1.03527544420341,0.038,0.07,1
Nudc,0.0695141021592375,-0.350397267973726,0.229,0.286,1
Tex30,0.0695342036227254,0.588770670338442,0.114,0.079,1
Pdxk,0.0695749389217501,0.673366581424475,0.114,0.08,1
Kdm5a,0.0696500147684307,-0.444909132437251,0.144,0.193,1
Clcn5,0.0697047956894497,-0.861836958503904,0.064,0.101,1
Dedd,0.0697106988830522,0.550620460394389,0.11,0.075,1
Rnf31,0.06980608663069,1.1386349621273,0.055,0.032,1
Tap1,0.0698969903823983,0.38984654904409,0.551,0.496,1
Dscam,0.0699784616097674,0.107633299367371,0.114,0.077,1
Cntrl,0.069985460767147,-0.24771166886533,0.297,0.35,1
Cd5l,0.0700456780911339,4.52101477302617,0.013,0.004,1
Prr13,0.0700594785058484,0.200191728528509,0.661,0.618,1
D2hgdh,0.0700606384034331,0.918360182622559,0.038,0.019,1
Hexb,0.0701281089884582,0.589166647258269,0.169,0.126,1
Phf23,0.0702201759415837,0.573007523041506,0.229,0.183,1
Nwd1,0.0702398856119679,2.76247472627274,0.013,0.004,1
Wdr54,0.0702398856119679,2.3193722647617,0.013,0.004,1
Zfp658,0.0702398856119679,2.85417633017665,0.013,0.004,1
Hikeshi,0.0702815963565987,0.374363099341276,0.237,0.187,1
Zfp94,0.0703317695667468,1.88882228012095,0.017,0.006,1
Sephs1,0.0703398327284033,0.517404067058337,0.186,0.144,1
Gpat4,0.0703523920990904,-0.594527670482477,0.165,0.213,1
Acadl,0.0703679828388098,0.283887466606523,0.487,0.406,1
Dnah14,0.0704345347267581,1.91749272804412,0.013,0.004,1
Pik3c2b,0.0704345347267581,2.85754575269302,0.013,0.004,1
Milr1,0.0704559241598987,0.326928286310253,0.123,0.085,1
Cdc42ep4,0.0704910383379757,2.25438305637015,0.017,0.006,1
Gm2582,0.0704910383379757,2.06723984364512,0.017,0.006,1
A830018L16Rik,0.0706296261325428,2.61722073694684,0.013,0.004,1
Asb5,0.0706296261325428,2.32448868259896,0.013,0.004,1
ENSMUSG00000120513,0.0706296261325428,2.42410567625162,0.013,0.004,1
Npas2,0.0706481431522238,0.866876827340319,0.042,0.022,1
Lman1,0.0706874186184864,0.416946204621405,0.28,0.235,1
Mindy4b-ps,0.0708104634842392,1.67295531410049,0.017,0.006,1
Pex11g,0.0708104634842392,1.7864572327386,0.017,0.006,1
Creg2,0.0708251605265506,2.23657790945243,0.013,0.004,1
Ninl,0.0708251605265506,2.13457063202042,0.013,0.004,1
Ipo4,0.0709140691394811,-0.619885280583466,0.051,0.087,1
AY074887,0.0709706206213237,1.72816362951812,0.017,0.006,1
Hdc,0.0709706206213237,1.36900511739841,0.017,0.006,1
E130304I02Rik,0.071021138606197,2.1025902920469,0.013,0.004,1
Gm15441,0.071021138606197,1.98973518271072,0.013,0.004,1
Gm30835,0.071021138606197,1.86063313734744,0.013,0.004,1
Syt7,0.071021138606197,2.14416887111905,0.013,0.004,1
Zbtb3,0.071021138606197,1.88670182622331,0.013,0.004,1
Gspt2,0.0711310746425481,1.50314057820796,0.017,0.006,1
Aldh1l1,0.0712175610690817,1.67608230757394,0.013,0.004,1
Gm2415,0.0712175610690817,1.88172529271977,0.013,0.004,1
Lsr,0.0712175610690817,2.0247298122313,0.013,0.004,1
Rorc,0.0712175610690817,2.06053557833271,0.013,0.004,1
Orc5,0.0713008952839191,0.756907240830887,0.106,0.073,1
Wdr48,0.0713185000478981,-0.897111864680655,0.055,0.089,1
Ssu72,0.0713756522048703,0.445796161946873,0.377,0.323,1
Cdca7,0.071388583215621,-0.50227867783874,0.182,0.232,1
Gm17529,0.0714144286129858,2.05796216421266,0.013,0.004,1
Stac2,0.0714144286129858,1.87508780633624,0.013,0.004,1
1700084F23Rik,0.0714528748624189,1.54447883537945,0.017,0.006,1
Tead1,0.0714528748624189,1.18028908226332,0.017,0.006,1
Dop1b,0.0715456263798089,0.316422672223582,0.072,0.044,1
Eif2b1,0.0715681148061146,-0.664884510780259,0.068,0.106,1
Ptpmt1,0.0715685237177689,0.454857343142035,0.157,0.116,1
Myrf,0.0716142218237658,1.60350653692649,0.017,0.006,1
Tnfrsf22,0.0716659571017077,0.559564045200289,0.038,0.019,1
Gm49965,0.0718095017358662,1.37806391072722,0.013,0.004,1
Rgp1,0.0718644858402305,-1.38141484470096,0.021,0.047,1
Traf5,0.0719831592676037,0.472498754755355,0.093,0.061,1
Rbfox2,0.0720077087112852,1.52157738136173,0.013,0.004,1
Gm10184,0.0721000546912983,1.16123184711788,0.017,0.006,1
Gm55122,0.0721000546912983,1.19327330996587,0.017,0.006,1
Gm8369,0.0721215436021381,0.679572355749698,0.203,0.159,1
Gm11767,0.0722063635606036,1.44108391124157,0.013,0.004,1
Gm41555,0.0722063635606036,1.15563823715827,0.013,0.004,1
Ednra,0.0722625975803762,1.04220609670248,0.017,0.006,1
Gpn2,0.0723356725468509,0.444513552555916,0.038,0.019,1
Sapcd2,0.072388630282605,-2.05673364421675,0.004,0.021,1
Zfp300,0.0724054669824657,0.987460399533519,0.013,0.004,1
Acbd6,0.0724143691454028,-0.72462829642244,0.089,0.129,1
Pdrg1,0.0724942773135674,-0.769445016308657,0.068,0.105,1
Mettl26,0.0725273266239626,0.399734605240363,0.11,0.075,1
Trem1,0.0725885835488913,1.00900414252449,0.017,0.006,1
Ms4a3,0.0726050196756796,0.454760231305714,0.013,0.004,1
Tmem33,0.0728691165529337,-0.414216261836661,0.153,0.2,1
Purg,0.0728829305763369,0.567287130088899,0.042,0.022,1
Tapbp,0.0729142382360226,0.404021614559249,0.695,0.692,1
Trim3,0.0730542614925506,0.440833110044375,0.072,0.044,1
Marchf5,0.073242327234323,0.424690710147953,0.178,0.134,1
Slc1a5,0.0733292402722474,-0.21542426232432,0.449,0.501,1
Rrp1b,0.0735459239097975,-0.487577995628024,0.119,0.165,1
6820431F20Rik,0.0735735641765028,-0.288274087687076,0.284,0.345,1
Mx1,0.0737784995847103,-1.52838668341525,0.034,0.063,1
Senp2,0.0738026411747269,-0.234543780670944,0.136,0.189,1
Mis12,0.0738758068957913,0.521168269623252,0.169,0.128,1
Ncoa5,0.0738814152853477,-0.853880232370456,0.038,0.069,1
Gimap7,0.0739854309128622,-0.364482156758883,0.284,0.334,1
Atg7,0.0741643588414416,0.307368700972816,0.165,0.121,1
Nod1,0.074191976330982,0.680418088222447,0.068,0.041,1
Phlda1,0.0741941540122043,-0.648572180125338,0.034,0.064,1
Pigb,0.0742082257226519,-0.831618797183331,0.051,0.085,1
Slc35e1,0.0742090475744609,-1.05805596668853,0.081,0.118,1
Myg1,0.0742209521037513,0.746620366708684,0.093,0.062,1
Gm21188,0.0742470785131739,0.626117682751143,0.059,0.035,1
Septin9,0.0745693152252063,-0.286704367146347,0.525,0.587,1
Idh2,0.0746740657736298,0.588837435271917,0.076,0.048,1
Hmmr,0.0747389616060363,0.360723588621458,0.203,0.157,1
B3galt1,0.0748006161099828,-2.20194420714017,0,0.013,1
Slc44a5,0.0748006161099828,-2.37527395998791,0,0.013,1
Upp2,0.0748006161099828,-2.38000618529165,0,0.013,1
Sec22c,0.0748486432169849,0.835671441966055,0.055,0.032,1
Rps2,0.0748966611257149,0.151322245233572,0.932,0.921,1
Pnpt1,0.0750007392081997,-0.143792601880888,0.064,0.104,1
Hexim1,0.0750852618403852,-0.577529604804623,0.114,0.16,1
Osbpl7,0.0750956776533438,0.907273788639991,0.068,0.041,1
Gm11110,0.0751924170117245,0.12277802397437,0.093,0.061,1
Kctd5,0.0752762861120733,0.488772305400283,0.097,0.066,1
Stim1,0.0753886998237053,0.325877916927677,0.275,0.223,1
Vps50,0.0753992036614332,0.738678636363784,0.089,0.058,1
Etl4,0.07543302854422,1.19784780585529,0.025,0.011,1
Vta1,0.0754546770058787,-0.411988620109426,0.076,0.115,1
Slc45a4,0.0754643272229657,1.03766889905429,0.047,0.026,1
Per1,0.0755859968433397,0.708115682178359,0.068,0.041,1
Macroh2a1,0.0756617731998193,0.295175384023713,0.725,0.68,1
Cr1l,0.0756699727249754,-0.506998881630559,0.275,0.32,1
Sv2c,0.0758170468521651,1.23084363495502,0.025,0.011,1
Bcl10,0.0759078333683287,0.506970526493137,0.174,0.132,1
9330133O14Rik,0.0760739441709884,1.12063673211157,0.025,0.011,1
Sertad3,0.0760739441709884,1.02085847926001,0.025,0.011,1
Sptssa,0.076106996537582,0.164532889386481,0.258,0.203,1
Calhm2,0.076149623935381,-0.872183515668395,0.025,0.053,1
Vps37b,0.0761528818196821,-0.304239752177766,0.22,0.276,1
Pcdh7,0.0761631637337799,1.22532386851042,0.047,0.026,1
Eola1,0.0762234109456681,0.950810676375423,0.059,0.036,1
Heca,0.0762680656475513,-0.436068682139148,0.089,0.132,1
Cald1,0.0763315511385632,0.9142784415693,0.025,0.011,1
Ywhab,0.0763574390704214,0.203478210515457,0.792,0.73,1
G3bp2,0.0764099065967208,-0.190114859963486,0.352,0.42,1
Snhg15,0.0764908131849778,-0.51109740263913,0.127,0.174,1
Tbc1d15,0.0765439897685626,-0.62099017729282,0.072,0.11,1
Cep43,0.076659863272908,0.871321758596264,0.076,0.049,1
Zfp931,0.0767192951031432,0.819181043786629,0.025,0.011,1
Bmp7,0.0767673795126263,-1.35141857128065,0.008,0.028,1
Prkar2a,0.076793803834204,-0.449135038332886,0.301,0.355,1
Tob1,0.0769773845518269,0.597516006460475,0.076,0.048,1
Pvt1,0.0770006659916969,-0.574809905729984,0.106,0.149,1
Sh2d3c,0.0770081855978055,-0.746311348244853,0.144,0.186,1
Cdc42,0.0770390786321644,0.144700961218444,0.945,0.928,1
Sox2ot,0.0771086432915373,0.922248162685404,0.025,0.011,1
Ss18l1,0.0771086432915373,0.855059579479513,0.025,0.011,1
Tmem165,0.077156376711824,-0.565930240330993,0.148,0.196,1
Rinl,0.0771744999062093,-0.400165292275549,0.322,0.376,1
Coq5,0.077281122063142,0.422149797239804,0.11,0.075,1
Lama5,0.0775344090258923,0.298603296389277,0.144,0.103,1
Sptbn1,0.0775442580994931,0.259671134677507,0.347,0.298,1
Amdhd2,0.077566934208741,0.504164219975337,0.106,0.072,1
Ifrd1,0.0775918002176556,0.627703066834664,0.216,0.178,1
Umps,0.0776151477656952,-0.932869921438558,0.072,0.108,1
Dph7,0.0776625896109066,0.698198746305816,0.064,0.038,1
Nsmaf,0.0777077417723859,-0.697126366109011,0.11,0.15,1
Gfpt1,0.0777573724994339,-0.698049981219807,0.123,0.165,1
Cd48,0.0777935875416496,-0.277929353421353,0.411,0.463,1
Tpp2,0.0778864015908264,-0.114609504470328,0.335,0.41,1
H2ax,0.0779266746086557,0.677373741925646,0.208,0.166,1
Rpl29,0.0779853606687457,0.197633478466481,0.593,0.527,1
Frmd8,0.0780608694016535,0.281796355884673,0.22,0.169,1
Nutf2,0.0780990998828028,-0.971735327137594,0.008,0.028,1
Rara,0.0781546900441411,0.514025522897143,0.169,0.129,1
Csde1,0.0781971650080442,0.279696277646072,0.631,0.584,1
Stat3,0.0783757008743311,-0.482919218799704,0.415,0.444,1
1700123O20Rik,0.0784538115143856,0.318308931721964,0.136,0.097,1
Cpt1a,0.0784798599505792,-0.363337188834028,0.178,0.229,1
Bcat1,0.0784910430613533,-0.892873535053198,0.055,0.089,1
Map7,0.0786335656154817,0.453367237970886,0.064,0.038,1
Bap1,0.0786345360854723,-0.799868186506626,0.051,0.084,1
Stard5,0.0787086634244673,0.521225720425536,0.064,0.038,1
Crot,0.0787358870831719,-0.668661740361446,0.123,0.163,1
Oxct1,0.0788461344028419,0.228447855432992,0.394,0.335,1
Maf1,0.0790670753246513,0.771325347822828,0.076,0.049,1
Gzme,0.0790954863258502,-1.72905707303352,0.085,0.121,1
Eif4g1,0.0791050986842508,-0.317932489559943,0.517,0.53,1
Gm28578,0.079325375628662,1.22142636150276,0.03,0.014,1
1700097N02Rik,0.0794193072261888,-0.874300439674006,0.055,0.089,1
Mctp2,0.0794436204153512,0.179204494875279,0.157,0.113,1
Arhgap23,0.0794642556758056,0.611687427875445,0.047,0.026,1
Otulinl,0.0795490957584279,0.466895477004198,0.144,0.106,1
Cep20,0.0796210030458485,0.483838537398037,0.123,0.087,1
Bicd2,0.0796482460530868,0.658596122244067,0.165,0.124,1
5830428M24Rik,0.0796876441422761,-1.48264874977646,0.013,0.034,1
Pcyox1l,0.0797759125640452,-1.4539278060069,0.013,0.034,1
Abi2,0.0797848334199243,-0.810209918491087,0.051,0.084,1
Cstf3,0.0798996779830032,0.505072884637504,0.157,0.118,1
Syngr1,0.0799261975021812,1.21552709213162,0.03,0.014,1
Camk2d,0.0800488275487923,0.228329859604201,0.225,0.174,1
Il21r,0.080112650099784,-0.304566454762246,0.148,0.201,1
Ppp1ca,0.0801327871827786,0.204255693403218,0.716,0.663,1
Nfyc,0.0801545423293003,-0.71198504237298,0.11,0.15,1
Tmed7,0.0801872472869712,0.299114416574593,0.246,0.195,1
Naa16,0.0801936505795074,-0.778963657181175,0.085,0.123,1
Terf2ip,0.080257685110211,0.831204668800394,0.059,0.036,1
Tspan32,0.0802884623273018,0.924358608330333,0.03,0.014,1
Enox2,0.0805778755054816,-0.649178550490867,0.072,0.11,1
Arhgap24,0.0807341403149033,0.756804117044857,0.059,0.036,1
Btbd11,0.0807748825165717,-2.10533751001443,0.004,0.021,1
Rasa3,0.0808260770317723,0.407120363921281,0.161,0.118,1
Camsap2,0.0808787539728755,0.549481681286637,0.11,0.077,1
Pusl1,0.0809883944490167,-1.04819310304131,0.047,0.078,1
Prpf3,0.0809902220158538,-0.159254561837852,0.123,0.17,1
Sirt5,0.0810055924502351,-2.12447240372216,0.004,0.021,1
Casz1,0.0810583406400265,1.17844908875509,0.034,0.017,1
Cd86,0.0810661314237871,0.589222257583362,0.093,0.063,1
Tle3,0.0812113180171751,-0.563247782343288,0.102,0.143,1
Btbd9,0.0812251022965952,0.473238383860198,0.148,0.108,1
Atp7a,0.0813040156270037,0.37680799222435,0.081,0.052,1
Mbd2,0.0813575649429913,-0.190611615745745,0.445,0.502,1
Max,0.0814469831761007,-0.288192215252146,0.233,0.287,1
Capzb,0.0815313550638072,0.141930473428168,0.907,0.886,1
Txndc9,0.0815684451635313,0.429804809688457,0.322,0.278,1
Wwox,0.0816463658992258,-0.612102742006174,0.055,0.089,1
4921504E06Rik,0.0819436734004285,-1.97420938398902,0.008,0.027,1
Noc3l,0.0819552786918345,-0.538813653521951,0.085,0.124,1
Ankle2,0.0820376065785001,-0.73922587543544,0.102,0.142,1
Wdr82,0.0820422960879173,-0.719131963967063,0.136,0.178,1
Cadps2,0.08204456553497,-1.84748628771247,0.008,0.027,1
Slirp,0.082051667193103,0.436839985851898,0.237,0.191,1
Marf1,0.0820741303978489,0.164694029035642,0.216,0.165,1
Hdac5,0.0821198443810339,0.994842260098515,0.03,0.014,1
Plk1,0.0821726720578447,0.47686401771645,0.136,0.099,1
Rrp12,0.0823196447544774,-0.524690665706878,0.055,0.089,1
Nek10,0.0823665682996016,1.21920322721121,0.03,0.014,1
Sf3a2,0.0823834066231698,-0.518293730679913,0.153,0.197,1
Nprl2,0.0826520358912511,-1.78241201234869,0.008,0.027,1
Clk4,0.0827525570022033,0.599109145379771,0.148,0.111,1
Spdl1,0.0827567763513009,0.403923647083567,0.11,0.076,1
Fbxo3,0.082767333879177,0.245381847773188,0.144,0.104,1
Xylt1,0.0828120295028207,1.23630859718496,0.042,0.023,1
Ube2r2,0.0829415117875285,0.261045352283153,0.373,0.321,1
Ash1l,0.0830150000873362,-0.514486718363531,0.203,0.251,1
Trim30c,0.0831103478950037,1.1899948322469,0.03,0.014,1
ENSMUSG00000120384,0.08323483858591,0.754319701041438,0.03,0.014,1
Gnl2,0.0832531687773758,-0.441888948720286,0.182,0.232,1
Bicral,0.083269799919119,-1.10163459652281,0.047,0.078,1
Sdf2l1,0.0833285606025641,0.373785836936728,0.254,0.206,1
Hcfc1r1,0.0833670569729031,0.595906822881248,0.191,0.151,1
1810034E14Rik,0.0834668352202259,-2.52274142692394,0,0.013,1
Gpatch3,0.0834668352202259,-2.4285846345388,0,0.013,1
Trim62,0.0834668352202259,-2.49360361177074,0,0.013,1
Vsig10,0.0834668352202259,-2.52471094188608,0,0.013,1
Rtn3,0.0834831869378904,0.186883095590947,0.691,0.624,1
Ppp4c,0.0835813428721893,0.138691339547174,0.589,0.535,1
Taf6l,0.0836091894453792,0.683127060052601,0.042,0.023,1
Gas2,0.0837176671958145,-0.887578401457056,0.017,0.04,1
Glb1l,0.0837343127540192,0.762853634449749,0.03,0.014,1
Tmem175,0.0837705940640344,-0.548986808408419,0.047,0.079,1
Dst,0.0840329959174666,0.2956110552846,0.064,0.038,1
Bcar3,0.0841105087727598,0.689098234602396,0.03,0.014,1
Fbxo33,0.0841774517846523,0.747497011463828,0.114,0.081,1
Metap2,0.0843649203246628,-0.321887487106486,0.47,0.494,1
Dtx2,0.0843930204869655,-1.46168579069084,0.008,0.027,1
Atxn2,0.0845706342961126,0.209654894465575,0.127,0.09,1
Smarce1,0.0845837640588513,-0.435091092074537,0.195,0.246,1
Ttc4,0.084653202810496,-0.700324555443253,0.042,0.073,1
Chchd5,0.0847093565159943,0.665256496503727,0.089,0.06,1
Plxnb2,0.0847799976758602,0.673116687741217,0.076,0.049,1
Ncstn,0.0848029723193021,0.405517044298173,0.212,0.166,1
Sav1,0.0848872958923596,0.299648774317103,0.182,0.14,1
Obi1,0.084892373581182,-0.559925645155416,0.025,0.052,1
Dop1a,0.0849150805432865,-0.893985115554037,0.038,0.067,1
Usp37,0.0849367222677961,0.37490451441936,0.186,0.143,1
Sem1,0.0850174733152837,0.33561100863373,0.513,0.464,1
Sigirr,0.0851748323605892,-0.750610945538114,0.03,0.057,1
Caln1,0.0852826122639992,0.887287198437474,0.034,0.017,1
